date,carbon,temp_C,operator,colony_idx,area,time_min
20181023,acetate,37,O2,1,0,5
20181023,acetate,37,O2,1,0,10
20181023,acetate,37,O2,1,0,15
20181023,acetate,37,O2,1,0,20
20181023,acetate,37,O2,1,0,25
20181023,acetate,37,O2,1,0,30
20181023,acetate,37,O2,1,0,35
20181023,acetate,37,O2,1,0,40
20181023,acetate,37,O2,1,0,45
20181023,acetate,37,O2,1,0,50
20181023,acetate,37,O2,1,0,55
20181023,acetate,37,O2,1,0,60
20181023,acetate,37,O2,1,0,65
20181023,acetate,37,O2,1,0,70
20181023,acetate,37,O2,1,0,75
20181023,acetate,37,O2,1,0,80
20181023,acetate,37,O2,1,0,85
20181023,acetate,37,O2,1,0,90
20181023,acetate,37,O2,1,0,95
20181023,acetate,37,O2,1,0,100
20181023,acetate,37,O2,1,0,105
20181023,acetate,37,O2,1,0,110
20181023,acetate,37,O2,1,0,115
20181023,acetate,37,O2,1,0,120
20181023,acetate,37,O2,1,0,125
20181023,acetate,37,O2,1,0,130
20181023,acetate,37,O2,1,0,135
20181023,acetate,37,O2,1,0,140
20181023,acetate,37,O2,1,0,145
20181023,acetate,37,O2,1,0,150
20181023,acetate,37,O2,1,0,155
20181023,acetate,37,O2,1,0,160
20181023,acetate,37,O2,1,0,165
20181023,acetate,37,O2,1,0,170
20181023,acetate,37,O2,1,0,175
20181023,acetate,37,O2,1,0,180
20181023,acetate,37,O2,1,0,185
20181023,acetate,37,O2,1,0,190
20181023,acetate,37,O2,1,0,195
20181023,acetate,37,O2,1,0,200
20181023,acetate,37,O2,1,0,205
20181023,acetate,37,O2,1,0,210
20181023,acetate,37,O2,1,0,215
20181023,acetate,37,O2,1,0,220
20181023,acetate,37,O2,1,0,225
20181023,acetate,37,O2,1,0,230
20181023,acetate,37,O2,1,0,235
20181023,acetate,37,O2,1,0,240
20181023,acetate,37,O2,1,0,245
20181023,acetate,37,O2,1,0,250
20181023,acetate,37,O2,1,0,255
20181023,acetate,37,O2,1,0,260
20181023,acetate,37,O2,1,0,265
20181023,acetate,37,O2,1,0,270
20181023,acetate,37,O2,1,0,275
20181023,acetate,37,O2,1,0,280
20181023,acetate,37,O2,1,0,285
20181023,acetate,37,O2,1,0,290
20181023,acetate,37,O2,1,0,295
20181023,acetate,37,O2,1,0,300
20181023,acetate,37,O2,1,0,305
20181023,acetate,37,O2,1,0,310
20181023,acetate,37,O2,1,0,315
20181023,acetate,37,O2,1,0,320
20181023,acetate,37,O2,1,0,325
20181023,acetate,37,O2,1,0,330
20181023,acetate,37,O2,1,0,335
20181023,acetate,37,O2,1,0,340
20181023,acetate,37,O2,1,0,345
20181023,acetate,37,O2,1,0,350
20181023,acetate,37,O2,1,0,355
20181023,acetate,37,O2,1,0,360
20181023,acetate,37,O2,2,1012,5
20181023,acetate,37,O2,2,1018,10
20181023,acetate,37,O2,2,1025,15
20181023,acetate,37,O2,2,1050,20
20181023,acetate,37,O2,2,1036,25
20181023,acetate,37,O2,2,1075,30
20181023,acetate,37,O2,2,1089,35
20181023,acetate,37,O2,2,1099,40
20181023,acetate,37,O2,2,1122,45
20181023,acetate,37,O2,2,1157,50
20181023,acetate,37,O2,2,1172,55
20181023,acetate,37,O2,2,1165,60
20181023,acetate,37,O2,2,1176,65
20181023,acetate,37,O2,2,1177,70
20181023,acetate,37,O2,2,1174,75
20181023,acetate,37,O2,2,1213,80
20181023,acetate,37,O2,2,1196,85
20181023,acetate,37,O2,2,1228,90
20181023,acetate,37,O2,2,1268,95
20181023,acetate,37,O2,2,1275,100
20181023,acetate,37,O2,2,1284,105
20181023,acetate,37,O2,2,1293,110
20181023,acetate,37,O2,2,1294,115
20181023,acetate,37,O2,2,1310,120
20181023,acetate,37,O2,2,1321,125
20181023,acetate,37,O2,2,1354,130
20181023,acetate,37,O2,2,1371,135
20181023,acetate,37,O2,2,1381,140
20181023,acetate,37,O2,2,1388,145
20181023,acetate,37,O2,2,1404,150
20181023,acetate,37,O2,2,1420,155
20181023,acetate,37,O2,2,1443,160
20181023,acetate,37,O2,2,1470,165
20181023,acetate,37,O2,2,1482,170
20181023,acetate,37,O2,2,1530,175
20181023,acetate,37,O2,2,1547,180
20181023,acetate,37,O2,2,1578,185
20181023,acetate,37,O2,2,1608,190
20181023,acetate,37,O2,2,1648,195
20181023,acetate,37,O2,2,1674,200
20181023,acetate,37,O2,2,1718,205
20181023,acetate,37,O2,2,1771,210
20181023,acetate,37,O2,2,1827,215
20181023,acetate,37,O2,2,1918,220
20181023,acetate,37,O2,2,2009,225
20181023,acetate,37,O2,2,2104,230
20181023,acetate,37,O2,2,2172,235
20181023,acetate,37,O2,2,2221,240
20181023,acetate,37,O2,2,2304,245
20181023,acetate,37,O2,2,2391,250
20181023,acetate,37,O2,2,2443,255
20181023,acetate,37,O2,2,2484,260
20181023,acetate,37,O2,2,2536,265
20181023,acetate,37,O2,2,2591,270
20181023,acetate,37,O2,2,2643,275
20181023,acetate,37,O2,2,2699,280
20181023,acetate,37,O2,2,2771,285
20181023,acetate,37,O2,2,2898,290
20181023,acetate,37,O2,2,2953,295
20181023,acetate,37,O2,2,2992,300
20181023,acetate,37,O2,2,3044,305
20181023,acetate,37,O2,2,3097,310
20181023,acetate,37,O2,2,3157,315
20181023,acetate,37,O2,2,3270,320
20181023,acetate,37,O2,2,3344,325
20181023,acetate,37,O2,2,3447,330
20181023,acetate,37,O2,2,3484,335
20181023,acetate,37,O2,2,3551,340
20181023,acetate,37,O2,2,3598,345
20181023,acetate,37,O2,2,3714,350
20181023,acetate,37,O2,2,3807,355
20181023,acetate,37,O2,2,3949,360
20181023,acetate,37,O2,3,561,5
20181023,acetate,37,O2,3,556,10
20181023,acetate,37,O2,3,597,15
20181023,acetate,37,O2,3,627,20
20181023,acetate,37,O2,3,635,25
20181023,acetate,37,O2,3,677,30
20181023,acetate,37,O2,3,687,35
20181023,acetate,37,O2,3,732,40
20181023,acetate,37,O2,3,751,45
20181023,acetate,37,O2,3,775,50
20181023,acetate,37,O2,3,780,55
20181023,acetate,37,O2,3,783,60
20181023,acetate,37,O2,3,806,65
20181023,acetate,37,O2,3,827,70
20181023,acetate,37,O2,3,833,75
20181023,acetate,37,O2,3,850,80
20181023,acetate,37,O2,3,879,85
20181023,acetate,37,O2,3,884,90
20181023,acetate,37,O2,3,884,95
20181023,acetate,37,O2,3,891,100
20181023,acetate,37,O2,3,878,105
20181023,acetate,37,O2,3,880,110
20181023,acetate,37,O2,3,902,115
20181023,acetate,37,O2,3,881,120
20181023,acetate,37,O2,3,906,125
20181023,acetate,37,O2,3,906,130
20181023,acetate,37,O2,3,917,135
20181023,acetate,37,O2,3,922,140
20181023,acetate,37,O2,3,936,145
20181023,acetate,37,O2,3,933,150
20181023,acetate,37,O2,3,934,155
20181023,acetate,37,O2,3,952,160
20181023,acetate,37,O2,3,951,165
20181023,acetate,37,O2,3,965,170
20181023,acetate,37,O2,3,968,175
20181023,acetate,37,O2,3,983,180
20181023,acetate,37,O2,3,1004,185
20181023,acetate,37,O2,3,1024,190
20181023,acetate,37,O2,3,1052,195
20181023,acetate,37,O2,3,1094,200
20181023,acetate,37,O2,3,1120,205
20181023,acetate,37,O2,3,1154,210
20181023,acetate,37,O2,3,1195,215
20181023,acetate,37,O2,3,1203,220
20181023,acetate,37,O2,3,1255,225
20181023,acetate,37,O2,3,1283,230
20181023,acetate,37,O2,3,1360,235
20181023,acetate,37,O2,3,1412,240
20181023,acetate,37,O2,3,1497,245
20181023,acetate,37,O2,3,1565,250
20181023,acetate,37,O2,3,1641,255
20181023,acetate,37,O2,3,1733,260
20181023,acetate,37,O2,3,1849,265
20181023,acetate,37,O2,3,1985,270
20181023,acetate,37,O2,3,2104,275
20181023,acetate,37,O2,3,2183,280
20181023,acetate,37,O2,3,2259,285
20181023,acetate,37,O2,3,2354,290
20181023,acetate,37,O2,3,2458,295
