I_1,I_2,area_1,area_2,bg_val,fractional_birth_area,date,run_no,temp,carbon,operator
384.12829525483306,438.89270386266094,569.0,466.0,,0.48148148148148145,20190611,1,37,glucose,O2
237.87360594795538,237.63888888888889,538.0,504.0,,0.5119236883942766,20190611,1,37,glucose,O2
234.85404339250493,236.19819819819818,507.0,444.0,,0.5288713910761155,20190611,1,37,glucose,O2
283.25174825174827,270.09429280397023,429.0,403.0,,0.523117569352708,20190611,1,37,glucose,O2
279.79651162790697,290.4113300492611,516.0,406.0,,0.5281501340482574,20190611,1,37,glucose,O2
239.093949044586,246.52380952380952,628.0,504.0,,0.5039123630672926,20190611,1,37,glucose,O2
242.0785123966942,249.07749077490774,242.0,271.0,,0.5227272727272727,20190611,1,37,glucose,O2
239.82038834951456,233.752688172043,412.0,372.0,,0.4943820224719101,20190611,1,37,glucose,O2
292.6338912133891,288.27231121281466,478.0,437.0,,0.526032315978456,20190611,1,37,glucose,O2
245.94838709677418,245.70229007633588,310.0,262.0,,0.5439252336448598,20190611,1,37,glucose,O2
275.109409190372,276.8365180467091,457.0,471.0,,0.49245689655172414,20190611,1,37,glucose,O2
259.1598513011152,254.61521252796422,538.0,447.0,,0.5396308360477742,20190611,1,37,glucose,O2
266.39628482972137,257.5686746987952,323.0,415.0,,0.42752562225475843,20190611,1,37,glucose,O2
331.73846153846154,298.8481308411215,390.0,428.0,,0.5068681318681318,20190611,1,37,glucose,O2
270.1702786377709,254.65546218487395,323.0,357.0,,0.47564935064935066,20190611,1,37,glucose,O2
310.34193548387094,321.6594427244582,310.0,323.0,,0.48973143759873616,20190611,1,37,glucose,O2
242.27118644067798,243.81235697940502,413.0,437.0,,0.4858823529411765,20190611,1,37,glucose,O2
247.62953367875647,256.0736842105263,386.0,380.0,,0.5039164490861618,20190611,1,37,glucose,O2
234.83279742765274,235.57834757834758,311.0,351.0,,0.46886446886446886,20190611,1,37,glucose,O2
265.58482142857144,266.40314136125653,448.0,382.0,,0.5226939970717424,20190611,1,37,glucose,O2
298.3021978021978,300.8321167883212,546.0,411.0,,0.5083056478405316,20190611,1,37,glucose,O2
244.62591240875912,242.38814531548758,548.0,523.0,,0.5220125786163522,20190611,1,37,glucose,O2
242.79365079365078,244.05769230769232,441.0,468.0,,0.49159120310478654,20190611,1,37,glucose,O2
268.60041407867493,279.4227848101266,483.0,395.0,,0.4990791896869245,20190611,1,37,glucose,O2
236.96683673469389,228.1326530612245,392.0,392.0,,0.5016835016835017,20190611,1,37,glucose,O2
251.55054432348368,247.84562607204117,643.0,583.0,,0.5096153846153846,20190611,1,37,glucose,O2
230.9126984126984,237.27864583333334,756.0,384.0,,0.5541310541310541,20190611,1,37,glucose,O2
329.1154639175258,303.85010706638116,485.0,467.0,,0.5128571428571429,20190611,1,37,glucose,O2
229.25219298245614,231.68304668304668,456.0,407.0,,0.543613707165109,20190611,1,37,glucose,O2
268.9974937343358,275.66272189349115,399.0,338.0,,0.5529197080291971,20190611,1,37,glucose,O2
282.61538461538464,282.8958333333333,325.0,336.0,,0.5154185022026432,20190611,1,37,glucose,O2
340.58309037900875,324.0813953488372,343.0,344.0,,0.5018181818181818,20190611,1,37,glucose,O2
275.98006644518273,284.825831702544,602.0,511.0,,0.5462184873949579,20190611,1,37,glucose,O2
252.76294277929156,275.24477611940296,367.0,335.0,,0.5235404896421846,20190611,1,37,glucose,O2
268.9088471849866,261.50236966824644,373.0,422.0,,0.5046904315196998,20190611,1,37,glucose,O2
247.16075650118202,253.0715123094959,423.0,853.0,,0.33150470219435735,20190611,1,37,glucose,O2
242.29677419354837,249.2404181184669,310.0,287.0,,0.5521472392638037,20190611,1,37,glucose,O2
232.10408921933086,233.7984496124031,538.0,387.0,,0.4634920634920635,20190611,1,37,glucose,O2
298.7226277372263,315.428093645485,411.0,299.0,,0.5788732394366197,20190611,1,37,glucose,O2
239.13469387755103,239.79783393501805,245.0,277.0,,0.48548812664907653,20190611,1,37,glucose,O2
280.1121495327103,277.1900647948164,535.0,463.0,,0.5292841648590022,20190611,1,37,glucose,O2
274.48148148148147,266.0990338164251,540.0,414.0,,0.5741811175337187,20190611,1,37,glucose,O2
295.5648604269294,345.29064039408865,609.0,406.0,,0.4809590973201692,20190611,1,37,glucose,O2
306.4736842105263,307.6637168141593,323.0,339.0,,0.5017482517482518,20190611,1,37,glucose,O2
455.4074074074074,450.6970588235294,351.0,340.0,,0.5187074829931972,20190611,1,37,glucose,O2
266.31452991452994,289.089156626506,585.0,415.0,,0.5601317957166392,20190611,1,37,glucose,O2
252.3590425531915,232.203007518797,376.0,665.0,,0.4875444839857651,20190611,1,37,glucose,O2
270.8378378378378,277.0563725490196,407.0,408.0,,0.4978723404255319,20190611,1,37,glucose,O2
294.306905370844,269.84382284382286,391.0,429.0,,0.4571984435797665,20190611,1,37,glucose,O2
358.775,335.55631399317406,480.0,586.0,,0.4739413680781759,20190611,1,37,glucose,O2
230.753125,232.0558659217877,320.0,358.0,,0.5112936344969199,20190611,1,37,glucose,O2
289.20725388601034,283.3647642679901,386.0,403.0,,0.5112781954887218,20190611,1,37,glucose,O2
337.94516594516597,427.06424581005587,693.0,358.0,,0.5243161094224924,20190611,1,37,glucose,O2
250.93064876957496,247.5857843137255,447.0,408.0,,0.5767857142857142,20190611,1,37,glucose,O2
284.1360381861575,286.02472527472526,419.0,364.0,,0.5218617771509168,20190611,1,37,glucose,O2
274.8044943820225,281.78426395939084,445.0,394.0,,0.5089285714285714,20190611,1,37,glucose,O2
323.24899598393574,308.4,249.0,305.0,,0.4527938342967245,20190611,1,37,glucose,O2
303.8188775510204,318.3288409703504,392.0,371.0,,0.512014787430684,20190611,1,37,glucose,O2
313.4334862385321,298.4660194174757,436.0,412.0,,0.4950166112956811,20190611,1,37,glucose,O2
301.7442455242967,297.70588235294116,391.0,408.0,,0.562862669245648,20190611,1,37,glucose,O2
291.61386138613864,280.7375,404.0,320.0,,0.5492730210016155,20190611,1,37,glucose,O2
287.636655948553,290.75250836120404,311.0,299.0,,0.5317164179104478,20190611,1,37,glucose,O2
237.56117021276594,236.74267100977198,376.0,307.0,,0.538235294117647,20190611,1,37,glucose,O2
280.8953771289538,282.8661202185792,411.0,366.0,,0.520066889632107,20190611,1,37,glucose,O2
290.0390625,289.590206185567,384.0,388.0,,0.4922779922779923,20190611,1,37,glucose,O2
279.6375,272.81849315068496,320.0,292.0,,0.5169491525423728,20190611,1,37,glucose,O2
257.48627450980393,262.7885714285714,255.0,350.0,,0.42936802973977695,20190611,1,37,glucose,O2
281.4750957854406,290.8862745098039,261.0,255.0,,0.48088531187122735,20190611,1,37,glucose,O2
228.11455108359132,231.2754342431762,323.0,403.0,,0.4423897581792319,20190611,1,37,glucose,O2
228.61162079510703,228.29182879377433,327.0,257.0,,0.559931506849315,20190611,1,37,glucose,O2
228.17109144542772,232.26736111111111,339.0,288.0,,0.5146299483648882,20190611,1,37,glucose,O2
298.95323741007195,287.52095808383234,278.0,334.0,,0.4914383561643836,20190611,1,37,glucose,O2
292.0,279.8289962825279,266.0,269.0,,0.5019455252918288,20190611,1,37,glucose,O2
303.43521594684387,302.6150627615063,301.0,239.0,,0.5391304347826087,20190611,1,37,glucose,O2
231.61650485436894,229.92967032967033,412.0,455.0,,0.5138121546961326,20190611,1,37,glucose,O2
292.6340579710145,288.0486111111111,276.0,432.0,,0.3898305084745763,20190611,1,37,glucose,O2
246.45454545454547,235.11111111111111,242.0,252.0,,0.4892601431980907,20190611,1,37,glucose,O2
234.43076923076924,229.705223880597,260.0,268.0,,0.5441478439425051,20190611,1,37,glucose,O2
322.7385444743935,328.8290258449304,371.0,503.0,,0.39740566037735847,20190611,1,37,glucose,O2
267.5229007633588,311.7902350813743,524.0,553.0,,0.48653667595171773,20190611,1,37,glucose,O2
251.2010582010582,277.85945945945946,378.0,370.0,,0.5053475935828877,20190611,1,37,glucose,O2
318.2046908315565,300.77640845070425,469.0,568.0,,0.4522661523625844,20190611,1,37,glucose,O2
319.1523178807947,292.71517027863774,302.0,323.0,,0.4832,20190611,1,37,glucose,O2
233.6216216216216,246.64354066985646,666.0,418.0,,0.6143911439114391,20190611,1,37,glucose,O2
266.012077294686,281.5950782997763,414.0,447.0,,0.5088105726872246,20190611,1,37,glucose,O2
257.507614213198,263.22505800464035,394.0,431.0,,0.4890756302521008,20190611,1,37,glucose,O2
263.4447300771208,269.9365558912387,389.0,331.0,,0.526431718061674,20190611,1,37,glucose,O2
299.4273684210526,276.412,475.0,500.0,,0.47270742358078605,20190611,1,37,glucose,O2
317.4109263657957,312.9453237410072,421.0,695.0,,0.4220430107526882,20190611,1,37,glucose,O2
390.34090909090907,347.1478873239437,352.0,426.0,,0.4831013916500994,20190611,1,37,glucose,O2
