max df,max df std,max df stderr,time of max df,time of max df std,time of max df stderr,inverse max df,inverse max df std,inverse max df stderr,max y,max y std,max y stderr,lag time,lag time std,lag time stderr
0.004322635270126588,1.7177602519338023e-05,1.7177602519338024e-06,948.4366666666664,5.763427799495713,0.5763427799495713,160.35545276601204,0.6377788834258199,0.063777888342582,0.17027761159219032,0.0004749688937382772,4.7496889373827724e-05,665.9105079923579,1.1786931847029283,0.11786931847029283
