strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_mean,alpha_median,alpha_hpd_min,alpha_hpd_max,fold_change
delta,238.0,205.15126050420167,239.42436974789916,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.08287615866765566
delta,303.0,187.75247524752476,239.82178217821783,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.02621775441818332
delta,463.0,170.63066954643628,203.77537796976242,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,-0.02953867768795524
delta,615.0,812.4146341463414,179.77235772357724,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.0604035091193738
delta,601.0,682.0615640599002,180.0549084858569,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.6359142800633908
delta,941.0,799.9755579171094,188.8586609989373,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.0198961863903135
delta,716.0,843.1648044692737,188.8687150837989,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.160540131026827
delta,612.0,185.97712418300654,237.7238562091503,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.020436399179052323
delta,551.0,193.19419237749545,230.5480943738657,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.043938474825536956
delta,514.0,585.035019455253,192.91050583657588,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.3199514639219647
delta,822.0,703.0656934306569,193.16788321167883,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.704313334091594
delta,680.0,742.0308823529411,193.34264705882353,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.8312018146979407
delta,385.0,639.1688311688312,192.58961038961039,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.496235919554044
delta,470.0,738.6574468085106,192.84468085106383,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.8202163653136203
delta,501.0,668.934131736527,188.6806387225549,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.5931653549883005
delta,404.0,947.8341584158416,185.95049504950495,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.5013914307553473
delta,802.0,771.3366583541147,188.5211970074813,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.9266348279240668
delta,945.0,787.021164021164,188.6973544973545,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.9777107535951302
delta,514.0,261.4747081712062,245.46498054474708,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.26629107066080737
delta,922.0,198.37201735357917,233.3297180043384,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.06079984165661406
delta,572.0,199.71678321678323,229.1346153846154,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.06517901449967602
delta,424.0,205.125,241.16273584905662,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.0827906424525347
delta,864.0,659.3078703703703,190.6875,0.0,20181030,RDM,37,O2,1,166.1820657769589,189.54861447156173,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.5618178442369117
delta,508.0,183.79724409448818,236.95866141732284,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.013337712377153239
delta,734.0,182.9822888283379,228.99863760217983,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.010683845211509595
delta,247.0,192.49797570850203,235.78542510121457,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.041671274851796676
delta,265.0,186.28301886792454,233.49433962264152,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.02143253221133962
delta,539.0,874.6771799628942,196.68645640074212,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.2631588416574178
delta,579.0,815.3523316062176,197.08117443868738,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.0699699959624964
delta,481.0,879.6569646569646,193.83783783783784,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.279375298732414
delta,739.0,1000.6752368064953,193.54397834912044,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.673466155298935
delta,693.0,891.8860028860029,192.8932178932179,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.3191986416463797
delta,849.0,855.88457008245,196.1436984687868,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.2019615067974896
delta,377.0,711.7347480106101,199.91246684350133,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.732543741651986
delta,396.0,193.9570707070707,253.11868686868686,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.04642275566196197
delta,359.0,188.49025069637884,235.36211699164346,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.02862028879112001
delta,434.0,216.58755760368663,224.96082949308754,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.12011797380707906
delta,241.0,180.61410788381744,226.1078838174274,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.002971964680134848
delta,244.0,179.84426229508196,219.91803278688525,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.0004649952605594822
delta,285.0,735.7719298245614,183.33333333333334,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.810819801971213
delta,464.0,849.8771551724138,183.41163793103448,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.182398615627457
delta,376.0,633.9281914893617,223.7340425531915,0.0,20181030,RDM,37,O2,1,163.2182617121391,189.1436622223068,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.479169999312787
delta,264.0,168.66287878787878,212.36363636363637,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,-0.03594670460661272
delta,307.0,175.29641693811075,218.071661237785,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,-0.01434486973277253
delta,247.0,196.66801619433198,258.8663967611336,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.05525083434961565
delta,326.0,188.7638036809816,237.96012269938652,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.02951110245176479
delta,238.0,188.58823529411765,233.0,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.028939371466548586
delta,239.0,180.44351464435147,225.98326359832635,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.0024164350508361077
delta,918.0,610.3333333333334,183.29302832244008,0.0,20181030,RDM,37,O2,1,162.3531373440284,189.43213949053043,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.4023343471743603
delta,940.0,727.4946808510638,195.92340425531916,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.783865292705459
delta,912.0,849.9133771929825,196.97587719298247,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.182516571096982
delta,885.0,781.0429378531073,197.4598870056497,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.9582429143220093
delta,868.0,612.778801843318,185.99308755760367,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,1.4102979113757688
delta,552.0,198.03442028985506,247.52173913043478,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,0.059700471175989575
delta,643.0,921.8833592534992,225.22706065318818,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.4168837569237724
delta,499.0,874.7414829659318,213.56513026052104,0.0,20181030,RDM,37,O2,1,161.60140165016816,188.6082777766017,959.51734512797,959.51734512797,1048.0603411309642,219.43149208008379,3630.7151187702175,2.263368241652119
