I_1,I_2,area_1,area_2,bg_val,fractional_birth_area,date,run_no,temp,carbon,operator
195.22135416666666,196.45714285714286,384.0,385.0,,0.4918918918918919,20181122,1,37,glycerol,O2
193.0344827586207,197.4206349206349,493.0,504.0,,0.50814332247557,20181122,1,37,glycerol,O2
224.62,223.62049861495845,500.0,722.0,,0.49233128834355827,20181122,1,37,glycerol,O2
195.35192307692307,195.96666666666667,520.0,510.0,,0.4972796517954298,20181122,1,37,glycerol,O2
196.96746817538897,195.70916905444125,707.0,698.0,,0.4745762711864407,20181122,1,37,glycerol,O2
221.7258620689655,230.4120443740095,580.0,631.0,,0.5018820577164367,20181122,1,37,glycerol,O2
210.5,204.52952029520296,466.0,542.0,,0.4425981873111782,20181122,1,37,glycerol,O2
272.8692098092643,305.751497005988,367.0,334.0,,0.5231316725978647,20181122,1,37,glycerol,O2
216.5164835164835,220.32929292929293,455.0,495.0,,0.4845474613686534,20181122,1,37,glycerol,O2
214.51844262295083,221.99454545454546,488.0,550.0,,0.4106583072100313,20181122,1,37,glycerol,O2
233.9245283018868,238.64059196617336,530.0,473.0,,0.47771836007130125,20181122,1,37,glycerol,O2
239.727078891258,233.42833607907744,469.0,607.0,,0.47074468085106386,20181122,1,37,glycerol,O2
208.69340974212034,200.53348214285714,349.0,448.0,,0.4543795620437956,20181122,1,37,glycerol,O2
253.36039360393605,287.9303278688525,813.0,732.0,,0.5594900849858357,20181122,1,37,glycerol,O2
200.53254437869822,199.71480144404333,676.0,554.0,,0.521486643437863,20181122,1,37,glycerol,O2
196.29942418426103,205.76682316118936,521.0,639.0,,0.4691516709511568,20181122,1,37,glycerol,O2
199.18247126436782,195.7908611599297,696.0,569.0,,0.5447019867549668,20181122,1,37,glycerol,O2
207.84198113207546,220.34894613583137,424.0,427.0,,0.4863013698630137,20181122,1,37,glycerol,O2
203.4556313993174,204.40803382663847,586.0,473.0,,0.5416666666666666,20181122,1,37,glycerol,O2
210.86046511627907,211.85301204819277,473.0,415.0,,0.49250936329588013,20181122,1,37,glycerol,O2
198.0253164556962,196.32489451476792,553.0,474.0,,0.4798962386511025,20181122,1,37,glycerol,O2
191.4921568627451,194.0677966101695,510.0,472.0,,0.48776978417266187,20181122,1,37,glycerol,O2
195.58620689655172,193.78296703296704,290.0,364.0,,0.43317972350230416,20181122,1,37,glycerol,O2
256.7601918465228,227.35959595959596,417.0,495.0,,0.4693140794223827,20181122,1,37,glycerol,O2
216.72124756335282,217.45212765957447,513.0,564.0,,0.4912536443148688,20181122,1,37,glycerol,O2
195.23333333333332,196.7212643678161,420.0,348.0,,0.5563380281690141,20181122,1,37,glycerol,O2
197.4078624078624,195.23969072164948,407.0,388.0,,0.5050632911392405,20181122,1,37,glycerol,O2
196.29538461538462,194.6693989071038,325.0,366.0,,0.4583333333333333,20181122,1,37,glycerol,O2
