parameter,value,well_id,carbon,strain
max df,0.01205258041895781,43,glucose,geneva_BW
lag time std,3.266670205974174,43,glucose,geneva_BW
lag time,189.21514776419667,43,glucose,geneva_BW
max y stderr,0.0003518690870491049,43,glucose,geneva_BW
max y std,0.0035186908704910487,43,glucose,geneva_BW
max y,0.22439356326191387,43,glucose,geneva_BW
inverse max df stderr,0.11084007760270793,43,glucose,geneva_BW
lag time stderr,0.3266670205974174,43,glucose,geneva_BW
inverse max df,57.531655635388354,43,glucose,geneva_BW
time of max df stderr,3.471350745747253,43,glucose,geneva_BW
time of max df std,34.71350745747253,43,glucose,geneva_BW
time of max df,294.9866666666667,43,glucose,geneva_BW
max df stderr,2.326003849591378e-05,43,glucose,geneva_BW
max df std,0.0002326003849591378,43,glucose,geneva_BW
inverse max df std,1.1084007760270793,43,glucose,geneva_BW
max df std,0.0001127768249111161,44,glucose,geneva_BW
max df stderr,1.127768249111161e-05,44,glucose,geneva_BW
time of max df,243.6066666666666,44,glucose,geneva_BW
time of max df std,7.185151355399553,44,glucose,geneva_BW
time of max df stderr,0.7185151355399553,44,glucose,geneva_BW
inverse max df,54.71405653374179,44,glucose,geneva_BW
max y,0.22188368486155827,44,glucose,geneva_BW
inverse max df stderr,0.04870864053489728,44,glucose,geneva_BW
max y std,0.0024701256283796978,44,glucose,geneva_BW
max y stderr,0.00024701256283796977,44,glucose,geneva_BW
lag time,184.0943454168666,44,glucose,geneva_BW
max df,0.012669543296330264,44,glucose,geneva_BW
inverse max df std,0.48708640534897274,44,glucose,geneva_BW
lag time std,1.2416051888262796,44,glucose,geneva_BW
lag time stderr,0.12416051888262795,44,glucose,geneva_BW
inverse max df std,0.43985667598853073,45,glucose,geneva_BW
lag time stderr,0.10837048465081285,45,glucose,geneva_BW
lag time std,1.0837048465081285,45,glucose,geneva_BW
lag time,185.10848992197757,45,glucose,geneva_BW
max y stderr,0.00024117439193461956,45,glucose,geneva_BW
max y std,0.0024117439193461956,45,glucose,geneva_BW
max y,0.22274334131281243,45,glucose,geneva_BW
inverse max df stderr,0.04398566759885307,45,glucose,geneva_BW
inverse max df,57.702594600432796,45,glucose,geneva_BW
time of max df stderr,0.46957427527495643,45,glucose,geneva_BW
time of max df std,4.695742752749564,45,glucose,geneva_BW
time of max df,249.06666666666663,45,glucose,geneva_BW
max df stderr,9.112995223344718e-06,45,glucose,geneva_BW
max df std,9.112995223344718e-05,45,glucose,geneva_BW
max df,0.012013103860394938,45,glucose,geneva_BW
max df,0.012021180749989651,46,glucose,geneva_BW
lag time std,0.6911518747349047,46,glucose,geneva_BW
lag time stderr,0.06911518747349046,46,glucose,geneva_BW
max df std,0.00013177212149501923,46,glucose,geneva_BW
max df stderr,1.3177212149501923e-05,46,glucose,geneva_BW
time of max df,231.42666666666662,46,glucose,geneva_BW
time of max df std,9.566211371279646,46,glucose,geneva_BW
time of max df stderr,0.9566211371279646,46,glucose,geneva_BW
inverse max df,57.66741767030584,46,glucose,geneva_BW
inverse max df std,0.6319921861831163,46,glucose,geneva_BW
inverse max df stderr,0.06319921861831163,46,glucose,geneva_BW
max y,0.22038243164940013,46,glucose,geneva_BW
max y std,0.002474967323305689,46,glucose,geneva_BW
max y stderr,0.0002474967323305689,46,glucose,geneva_BW
lag time,182.44192016106442,46,glucose,geneva_BW
lag time stderr,0.06032340983074656,47,glucose,geneva_BW
max df,0.011265973291885651,47,glucose,geneva_BW
max df std,7.839256075140831e-05,47,glucose,geneva_BW
max df stderr,7.83925607514083e-06,47,glucose,geneva_BW
time of max df,240.8766666666666,47,glucose,geneva_BW
time of max df std,8.368147943242878,47,glucose,geneva_BW
time of max df stderr,0.8368147943242878,47,glucose,geneva_BW
inverse max df stderr,0.04281030907255527,47,glucose,geneva_BW
inverse max df std,0.42810309072555275,47,glucose,geneva_BW
lag time std,0.6032340983074657,47,glucose,geneva_BW
max y,0.215952815915418,47,glucose,geneva_BW
max y std,0.0019072082891019844,47,glucose,geneva_BW
max y stderr,0.00019072082891019845,47,glucose,geneva_BW
inverse max df,61.52870425859759,47,glucose,geneva_BW
lag time,182.4361315743783,47,glucose,geneva_BW
