well_id,time,OD_raw_data,log(OD)_fit,log(OD)_fit_std,growth_rate,growth_rate_std,doubling_time,doubling_time_std,carbon,strain,ab_conc
40,251.16666666666663,0.00962499999999998,-4.622822076627926,0.006974995458424845,0.008108986153757103,0.00016323692054852291,85.4788955631392,1.7207221000310517,rifampicin,delta,3200
40,440.16666666666674,0.05475000000000001,-2.9028932142073245,0.00307376553736557,0.009785157434722525,4.233922016194707e-05,70.83658951672255,0.30650155391751593,rifampicin,delta,3200
40,447.16666666666674,0.058625,-2.834306804319567,0.003108723487183932,0.009810496767856058,4.1508034023347646e-05,70.65362712630734,0.29893421587381863,rifampicin,delta,3200
40,454.16666666666674,0.06268750000000002,-2.7655527492943293,0.003150512354151727,0.009833054785147954,4.050033960271931e-05,70.49154059498264,0.2903402244364404,rifampicin,delta,3200
40,461.16666666666674,0.06675000000000002,-2.6966505432974373,0.003195637241502976,0.009852824572709418,3.94144683695932e-05,70.3500986387031,0.28142302921673074,rifampicin,delta,3200
40,468.16666666666674,0.0716875,-2.627619724363285,0.003240398149476054,0.009869800511546067,3.838735079193968e-05,70.22909731043453,0.27314726281479973,rifampicin,delta,3200
40,475.16666666666674,0.07666666666666667,-2.558479865298068,0.00328119413432255,0.009883978281634231,3.759967098914092e-05,70.12835933157669,0.26677549896837305,rifampicin,delta,3200
40,482.16666666666674,0.08268750000000001,-2.4892505646203062,0.0033148191823352924,0.009895354865163242,3.727352071370455e-05,70.0477335077877,0.26385366481826616,rifampicin,delta,3200
40,489.16666666666674,0.08870833333333335,-2.4199514373849524,0.0033387629435350182,0.009903928548935959,3.765473915872089e-05,69.98709422579735,0.2660909521436675,rifampicin,delta,3200
40,496.16666666666674,0.0946875,-2.350602106084807,0.0033515430414779238,0.009909698925930854,3.897619560750797e-05,69.94634102819985,0.275108486173155,rifampicin,delta,3200
40,503.16666666666674,0.1038125,-2.2812221914718975,0.0033531044498283334,0.00991266689602277,4.141232624151386e-05,69.92539826371596,0.2921285902007516,rifampicin,delta,3200
40,433.16666666666674,0.05070833333333334,-2.9712925377116335,0.0030486205905197127,0.009757044989626262,4.2927209159263955e-05,71.04068714420224,0.3125514373562211,rifampicin,delta,3200
40,510.16666666666674,0.10993750000000001,-2.2118313034434323,0.0033453235833061797,0.009912834665852799,4.504892905975869e-05,69.92421481089174,0.3177709604525311,rifampicin,delta,3200
40,524.1666666666666,0.12677083333333333,-2.0730949374392367,0.003322820423215431,0.009904784958476576,5.586340907153766e-05,69.98104284603833,0.3946960625748237,rifampicin,delta,3200
40,531.1666666666666,0.13566666666666666,-2.00378854263181,0.0033276655634941264,0.009896578415444779,6.289856667058819e-05,70.03907324962002,0.4451394343991004,rifampicin,delta,3200
40,538.1666666666666,0.14679166666666665,-1.9345493225137034,0.003363454241352711,0.009885593534331605,7.090508586726126e-05,70.11690073567354,0.5029181960742344,rifampicin,delta,3200
40,545.1666666666666,0.15675,-1.8653966957199373,0.0034504767575566065,0.009871839024182094,7.980677257560709e-05,70.21459515922102,0.5676348868365534,rifampicin,delta,3200
40,552.1666666666666,0.16775,-1.7963500154164649,0.003611190619654391,0.00985532488233698,8.954065887038124e-05,70.33225072084892,0.6390044107696952,rifampicin,delta,3200
40,559.1666666666666,0.17862499999999998,-1.7274285602870805,0.0038670502034535803,0.009836062388413502,0.00010005646877117073,70.46998617825417,0.7168496592350918,rifampicin,delta,3200
40,566.1666666666666,0.19172916666666667,-1.6586515256012717,0.004235180558660512,0.00981406409745933,0.00011131461691306822,70.62794512819491,0.801087355577545,rifampicin,delta,3200
40,573.1666666666666,0.20358333333333337,-1.5900380142966242,0.004726559815083085,0.009789343832279584,0.00012328398917515812,70.80629636016538,0.8917127463860803,rifampicin,delta,3200
40,580.1666666666666,0.21479166666666666,-1.5216070281294378,0.005346417902847552,0.009761916674953408,0.00013593998523733474,71.00523428338458,0.988786405544981,rifampicin,delta,3200
40,587.1666666666666,0.22766666666666666,-1.453377458916293,0.006096081257252847,0.009731798957510307,0.00014926294266314212,71.22497942942233,1.0924239256456179,rifampicin,delta,3200
40,517.1666666666666,0.11875000000000001,-2.1424490318586322,0.0033326431513895074,0.009910205747862832,4.988552469426217e-05,69.9427638734367,0.3520745747529729,rifampicin,delta,3200
40,426.16666666666674,0.04775,-3.039485395507654,0.0030354708049479644,0.009726168920706657,4.323095570432224e-05,71.26620833042087,0.3167646295951419,rifampicin,delta,3200
40,594.1666666666666,0.25072916666666667,-1.3853680797928973,0.006974995458934196,0.009699008251830676,0.00016323692054860594,71.46577903252269,1.2027883048428398,rifampicin,delta,3200
40,412.16666666666674,0.041645833333333326,-3.1751745600722643,0.003048620591685064,0.009656170245121665,4.292720915942181e-05,71.78282517441384,0.31911578525378903,rifampicin,delta,3200
40,258.1666666666667,0.010645833333333327,-4.565731254444472,0.006096081258127027,0.008202323539731493,0.00014926294266296052,84.50619842077526,1.5378134974126925,rifampicin,delta,3200
40,265.1666666666667,0.010687500000000003,-4.507994544554094,0.0053464179025152995,0.008293519176625574,0.00013593998523691103,83.57696724371348,1.3699192648251521,rifampicin,delta,3200
40,272.1666666666667,0.011583333333333348,-4.449627070938732,0.004726559816210558,0.008382535572778904,0.0001232839891751856,82.68944098619068,1.216133717409822,rifampicin,delta,3200
40,279.1666666666667,0.012749999999999997,-4.39064421688272,0.0042351805582410825,0.008469336136203709,0.00011131461691300736,81.8419731384804,1.0756696558979815,rifampicin,delta,3200
40,286.1666666666667,0.013624999999999998,-4.331061618609965,0.0038670502039129372,0.008553885197581435,0.00010005646877113686,81.03302353834827,0.9478591308880322,rifampicin,delta,3200
