date,run,temp,carbon,operator,strain,atc_ngml,position,cell_id,area_um,area_pix,mean_intensity
20181002,r1,37,glucose,o2,delta,0,2,7,3.172975,751.0,194.0
20181002,r1,37,glucose,o2,delta,0,2,8,2.01955,478.0,191.0
20181002,r1,37,glucose,o2,delta,0,2,9,2.8223,668.0,204.0
20181002,r1,37,glucose,o2,delta,0,2,10,2.8223,668.0,194.0
20181002,r1,37,glucose,o2,delta,0,2,11,4.8841,1156.0,196.0
20181002,r1,37,glucose,o2,delta,0,2,12,2.277275,539.0,193.0
20181002,r1,37,glucose,o2,delta,0,2,13,2.17165,514.0,197.0
20181002,r1,37,glucose,o2,delta,0,2,14,2.72935,646.0,199.0
20181002,r1,37,glucose,o2,delta,0,2,15,2.184325,517.0,200.0
20181002,r1,37,glucose,o2,delta,0,2,16,2.9237,692.0,197.0
20181002,r1,37,glucose,o2,delta,0,2,17,2.556125,605.0,190.0
20181002,r1,37,glucose,o2,delta,0,2,18,2.1294,504.0,189.0
20181002,r1,37,glucose,o2,delta,0,2,19,3.671525,869.0,199.0
20181002,r1,37,glucose,o2,delta,0,2,20,2.0449,484.0,199.0
20181002,r1,37,glucose,o2,delta,0,2,21,2.2984,544.0,188.0
20181002,r1,37,glucose,o2,delta,0,2,22,2.006875,475.0,195.0
20181002,r1,37,glucose,o2,delta,0,2,23,2.39135,566.0,200.0
20181002,r1,37,glucose,o2,delta,0,2,24,2.59415,614.0,191.0
20181002,r1,37,glucose,o2,delta,0,2,25,2.5688,608.0,195.0
20181002,r1,37,glucose,o2,delta,0,2,26,2.598375,615.0,193.0
20181002,r1,37,glucose,o2,delta,0,2,27,2.2646,536.0,191.0
20181002,r1,37,glucose,o2,delta,0,2,28,3.38,800.0,197.0
20181002,r1,37,glucose,o2,delta,0,2,29,3.4983,828.0,194.0
20181002,r1,37,glucose,o2,delta,0,2,30,2.733575,647.0,198.0
20181002,r1,37,glucose,o2,delta,0,2,31,2.927925,693.0,191.0
20181002,r1,37,glucose,o2,delta,0,2,32,5.0869,1204.0,192.0
20181002,r1,37,glucose,o2,delta,0,2,33,2.251925,533.0,194.0
20181002,r1,37,glucose,o2,delta,0,2,34,2.792725,661.0,189.0
20181002,r1,37,glucose,o2,delta,0,2,35,2.175875,515.0,194.0
20181002,r1,37,glucose,o2,delta,0,2,36,2.471625,585.0,189.0
20181002,r1,37,glucose,o2,delta,0,2,37,3.042,720.0,193.0
20181002,r1,37,glucose,o2,delta,0,2,38,1.981525,469.0,188.0
20181002,r1,37,glucose,o2,delta,0,2,39,1.964625,465.0,186.0
20181002,r1,37,glucose,o2,delta,0,2,40,2.39135,566.0,183.0
20181002,r1,37,glucose,o2,delta,0,2,41,1.905475,451.0,185.0
20181002,r1,37,glucose,o2,delta,0,2,42,2.235025,529.0,183.0
20181002,r1,37,glucose,o2,delta,0,2,43,1.863225,441.0,188.0
20181002,r1,37,glucose,o2,delta,0,2,44,5.623475,1331.0,186.0
