,area_death,fluor1_mean_death,fluor2_mean_death,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,strain,atc_conc_ngml,position,aspect_ratio
37,386.0,126.0958549222798,11.803108808290155,35.0,10.741386579446855,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3068967594127673
38,744.0,122.68279569892474,11.126344086021506,57.0,12.950955213106942,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.22720974058082355
39,636.0,123.49213836477988,11.133647798742139,54.0,11.756427669957525,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.21771162351773193
40,730.0,123.73835616438356,10.550684931506849,54.0,13.503692244982428,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.250068374907082
41,491.0,122.56619144602851,11.765784114052954,40.0,12.270650624275747,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3067662656068937
42,505.0,123.26732673267327,11.338613861386138,42.0,12.014303821667474,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2860548528968446
43,681.0,122.38913362701909,10.779735682819384,50.0,13.612537648741444,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.27225075297482887
44,562.0,123.16903914590748,11.725978647686834,40.0,14.050725218987461,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3512681304746865
45,704.0,123.64204545454545,11.748579545454545,50.0,14.059050762454449,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.281181015249089
46,915.0,124.04043715846994,10.79016393442623,65.0,14.063080437412225,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.21635508365249576
47,509.0,128.1001964636542,11.628683693516699,41.0,12.391753614043939,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.30223789302546195
48,706.0,128.59773371104816,11.114730878186968,53.0,13.312950911832628,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2511877530534458
49,655.0,127.18015267175572,11.239694656488549,49.0,13.367157089890469,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.27279912428347897
50,579.0,123.82037996545769,12.212435233160623,42.0,13.783382464961521,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.32817577297527434
51,564.0,122.59751773049645,11.331560283687944,40.0,14.088070410199407,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3522017602549852
52,942.0,125.51486199575372,11.563694267515924,73.0,12.896347559365706,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.1766622953337768
53,554.0,123.4259927797834,11.902527075812275,41.0,13.505466293586334,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.32940161691673986
54,810.0,123.91851851851852,11.685185185185185,58.0,13.946593600792532,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.24045851035849194
55,700.0,129.7242857142857,11.651428571428571,57.0,12.279731720395004,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2154338898314913
56,675.0,123.72,11.677037037037037,55.0,12.256044716808349,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.22283717666924271
57,705.0,130.12624113475178,12.09645390070922,52.0,13.546162643398107,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2605031277576559
59,685.0,122.16642335766423,10.94014598540146,49.0,13.978014200820507,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.28526559593511236
60,823.0,123.45078979343864,11.603888213851763,61.0,13.47791612158645,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2209494446161713
62,598.0,123.84113712374582,11.339464882943144,44.0,13.597877384852138,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3090426678375486
63,626.0,124.96006389776358,11.549520766773163,46.0,13.605867641915527,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2957797313459897
64,914.0,137.1586433260394,11.23960612691466,64.0,14.279588016751507,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2231185627617423
65,763.0,134.8348623853211,12.796854521625164,50.0,15.234650969748946,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.30469301939497895
66,460.0,126.34130434782608,11.85,43.0,10.681139299240987,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.24839858835444156
67,648.0,125.3858024691358,11.280864197530864,46.0,14.076258705778558,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3060056240386643
68,684.0,123.61549707602339,11.182748538011696,49.0,13.946767120652066,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.28462790042147074
69,701.0,123.62196861626248,11.156918687589158,50.0,14.00237595209107,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2800475190418214
70,726.0,128.62396694214877,11.654269972451791,53.0,13.680282690993927,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.25811854133950807
71,579.0,136.98618307426597,10.920552677029361,38.0,15.185826897733516,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3996270236245662
72,568.0,139.31514084507043,11.845070422535212,40.0,14.198374105965858,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.35495935264914646
74,784.0,125.42602040816327,11.83545918367347,57.0,13.741205831292694,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2410737865139069
76,399.0,124.87719298245614,11.674185463659148,34.0,11.694945124205487,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3439689742413379
77,519.0,125.26782273603082,12.236994219653178,46.0,11.28346711435177,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2452927633554733
79,679.0,125.3578792341679,11.650957290132547,50.0,13.54913039326504,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2709826078653008
80,422.0,125.31279620853081,12.343601895734597,33.0,12.77490012616927,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.38711818564149303
81,690.0,125.9304347826087,12.618840579710145,44.0,15.675693398426017,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.35626575905513674
82,690.0,125.55942028985507,11.231884057971014,48.0,14.368427921243915,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2993422483592482
83,713.0,127.8835904628331,11.488078541374474,48.0,14.836316930451053,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.3090899360510636
84,619.0,126.81744749596123,11.754442649434571,40.0,15.47720070624979,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.38693001765624474
86,856.0,130.38785046728972,12.47196261682243,56.0,15.287029079834221,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.2729826621398968
88,664.0,136.1671686746988,12.093373493975903,41.0,16.17234510665713,128.3799087673142,9.767645651923571,,autofluorescence,0.0,4,0.39444744162578366
89,646.0,144.28482972136223,11.809597523219814,49.0,13.161934397719902,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.26861090607591637
90,568.0,118.49119718309859,11.880281690140846,43.0,13.205183005381206,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.30709727919491175
91,726.0,124.85399449035813,11.462809917355372,56.0,12.958580599393214,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.23140322498916452
92,543.0,123.0828729281768,10.686924493554327,42.0,12.922932301369135,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.30768886431831277
93,801.0,118.5143570536829,10.887640449438202,63.0,12.696503087294476,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.20153179503642024
94,301.0,118.95348837209302,11.03654485049834,35.0,8.58430522061304,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.24526586344608683
95,661.0,129.8229954614221,11.184568835098336,50.0,13.216782795486033,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.26433565590972063
96,636.0,121.44182389937107,10.30188679245283,50.0,12.726051563248484,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.25452103126496967
97,499.0,122.15230460921843,10.809619238476953,42.0,11.867919933647451,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.2825695222297012
98,481.0,121.6985446985447,10.833679833679835,38.0,12.649716237589889,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.33288726941026026
99,760.0,122.52631578947368,11.147368421052631,59.0,12.869406166279123,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.21812552824201903
100,516.0,122.6608527131783,10.912790697674419,41.0,12.569268770114089,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.3065675309783924
101,477.0,122.0922431865828,10.375262054507338,38.0,12.542475238352907,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.3300651378513923
102,410.0,126.07560975609756,11.421951219512195,30.0,13.665048939669138,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.4555016313223046
103,835.0,126.04311377245509,11.325748502994012,73.0,11.431096776822683,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.15659036680579017
104,603.0,124.28524046434494,10.522388059701493,48.0,12.56268590325108,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.26172262298439747
105,574.0,123.01393728222996,11.63588850174216,47.0,12.18190116764941,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.25918938654573215
106,499.0,127.61923847695391,11.553106212424849,38.0,13.10019189550572,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.3447418919869926
107,732.0,141.13524590163934,12.039617486338798,54.0,13.533380525552154,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.25061815788059544
108,675.0,144.14814814814815,12.082962962962963,43.0,15.627098923265585,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.3634209051922229
109,526.0,129.106463878327,12.49809885931559,44.0,11.928359312645625,127.10863996022236,9.589315824197497,,autofluorescence,0.0,3,0.27109907528740057
110,490.0,121.56122448979592,11.30204081632653,41.0,11.930843206125537,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.2909961757591594
111,502.0,119.61155378486056,11.02390438247012,36.0,13.91237299811305,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.38645480550314026
112,613.0,121.96247960848287,10.71125611745514,50.0,12.262028652615326,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.2452405730523065
113,582.0,119.2852233676976,11.924398625429554,47.0,12.380858254839998,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.2634225160604255
114,741.0,137.82995951417004,11.364372469635628,52.0,14.253354892939141,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.2741029787103681
115,838.0,123.43198090692124,10.501193317422434,59.0,14.219715629303433,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.24101212931022767
116,544.0,126.49632352941177,10.985294117647058,40.0,13.597712679615213,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.3399428169903803
117,509.0,125.03339882121807,11.049115913555992,36.0,14.09269957512465,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.3914638770867958
118,813.0,125.93234932349324,12.129151291512915,59.0,13.611228368051135,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.23069878589917178
119,655.0,126.00458015267175,11.386259541984733,46.0,14.217081139626249,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.3090669812962228
120,712.0,139.6011235955056,12.098314606741573,46.0,15.425837630727356,127.96522522966694,9.817919731037456,,autofluorescence,0.0,2,0.33534429632015994
122,261.0,119.59003831417624,12.302681992337165,24.0,10.84872256360916,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.4520301068170483
123,600.0,118.54333333333334,12.283333333333333,46.0,13.037916612186326,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2834329698301375
124,460.0,119.44782608695652,12.108695652173912,37.0,12.43043699555771,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.33595775663669486
125,342.0,120.16959064327486,12.997076023391813,29.0,11.787168837197818,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.4064540978344075
126,582.0,122.2491408934708,11.585910652920962,46.0,12.65216333884379,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.27504702910529977
127,362.0,120.69060773480663,13.660220994475138,33.0,10.968389213417929,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3323754307096342
128,438.0,119.94292237442923,12.746575342465754,34.0,12.836850857042103,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.37755443697182656
129,551.0,119.50998185117967,11.843920145190562,45.0,12.237265044410995,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2719392232091332
130,568.0,116.92781690140845,10.94894366197183,42.0,13.505291060797271,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3215545490666017
131,563.0,120.04262877442274,13.616341030195382,47.0,11.960033578969727,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25446879955254736
132,324.0,120.37654320987654,12.83641975308642,29.0,11.122633384914135,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3835390822384184
133,518.0,123.61196911196912,11.818532818532818,39.0,13.2654011621465,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.34013849133708973
134,608.0,122.42434210526316,11.99671052631579,49.0,12.400588441007336,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25307323348994565
135,514.0,121.20622568093385,12.180933852140077,38.0,13.520718136871096,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3558083720229236
136,778.0,120.67994858611826,11.573264781491002,57.0,13.655920260505178,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2395775484299154
137,477.0,121.33333333333333,11.89098532494759,37.0,12.488660299732542,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3375313594522309
138,527.0,118.60721062618596,11.766603415559773,42.0,12.5413433429901,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2986034129283357
140,388.0,121.16494845360825,11.167525773195877,35.0,11.056290785338575,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.315894022438245
141,326.0,120.3159509202454,11.760736196319018,33.0,9.861438491126489,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2988314694280754
142,414.0,120.23188405797102,12.07487922705314,38.0,10.89285473020397,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2866540718474729
143,832.0,118.39663461538461,12.641826923076923,64.0,12.99442229679779,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.20303784838746547
144,817.0,118.77600979192167,11.436964504283965,59.0,13.832632553012244,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.23445139920359737
145,463.0,118.81641468682506,12.170626349892009,38.0,12.17225061308975,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3203223845549934
146,493.0,120.03853955375254,11.878296146044624,40.0,12.309246535804217,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3077311633951054
147,461.0,118.90021691973969,12.247288503253795,41.0,11.245082545736384,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.27427030599357033
148,471.0,119.76857749469214,12.148619957537155,39.0,12.073804619665085,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3095847338375663
149,513.0,120.82846003898635,10.97465886939571,39.0,13.155408086458173,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3373181560630301
150,854.0,118.99648711943794,11.573770491803279,62.0,13.776875416543737,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.22220766800876995
151,632.0,119.52056962025317,11.72626582278481,61.0,10.356105319623884,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.1697722183544899
152,533.0,119.22138836772983,11.553470919324578,41.0,12.992648336582034,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3168938618678545
153,701.0,119.42082738944366,11.251069900142653,52.0,13.481151981465924,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25925292272049855
154,788.0,139.2246192893401,12.236040609137056,56.0,14.063919363765475,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25114141721009775
155,582.0,131.70790378006873,11.560137457044673,41.0,14.19002224866809,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.346098103626051
156,466.0,118.00858369098712,12.291845493562231,36.0,12.932942351217186,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3592483986449218
157,623.0,118.91813804173354,12.22792937399679,55.0,11.315509622039603,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.20573653858253824
158,536.0,119.70335820895522,12.360074626865671,44.0,12.162007199718289,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.276409254539052
159,420.0,119.30714285714286,11.173809523809524,32.0,13.118457499632125,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.4099517968635039
160,688.0,119.23546511627907,12.534883720930232,57.0,12.057298476859025,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2115315522255969
161,611.0,118.90343698854338,13.130932896890343,57.0,10.673962284322412,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.18726249621618268
162,579.0,118.77547495682211,11.1433506044905,44.0,13.170096820110974,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.29932038227524943
163,651.0,119.7741935483871,11.030721966205837,47.0,13.829155863864205,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2942373588056214
164,478.0,118.75732217573221,11.389121338912133,40.0,11.944940005056731,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.29862350012641825
165,701.0,117.17403708987162,11.726105563480742,50.0,14.000806770152044,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2800161354030409
166,642.0,118.48130841121495,11.461059190031152,58.0,11.068962243274704,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.19084417660818456
167,376.0,118.40159574468085,12.02127659574468,34.0,11.021878436796728,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3241728951999038
168,635.0,116.4992125984252,12.04251968503937,45.0,14.11480432692467,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.31366231837610375
170,631.0,123.17591125198098,10.828843106180665,50.0,12.614593834034048,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.252291876680681
171,451.0,118.0820399113082,11.37028824833703,44.0,10.244675476178445,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2328335335495101
172,464.0,117.10560344827586,11.890086206896552,34.0,13.622415576560664,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.40065928166354897
173,863.0,126.38122827346466,11.381228273464659,62.0,13.91926250635134,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2245042339734087
174,864.0,117.14236111111111,11.29861111111111,63.0,13.697173610482102,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.21741545413463653
175,791.0,118.40455120101137,11.676359039190897,60.0,13.173727136804986,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.21956211894674976
177,538.0,120.2081784386617,10.895910780669144,39.0,13.776846566015573,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.35325247605168136
178,776.0,119.05798969072166,10.947164948453608,60.0,12.93313327439464,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.21555222123991066
179,528.0,118.92992424242425,10.636363636363637,42.0,12.56893142064484,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2992602719201153
181,693.0,119.07215007215007,11.265512265512266,50.0,13.855343404483628,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.27710686808967255
182,847.0,120.5655253837072,10.52892561983471,61.0,13.88366214465329,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.22760101876480804
183,318.0,118.562893081761,10.88679245283019,35.0,9.022950397114128,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25779858277468937
184,333.0,119.15915915915916,11.42942942942943,29.0,11.370235556262003,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3920770881469656
185,643.0,123.58320373250389,10.586314152410575,51.0,12.59886039935075,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.24703647841864215
186,736.0,118.80027173913044,10.559782608695652,55.0,13.377226872824163,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.24322230677862117
187,683.0,121.69546120058565,10.603221083455344,49.0,13.86183207244212,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2828945320906555
188,702.0,119.17663817663818,11.57122507122507,45.0,15.569220989413786,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3459826886536397
189,756.0,119.57936507936508,10.936507936507937,59.0,12.81554001342888,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2172125426004895
190,277.0,118.95306859205776,11.581227436823104,29.0,9.513174028473385,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3280404837404615
191,794.0,137.98992443324937,11.061712846347607,54.0,14.701113447680907,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2722428416237205
192,674.0,124.20771513353115,10.910979228486648,49.0,13.7453390047554,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.28051712254602856
193,323.0,119.3343653250774,11.674922600619196,31.0,10.401850993076756,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.33554358042183086
194,576.0,130.64583333333334,11.18923611111111,43.0,13.376320279468809,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3110772158016002
195,706.0,118.63881019830028,10.402266288951841,54.0,13.061600791559167,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.24188149613998458
196,795.0,118.94088050314465,10.823899371069182,62.0,12.816050948670938,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2067104991721119
197,853.0,122.03985932004689,11.065650644783119,60.0,14.208978875083494,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2368163145847249
198,638.0,120.69592476489028,10.738244514106583,50.0,12.757955173458686,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25515910346917375
199,578.0,119.1159169550173,10.970588235294118,44.0,13.135410196799564,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2985320499272628
201,770.0,119.97922077922078,10.928571428571429,55.0,13.997981240172658,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.25450874982132105
202,561.0,136.93761140819964,11.233511586452764,41.0,13.667843039334013,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.33336202534961007
203,598.0,120.27424749163879,10.536789297658864,45.0,13.277757344262957,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.2950612743169546
204,583.0,120.06518010291595,10.569468267581476,42.0,13.879879964933403,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3304733324984144
205,543.0,126.71639042357275,10.766114180478821,40.0,13.573380140520408,127.47281481420556,9.696077888906169,,autofluorescence,0.0,5,0.3393345035130102
