,area_death,fluor1_mean_death,fluor2_mean_death,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,strain,atc_conc_ngml,position,aspect_ratio
357,682.0,132.25366568914956,12.178885630498534,47.0,14.462680522544456,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.307716606862648
358,663.0,132.14630467571644,11.903469079939669,50.0,13.236523297353811,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2647304659470762
359,626.0,116.76517571884985,10.741214057507987,48.0,13.037860253422915,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2716220886129774
360,689.0,116.25834542815674,10.989840348330913,50.0,13.775362299043422,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.27550724598086845
362,556.0,120.04676258992805,12.233812949640289,40.0,13.811854588116455,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.34529636470291136
363,611.0,117.0671031096563,11.134206219312603,45.0,13.57129414182867,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3015843142628593
364,469.0,116.95095948827291,11.307036247334755,35.0,13.394815313305378,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3827090089515822
365,391.0,118.96419437340154,11.048593350383632,33.0,11.842667666561745,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.35886871716853774
366,762.0,131.3464566929134,11.204724409448819,59.0,12.906859742887407,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2187603346252103
367,401.0,118.74563591022444,11.059850374064839,33.0,12.141082955464189,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.367911604711036
368,674.0,117.74480712166172,11.623145400593472,49.0,13.745829199103254,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2805271265123113
369,458.0,119.28602620087337,11.179039301310043,34.0,13.422783488086274,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3947877496495963
370,616.0,117.22077922077922,12.2987012987013,43.0,14.06024201293845,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3269823723939175
371,729.0,116.41015089163237,11.440329218106996,56.0,13.006059067552266,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.23225105477771904
372,606.0,117.68481848184818,10.844884488448844,45.0,13.467866268229914,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2992859170717759
373,651.0,116.79569892473118,10.523809523809524,51.0,12.684941347699256,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2487243401509658
374,477.0,119.18658280922432,11.140461215932914,35.0,13.592150097020145,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.388347145629147
375,757.0,119.19815059445179,10.611624834874505,55.0,13.772571590942318,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2504103925625876
376,654.0,140.84097859327218,11.169724770642201,46.0,14.207716370960283,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3088633993687018
377,742.0,115.59973045822102,11.873315363881401,62.0,11.964084030377524,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.19296909726415362
378,440.0,115.76818181818182,12.729545454545455,39.0,11.278490873118558,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2891920736697066
379,362.0,127.76243093922652,11.182320441988951,32.0,11.281448296152199,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3525452592547562
380,462.0,116.3982683982684,11.824675324675324,41.0,11.250526128798988,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2744030763121704
381,500.0,116.656,11.462,36.0,13.898856697584266,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.38607935271067406
382,728.0,117.60027472527473,10.839285714285714,53.0,13.723211483831943,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.25892851856286686
383,457.0,128.5164113785558,11.216630196936542,32.0,14.259589585650287,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.4456121745515715
384,470.0,115.68723404255319,11.87872340425532,38.0,12.363525674382384,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3253559387995364
385,412.0,115.86893203883496,12.269417475728156,38.0,10.837664371017551,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2852016939741461
386,364.0,115.89010989010988,11.631868131868131,30.0,12.116855467052089,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.40389518223506965
387,377.0,116.36604774535809,12.082228116710874,35.0,10.686550846635358,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.30533002418958166
388,796.0,116.44974874371859,11.330402010050252,60.0,13.250835753706575,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.22084726256177625
389,896.0,128.140625,10.7578125,71.0,12.620904765833668,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.17775922205399533
390,539.0,136.0278293135436,11.2430426716141,40.0,13.445828261682669,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3361457065420667
391,695.0,132.23597122302158,10.936690647482015,52.0,13.360569410344834,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.256934027122016
392,454.0,116.35903083700441,10.405286343612335,36.0,12.602338129432047,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.35006494803977906
393,640.0,117.14375,10.909375,47.0,13.60078658719749,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2893784380254785
394,490.0,116.73061224489796,10.406122448979591,36.0,13.604627377108725,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.37790631603079794
395,610.0,121.19180327868852,10.80327868852459,50.0,12.181211274131979,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.24362422548263957
396,615.0,121.73333333333333,10.92520325203252,58.0,10.605385121774997,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.1828514676168103
397,680.0,133.13823529411764,11.238235294117647,51.0,13.328624030185061,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2613455692193149
398,572.0,117.72902097902097,10.486013986013987,43.0,13.3020590175172,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.30935020970970234
399,572.0,118.9562937062937,10.666083916083917,43.0,13.300065908942077,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3093038583474902
400,521.0,119.70441458733205,10.303262955854127,39.0,13.356681807131817,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.34247902069568764
401,800.0,117.2075,11.05375,62.0,12.899079900046434,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.20804967580720055
402,592.0,132.96283783783784,10.77364864864865,44.0,13.449741722733075,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3056759482439335
403,561.0,142.00713012477718,10.964349376114082,39.0,14.372459419154698,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3685246004911461
404,560.0,124.22857142857143,10.521428571428572,43.0,13.02038309615303,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.30279960688727975
405,662.0,119.7190332326284,10.673716012084592,48.0,13.768350599935692,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.28684063749866023
406,648.0,119.14197530864197,10.242283950617283,47.0,13.773151827997058,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.29304578357440547
407,646.0,120.69504643962848,10.780185758513932,45.0,14.340221595075539,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.31867159100167863
408,520.0,119.75384615384615,10.765384615384615,46.0,11.30945678018095,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.24585775609089022
409,397.0,119.97481108312343,11.161209068010075,37.0,10.720331501321047,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.28973868922489315
410,748.0,120.46390374331551,11.10427807486631,54.0,13.850427632357002,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2564894005992037
411,380.0,119.25,10.781578947368422,29.0,13.089881013326604,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.45137520735608977
412,681.0,128.62848751835537,10.759177679882526,52.0,13.084583354168691,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2516266029647825
413,526.0,125.32699619771863,10.429657794676807,41.0,12.822446360064587,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3127425941479168
414,681.0,119.26138032305433,10.898678414096917,50.0,13.598661616655669,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2719732323331134
415,632.0,119.08544303797468,11.07120253164557,45.0,14.022335328881859,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3116074517529302
416,782.0,120.41943734015345,10.671355498721228,62.0,12.607896894028427,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.20335317571013592
417,539.0,128.71057513914656,10.710575139146568,42.0,12.832888033901245,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.30554495318812486
418,732.0,121.13524590163935,11.636612021857923,54.0,13.525305031500372,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.25046861169445134
419,515.0,129.20776699029128,10.46990291262136,38.0,13.557458195491435,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.35677521567082726
420,422.0,121.99289099526067,12.14691943127962,38.0,11.068001873790521,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2912632072050137
421,689.0,148.29172714078373,9.505079825834542,57.0,12.065752144004879,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2116798621755242
422,383.0,120.35248041775456,11.018276762402088,31.0,12.3291019634864,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3977129665640774
423,406.0,120.6871921182266,11.105911330049262,31.0,13.075219703531385,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.42178128075907695
424,472.0,121.16101694915254,11.13771186440678,37.0,12.736789337125574,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3442375496520425
425,342.0,121.53801169590643,11.380116959064328,40.0,8.517712589038842,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.21294281472597104
426,516.0,144.14147286821705,10.540697674418604,39.0,13.22542634039411,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3391134959075413
427,549.0,133.91256830601094,10.570127504553733,39.0,14.055794119526523,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.360404977423757
428,692.0,123.02023121387283,10.552023121387283,53.0,13.053583787981028,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.24629403373549108
429,495.0,120.4,11.002020202020201,36.0,13.719366032513648,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.38109350090315686
430,655.0,120.79541984732825,10.761832061068702,51.0,12.834738835192978,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2516615457880976
431,492.0,138.0487804878049,10.788617886178862,36.0,13.648665967245444,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.37912961020126235
433,672.0,120.15922619047619,10.863095238095237,48.0,13.990464682783015,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.29146801422464613
434,638.0,123.00313479623824,11.434169278996865,47.0,13.57046242083105,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2887332429964053
435,417.0,120.28776978417267,11.712230215827338,33.0,12.020730708461336,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3642645669230708
436,674.0,122.33531157270029,10.611275964391691,50.0,13.468453519417858,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.26936907038835717
437,720.0,124.77361111111111,11.397222222222222,52.0,13.844122853378583,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.266233131795742
439,247.0,142.90283400809716,10.890688259109313,38.0,6.466187461047688,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.17016282792230758
440,942.0,123.84394904458598,10.987261146496815,69.0,13.613847511311022,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.19730213784508727
441,713.0,126.60589060308556,11.464235624123422,48.0,14.840784583096985,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3091830121478539
442,474.0,121.28270042194093,11.531645569620252,32.0,14.812662668475058,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.46289570838984556
443,596.0,122.50838926174497,11.855704697986576,43.0,13.860690753679888,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.322341645434416
444,842.0,123.06413301662708,11.419239904988123,59.0,14.27216646746331,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.24190112656717475
445,576.0,122.79340277777777,12.585069444444445,40.0,14.387541628261653,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3596885407065413
446,645.0,126.88217054263566,10.789147286821706,44.0,14.64919082167246,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3329361550380105
447,658.0,140.62158054711247,11.878419452887538,46.0,14.297238008277354,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3108095219190729
448,810.0,122.08888888888889,12.261728395061729,56.0,14.462851858553806,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.2582652117598894
450,854.0,124.91569086651054,11.923887587822014,63.0,13.552546852886547,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.21511979131565948
451,441.0,125.67120181405896,13.780045351473923,35.0,12.574475820211271,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.35927073772032203
452,710.0,125.88450704225352,13.06056338028169,48.0,14.78511029292926,127.41383712726002,9.504271556116663,,autofluorescence,0.0,7,0.3080231311026929
453,650.0,120.32615384615384,11.570769230769232,50.0,13.000343580195443,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.26000687160390884
454,810.0,119.63086419753087,11.217283950617285,65.0,12.458360168613826,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.1916670795171358
455,637.0,120.25902668759812,11.332810047095762,49.0,12.988701462185281,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.26507554004459755
456,383.0,118.73368146214099,11.681462140992167,32.0,11.968163766396781,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3740051176998994
457,399.0,118.30576441102757,11.488721804511279,32.0,12.468463583534941,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3896394869854669
458,669.0,132.57249626307922,11.179372197309418,48.0,13.93527062404471,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2903181380009315
459,556.0,119.28956834532374,11.098920863309353,42.0,13.233158795271189,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3150752094112188
460,874.0,116.88215102974829,10.424485125858123,66.0,13.244287881551744,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.20067102850835974
461,796.0,119.3391959798995,10.613065326633166,58.0,13.713675753933538,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2364426854126472
462,842.0,119.97149643705463,12.287410926365796,61.0,13.791045981232655,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.22608272100381402
463,404.0,119.20544554455445,10.752475247524753,34.0,11.833281437041713,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.34803768932475626
464,650.0,117.84615384615384,10.315384615384616,50.0,13.00014215056261,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2600028430112522
465,868.0,119.46198156682027,10.862903225806452,62.0,13.992269537673124,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2256817667366633
466,586.0,117.86689419795222,11.011945392491468,42.0,13.890007221769514,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3307144576611789
467,654.0,125.61009174311927,10.782874617737003,48.0,13.603186157234498,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.28339971160905203
468,453.0,117.78587196467991,10.381898454746137,35.0,12.945158275993931,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.369861665028398
469,868.0,120.83294930875576,10.988479262672811,67.0,12.95227258822702,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.19331750131682118
470,596.0,135.86409395973155,11.369127516778523,44.0,13.515906539701213,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3071796940841185
471,506.0,120.3300395256917,10.567193675889328,38.0,13.310454569601387,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.35027512025266805
472,557.0,121.28007181328546,11.145421903052064,45.0,12.371125847598089,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.274913907724402
473,572.0,122.68181818181819,10.818181818181818,40.0,14.148117824504277,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.35370294561260696
474,522.0,121.75478927203065,10.772030651340996,44.0,11.859373931657338,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.26953122571948496
475,792.0,125.13636363636364,10.556818181818182,57.0,13.87929774247022,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.24349645162228456
476,792.0,121.43434343434343,11.130050505050505,56.0,14.142909282127931,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2525519514665702
477,732.0,120.68715846994536,10.401639344262295,55.0,12.937492896055156,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2352271435646392
478,484.0,121.19421487603306,11.297520661157025,35.0,13.814960906643336,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3947131687612382
479,748.0,134.48930481283423,11.379679144385026,57.0,13.102095635843344,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.22986132694462008
480,550.0,121.06727272727272,10.607272727272727,41.0,13.400302296515974,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3268366413784384
481,662.0,121.88368580060423,11.91691842900302,46.0,14.38103261957384,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.31263114390377916
482,703.0,127.46941678520626,11.136557610241821,52.0,13.519411934725172,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.25998869105240713
483,719.0,121.43254520166899,10.229485396383867,54.0,13.314772834621815,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.24656986730781139
484,472.0,121.95338983050847,10.790254237288135,44.0,10.727704761877636,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.24381147186085536
485,395.0,121.9113924050633,11.113924050632912,33.0,11.987472267017989,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.36325673536418146
486,881.0,132.87514188422247,11.211123723041998,64.0,13.763574608566572,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.21505585325885268
488,658.0,122.37386018237082,10.732522796352583,50.0,13.158407310183438,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.2631681462036688
489,811.0,122.64488286066585,11.239210850801479,58.0,13.979158078257468,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.24101996686650806
490,666.0,125.03453453453453,11.177177177177176,52.0,12.809002036439791,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.24632696223922676
491,718.0,123.43871866295265,11.647632311977716,50.0,14.356226312864324,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.28712452625728646
494,620.0,123.70322580645161,11.94032258064516,43.0,14.431461802928489,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.3356153907657788
497,392.0,130.7091836734694,11.581632653061224,30.0,13.067810609575304,126.65360227864899,9.578388609675496,,autofluorescence,0.0,6,0.43559368698584344
498,771.0,121.29961089494164,11.718547341115434,56.0,13.760634060762824,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.24572560822790757
499,354.0,120.09887005649718,11.564971751412429,29.0,12.210649468912981,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.4210568782383787
500,319.0,121.36050156739812,11.539184952978056,27.0,11.821090037306426,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.43781814952986764
501,818.0,142.2078239608802,12.51833740831296,60.0,13.633301053221222,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.22722168422035371
502,756.0,122.60978835978835,10.925925925925926,58.0,13.033981860394423,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.2247238251792142
504,528.0,122.9469696969697,11.446969696969697,38.0,13.88735210830601,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.36545663442910553
505,514.0,129.21984435797665,10.992217898832685,40.0,12.844208008844344,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.3211052002211086
506,530.0,124.62264150943396,11.313207547169812,38.0,13.920463276118111,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.36632798095047664
507,641.0,124.53978159126365,11.522620904836193,46.0,13.917681912005262,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.302558302434897
508,418.0,126.8133971291866,11.275119617224881,32.0,13.046649526631612,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.40770779770723786
509,394.0,127.51776649746193,11.17005076142132,32.0,12.32283388069866,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.3850885587718331
510,608.0,126.02467105263158,11.393092105263158,44.0,13.818138504470499,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.3140486023743295
511,492.0,143.89227642276424,12.286585365853659,34.0,14.428925366369857,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.4243801578344075
512,738.0,126.79810298102981,12.407859078590786,52.0,14.192288339823623,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.27292862191968503
513,562.0,125.9644128113879,11.951957295373665,40.0,14.049941772455771,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.3512485443113943
514,573.0,129.07504363001746,11.851657940663177,41.0,13.974922920712036,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.3408517785539521
515,858.0,127.76340326340326,12.044289044289044,60.0,14.29144694315316,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.238190782385886
516,893.0,131.003359462486,12.694288913773796,59.0,15.139581425538129,129.3447666242696,10.106754205788343,,autofluorescence,0.0,1,0.25660307500912083
517,515.0,117.81941747572816,11.615533980582525,41.0,12.559110901353955,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3063197780818038
519,599.0,118.97328881469114,13.300500834724541,44.0,13.599992547267458,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.30909073971062406
520,674.0,118.1572700296736,12.13353115727003,54.0,12.481442063574407,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.23113781599211866
521,828.0,133.07608695652175,11.923913043478262,57.0,14.491842407495831,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.25424284925431284
522,706.0,124.06798866855524,11.225212464589235,52.0,13.575285975419288,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2610631918349863
523,533.0,131.71482176360226,11.204502814258912,37.0,14.326008369899734,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3871894154026955
525,609.0,128.85714285714286,11.70935960591133,44.0,13.827302736604805,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3142568803773819
526,923.0,116.62621885157097,11.52546045503792,78.0,11.828421245485554,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.15164642622417376
527,383.0,130.01044386422976,11.310704960835508,33.0,11.584231501447595,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.35103731822568474
528,361.0,116.10803324099723,11.34349030470914,34.0,10.59889436844591,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3117321873072326
529,490.0,119.18979591836735,11.00204081632653,40.0,12.243812720031826,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.30609531800079565
530,551.0,118.6388384754991,10.66606170598911,45.0,12.236280739800776,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2719173497733506
531,541.0,118.13863216266174,10.639556377079483,42.0,12.873945692251723,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.30652251648218387
532,485.0,115.3360824742268,11.849484536082475,34.0,14.270546774817065,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.4197219639652078
533,544.0,116.65441176470588,10.284926470588236,39.0,13.935474758293175,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3573198655972609
534,510.0,133.71764705882353,11.33921568627451,35.0,14.487649087014528,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.41393283105755796
535,748.0,116.35160427807487,10.95187165775401,54.0,13.833231449627082,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2561709527708719
536,633.0,117.20537124802527,10.843601895734597,48.0,13.088154600223978,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2726698875046662
537,542.0,117.23062730627306,9.821033210332104,43.0,12.613873032575421,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2933458844784982
539,591.0,136.8223350253807,11.856175972927241,45.0,13.130522979730776,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2917893995495728
540,650.0,136.37846153846155,11.99846153846154,48.0,13.5435573743393,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.28215744529873543
541,620.0,502.44032258064516,31.433870967741935,36.0,17.211381304561048,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.4780939251266958
542,524.0,118.1030534351145,11.150763358778626,36.0,14.530470188391702,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.4036241718997695
543,629.0,119.92845786963434,11.48012718600954,45.0,13.978484491323009,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.31063298869606687
544,624.0,123.7548076923077,10.22275641025641,46.0,13.554069599439142,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2946536869443292
545,535.0,119.46542056074766,11.461682242990655,49.0,10.909702292948902,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.22264698557038576
546,575.0,118.35478260869566,10.570434782608695,42.0,13.685958121976288,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3258561457613402
547,512.0,118.55859375,10.388671875,37.0,13.767790492534855,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3721024457441853
549,614.0,117.77687296416939,10.299674267100977,46.0,13.347778972652073,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.290169108101132
550,846.0,119.451536643026,10.660756501182034,66.0,12.804576668662072,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.1940087374039708
551,485.0,117.88453608247423,10.476288659793815,37.0,13.094784450341185,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.35391309325246445
552,583.0,118.61921097770154,10.716981132075471,42.0,13.879634334787076,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.33046748416159705
553,513.0,126.39961013645224,10.590643274853802,37.0,13.814627098483767,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3733682999590207
554,746.0,119.46380697050938,10.749329758713136,52.0,14.339713272474796,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2757637167783615
555,685.0,119.49343065693431,10.75036496350365,53.0,12.90155375472594,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.24342554254199888
556,647.0,127.0788253477589,10.370942812982998,45.0,14.358787352834579,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.31908416339632395
557,601.0,120.52579034941763,10.59900166389351,43.0,13.9782763038134,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.3250761931119395
558,655.0,124.2,10.468702290076337,45.0,14.233294130014446,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.31629542511143216
559,786.0,121.64249363867684,10.398218829516539,58.0,13.537066230067932,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.23339769362186089
561,695.0,121.64460431654676,11.29496402877698,50.0,13.876926938744214,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.27753853877488427
562,942.0,134.48619957537156,11.398089171974522,63.0,14.81721994582915,126.52574192730786,9.483935377441073,,autofluorescence,0.0,8,0.2351939673941135
