,area_birth,area_death,cell_id,cell_birth_time,cell_death_time,daughter1_id,daughter2_id,fluor1_mean_death,mother_id,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,position,aspect_ratio
2186,322.0,386.0,31.0,1.0,5.0,,,0.0,0.0,27.0,14.291193297588423,0.0,,,7.0,0.5293034554662379
2187,942.0,932.0,32.0,1.0,2.0,47.0,48.0,0.0,0.0,62.0,15.029513326156282,0.0,,,7.0,0.2424115052605852
2188,313.0,328.0,33.0,1.0,3.0,,,0.0,0.0,26.0,12.586214491765011,0.0,,,7.0,0.48408517276019275
2189,293.0,293.0,34.0,1.0,1.0,,,0.0,0.0,24.0,12.205989466604448,0.0,,,7.0,0.508582894441852
2190,326.0,326.0,35.0,1.0,1.0,,,0.0,0.0,36.0,9.048533576096991,0.0,,,7.0,0.2513481548915831
2191,518.0,518.0,36.0,1.0,1.0,,,0.0,0.0,49.0,10.538399519965918,0.0,,,7.0,0.2150693779584881
2192,241.0,241.0,37.0,1.0,1.0,,,0.0,0.0,23.0,10.465219261244993,0.0,,,7.0,0.4550095330976084
2193,1782.0,1829.0,38.0,1.0,2.0,,,0.0,0.0,91.0,20.09033635939721,0.0,,,7.0,0.22077292702634296
2194,333.0,423.0,39.0,1.0,19.0,,,154.13238770685578,0.0,38.0,11.126045386967467,126.47948140494364,,12.0,7.0,0.29279066807809123
2195,397.0,934.0,40.0,1.0,15.0,111.0,112.0,0.0,0.0,58.0,16.09793860784881,0.0,,,7.0,0.2775506656525657
2196,632.0,665.0,41.0,1.0,2.0,49.0,50.0,0.0,0.0,51.0,13.034736205418389,0.0,,,7.0,0.25558306285134097
2197,716.0,874.0,42.0,1.0,6.0,61.0,62.0,0.0,0.0,65.0,13.436060477240524,0.0,,,7.0,0.20670862272677729
2198,8.0,59.0,43.0,2.0,3.0,,,0.0,0.0,18.0,3.271799430623235,0.0,,3.0,7.0,0.18176663503462417
2199,443.0,542.0,44.0,2.0,5.0,,,0.0,26.0,39.0,13.891627387969221,0.0,,,7.0,0.35619557405049285
2200,1048.0,1176.0,45.0,2.0,5.0,,,0.0,26.0,68.0,17.297037669531218,0.0,,,7.0,0.2543682010225179
2201,33.0,33.0,46.0,2.0,3.0,,,0.0,0.0,11.0,2.92653747905595,0.0,,,7.0,0.2660488617323591
2202,389.0,389.0,47.0,3.0,3.0,,,0.0,32.0,31.0,12.524952827741206,0.0,,,7.0,0.4040307363787486
2203,710.0,1178.0,48.0,3.0,5.0,,,0.0,32.0,78.0,15.105877055873634,0.0,,4.0,7.0,0.1936650904599184
2204,572.0,702.0,49.0,3.0,6.0,59.0,60.0,0.0,41.0,58.0,12.093487001553653,0.0,,,7.0,0.20850839657851125
2205,102.0,471.0,50.0,3.0,10.0,79.0,80.0,0.0,41.0,57.0,8.242519515579332,0.0,,8.0,7.0,0.1446056055364795
2206,365.0,464.0,51.0,4.0,11.0,81.0,82.0,0.0,1.0,33.0,14.041433473719474,0.0,,,7.0,0.42549798405210526
2207,342.0,611.0,52.0,4.0,18.0,125.0,126.0,0.0,1.0,37.0,16.48791148392032,0.0,,14.0,7.0,0.4456192292951438
2208,474.0,836.0,53.0,4.0,11.0,85.0,86.0,0.0,8.0,74.0,11.300585654572743,0.0,,,7.0,0.1527106169536857
2209,792.0,1898.0,54.0,4.0,18.0,131.0,132.0,0.0,8.0,122.0,15.555097255520021,0.0,,7.0,7.0,0.12750079717639362
2210,418.0,737.0,55.0,4.0,14.0,103.0,104.0,0.0,9.0,62.0,11.743101162791122,0.0,,,7.0,0.18940485746437294
2211,488.0,644.0,56.0,4.0,14.0,105.0,106.0,0.0,9.0,62.0,10.372003678205507,0.0,,12.0,7.0,0.16729038190654044
2212,382.0,431.0,57.0,6.0,13.0,92.0,93.0,0.0,23.0,36.0,11.928277514432876,0.0,,9.0,7.0,0.3313410420675799
2213,447.0,475.0,58.0,6.0,19.0,,,126.6821052631579,23.0,40.0,11.870611565022745,126.47948140494364,,8.0,7.0,0.29676528912556865
2214,201.0,205.0,59.0,7.0,11.0,,,0.0,49.0,27.0,7.290752175659567,0.0,,,7.0,0.2700278583577618
2215,523.0,128.0,60.0,7.0,13.0,,,0.0,49.0,23.0,5.555527890406295,0.0,,8.0,7.0,0.2415446908872302
2216,309.0,309.0,61.0,7.0,7.0,65.0,66.0,0.0,42.0,27.0,11.411825345243617,0.0,,,7.0,0.42266019797198584
2217,544.0,274.0,62.0,7.0,13.0,98.0,99.0,0.0,42.0,37.0,7.379549767842491,0.0,,10.0,7.0,0.19944729102277003
2218,388.0,695.0,63.0,8.0,17.0,,,0.0,0.0,51.0,13.610200047637546,0.0,,,7.0,0.2668666676007362
2219,100.0,100.0,64.0,8.0,8.0,,,0.0,0.0,18.0,5.483708409186142,0.0,,,7.0,0.3046504671770079
2220,242.0,493.0,65.0,8.0,11.0,90.0,91.0,0.0,61.0,57.0,8.632126829248797,0.0,,10.0,7.0,0.15144082156576838
2221,79.0,70.0,66.0,8.0,16.0,,,0.0,61.0,15.0,4.673930609998532,0.0,,9.0,7.0,0.3115953739999021
2222,301.0,729.0,67.0,9.0,15.0,108.0,109.0,0.0,5.0,52.0,14.020340554165019,0.0,,15.0,7.0,0.26962193373394266
2223,885.0,923.0,68.0,9.0,10.0,77.0,78.0,0.0,5.0,89.0,10.362307493797422,0.0,,,7.0,0.11643042127862271
2224,277.0,127.0,69.0,9.0,11.0,,,0.0,20.0,22.0,5.767880949808262,0.0,,11.0,7.0,0.26217640680946647
2225,358.0,181.0,70.0,9.0,18.0,,,0.0,20.0,32.0,5.645824267594961,0.0,,15.0,7.0,0.17643200836234252
2226,179.0,200.0,71.0,9.0,14.0,,,0.0,0.0,26.0,7.662738562523635,0.0,,,7.0,0.29472071394321675
2227,131.0,249.0,72.0,9.0,14.0,,,0.0,0.0,37.0,6.727869707149319,0.0,,12.0,7.0,0.18183431640944106
2228,1087.0,1052.0,73.0,9.0,11.0,88.0,89.0,0.0,0.0,68.0,15.483940066344397,0.0,,10.0,7.0,0.2277050009756529
2229,461.0,538.0,74.0,10.0,14.0,,,0.0,0.0,38.0,14.149067153078429,0.0,,12.0,7.0,0.37234387244943234
2230,350.0,843.0,75.0,11.0,19.0,,,196.77342823250297,4.0,55.0,15.32392701891173,126.47948140494364,,19.0,7.0,0.2786168548893042
2231,541.0,587.0,76.0,11.0,17.0,117.0,118.0,0.0,4.0,38.0,15.431007676399668,0.0,,,7.0,0.40607914937893863
2232,425.0,199.0,77.0,11.0,18.0,,,0.0,68.0,26.0,7.603939403228308,0.0,,12.0,7.0,0.2924592078164734
2233,473.0,473.0,78.0,11.0,11.0,83.0,84.0,0.0,68.0,44.0,10.705304075013535,0.0,,,7.0,0.24330236534121671
2234,164.0,207.0,79.0,11.0,14.0,,,0.0,50.0,32.0,6.393601071475551,0.0,,,7.0,0.19980003348361097
2235,309.0,672.0,80.0,11.0,13.0,95.0,96.0,0.0,50.0,66.0,10.182348289622182,0.0,,12.0,7.0,0.15427800438821487
2236,169.0,719.0,81.0,12.0,18.0,123.0,124.0,0.0,51.0,39.0,18.411206854726377,0.0,,14.0,7.0,0.47208222704426606
2237,273.0,299.0,82.0,12.0,13.0,,,0.0,51.0,37.0,8.069428552844006,0.0,,,7.0,0.21809266359037852
2238,302.0,315.0,83.0,12.0,14.0,101.0,102.0,0.0,78.0,42.0,7.48162947380194,0.0,,,7.0,0.17813403509052236
2239,238.0,204.0,84.0,12.0,14.0,,,0.0,78.0,32.0,6.353932791520865,0.0,,,7.0,0.19856039973502704
2240,462.0,431.0,85.0,12.0,17.0,121.0,122.0,0.0,53.0,49.0,8.797507358631991,0.0,,17.0,7.0,0.1795409665026937
2241,343.0,423.0,86.0,12.0,19.0,,,191.66193853427896,53.0,37.0,11.383330221409029,126.47948140494364,,18.0,7.0,0.3076575735515954
2242,98.0,98.0,87.0,12.0,12.0,,,0.0,0.0,21.0,4.65683149353743,0.0,,,7.0,0.22175388064463952
2243,225.0,225.0,88.0,12.0,12.0,,,0.0,73.0,21.0,10.452392818895827,0.0,,,7.0,0.49773299137599175
2244,341.0,820.0,89.0,12.0,14.0,,,0.0,73.0,55.0,14.915451589926057,0.0,,13.0,7.0,0.2711900289077465
2245,225.0,688.0,90.0,12.0,19.0,,,130.6235465116279,65.0,54.0,12.748978711393386,126.47948140494364,,16.0,7.0,0.23609219835913678
2246,284.0,585.0,91.0,12.0,19.0,,,133.91794871794872,65.0,49.0,11.950437933635802,126.47948140494364,,15.0,7.0,0.24388648844154698
2247,294.0,636.0,92.0,14.0,19.0,,,125.2625786163522,57.0,50.0,12.721333707404671,126.47948140494364,,17.0,7.0,0.25442667414809345
2248,114.0,127.0,93.0,14.0,18.0,,,0.0,57.0,19.0,6.629292451959223,0.0,,,7.0,0.34891012905048546
2249,94.0,94.0,94.0,14.0,14.0,,,0.0,0.0,18.0,5.129035722203221,0.0,,,7.0,0.28494642901129
2250,502.0,737.0,95.0,14.0,19.0,,,124.49118046132972,80.0,35.0,21.027326886389776,126.47948140494364,,,7.0,0.600780768182565
2251,274.0,345.0,96.0,14.0,19.0,,,126.7304347826087,80.0,30.0,11.483066417995534,126.47948140494364,,,7.0,0.38276888059985115
2252,55.0,367.0,97.0,14.0,19.0,,,124.16076294277929,0.0,31.0,11.823364658225248,126.47948140494364,,15.0,7.0,0.38139885994274997
2253,179.0,211.0,98.0,14.0,18.0,,,0.0,62.0,32.0,6.556351306432411,0.0,,15.0,7.0,0.20488597832601285
2254,99.0,99.0,99.0,14.0,14.0,,,0.0,62.0,18.0,5.4966797916421735,0.0,,,7.0,0.3053710995356763
2255,271.0,355.0,100.0,15.0,19.0,,,206.92676056338027,0.0,26.0,13.64858223080134,126.47948140494364,,17.0,7.0,0.5249454704154362
2256,12.0,12.0,101.0,15.0,15.0,,,0.0,83.0,6.0,1.9999999602635692,0.0,,,7.0,0.33333332671059485
2257,11.0,252.0,102.0,15.0,17.0,,,0.0,83.0,34.0,7.374872121390719,0.0,,16.0,7.0,0.21690800357031526
2258,282.0,162.0,103.0,15.0,18.0,,,0.0,55.0,18.0,8.99791354122845,0.0,,18.0,7.0,0.4998840856238027
2259,432.0,527.0,104.0,15.0,19.0,,,244.57495256166982,55.0,46.0,11.442163751922873,126.47948140494364,,,7.0,0.2487426902591929
2260,320.0,504.0,105.0,15.0,19.0,,,229.5873015873016,56.0,42.0,11.971976414911675,126.47948140494364,,19.0,7.0,0.285047057497897
2261,418.0,511.0,106.0,15.0,19.0,,,237.9412915851272,56.0,44.0,11.595693454377477,126.47948140494364,,,7.0,0.2635384875994881
2262,526.0,429.0,107.0,15.0,19.0,,,206.05594405594405,0.0,37.0,11.556113097760207,126.47948140494364,,18.0,7.0,0.31232738102054614
2263,611.0,668.0,108.0,16.0,17.0,119.0,120.0,0.0,67.0,33.0,20.2152477627749,0.0,,,7.0,0.6125832655386334
2264,239.0,220.0,109.0,16.0,18.0,,,0.0,67.0,32.0,6.846574383637564,0.0,,,7.0,0.21395544948867387
2265,22.0,24.0,110.0,16.0,17.0,,,0.0,0.0,6.0,3.3460498084068178,0.0,,,7.0,0.5576749680678029
2266,303.0,369.0,111.0,16.0,19.0,,,161.93224932249322,40.0,31.0,11.746826560984763,126.47948140494364,,,7.0,0.37892988906402464
2267,466.0,401.0,112.0,16.0,19.0,,,160.71820448877804,40.0,35.0,11.417401839700473,126.47948140494364,,19.0,7.0,0.3262114811342992
2268,167.0,447.0,113.0,16.0,19.0,,,155.751677852349,0.0,39.0,11.443933788576159,126.47948140494364,,19.0,7.0,0.293434199707081
2269,8.0,8.0,114.0,17.0,17.0,,,0.0,0.0,4.0,1.9667264293028044,0.0,,,7.0,0.4916816073257011
2270,365.0,437.0,115.0,17.0,19.0,,,202.71853546910756,21.0,41.0,10.642090237488343,126.47948140494364,,,7.0,0.25956317652410593
2271,551.0,681.0,116.0,17.0,18.0,133.0,134.0,0.0,21.0,49.0,13.86722714568967,0.0,,,7.0,0.2830046356263198
2272,244.0,244.0,117.0,18.0,18.0,,,0.0,76.0,24.0,10.15995945348167,0.0,,,7.0,0.4233316438950696
2273,235.0,235.0,118.0,18.0,18.0,,,0.0,76.0,21.0,11.160006402601486,0.0,,,7.0,0.5314288763143564
2274,525.0,525.0,119.0,18.0,18.0,129.0,130.0,0.0,108.0,48.0,10.913991751311505,0.0,,,7.0,0.22737482815232302
2275,249.0,467.0,120.0,18.0,19.0,,,216.15631691648824,108.0,40.0,11.667191513326873,126.47948140494364,,19.0,7.0,0.29167978783317183
2276,366.0,338.0,121.0,18.0,19.0,,,206.47041420118344,85.0,31.0,10.88989545093727,126.47948140494364,,,7.0,0.3512869500302345
2277,47.0,346.0,122.0,18.0,19.0,,,216.0028901734104,85.0,32.0,10.809277526637457,126.47948140494364,,19.0,7.0,0.33778992270742053
2278,420.0,420.0,123.0,19.0,19.0,,,133.53571428571428,81.0,37.0,11.336022889575949,126.47948140494364,,,7.0,0.3063789970155662
2279,375.0,375.0,124.0,19.0,19.0,,,140.77333333333334,81.0,32.0,11.723105522030547,126.47948140494364,,,7.0,0.3663470475634546
2280,394.0,394.0,125.0,19.0,19.0,,,127.51522842639594,52.0,34.0,11.588571558809152,126.47948140494364,,,7.0,0.34084033996497504
2281,335.0,335.0,126.0,19.0,19.0,,,141.47462686567164,52.0,30.0,11.175726483792335,126.47948140494364,,,7.0,0.3725242161264112
2282,483.0,483.0,127.0,19.0,19.0,,,197.5879917184265,3.0,36.0,13.390988263581347,126.47948140494364,,,7.0,0.37197189621059296
2283,460.0,460.0,128.0,19.0,19.0,,,184.99347826086955,3.0,34.0,13.50092465317028,126.47948140494364,,,7.0,0.3970860192108906
2284,355.0,355.0,129.0,19.0,19.0,,,217.84225352112676,119.0,29.0,12.221846135908985,126.47948140494364,,,7.0,0.4214429702037581
2285,443.0,443.0,130.0,19.0,19.0,,,210.03611738148985,119.0,35.0,12.642972886028366,126.47948140494364,,,7.0,0.3612277967436676
2286,407.0,407.0,131.0,19.0,19.0,,,193.51105651105652,54.0,38.0,10.693970188161158,126.47948140494364,,,7.0,0.28142026810950416
2287,418.0,418.0,132.0,19.0,19.0,,,209.99043062200957,54.0,38.0,10.98919087256653,126.47948140494364,,,7.0,0.2891892334885929
2288,453.0,453.0,133.0,19.0,19.0,,,204.73951434878586,116.0,40.0,11.294847550270442,126.47948140494364,,,7.0,0.28237118875676104
2289,400.0,400.0,134.0,19.0,19.0,,,228.4775,116.0,36.0,11.110600064309349,126.47948140494364,,,7.0,0.30862777956414855
2290,918.0,958.0,1.0,1.0,2.0,8.0,9.0,0.0,0.0,67.0,14.304273784800335,0.0,,,6.0,0.21349662365373634
2291,966.0,1121.0,2.0,1.0,5.0,,,0.0,0.0,72.0,15.561788786058186,0.0,,,6.0,0.21613595536191924
2292,906.0,906.0,3.0,1.0,1.0,6.0,7.0,0.0,0.0,62.0,14.602790715090626,0.0,,,6.0,0.2355288825014617
2293,702.0,702.0,4.0,1.0,1.0,,,0.0,0.0,48.0,14.369413919303573,0.0,,,6.0,0.2993627899854911
2294,1178.0,1178.0,5.0,1.0,1.0,,,0.0,0.0,84.0,14.018696158187604,0.0,,,6.0,0.16688923997842386
2295,412.0,543.0,6.0,2.0,9.0,,,0.0,3.0,43.0,12.626342954747003,0.0,,,6.0,0.29363588266853496
2296,519.0,691.0,7.0,2.0,9.0,,,0.0,3.0,43.0,16.071369733952462,0.0,,,6.0,0.37375278451052235
2297,513.0,581.0,8.0,3.0,19.0,,,156.42685025817556,1.0,41.0,14.162403199176815,125.15934678979033,,15.0,6.0,0.34542446827260526
2298,466.0,928.0,9.0,3.0,16.0,12.0,13.0,0.0,1.0,60.0,15.466322992836442,0.0,,,6.0,0.25777204988060737
2299,741.0,880.0,10.0,6.0,10.0,,,0.0,0.0,67.0,13.126125599009972,0.0,,,6.0,0.19591232237328318
2300,773.0,884.0,11.0,6.0,10.0,,,0.0,0.0,63.0,14.02660620719039,0.0,,,6.0,0.22264454297127603
2301,737.0,818.0,12.0,17.0,19.0,,,158.95965770171148,9.0,54.0,15.133987817535175,125.15934678979033,,,6.0,0.2802590336580588
2302,497.0,666.0,13.0,17.0,19.0,,,143.2057057057057,9.0,44.0,15.136394731750151,125.15934678979033,,,6.0,0.3440089711761398
2303,829.0,938.0,1.0,1.0,6.0,41.0,42.0,0.0,0.0,66.0,14.207511015079303,0.0,,,1.0,0.21526531841029248
2304,408.0,896.0,2.0,1.0,16.0,82.0,83.0,0.0,0.0,47.0,19.051522385177257,0.0,,,1.0,0.4053515401101544
2305,439.0,829.0,3.0,1.0,14.0,72.0,73.0,0.0,0.0,42.0,19.73805887104839,0.0,,,1.0,0.46995378264400933
2306,587.0,1068.0,4.0,1.0,13.0,64.0,65.0,0.0,0.0,62.0,17.218271788912407,0.0,,,1.0,0.27771406111149044
2307,535.0,379.0,5.0,1.0,9.0,,,0.0,0.0,30.0,12.610996034444526,0.0,,9.0,1.0,0.4203665344814842
2308,576.0,1235.0,6.0,1.0,9.0,55.0,56.0,0.0,0.0,65.0,19.000609802415507,0.0,,,1.0,0.2923170738833155
2309,873.0,1249.0,7.0,1.0,8.0,50.0,51.0,0.0,0.0,77.0,16.207946949047052,0.0,,,1.0,0.21049281752009158
2310,711.0,1012.0,8.0,1.0,3.0,,,0.0,0.0,65.0,15.567162477053818,0.0,,,1.0,0.23949480733928952
2311,611.0,108.0,9.0,1.0,4.0,,,0.0,0.0,22.0,4.8484098033433005,0.0,,2.0,1.0,0.22038226378833184
2312,685.0,685.0,10.0,1.0,1.0,26.0,27.0,0.0,0.0,45.0,15.167642079406196,0.0,,,1.0,0.3370587128756932
2313,176.0,176.0,11.0,1.0,1.0,,,0.0,0.0,21.0,8.35013657389047,0.0,,,1.0,0.3976255511376414
2314,867.0,1056.0,12.0,1.0,5.0,39.0,40.0,0.0,0.0,73.0,14.456577594653742,0.0,,,1.0,0.1980353095158047
2315,490.0,529.0,13.0,1.0,19.0,,,130.28733459357278,0.0,46.0,11.470592800777045,129.5495526474885,,13.0,1.0,0.24936071306037053
2316,830.0,936.0,14.0,1.0,3.0,33.0,34.0,0.0,0.0,64.0,14.608083427483429,0.0,,,1.0,0.22825130355442858
2317,537.0,1180.0,15.0,1.0,13.0,70.0,71.0,0.0,0.0,59.0,19.97850062925107,0.0,,13.0,1.0,0.33861865473306896
2318,824.0,1007.0,16.0,1.0,6.0,44.0,45.0,0.0,0.0,65.0,15.483647631372623,0.0,,,1.0,0.23820996355957882
2319,823.0,907.0,17.0,1.0,4.0,35.0,36.0,0.0,0.0,62.0,14.6142688897577,0.0,,,1.0,0.23571401435093065
2320,411.0,473.0,18.0,1.0,7.0,,,0.0,0.0,47.0,10.044519962796103,0.0,,,1.0,0.21371319069778943
2321,897.0,897.0,19.0,1.0,1.0,29.0,30.0,0.0,0.0,67.0,13.383422059694515,0.0,,,1.0,0.19975256805514202
2322,640.0,791.0,20.0,1.0,7.0,,,0.0,0.0,50.0,15.82330176495825,0.0,,,1.0,0.316466035299165
2323,898.0,958.0,21.0,1.0,13.0,,,0.0,0.0,64.0,14.945229038321706,0.0,,5.0,1.0,0.23351920372377666
2324,717.0,1552.0,22.0,1.0,6.0,46.0,47.0,0.0,0.0,91.0,17.044756230666707,0.0,,5.0,1.0,0.18730501352380996
2325,622.0,649.0,23.0,1.0,2.0,,,0.0,0.0,42.0,15.443018620179126,0.0,,,1.0,0.3676909195280744
2326,565.0,777.0,24.0,1.0,9.0,,,0.0,0.0,65.0,11.933539087300437,0.0,,,1.0,0.18359290903539133
2327,545.0,806.0,25.0,1.0,9.0,,,0.0,0.0,57.0,14.036940564106324,0.0,,,1.0,0.24626211515976007
2328,472.0,15.0,26.0,2.0,12.0,,,0.0,10.0,5.0,2.8062707841097962,0.0,,6.0,1.0,0.5612541568219592
2329,412.0,1046.0,27.0,2.0,11.0,58.0,59.0,0.0,10.0,64.0,16.246005377463284,0.0,,6.0,1.0,0.2538438340228638
2330,1075.0,1122.0,28.0,2.0,3.0,31.0,32.0,0.0,0.0,76.0,14.75221158196397,0.0,,,1.0,0.19410804713110485
2331,359.0,1106.0,29.0,2.0,8.0,53.0,54.0,0.0,19.0,61.0,18.133069959878473,0.0,,5.0,1.0,0.29726344196522086
2332,487.0,622.0,30.0,2.0,19.0,,,141.9951768488746,19.0,51.0,12.143584646529494,129.5495526474885,,5.0,1.0,0.23810950287312732
2333,543.0,820.0,31.0,4.0,13.0,66.0,67.0,0.0,28.0,66.0,12.41611965816675,0.0,,10.0,1.0,0.18812302512373863
2334,633.0,923.0,32.0,4.0,13.0,68.0,69.0,0.0,28.0,68.0,13.555367818814018,0.0,,12.0,1.0,0.19934364439432378
2335,464.0,558.0,33.0,4.0,10.0,,,0.0,14.0,46.0,12.128755463052073,0.0,,,1.0,0.26366859702287115
2336,519.0,711.0,34.0,4.0,10.0,,,0.0,14.0,45.0,15.778160284463404,0.0,,,1.0,0.35062578409918677
2337,379.0,993.0,35.0,5.0,17.0,95.0,96.0,0.0,17.0,45.0,22.04770915708252,0.0,,15.0,1.0,0.48994909237961154
2338,555.0,593.0,36.0,5.0,19.0,,,170.0151770657673,17.0,46.0,12.852956315114374,129.5495526474885,,15.0,1.0,0.27941209380683424
2339,589.0,747.0,37.0,6.0,12.0,,,0.0,0.0,59.0,12.660106954040067,0.0,,9.0,1.0,0.2145780839667808
2340,655.0,859.0,38.0,6.0,12.0,,,0.0,0.0,50.0,17.16763792026902,0.0,,7.0,1.0,0.3433527584053804
2341,573.0,779.0,39.0,6.0,17.0,93.0,94.0,0.0,12.0,68.0,11.455480978496668,0.0,,10.0,1.0,0.16846295556612748
2342,523.0,762.0,40.0,6.0,14.0,76.0,77.0,0.0,12.0,55.0,13.802274493292376,0.0,,11.0,1.0,0.25095044533258865
2343,508.0,550.0,41.0,7.0,18.0,102.0,103.0,0.0,1.0,46.0,11.949827821622687,0.0,,,1.0,0.25977886568744973
2344,469.0,806.0,42.0,7.0,18.0,104.0,105.0,0.0,1.0,60.0,13.42699765925933,0.0,,,1.0,0.22378329432098884
2345,65.0,85.0,43.0,7.0,8.0,,,0.0,0.0,16.0,5.306556301210145,0.0,,,1.0,0.3316597688256341
2346,599.0,486.0,44.0,7.0,19.0,,,152.83333333333334,16.0,38.0,12.77718903293677,129.5495526474885,,16.0,1.0,0.33624181665623076
2347,444.0,1169.0,45.0,7.0,18.0,110.0,111.0,0.0,16.0,47.0,24.863943777226403,0.0,,16.0,1.0,0.5290200803665193
2348,627.0,789.0,46.0,7.0,12.0,,,0.0,22.0,49.0,16.080073851641966,0.0,,,1.0,0.3281647724824891
2349,940.0,940.0,47.0,7.0,7.0,48.0,49.0,0.0,22.0,56.0,16.774706892727917,0.0,,,1.0,0.29954833737014136
2350,698.0,404.0,48.0,8.0,12.0,,,0.0,47.0,36.0,11.211307691399478,0.0,,12.0,1.0,0.3114252136499855
2351,253.0,3007.0,49.0,8.0,17.0,97.0,98.0,0.0,47.0,123.0,24.443578906637136,0.0,,9.0,1.0,0.19872828379379784
2352,570.0,1174.0,50.0,9.0,17.0,,,0.0,7.0,71.0,16.533055105995004,0.0,,,1.0,0.23285993107035216
2353,687.0,203.0,51.0,9.0,17.0,,,0.0,7.0,23.0,8.752041708887061,0.0,,16.0,1.0,0.380523552560307
2354,59.0,44.0,52.0,9.0,10.0,,,0.0,0.0,11.0,3.977823071385325,0.0,,10.0,1.0,0.36162027921684775
2355,485.0,310.0,53.0,9.0,11.0,,,0.0,29.0,33.0,9.376840954843185,0.0,,10.0,1.0,0.2841466956013087
2356,713.0,1182.0,54.0,9.0,11.0,60.0,61.0,0.0,29.0,65.0,18.17468758233837,0.0,,,1.0,0.27961057818982105
2357,706.0,805.0,55.0,10.0,12.0,,,0.0,6.0,73.0,11.022514458862725,0.0,,,1.0,0.1509933487515442
2358,958.0,1048.0,56.0,10.0,12.0,,,0.0,6.0,76.0,13.789027553216412,0.0,,,1.0,0.181434573068637
2359,955.0,1158.0,57.0,11.0,15.0,,,0.0,0.0,71.0,16.30236587465341,0.0,,,1.0,0.22961078696694945
2360,706.0,730.0,58.0,12.0,14.0,74.0,75.0,0.0,27.0,42.0,17.373837501512178,0.0,,,1.0,0.4136627976550519
2361,510.0,599.0,59.0,12.0,19.0,,,150.12687813021702,27.0,51.0,11.737982881005815,129.5495526474885,,,1.0,0.2301565270785454
2362,575.0,575.0,60.0,12.0,12.0,,,0.0,54.0,63.0,9.1183349806593,0.0,,,1.0,0.14473547588348096
2363,852.0,2501.0,61.0,12.0,15.0,,,0.0,54.0,95.0,26.32582349630397,0.0,,13.0,1.0,0.27711393154004177
2364,194.0,142.0,62.0,13.0,14.0,,,0.0,0.0,18.0,7.808924111239049,0.0,,14.0,1.0,0.4338291172910583
2365,16.0,16.0,63.0,13.0,13.0,,,0.0,0.0,5.0,2.999925167849528,0.0,,,1.0,0.5999850335699055
2366,466.0,324.0,64.0,14.0,17.0,,,0.0,4.0,23.0,13.82476991315018,0.0,,17.0,1.0,0.60107695274566
2367,618.0,905.0,65.0,14.0,17.0,89.0,90.0,0.0,4.0,46.0,19.653022911395663,0.0,,,1.0,0.42723962850860137
2368,346.0,388.0,66.0,14.0,17.0,,,0.0,31.0,37.0,10.467680147763991,0.0,,,1.0,0.28291027426389165
2369,476.0,483.0,67.0,14.0,17.0,,,0.0,31.0,43.0,11.21192075239084,0.0,,,1.0,0.26074234307885674
2370,554.0,643.0,68.0,14.0,17.0,91.0,92.0,0.0,32.0,44.0,14.595082453702565,0.0,,,1.0,0.33170641940233103
2371,407.0,1346.0,69.0,14.0,18.0,108.0,109.0,0.0,32.0,77.0,17.475688106639502,0.0,,18.0,1.0,0.22695698839791562
2372,636.0,636.0,70.0,14.0,14.0,78.0,79.0,0.0,15.0,34.0,18.693145785434794,0.0,,,1.0,0.5497984054539645
2373,582.0,454.0,71.0,14.0,19.0,,,131.20484581497797,15.0,40.0,11.345155909962376,129.5495526474885,,15.0,1.0,0.2836288977490594
2374,424.0,555.0,72.0,15.0,19.0,,,203.5027027027027,3.0,48.0,11.540040296011739,129.5495526474885,,,1.0,0.24041750616691124
2375,436.0,492.0,73.0,15.0,19.0,,,205.73170731707316,3.0,44.0,11.191987830140688,129.5495526474885,,,1.0,0.2543633597759247
2376,590.0,601.0,74.0,15.0,18.0,106.0,107.0,0.0,58.0,41.0,14.646945849791624,0.0,,,1.0,0.3572425817022347
2377,155.0,149.0,75.0,15.0,16.0,,,0.0,58.0,15.0,9.800994888552795,0.0,,,1.0,0.6533996592368531
2378,337.0,405.0,76.0,15.0,19.0,,,147.30864197530863,40.0,34.0,11.909014141191255,129.5495526474885,,,1.0,0.3502651217997428
2379,430.0,445.0,77.0,15.0,19.0,,,151.50337078651685,40.0,38.0,11.706429972699638,129.5495526474885,,,1.0,0.3080639466499905
2380,441.0,578.0,78.0,15.0,19.0,,,129.3719723183391,70.0,49.0,11.786892612072835,129.5495526474885,,,1.0,0.24054882881781295
2381,431.0,464.0,79.0,15.0,19.0,,,130.6594827586207,70.0,42.0,11.047705778640173,129.5495526474885,,,1.0,0.263040613777147
2382,463.0,623.0,80.0,16.0,19.0,,,148.14285714285714,0.0,52.0,11.97763551186763,129.5495526474885,,,1.0,0.2303391444589929
2383,86.0,72.0,81.0,17.0,19.0,,,154.68055555555554,0.0,11.0,6.411111380028259,129.5495526474885,,,1.0,0.5828283072752962
2384,451.0,569.0,82.0,17.0,19.0,,,202.31107205623903,2.0,48.0,11.850255567661975,129.5495526474885,,,1.0,0.24688032432629115
2385,351.0,462.0,83.0,17.0,19.0,,,214.3095238095238,2.0,40.0,11.563366666778489,129.5495526474885,,,1.0,0.28908416666946224
