parameter,value,well_id,carbon,strain
max df,0.007434470729877105,27,glucose,delta
lag time std,1.5169184002536944,27,glucose,delta
lag time,465.2165086435102,27,glucose,delta
max y stderr,0.00026265438641973873,27,glucose,delta
max y std,0.0026265438641973875,27,glucose,delta
max y,0.33199201008117835,27,glucose,delta
inverse max df stderr,0.05999033136998414,27,glucose,delta
lag time stderr,0.15169184002536945,27,glucose,delta
inverse max df,93.23809011551157,27,glucose,delta
time of max df stderr,0.500095990785769,27,glucose,delta
time of max df std,5.00095990785769,27,glucose,delta
time of max df,596.6866666666666,27,glucose,delta
max df stderr,4.779511281631903e-06,27,glucose,delta
max df std,4.779511281631903e-05,27,glucose,delta
inverse max df std,0.5999033136998414,27,glucose,delta
max df stderr,6.5594766836647335e-06,28,glucose,delta
time of max df,614.1166666666667,28,glucose,delta
time of max df std,17.042520353515794,28,glucose,delta
time of max df stderr,1.7042520353515793,28,glucose,delta
inverse max df,94.77204688046578,28,glucose,delta
inverse max df std,0.8495158604192724,28,glucose,delta
max y std,0.003804308935154417,28,glucose,delta
max y,0.3471616547732033,28,glucose,delta
max y stderr,0.0003804308935154417,28,glucose,delta
lag time,458.2841326635437,28,glucose,delta
lag time std,1.8926246534408115,28,glucose,delta
max df std,6.559476683664733e-05,28,glucose,delta
inverse max df stderr,0.08495158604192724,28,glucose,delta
max df,0.007314423644062048,28,glucose,delta
lag time stderr,0.18926246534408114,28,glucose,delta
max df std,5.231668648825246e-05,29,glucose,delta
max df stderr,5.231668648825246e-06,29,glucose,delta
time of max df,610.3366666666666,29,glucose,delta
time of max df std,4.610976035504847,29,glucose,delta
time of max df stderr,0.4610976035504847,29,glucose,delta
inverse max df,93.32465801391723,29,glucose,delta
inverse max df std,0.6582657663483427,29,glucose,delta
max df,0.007427636297247965,29,glucose,delta
max y,0.35295831720395443,29,glucose,delta
max y std,0.003870513981088132,29,glucose,delta
max y stderr,0.0003870513981088132,29,glucose,delta
lag time,453.61090370707205,29,glucose,delta
lag time std,2.215828443940911,29,glucose,delta
lag time stderr,0.2215828443940911,29,glucose,delta
inverse max df stderr,0.06582657663483427,29,glucose,delta
lag time,455.4300192083857,30,glucose,delta
max y stderr,0.0004144961701329717,30,glucose,delta
max y std,0.004144961701329717,30,glucose,delta
max y,0.35659340975237824,30,glucose,delta
inverse max df stderr,0.0744993540992088,30,glucose,delta
inverse max df,91.61566250267585,30,glucose,delta
time of max df,610.0566666666666,30,glucose,delta
time of max df std,4.520829569890907,30,glucose,delta
max df stderr,6.15637502113746e-06,30,glucose,delta
max df std,6.15637502113746e-05,30,glucose,delta
max df,0.007566315887419958,30,glucose,delta
lag time std,2.5598111802064176,30,glucose,delta
time of max df stderr,0.4520829569890907,30,glucose,delta
lag time stderr,0.2559811180206418,30,glucose,delta
inverse max df std,0.744993540992088,30,glucose,delta
inverse max df std,0.7080374331221921,31,glucose,delta
time of max df std,4.433271929399324,31,glucose,delta
time of max df stderr,0.4433271929399324,31,glucose,delta
inverse max df,90.78975321437525,31,glucose,delta
max df std,5.965339864830652e-05,31,glucose,delta
inverse max df stderr,0.07080374331221921,31,glucose,delta
max y,0.3580527215542428,31,glucose,delta
max y std,0.003921852581376994,31,glucose,delta
max y stderr,0.00039218525813769945,31,glucose,delta
lag time,458.45612470492284,31,glucose,delta
lag time std,2.0618467719384985,31,glucose,delta
lag time stderr,0.20618467719384986,31,glucose,delta
max df,0.007635106288131803,31,glucose,delta
max df stderr,5.965339864830651e-06,31,glucose,delta
time of max df,598.8566666666667,31,glucose,delta
lag time std,1.9333515399560057,32,glucose,delta
lag time,453.84637794401374,32,glucose,delta
max y stderr,0.0003570504563889016,32,glucose,delta
max y std,0.0035705045638890157,32,glucose,delta
max y,0.34965129590674593,32,glucose,delta
inverse max df stderr,0.07150741903667908,32,glucose,delta
inverse max df std,0.7150741903667908,32,glucose,delta
inverse max df,90.27923175041133,32,glucose,delta
time of max df stderr,0.6076709635978997,32,glucose,delta
time of max df std,6.076709635978998,32,glucose,delta
time of max df,587.7266666666667,32,glucose,delta
max df stderr,6.083751169583096e-06,32,glucose,delta
lag time stderr,0.19333515399560058,32,glucose,delta
max df,0.0076782961892306765,32,glucose,delta
max df std,6.0837511695830964e-05,32,glucose,delta
max df,0.00746429695048353,33,glucose,delta
max df std,6.584380737576382e-05,33,glucose,delta
max df stderr,6.584380737576382e-06,33,glucose,delta
time of max df,587.3066666666666,33,glucose,delta
time of max df std,29.399666664777005,33,glucose,delta
