time_min,temp_C,well_id,od_600nm,strain,carbon,date,run_number,blank_val,od_sub
6.166666666666668,27.0,1,0.078,blank,blank,20190304,1,0.07715624999999997,0.000843750000000032
13.166666666666664,27.1,1,0.078,blank,blank,20190304,1,0.07714062499999998,0.0008593750000000233
20.166666666666668,27.1,1,0.078,blank,blank,20190304,1,0.07717187499999997,0.0008281250000000268
27.16666666666667,27.0,1,0.078,blank,blank,20190304,1,0.07718749999999998,0.0008125000000000215
34.166666666666664,27.1,1,0.078,blank,blank,20190304,1,0.07720312499999997,0.0007968750000000302
41.16666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07717187499999997,0.0008281250000000268
48.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07704687499999997,0.0009531250000000269
55.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07720312499999998,0.0007968750000000163
62.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07715624999999998,0.0008437500000000181
69.16666666666667,27.0,1,0.078,blank,blank,20190304,1,0.07714062499999998,0.0008593750000000233
76.16666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07710937499999998,0.0008906250000000199
83.16666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07720312499999998,0.0007968750000000163
90.16666666666669,27.0,1,0.078,blank,blank,20190304,1,0.07710937499999998,0.0008906250000000199
97.16666666666669,27.1,1,0.078,blank,blank,20190304,1,0.07717187499999996,0.0008281250000000406
104.16666666666669,27.1,1,0.078,blank,blank,20190304,1,0.07715624999999997,0.000843750000000032
111.16666666666669,27.0,1,0.078,blank,blank,20190304,1,0.07717187499999996,0.0008281250000000406
118.16666666666669,27.0,1,0.078,blank,blank,20190304,1,0.07720312499999997,0.0007968750000000302
125.16666666666669,27.0,1,0.078,blank,blank,20190304,1,0.07718749999999996,0.0008125000000000354
132.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07717187499999996,0.0008281250000000406
139.16666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07717187499999997,0.0008281250000000268
146.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07721874999999996,0.0007812500000000389
153.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07712499999999997,0.0008750000000000285
160.16666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07720312499999997,0.0007968750000000302
167.16666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07721874999999996,0.0007812500000000389
174.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07721874999999999,0.0007812500000000111
181.16666666666663,27.1,1,0.079,blank,blank,20190304,1,0.07723437499999997,0.0017656250000000345
188.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07718749999999998,0.0008125000000000215
195.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07712499999999996,0.0008750000000000424
202.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999997,0.0007500000000000284
209.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07714062499999996,0.0008593750000000372
216.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07721874999999996,0.0007812500000000389
223.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999997,0.0007656250000000336
230.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07718749999999998,0.0008125000000000215
237.16666666666663,27.0,1,0.078,blank,blank,20190304,1,0.07717187499999996,0.0008281250000000406
244.16666666666663,27.0,1,0.078,blank,blank,20190304,1,0.07718749999999996,0.0008125000000000354
251.16666666666663,27.1,1,0.078,blank,blank,20190304,1,0.07734374999999996,0.0006562500000000387
258.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07720312499999997,0.0007968750000000302
265.1666666666667,27.0,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
272.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07715624999999995,0.0008437500000000459
279.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
286.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07721874999999997,0.000781250000000025
293.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07720312499999997,0.0007968750000000302
300.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999997,0.0007500000000000284
307.1666666666667,27.0,1,0.078,blank,blank,20190304,1,0.07718749999999996,0.0008125000000000354
314.1666666666667,27.0,1,0.078,blank,blank,20190304,1,0.07724999999999996,0.0007500000000000423
321.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999997,0.0007500000000000284
328.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07720312499999997,0.0007968750000000302
335.1666666666667,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999996,0.0007500000000000423
342.1666666666667,27.0,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
349.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999997,0.0007656250000000336
356.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
363.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
370.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
377.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999995,0.0007656250000000475
384.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999995,0.0007656250000000475
391.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999996,0.0007031250000000405
398.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
405.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999996,0.0007031250000000405
412.16666666666674,27.0,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
419.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
426.16666666666674,27.0,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
433.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
440.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
447.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07735937499999997,0.0006406250000000335
454.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
461.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999996,0.0007500000000000423
468.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07732812499999998,0.0006718750000000162
475.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
482.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
489.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
496.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07732812499999997,0.0006718750000000301
503.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07734374999999998,0.0006562500000000249
510.16666666666674,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
517.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07721874999999996,0.0007812500000000389
524.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
531.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07721874999999997,0.000781250000000025
538.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
545.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
552.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
559.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
566.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
573.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07732812499999997,0.0006718750000000301
580.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
587.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
594.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
601.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
608.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999997,0.0007656250000000336
615.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07732812499999997,0.0006718750000000301
622.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
629.1666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
636.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999995,0.0007187500000000457
643.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
650.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07732812499999997,0.0006718750000000301
657.1666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07724999999999997,0.0007500000000000284
664.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07732812499999998,0.0006718750000000162
671.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999997,0.0007656250000000336
678.1666666666666,27.0,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
685.1666666666666,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
692.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
699.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
706.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
713.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
720.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07732812499999997,0.0006718750000000301
727.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
734.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
741.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999997,0.0007500000000000284
748.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
755.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
762.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
769.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
776.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07734374999999998,0.0006562500000000249
783.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07726562499999996,0.0007343750000000371
790.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07728124999999997,0.0007187500000000319
797.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07724999999999997,0.0007500000000000284
804.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07721874999999997,0.000781250000000025
811.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07734374999999998,0.0006562500000000249
818.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07731249999999996,0.0006875000000000353
825.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07723437499999997,0.0007656250000000336
832.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07726562499999998,0.0007343750000000232
839.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07734374999999998,0.0006562500000000249
846.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07728124999999998,0.000718750000000018
853.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07724999999999996,0.0007500000000000423
860.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07732812499999997,0.0006718750000000301
867.1666666666665,27.0,1,0.078,blank,blank,20190304,1,0.07731249999999998,0.0006875000000000214
874.1666666666665,27.1,1,0.078,blank,blank,20190304,1,0.07729687499999997,0.0007031250000000266
