,I_1,I_2,summed,fluct
0,16241.648906863931,20611.496759234917,36853.14566609885,19095570.252871316
1,8017.100790869707,7062.364769779849,15079.465560649556,911520.8699664951
2,18537.440843594355,14373.892727600129,32911.33357119448,17335132.914199073
3,4605.217181032096,3252.709381385754,7857.92656241785,1829277.3481041894
4,561.9330439480134,481.87712830745,1043.8101722554634,6408.949629049003
5,15585.51691740886,15930.821212666888,31516.338130075746,119235.05632364283
6,11971.232780324779,14441.024717055201,26412.25749737998,6099872.21073861
7,9003.948643240694,13345.628748689987,22349.57739193068,18850186.13805419
8,5534.0247170552,9165.36476977985,14699.38948683505,13186630.57852226
9,21768.15670651027,20674.96880141464,42443.12550792491,1195059.795847373
10,17296.308854139286,22009.232780324783,39305.54163446407,22211651.934011713
11,7267.62874868999,12983.308854139283,20250.93760282927,32668999.067828838
12,8224.232780324777,9192.496759234918,17416.729539559696,937535.1328548986
13,24694.10079086971,12888.760738145062,37582.86152901477,139366053.76046482
14,21512.268537791406,15928.344611605906,37440.61314939731,31180206.41342689
15,18194.87256942619,19487.15670651027,37682.02927593646,1669998.2909591538
16,21210.51691740886,20500.12094904365,41710.63786645251,504662.4318695447
17,13206.176864684214,15004.912885774072,28211.089750458286,3235451.2735661766
18,20726.98895958858,13892.953202121955,34619.94216171053,46704044.73433243
19,12642.36476977985,13544.344611605906,26186.709381385757,813567.6350605573
20,16044.23733920604,13518.425244301672,29562.662583507714,6379726.738765191
21,31438.445402475616,19734.613149397308,51173.05855187292,136979689.40819606
22,16976.592991223366,18497.009117762518,35473.602108985884,2311665.197840319
23,7622.669065037873,6218.044875229142,13840.713940267015,1972969.114595834
24,1795.3894868350483,1729.1814235654747,3524.5709104005227,4383.507641907859
25,43.532516701541994,71.684664330554,115.217181032096,792.5434161256863
26,9298.89272760013,10635.100790869708,19933.99351846984,1785451.9883466363
27,10865.948643240697,8118.232780324778,18984.181423565475,7549942.463319776
28,14697.816653785625,17184.948643240692,31882.765297026315,6185825.53297072
29,14711.912885774072,15349.801054492942,30061.713940267015,406901.315791513
30,15683.85697013351,21401.669065037873,37085.52603517138,32693375.15263463
31,892.6846643305536,814.3446116059077,1707.0292759364613,6137.1638609002885
32,723.8368119595666,715.1768646842128,1439.0136766437795,74.99468681190821
33,20738.5370755828,27995.105349750967,48733.64242533377,52657783.117663965
34,23755.065033403083,25330.87712830745,49085.94216171053,2483183.7584468867
35,78.14110721759164,168.29325484660188,246.43436206419352,8127.409722122858
36,9253.572833049426,6217.024717055202,15470.597550104627,9220624.460748069
37,6342.120949043649,7420.384927953792,13762.50587699744,1162653.2082151335
38,6461.36476977985,7694.836811959567,14156.201581739417,1521453.2788390026
39,6634.156706510273,5151.080632695765,11785.237339206038,2199514.640721054
40,6711.364769779849,5380.156706510272,12091.52147629012,1772114.907713938
41,6971.308854139283,4519.780896319003,11491.089750458286,6009989.327974472
42,17626.82121266688,17244.085191577025,34870.906404243906,146486.86183969397
43,5551.004558881261,7276.8927276001305,12827.897286481391,2978689.970923773
44,7651.024717055202,7345.816653785626,14996.841370840828,93151.96188476557
45,8539.740579971118,7580.288695965343,16120.02927593646,920547.9177222301
46,15021.212622150835,13281.552674875484,28302.76529702632,3026416.732154079
47,6271.156706510271,8097.760738145061,14368.917444655332,3336482.2883844683
48,6136.156706510273,7628.816653785625,13764.973360295899,2228033.7182000577
49,4810.49675923492,4538.024717055202,9348.521476290123,74241.01376958619
50,27085.765297026315,24232.23733920604,51318.002636232355,8142621.806061951
51,33031.516917408866,25241.384927953786,58272.90184536265,60686156.413131356
52,708.0650334030848,973.4610017682961,1681.526035171381,70435.02002450822
53,25479.38492795379,30531.592991223362,56010.97791917715,25524806.314566083
54,3431.87712830745,5256.856970133507,8688.734098440957,3330551.4230714603
55,193.21262215083607,22.74057997111811,215.95320212195418,29060.71716492354
56,8401.476601060978,14799.816653785623,23201.2932548466,40938755.430300415
57,12837.38492795379,10394.592991223366,23231.977919177156,5967232.446155176
58,11596.516917408862,13540.38492795379,25136.901845362652,3778622.8424198944
59,5024.136548336331,4332.740579971119,9356.87712830745,478028.3850716692
60,6090.476601060977,6208.420685420413,12298.897286481391,13910.807035385684
61,2882.212622150837,4632.816653785624,7515.029275936461,3064614.475575971
62,2850.6131493973094,3393.9128857740716,6244.5260351713805,295174.6035470593
63,2305.3849279537912,2592.89272760013,4898.277655553921,82660.73485747927
64,83.68466433055485,273.89272760013046,357.5773919306853,36179.10733276288
65,10316.912885774072,15821.461001768293,26138.373887542366,30300049.961295526
66,12364.780896319004,15393.38492795379,27758.165824272794,9172442.380434481
67,12883.856970133507,10123.592991223368,23007.449961356877,7619057.233268835
68,3150.384927953791,2807.537075582802,5957.9220035365925,117544.64987539925
69,421.50131811617797,533.8212126668863,955.3225307830642,12615.758711882228
70,332.16126539153265,119.00911776252008,451.17038315405273,45433.83803886037
71,29853.877128307453,29113.729539559703,58967.606667867156,547818.4531291084
72,28441.217181032094,26212.57739193068,54653.794572962775,4966835.309565991
73,15898.892727600132,23220.801054492942,39119.693782093076,53610341.54742227
74,21720.953202121957,18592.12094904365,40313.07415116561,9789591.26790308
75,27256.689223211815,24316.120949043652,51572.81017225547,8646941.77504433
76,7288.968801414637,6795.801054492944,14084.76985590758,243214.42660381895
77,11278.689223211813,11990.329012313225,23269.018235525036,506431.18943230103
78,5751.384927953791,4223.948643240696,9975.333571194486,2333061.6038581436
79,9104.2685377914,9808.2685377914,18912.5370755828,495616.0
80,7398.948643240695,9999.836811959567,17398.78545520026,6764619.266181809
81,2444.6846643305535,1034.0247170552018,3478.7093813857555,1989961.486846898
82,1381.3088541392844,989.0448752291425,2370.3537293684267,153871.02915041632
83,2158.948643240695,2227.8569701335086,4386.805613374204,4748.357515166833
84,8700.100790869707,10066.38492795379,18766.485718823496,1866732.3432475983
85,15838.065033403085,14785.669065037871,30623.734098440957,1107537.274231356
86,11838.91288577407,9975.212622150835,21814.125507924906,3473378.6726293177
87,9355.080632695766,8938.552674875484,18293.63330757125,173495.53964593512
88,18961.85697013351,17383.74513885238,36345.60210898589,2490436.952029483
89,22290.38492795379,19713.592991223366,42003.97791917715,6639856.685198929
90,10019.080632695766,9918.816653785625,19937.89728648139,10052.86546689326
91,1093.6287486899896,690.2886959653428,1783.9174446553325,162683.19813192092
92,1780.7607381450612,2579.912885774073,4360.673623919134,638644.1550600618
93,4747.872569426188,7763.212622150838,12511.085191577025,9092275.633565491
94,12332.065033403085,8814.481159942236,21146.54619334532,12373396.306831835
95,15299.384927953792,13901.044875229143,29200.429803182935,1955354.9030539729
96,15332.384927953792,17842.592991223366,33174.97791917716,6301144.520903587
97,1819.816653785624,2598.0448752291427,4417.861529014766,605639.1646511422
98,763.3647697798494,734.2886959653422,1497.6534657451916,845.4180684666744
99,23345.252938498714,24530.55723375674,47875.81017225546,1404946.2723571241
100,14148.816653785623,13085.156706510274,27233.973360295895,1131372.4834377996
101,802.7048225044966,1743.313413020543,2546.01823552504,884744.5205525835
102,6197.440843594354,9751.308854139283,15948.749697733638,12629977.836374568
103,14742.608590516047,27492.60859051605,42235.2171810321,162562500.0000001
104,32940.57283304943,39716.724980678446,72657.29781372787,45916237.92781731
105,10260.49675923492,9199.00455888126,19459.50131811618,1126765.6914116535
106,8849.25293849872,3237.3491704871662,12086.602108985886,31493463.901422262
107,10610.400527246471,19507.024717055203,30117.425244301674,79149921.97468987
108,11312.608590516049,15169.080632695765,26481.68922321181,14872376.612113785
109,1947.2327803247774,1010.0448752291425,2957.27765555392,878321.1694575449
110,1173.3491704871678,970.4408435943537,2143.790014081522,41171.78912244111
111,11166.176864684214,8160.988959588578,19327.165824272794,9031154.344933096
112,1249.1768646842143,1502.7607381450598,2751.937602829274,64304.78087940613
113,9663.49675923492,8748.268537791402,18411.765297026323,837642.6973266654
114,12270.684664330556,11951.212622150837,24221.89728648139,102062.3857344803
115,6032.948643240696,7295.156706510273,13328.105349750967,1593169.1949827364
116,2103.0247170552016,1585.2886959653429,3688.3134130205444,268050.5875339586
117,1025.801054492942,454.9330439480131,1480.7340984409552,325890.28546352504
118,1018.9486432406958,205.55267487548372,1224.5013181161794,661613.0013527811
119,7733.64890686393,8880.968801414636,16614.617708278565,1316342.9404318423
120,61042.59299122337,52286.17686468422,113328.7698559076,76674823.38111493
121,10214.156706510272,12044.420685420411,22258.57739193068,3349866.2324959757
122,13361.364769779848,12070.704822504495,25432.069592284344,1665803.0995008177
123,9994.49675923492,7875.816653785626,17870.313413020547,4488805.389226633
124,9682.892727600129,7538.87256942619,17221.76529702632,4596822.4386562
125,10379.780896319002,12047.933043948013,22427.713940267015,2782731.587639281
126,10187.232780324777,13207.288695965342,23394.52147629012,9120737.733595572
127,9926.780896319,12219.91288577407,22146.69378209307,5258454.32106217
128,12540.628748689987,7645.816653785624,20186.445402475612,23959185.44442204
129,1340.232780324779,1098.288695965343,2438.5214762901223,58536.93995652584
130,14045.704822504498,11488.592991223366,25534.297813727862,6538820.917677945
131,6554.608590516047,6720.288695965343,13274.897286481391,27449.89734168991
132,9148.440843594355,11092.364769779848,20240.805613374203,3778840.230796421
133,18230.08063269576,11938.420685420413,30168.501318116174,39584984.89214883
134,29191.51691740886,25504.4610017683,54695.97791917716,13594381.325060032
135,13428.669065037871,11513.5370755828,24942.20614062067,3667730.5370341367
136,9522.232780324779,9993.120949043649,19515.353729368428,221735.66743941058
137,9082.968801414636,8181.364769779848,17264.333571194482,812889.8298601039
138,32.2327803247789,511.78089631900207,544.013676643781,229966.39555360892
139,13933.933043948013,11337.100790869708,25271.03383481772,6743537.750627742
140,13308.933043948016,15564.669065037873,28873.60210898589,5088344.9968423
