date,carbon,temp_C,operator,colony_idx,area,time_min
20181018,glycerol,37,O2,1,263,7
20181018,glycerol,37,O2,1,283,14
20181018,glycerol,37,O2,1,309,21
20181018,glycerol,37,O2,1,317,28
20181018,glycerol,37,O2,1,326,35
20181018,glycerol,37,O2,1,340,42
20181018,glycerol,37,O2,1,341,49
20181018,glycerol,37,O2,1,338,56
20181018,glycerol,37,O2,1,346,63
20181018,glycerol,37,O2,1,357,70
20181018,glycerol,37,O2,1,368,77
20181018,glycerol,37,O2,1,392,84
20181018,glycerol,37,O2,1,395,91
20181018,glycerol,37,O2,1,393,98
20181018,glycerol,37,O2,1,401,105
20181018,glycerol,37,O2,1,406,112
20181018,glycerol,37,O2,1,395,119
20181018,glycerol,37,O2,1,448,126
20181018,glycerol,37,O2,1,481,133
20181018,glycerol,37,O2,1,522,140
20181018,glycerol,37,O2,1,583,147
20181018,glycerol,37,O2,1,577,154
20181018,glycerol,37,O2,1,643,161
20181018,glycerol,37,O2,1,698,168
20181018,glycerol,37,O2,1,767,175
20181018,glycerol,37,O2,1,845,182
20181018,glycerol,37,O2,1,939,189
20181018,glycerol,37,O2,1,1011,196
20181018,glycerol,37,O2,1,1092,203
20181018,glycerol,37,O2,1,1159,210
20181018,glycerol,37,O2,1,1211,217
20181018,glycerol,37,O2,1,1304,224
20181018,glycerol,37,O2,1,1363,231
20181018,glycerol,37,O2,1,1436,238
20181018,glycerol,37,O2,1,1482,245
20181018,glycerol,37,O2,1,1538,252
20181018,glycerol,37,O2,1,1579,259
20181018,glycerol,37,O2,1,1654,266
20181018,glycerol,37,O2,1,1713,273
20181018,glycerol,37,O2,1,1814,280
20181018,glycerol,37,O2,1,1902,287
20181018,glycerol,37,O2,1,1984,294
20181018,glycerol,37,O2,1,2024,301
20181018,glycerol,37,O2,1,2096,308
20181018,glycerol,37,O2,1,2182,315
20181018,glycerol,37,O2,1,2270,322
20181018,glycerol,37,O2,1,2311,329
20181018,glycerol,37,O2,1,2378,336
20181018,glycerol,37,O2,1,2474,343
20181018,glycerol,37,O2,1,2543,350
20181018,glycerol,37,O2,1,2636,357
20181018,glycerol,37,O2,1,2725,364
20181018,glycerol,37,O2,1,2848,371
20181018,glycerol,37,O2,1,2987,378
20181018,glycerol,37,O2,1,3176,385
20181018,glycerol,37,O2,1,3409,392
20181018,glycerol,37,O2,1,3602,399
20181018,glycerol,37,O2,1,3745,406
20181018,glycerol,37,O2,1,3925,413
20181018,glycerol,37,O2,1,4037,420
20181018,glycerol,37,O2,1,4216,427
20181018,glycerol,37,O2,1,4354,434
20181018,glycerol,37,O2,1,4600,441
20181018,glycerol,37,O2,1,4843,448
20181018,glycerol,37,O2,1,5085,455
20181018,glycerol,37,O2,1,5299,462
20181018,glycerol,37,O2,1,5556,469
20181018,glycerol,37,O2,1,5813,476
20181018,glycerol,37,O2,2,318,7
20181018,glycerol,37,O2,2,309,14
20181018,glycerol,37,O2,2,288,21
20181018,glycerol,37,O2,2,306,28
20181018,glycerol,37,O2,2,0,35
20181018,glycerol,37,O2,2,331,42
20181018,glycerol,37,O2,2,0,49
20181018,glycerol,37,O2,2,0,56
20181018,glycerol,37,O2,2,0,63
20181018,glycerol,37,O2,2,0,70
20181018,glycerol,37,O2,2,0,77
20181018,glycerol,37,O2,2,0,84
20181018,glycerol,37,O2,2,0,91
20181018,glycerol,37,O2,2,0,98
20181018,glycerol,37,O2,2,219,105
20181018,glycerol,37,O2,2,372,112
20181018,glycerol,37,O2,2,268,119
20181018,glycerol,37,O2,2,283,126
20181018,glycerol,37,O2,2,292,133
20181018,glycerol,37,O2,2,404,140
20181018,glycerol,37,O2,2,300,147
20181018,glycerol,37,O2,2,0,154
20181018,glycerol,37,O2,2,0,161
20181018,glycerol,37,O2,2,0,168
20181018,glycerol,37,O2,2,0,175
20181018,glycerol,37,O2,2,0,182
20181018,glycerol,37,O2,2,0,189
20181018,glycerol,37,O2,2,231,196
20181018,glycerol,37,O2,2,642,203
20181018,glycerol,37,O2,2,907,210
20181018,glycerol,37,O2,2,1059,217
20181018,glycerol,37,O2,2,1272,224
20181018,glycerol,37,O2,2,1527,231
20181018,glycerol,37,O2,2,1703,238
20181018,glycerol,37,O2,2,1846,245
20181018,glycerol,37,O2,2,1975,252
20181018,glycerol,37,O2,2,2083,259
20181018,glycerol,37,O2,2,2175,266
20181018,glycerol,37,O2,2,2318,273
20181018,glycerol,37,O2,2,2420,280
20181018,glycerol,37,O2,2,2554,287
20181018,glycerol,37,O2,2,2682,294
20181018,glycerol,37,O2,2,2799,301
20181018,glycerol,37,O2,2,2932,308
20181018,glycerol,37,O2,2,3023,315
20181018,glycerol,37,O2,2,3146,322
20181018,glycerol,37,O2,2,3238,329
20181018,glycerol,37,O2,2,3366,336
20181018,glycerol,37,O2,2,3492,343
20181018,glycerol,37,O2,2,3656,350
20181018,glycerol,37,O2,2,3790,357
20181018,glycerol,37,O2,2,3935,364
20181018,glycerol,37,O2,2,4107,371
20181018,glycerol,37,O2,2,4230,378
20181018,glycerol,37,O2,2,4442,385
20181018,glycerol,37,O2,2,4669,392
20181018,glycerol,37,O2,2,4949,399
20181018,glycerol,37,O2,2,5144,406
20181018,glycerol,37,O2,2,5404,413
20181018,glycerol,37,O2,2,5661,420
20181018,glycerol,37,O2,2,6019,427
20181018,glycerol,37,O2,2,6162,434
20181018,glycerol,37,O2,2,6467,441
20181018,glycerol,37,O2,2,6765,448
20181018,glycerol,37,O2,2,7009,455
20181018,glycerol,37,O2,2,7129,462
20181018,glycerol,37,O2,2,7445,469
20181018,glycerol,37,O2,2,7621,476
20181018,glycerol,37,O2,3,1180,7
20181018,glycerol,37,O2,3,1164,14
20181018,glycerol,37,O2,3,1177,21
20181018,glycerol,37,O2,3,1190,28
20181018,glycerol,37,O2,3,1203,35
20181018,glycerol,37,O2,3,1215,42
20181018,glycerol,37,O2,3,1235,49
20181018,glycerol,37,O2,3,1193,56
20181018,glycerol,37,O2,3,1198,63
20181018,glycerol,37,O2,3,1227,70
20181018,glycerol,37,O2,3,1201,77
20181018,glycerol,37,O2,3,1221,84
20181018,glycerol,37,O2,3,1216,91
20181018,glycerol,37,O2,3,1216,98
20181018,glycerol,37,O2,3,1204,105
20181018,glycerol,37,O2,3,1193,112
20181018,glycerol,37,O2,3,1171,119
20181018,glycerol,37,O2,3,1174,126
20181018,glycerol,37,O2,3,1189,133
20181018,glycerol,37,O2,3,1217,140
20181018,glycerol,37,O2,3,1238,147
20181018,glycerol,37,O2,3,1231,154
20181018,glycerol,37,O2,3,1230,161
20181018,glycerol,37,O2,3,1233,168
20181018,glycerol,37,O2,3,1265,175
20181018,glycerol,37,O2,3,1274,182
20181018,glycerol,37,O2,3,1303,189
