parameter,value,well_id,carbon,strain
max df,0.010583646513466887,14,glucose,delta
lag time stderr,0.10969494231530486,14,glucose,delta
lag time std,1.0969494231530486,14,glucose,delta
lag time,233.36771329544317,14,glucose,delta
max y stderr,9.396169708623516e-05,14,glucose,delta
max y,0.12892916580164993,14,glucose,delta
inverse max df stderr,0.05594683033539984,14,glucose,delta
max y std,0.0009396169708623517,14,glucose,delta
inverse max df,65.49708369014871,14,glucose,delta
time of max df stderr,0.538772679337028,14,glucose,delta
time of max df std,5.3877267933702795,14,glucose,delta
time of max df,298.3466666666667,14,glucose,delta
max df stderr,9.081000113638206e-06,14,glucose,delta
max df std,9.081000113638206e-05,14,glucose,delta
inverse max df std,0.5594683033539984,14,glucose,delta
inverse max df,61.36548793355081,15,glucose,delta
max df std,0.0001960516053687762,15,glucose,delta
max df stderr,1.960516053687762e-05,15,glucose,delta
time of max df,252.35666666666665,15,glucose,delta
time of max df std,17.59925850710765,15,glucose,delta
time of max df stderr,1.759925850710765,15,glucose,delta
inverse max df std,1.0546559830165276,15,glucose,delta
max df,0.0112987598545087,15,glucose,delta
max y,0.1347653774141243,15,glucose,delta
max y std,0.0011954793881775044,15,glucose,delta
max y stderr,0.00011954793881775044,15,glucose,delta
lag time,230.30320155048577,15,glucose,delta
lag time std,0.2297225903377052,15,glucose,delta
lag time stderr,0.02297225903377052,15,glucose,delta
inverse max df stderr,0.10546559830165277,15,glucose,delta
max df,0.011012037634650515,16,glucose,delta
max df std,9.970157716537453e-05,16,glucose,delta
max df stderr,9.970157716537453e-06,16,glucose,delta
time of max df,270.9766666666667,16,glucose,delta
time of max df stderr,1.111458051390156,16,glucose,delta
inverse max df,62.94965142642049,16,glucose,delta
inverse max df std,0.5692481305395338,16,glucose,delta
time of max df std,11.11458051390156,16,glucose,delta
max y,0.1306311313580789,16,glucose,delta
max y std,0.0009482062166079057,16,glucose,delta
max y stderr,9.482062166079057e-05,16,glucose,delta
lag time,230.74716538165595,16,glucose,delta
lag time std,0.4182665693022375,16,glucose,delta
lag time stderr,0.04182665693022375,16,glucose,delta
inverse max df stderr,0.05692481305395338,16,glucose,delta
max df stderr,1.4222235541206938e-05,17,glucose,delta
time of max df,259.63666666666666,17,glucose,delta
time of max df std,17.57808578884518,17,glucose,delta
time of max df stderr,1.757808578884518,17,glucose,delta
inverse max df,64.67458435552172,17,glucose,delta
inverse max df std,0.8469178453614205,17,glucose,delta
max y std,0.0009872327514418731,17,glucose,delta
max y,0.13434741893760457,17,glucose,delta
max y stderr,9.872327514418731e-05,17,glucose,delta
lag time,230.36822035320284,17,glucose,delta
lag time std,0.24132421036506538,17,glucose,delta
max df std,0.00014222235541206938,17,glucose,delta
inverse max df stderr,0.08469178453614204,17,glucose,delta
max df,0.010719320427240211,17,glucose,delta
lag time stderr,0.02413242103650654,17,glucose,delta
max df,0.010512603763403669,18,glucose,delta
lag time std,0.815269516079641,18,glucose,delta
lag time,231.39879275473933,18,glucose,delta
max y stderr,0.00011083330732404642,18,glucose,delta
max y std,0.0011083330732404642,18,glucose,delta
max y,0.13217459677275276,18,glucose,delta
inverse max df stderr,0.07790164301580661,18,glucose,delta
lag time stderr,0.08152695160796411,18,glucose,delta
inverse max df,65.94410551700784,18,glucose,delta
time of max df stderr,1.3806158046321224,18,glucose,delta
time of max df std,13.806158046321224,18,glucose,delta
time of max df,285.4666666666667,18,glucose,delta
max df stderr,1.2462598386961526e-05,18,glucose,delta
max df std,0.00012462598386961526,18,glucose,delta
inverse max df std,0.7790164301580661,18,glucose,delta
max df stderr,2.5641615758952847e-05,19,glucose,delta
time of max df,231.35666666666665,19,glucose,delta
time of max df std,5.053107954516712,19,glucose,delta
time of max df stderr,0.5053107954516711,19,glucose,delta
inverse max df,59.88731409301942,19,glucose,delta
