I_1,I_2,area_1,area_2,bg_val,fractional_birth_area,date,run_no,temp,carbon,operator
242.23892100192677,243.17088607594937,519.0,474.0,,0.48653198653198654,20190603,2,42,glucose,O2
235.43010752688173,236.23294509151415,558.0,601.0,,0.4538606403013183,20190603,2,42,glucose,O2
237.4346590909091,239.0909090909091,352.0,275.0,,0.5684380032206119,20190603,2,42,glucose,O2
250.23397435897436,251.71875,312.0,352.0,,0.4381338742393509,20190603,2,42,glucose,O2
241.47680412371133,242.21525885558583,388.0,367.0,,0.5139072847682119,20190603,2,42,glucose,O2
235.75083056478405,239.25641025641025,301.0,273.0,,0.5346020761245674,20190603,2,42,glucose,O2
234.37623762376236,234.39087947882737,303.0,307.0,,0.5135746606334841,20190603,2,42,glucose,O2
246.98230088495575,252.2914979757085,339.0,247.0,,0.5091240875912408,20190603,2,42,glucose,O2
234.20543806646526,234.86067019400352,331.0,567.0,,0.3685968819599109,20190603,2,42,glucose,O2
238.3941605839416,239.17537313432837,274.0,268.0,,0.5121951219512195,20190603,2,42,glucose,O2
241.39907192575407,240.96651785714286,431.0,448.0,,0.5611940298507463,20190603,2,42,glucose,O2
241.52965235173824,241.8486646884273,489.0,337.0,,0.6159122085048011,20190603,2,42,glucose,O2
241.37962962962962,239.53138075313808,432.0,478.0,,0.4756302521008403,20190603,2,42,glucose,O2
240.15483870967742,240.61627906976744,465.0,344.0,,0.4678714859437751,20190603,2,42,glucose,O2
242.87610619469027,243.6381818181818,565.0,550.0,,0.4887955182072829,20190603,2,42,glucose,O2
243.65894736842105,245.03544776119404,475.0,536.0,,0.5,20190603,2,42,glucose,O2
240.34535104364326,241.33876221498372,527.0,307.0,,0.5156794425087108,20190603,2,42,glucose,O2
240.67813765182186,239.4740932642487,494.0,386.0,,0.5370705244122965,20190603,2,42,glucose,O2
244.765243902439,244.26065162907267,328.0,399.0,,0.424483306836248,20190603,2,42,glucose,O2
244.40650406504065,235.58904109589042,246.0,511.0,,0.39783001808318263,20190603,2,42,glucose,O2
241.8481308411215,247.36657681940702,428.0,371.0,,0.5112781954887218,20190603,2,42,glucose,O2
244.76923076923077,242.9689440993789,364.0,483.0,,0.46779661016949153,20190603,2,42,glucose,O2
239.8546845124283,240.77207977207976,523.0,351.0,,0.5755894590846047,20190603,2,42,glucose,O2
261.43501326259945,262.4140350877193,377.0,285.0,,0.509212730318258,20190603,2,42,glucose,O2
249.44289044289044,254.26681614349775,429.0,446.0,,0.47810858143607704,20190603,2,42,glucose,O2
242.55523255813952,242.93817204301075,344.0,372.0,,0.501937984496124,20190603,2,42,glucose,O2
239.26894865525674,237.96774193548387,409.0,403.0,,0.4937388193202147,20190603,2,42,glucose,O2
243.84439359267733,244.79701492537313,437.0,335.0,,0.55078125,20190603,2,42,glucose,O2
236.4,235.72948328267478,300.0,329.0,,0.5009487666034156,20190603,2,42,glucose,O2
239.28735632183907,237.52147239263803,435.0,326.0,,0.578042328042328,20190603,2,42,glucose,O2
238.91603053435114,239.1897233201581,262.0,253.0,,0.49191685912240185,20190603,2,42,glucose,O2
235.5448717948718,234.57383966244726,312.0,237.0,,0.5750452079566004,20190603,2,42,glucose,O2
235.79439252336448,235.89537712895378,428.0,411.0,,0.5563380281690141,20190603,2,42,glucose,O2
235.98546511627907,237.2357142857143,344.0,280.0,,0.5673469387755102,20190603,2,42,glucose,O2
235.6055900621118,237.85955056179776,322.0,356.0,,0.4850615114235501,20190603,2,42,glucose,O2
236.26736111111111,236.13028169014083,576.0,284.0,,0.6528150134048257,20190603,2,42,glucose,O2
237.3107476635514,236.25519287833828,428.0,337.0,,0.5642201834862385,20190603,2,42,glucose,O2
235.73519163763066,235.51492537313433,287.0,268.0,,0.4861111111111111,20190603,2,42,glucose,O2
243.01293900184842,242.06315789473683,541.0,380.0,,0.5952109464082098,20190603,2,42,glucose,O2
238.14670658682635,238.07719298245615,334.0,285.0,,0.5321637426900585,20190603,2,42,glucose,O2
245.10256410256412,242.6105610561056,351.0,303.0,,0.5404580152671755,20190603,2,42,glucose,O2
235.42740619902122,235.37522441651706,613.0,557.0,,0.49554896142433236,20190603,2,42,glucose,O2
263.4516853932584,254.40509915014164,445.0,706.0,,0.49506903353057197,20190603,2,42,glucose,O2
255.48169556840077,266.041394335512,519.0,459.0,,0.5276073619631901,20190603,2,42,glucose,O2
240.39514348785872,238.614406779661,453.0,472.0,,0.503125,20190603,2,42,glucose,O2
237.8991825613079,239.43564356435644,367.0,505.0,,0.4269293924466338,20190603,2,42,glucose,O2
237.27574171029667,237.11663066954642,573.0,463.0,,0.5221052631578947,20190603,2,42,glucose,O2
236.15902964959568,236.98342541436463,371.0,362.0,,0.5027223230490018,20190603,2,42,glucose,O2
243.35179153094464,242.16118421052633,307.0,304.0,,0.533210332103321,20190603,2,42,glucose,O2
248.33623188405798,250.5518292682927,345.0,328.0,,0.5460869565217391,20190603,2,42,glucose,O2
239.81717451523545,236.43083900226756,361.0,441.0,,0.4616822429906542,20190603,2,42,glucose,O2
238.61027190332325,236.41594827586206,331.0,464.0,,0.5008818342151675,20190603,2,42,glucose,O2
238.9028871391076,239.54578096947935,381.0,557.0,,0.5254237288135594,20190603,2,42,glucose,O2
237.87921847246892,237.48423005565863,563.0,539.0,,0.44673539518900346,20190603,2,42,glucose,O2
252.5382932166302,256.6021276595745,457.0,470.0,,0.4691151919866444,20190603,2,42,glucose,O2
253.08060453400503,256.22760290556903,397.0,413.0,,0.58147512864494,20190603,2,42,glucose,O2
