parameter,dimension,mean,mode,median,hpd_min,hpd_max,mass_fraction,atc_ngml,carbon,temp
rep_mu,4,0.015657752595306045,1.3302401624670779e-08,9.838481140889144e-09,2.220446049250313e-16,0.05064522373395319,0.95,0.39999999999999997,glycerol,37
rep_mu,5,0.01302971522937078,2.4424906541753444e-14,1.6432577520930636e-10,2.220446049250313e-16,0.02802551909894213,0.95,0.7000000000000001,glycerol,37
rep_mu,6,0.03749652171375575,0.006321303003411605,2.485155453091359e-07,2.220446049250313e-16,0.27220112597928225,0.95,1.0,glycerol,37
rep_mu,7,0.042595965320836295,7.634128884603797e-10,4.965532714729104e-06,2.220446049250313e-16,0.29704951057796036,0.95,2.0,glycerol,37
rep_mu,8,0.03251957874232601,0.06067071215894737,2.1704724684212806e-09,2.220446049250313e-16,0.2323247855566628,0.95,3.0,glycerol,37
rep_mu,9,0.025623778174680853,0.003975463067856677,2.891338612975858e-09,2.220446049250313e-16,0.17978329061142861,0.95,4.0,glycerol,37
rep_mu,10,0.0025077509987266964,1.1102230246251565e-15,1.833311280563521e-12,2.220446049250313e-16,6.281594465917806e-06,0.95,7.0,glycerol,37
rep_mu,11,0.02647396518978553,6.863166725090686e-05,4.088079874620121e-10,2.220446049250313e-16,0.12397386104854224,0.95,10.0,glycerol,37
rep_sigma,1,8.685319572456551,9.588758645921072,8.204261537156356,4.695911643712295,13.616312864534057,0.95,0.09999999999999999,glycerol,37
rep_sigma,2,27.241246460560117,29.15726464213251,25.785408970726294,14.610993299447985,43.063850460476274,0.95,0.19999999999999998,glycerol,37
rep_sigma,3,15.165693390602488,11.778131677051507,13.516654726982775,7.135926666340106,28.182213686774702,0.95,0.3,glycerol,37
rep_sigma,4,28.49742610077822,27.39560963823214,26.164452683081922,14.267415054615665,49.25839580095596,0.95,0.39999999999999997,glycerol,37
rep_sigma,5,89.15730188536054,78.68903151999244,87.63920238044273,55.29107188604628,132.52165624754434,0.95,0.7000000000000001,glycerol,37
rep_sigma,6,95.09970126441084,83.69351183190746,93.46900888516367,65.00857918921456,127.1067902957736,0.95,1.0,glycerol,37
rep_sigma,7,72.92494920542941,87.16128419338389,71.33997143737452,47.901664488989134,100.97829275187405,0.95,2.0,glycerol,37
rep_sigma,8,148.79702642995036,131.51612936779452,146.02775604050578,107.19471419374791,202.9635036402746,0.95,3.0,glycerol,37
rep_sigma,9,123.27312359534012,135.54582037794958,121.80296252863432,76.78509941270177,177.49270544627262,0.95,4.0,glycerol,37
rep_sigma,10,122.49236803370286,155.07458981408226,121.66143999538282,83.28645304944526,160.11993030315725,0.95,7.0,glycerol,37
rep_sigma,11,150.5998520269653,170.03309209176285,149.92886220857122,85.86183755202951,214.48381949394042,0.95,10.0,glycerol,37
empirical_F,1,-0.06063609741059051,-0.18078999005929614,-0.059656796964909505,-0.5825740740447799,0.4036777014290463,0.95,0.09999999999999999,glycerol,37
empirical_F,2,-1.2024628961600357,-1.1396441405688644,-1.1633528641261335,-1.9775748159881597,-0.4600448405387669,0.95,0.19999999999999998,glycerol,37
empirical_F,3,-2.097366978105905,-2.096329093877695,-2.1147635909978155,-2.9230081010437843,-1.3108187791153219,0.95,0.3,glycerol,37
empirical_F,4,-2.3857303536176704,-2.0915459950533664,-2.3704331494359843,-2.895921534516624,-1.9147731304251754,0.95,0.39999999999999997,glycerol,37
empirical_F,5,-2.047392633546088,-1.6746284884035334,-1.9090035184824,-4.000282554525873,-0.6771581708517719,0.95,0.7000000000000001,glycerol,37
empirical_F,6,-2.9023633877583057,-2.8662729421624595,-2.903459187216624,-3.253333765891976,-2.4549018771788504,0.95,1.0,glycerol,37
empirical_F,7,-3.659087304796539,-3.595250687137975,-3.6549037914606317,-3.814091977101469,-3.5257054285862974,0.95,2.0,glycerol,37
empirical_F,8,-3.8467661637264254,-3.8892545545855355,-3.840421196475246,-4.052840989565467,-3.6101747139457254,0.95,3.0,glycerol,37
empirical_F,9,-3.7643524564975994,-3.906973278858653,-3.751690043108541,-4.157813634000751,-3.2840534566728516,0.95,4.0,glycerol,37
empirical_F,10,-3.7164693210941193,-3.6845220933594947,-3.6952326985094306,-4.200271741137496,-3.2834031082003583,0.95,7.0,glycerol,37
empirical_F,11,-3.1737920219315647,-3.0593675776272327,-3.1554722946324736,-3.729582641282935,-2.6382139467809003,0.95,10.0,glycerol,37
