parameter,value,well_id,carbon,strain
max df,0.003189285183700235,39,acetate,delta
lag time std,3.2834635809915804,39,acetate,delta
lag time,814.3692495859977,39,acetate,delta
max y stderr,5.197100916009654e-05,39,acetate,delta
max y std,0.0005197100916009654,39,acetate,delta
max y,0.1054043628357007,39,acetate,delta
inverse max df stderr,0.18448642819727284,39,acetate,delta
lag time stderr,0.328346358099158,39,acetate,delta
inverse max df,217.35186177424927,39,acetate,delta
time of max df stderr,0.6498699869973993,39,acetate,delta
time of max df std,6.498699869973993,39,acetate,delta
time of max df,1178.0366666666666,39,acetate,delta
max df stderr,2.7045166357067452e-06,39,acetate,delta
max df std,2.7045166357067454e-05,39,acetate,delta
inverse max df std,1.8448642819727283,39,acetate,delta
max df stderr,2.920648530216099e-06,40,acetate,delta
time of max df,1170.5466666666666,40,acetate,delta
time of max df std,7.488364307377146,40,acetate,delta
time of max df stderr,0.7488364307377146,40,acetate,delta
inverse max df std,1.844940916683475,40,acetate,delta
inverse max df stderr,0.1844940916683475,40,acetate,delta
max y stderr,5.197371381974475e-05,40,acetate,delta
max y std,0.0005197371381974476,40,acetate,delta
lag time,796.5617233277032,40,acetate,delta
lag time std,3.6013465928887913,40,acetate,delta
lag time stderr,0.3601346592888791,40,acetate,delta
max df std,2.920648530216099e-05,40,acetate,delta
max y,0.10457115865260197,40,acetate,delta
max df,0.0033085534513016255,40,acetate,delta
inverse max df,209.51786676930809,40,acetate,delta
max y stderr,6.0773876559634863e-05,41,acetate,delta
lag time std,3.6042753170303667,41,acetate,delta
lag time stderr,0.36042753170303665,41,acetate,delta
max y,0.11084728937981109,41,acetate,delta
inverse max df stderr,0.16858531042652602,41,acetate,delta
inverse max df std,1.6858531042652602,41,acetate,delta
inverse max df,204.1030732945522,41,acetate,delta
lag time,805.8275202817316,41,acetate,delta
time of max df stderr,0.7722557866406701,41,acetate,delta
time of max df,1166.5566666666666,41,acetate,delta
max df stderr,2.811090320286055e-06,41,acetate,delta
max df std,2.811090320286055e-05,41,acetate,delta
max df,0.0033962965732767915,41,acetate,delta
time of max df std,7.722557866406701,41,acetate,delta
max y std,0.0006077387655963486,41,acetate,delta
lag time stderr,0.5792136440653577,42,acetate,delta
lag time std,5.792136440653577,42,acetate,delta
lag time,832.1462455730098,42,acetate,delta
max df,0.003097143343110418,42,acetate,delta
max df std,4.350770649062956e-05,42,acetate,delta
max df stderr,4.350770649062955e-06,42,acetate,delta
time of max df,1207.1566666666668,42,acetate,delta
time of max df std,11.765623655378409,42,acetate,delta
time of max df stderr,1.176562365537841,42,acetate,delta
inverse max df,223.84641199420872,42,acetate,delta
inverse max df std,3.155148660499349,42,acetate,delta
inverse max df stderr,0.3155148660499349,42,acetate,delta
max y,0.1202523393075377,42,acetate,delta
max y std,0.0008832291486313849,42,acetate,delta
max y stderr,8.832291486313849e-05,42,acetate,delta
lag time stderr,0.22208187945709645,43,acetate,delta
lag time std,2.2208187945709645,43,acetate,delta
max df std,1.448445614022839e-05,43,acetate,delta
max df,0.00324467515064925,43,acetate,delta
max y,0.10853718993731837,43,acetate,delta
lag time,773.4305399440603,43,acetate,delta
max y std,0.00046804311412534396,43,acetate,delta
inverse max df stderr,0.09528039650606358,43,acetate,delta
inverse max df std,0.9528039650606358,43,acetate,delta
max y stderr,4.68043114125344e-05,43,acetate,delta
time of max df stderr,1.0884718645881484,43,acetate,delta
time of max df std,10.884718645881483,43,acetate,delta
time of max df,1139.3966666666668,43,acetate,delta
max df stderr,1.448445614022839e-06,43,acetate,delta
inverse max df,213.63031705359035,43,acetate,delta
inverse max df std,1.1123985805423215,44,acetate,delta
max df std,1.8984991040668682e-05,44,acetate,delta
max df stderr,1.8984991040668682e-06,44,acetate,delta
time of max df,1124.8366666666668,44,acetate,delta
time of max df std,6.908046033430872,44,acetate,delta
inverse max df,201.52133162480857,44,acetate,delta
time of max df stderr,0.6908046033430872,44,acetate,delta
max y stderr,5.656129765644861e-05,44,acetate,delta
max y,0.10385637235004698,44,acetate,delta
max y std,0.0005656129765644861,44,acetate,delta
max df,0.0034396770471969724,44,acetate,delta
lag time,760.4895146122179,44,acetate,delta
lag time std,2.260992355481532,44,acetate,delta
lag time stderr,0.2260992355481532,44,acetate,delta
inverse max df stderr,0.11123985805423216,44,acetate,delta
lag time stderr,0.27222100101725993,45,acetate,delta
max y,0.10472247163828158,45,acetate,delta
max y std,0.0005633705129373815,45,acetate,delta
lag time,765.5856258579682,45,acetate,delta
max df,0.0033887250296389883,45,acetate,delta
max df std,2.3640263804436772e-05,45,acetate,delta
max df stderr,2.3640263804436773e-06,45,acetate,delta
time of max df,1138.1366666666668,45,acetate,delta
time of max df std,8.060341183845756,45,acetate,delta
time of max df stderr,0.8060341183845756,45,acetate,delta
max y stderr,5.633705129373815e-05,45,acetate,delta
inverse max df std,1.430460730697519,45,acetate,delta
