date,username,operator,binding_energy,rbs,ATC,mean_YFP_H,mean_CFP_H,mean_mCherry_H
20170610,gchure,O2,-13.9,auto,000,1955.2857088773976,100.64352535131856,46.03560816208543
20170610,gchure,O2,-13.9,delta,000,8930.99140580564,99.60985128925486,46.090296589517656
20170610,gchure,O2,-13.9,lacI,000,7323.770881390981,96.40291295848053,45.451418611896614
20170610,gchure,O2,-13.9,lacI,002,4176.034958471241,94.90702510083817,45.76270072276843
20170610,gchure,O2,-13.9,lacI,003,2849.585526896529,96.00089596067345,46.18203548492314
20170610,gchure,O2,-13.9,lacI,004,2492.2058529164237,96.21583023232093,46.94337180025069
20170610,gchure,O2,-13.9,lacI,006,2195.246489330513,93.7931223731364,55.43756069218203
20170610,gchure,O2,-13.9,lacI,008,2163.378688705056,94.41069845432611,54.40041387273931
20170610,gchure,O2,-13.9,lacI,010,2153.4172735287075,93.62865107845215,61.66604954607381
