parameter,value,well_id,carbon,strain
max df,0.010310255652405696,14,glucose,manuel_delta
lag time stderr,0.1258168937015345,14,glucose,manuel_delta
lag time,185.44355649014867,14,glucose,manuel_delta
max y stderr,0.0001826530678336297,14,glucose,manuel_delta
max y std,0.0018265306783362971,14,glucose,manuel_delta
max y,0.19871689584572189,14,glucose,manuel_delta
inverse max df stderr,0.042283061145927524,14,glucose,manuel_delta
lag time std,1.258168937015345,14,glucose,manuel_delta
inverse max df,67.23156744364753,14,glucose,manuel_delta
time of max df stderr,0.5619217027309058,14,glucose,manuel_delta
time of max df std,5.619217027309058,14,glucose,manuel_delta
time of max df,269.7866666666667,14,glucose,manuel_delta
max df stderr,6.496441826249335e-06,14,glucose,manuel_delta
max df std,6.496441826249335e-05,14,glucose,manuel_delta
inverse max df std,0.42283061145927525,14,glucose,manuel_delta
max df std,0.00012402740106276248,15,glucose,manuel_delta
max df stderr,1.2402740106276248e-05,15,glucose,manuel_delta
time of max df,234.08666666666662,15,glucose,manuel_delta
time of max df std,11.515797844700122,15,glucose,manuel_delta
time of max df stderr,1.1515797844700122,15,glucose,manuel_delta
max y,0.2092063377915244,15,glucose,manuel_delta
inverse max df std,0.7041588410519956,15,glucose,manuel_delta
inverse max df stderr,0.07041588410519956,15,glucose,manuel_delta
max y std,0.002273826351730928,15,glucose,manuel_delta
max y stderr,0.0002273826351730928,15,glucose,manuel_delta
max df,0.011012461162024596,15,glucose,manuel_delta
inverse max df,62.950006263328184,15,glucose,manuel_delta
lag time stderr,0.05231118018906557,15,glucose,manuel_delta
lag time std,0.5231118018906556,15,glucose,manuel_delta
lag time,181.9904554039483,15,glucose,manuel_delta
max df,0.011732051277699052,16,glucose,manuel_delta
max df std,0.00028940879617830054,16,glucose,manuel_delta
max df stderr,2.8940879617830055e-05,16,glucose,manuel_delta
time of max df,189.77666666666664,16,glucose,manuel_delta
time of max df std,10.185180410773292,16,glucose,manuel_delta
time of max df stderr,1.0185180410773291,16,glucose,manuel_delta
inverse max df std,1.4484621038384975,16,glucose,manuel_delta
inverse max df stderr,0.14484621038384976,16,glucose,manuel_delta
max y,0.2136381351482525,16,glucose,manuel_delta
max y std,0.0032251166835964564,16,glucose,manuel_delta
max y stderr,0.00032251166835964567,16,glucose,manuel_delta
lag time,181.1852671705309,16,glucose,manuel_delta
lag time std,0.039483713388801314,16,glucose,manuel_delta
inverse max df,59.11721373924258,16,glucose,manuel_delta
lag time stderr,0.003948371338880131,16,glucose,manuel_delta
lag time std,1.5673643074752148,17,glucose,manuel_delta
lag time stderr,0.15673643074752147,17,glucose,manuel_delta
max y stderr,0.0003084574870438273,17,glucose,manuel_delta
max y std,0.003084574870438273,17,glucose,manuel_delta
max y,0.2209129411101471,17,glucose,manuel_delta
inverse max df stderr,0.07865352480627015,17,glucose,manuel_delta
inverse max df std,0.7865352480627015,17,glucose,manuel_delta
lag time,186.74804615443537,17,glucose,manuel_delta
time of max df stderr,0.49985097779238413,17,glucose,manuel_delta
time of max df std,4.998509777923841,17,glucose,manuel_delta
time of max df,254.59666666666664,17,glucose,manuel_delta
max df stderr,1.450570409351376e-05,17,glucose,manuel_delta
max df std,0.0001450570409351376,17,glucose,manuel_delta
inverse max df,61.151407650803364,17,glucose,manuel_delta
max df,0.011336799545160137,17,glucose,manuel_delta
max df,0.01084839999603294,18,glucose,manuel_delta
max df std,0.00013180021587485652,18,glucose,manuel_delta
max df stderr,1.3180021587485652e-05,18,glucose,manuel_delta
time of max df,231.9166666666666,18,glucose,manuel_delta
time of max df std,12.299898373563906,18,glucose,manuel_delta
inverse max df,63.90334572344093,18,glucose,manuel_delta
inverse max df std,0.7730947975287387,18,glucose,manuel_delta
inverse max df stderr,0.07730947975287386,18,glucose,manuel_delta
max y,0.2235222224048809,18,glucose,manuel_delta
lag time,181.98795338725176,18,glucose,manuel_delta
time of max df stderr,1.2299898373563907,18,glucose,manuel_delta
lag time std,0.5115300098065665,18,glucose,manuel_delta
max y stderr,0.0002351852446516506,18,glucose,manuel_delta
max y std,0.002351852446516506,18,glucose,manuel_delta
lag time stderr,0.05115300098065665,18,glucose,manuel_delta
max df,0.01162733994553534,19,glucose,manuel_delta
max df std,0.0003059178336040431,19,glucose,manuel_delta
max df stderr,3.0591783360404314e-05,19,glucose,manuel_delta
time of max df,181.51666666666665,19,glucose,manuel_delta
time of max df std,2.070627924084865,19,glucose,manuel_delta
time of max df stderr,0.20706279240848652,19,glucose,manuel_delta
inverse max df stderr,0.15591832147241744,19,glucose,manuel_delta
max y,0.22590066654295055,19,glucose,manuel_delta
max y std,0.003192269595125516,19,glucose,manuel_delta
max y stderr,0.0003192269595125516,19,glucose,manuel_delta
lag time,181.1669027363675,19,glucose,manuel_delta
inverse max df,59.654561881594844,19,glucose,manuel_delta
inverse max df std,1.5591832147241744,19,glucose,manuel_delta
lag time stderr,0.00016474335900697217,19,glucose,manuel_delta
lag time std,0.0016474335900697218,19,glucose,manuel_delta
lag time stderr,0.005241997327490523,20,glucose,manuel_delta
lag time std,0.05241997327490523,20,glucose,manuel_delta
lag time,181.1791044077892,20,glucose,manuel_delta
max y stderr,0.00023084739733198622,20,glucose,manuel_delta
max y std,0.0023084739733198623,20,glucose,manuel_delta
max y,0.22234534863109226,20,glucose,manuel_delta
max df,0.011741712291217178,20,glucose,manuel_delta
inverse max df,59.06878946213328,20,glucose,manuel_delta
time of max df stderr,0.9475631905049922,20,glucose,manuel_delta
time of max df std,9.475631905049921,20,glucose,manuel_delta
time of max df,186.34666666666664,20,glucose,manuel_delta
max df stderr,2.9036790701464523e-05,20,glucose,manuel_delta
