clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
11h04m,44,0.12,1,glucose,37,O2,20180621
11h05m,45,0.12,1,glucose,37,O2,20180621
11h05m,45,0.15,1,glucose,37,O2,20180621
11h30m,70,0.15,1,glucose,37,O2,20180621
11h31m,71,0.15,1,glucose,37,O2,20180621
11h32m,72,0.15,1,glucose,37,O2,20180621
12h04m,104,0.21,1,glucose,37,O2,20180621
12h04m,104,0.21,1,glucose,37,O2,20180621
12h05m,105,0.2,1,glucose,37,O2,20180621
12h33m,133,0.29,1,glucose,37,O2,20180621
12h33m,133,0.25,1,glucose,37,O2,20180621
12h34m,134,0.27,1,glucose,37,O2,20180621
13h01m,161,0.31,1,glucose,37,O2,20180621
13h02m,162,0.31,1,glucose,37,O2,20180621
13h02m,162,0.31,1,glucose,37,O2,20180621
13h33m,193,0.38,1,glucose,37,O2,20180621
13h33m,193,0.37,1,glucose,37,O2,20180621
13h35m,195,0.37,1,glucose,37,O2,20180621
14h01m,221,0.44,1,glucose,37,O2,20180621
14h01m,221,0.44,1,glucose,37,O2,20180621
14h02m,222,0.5,1,glucose,37,O2,20180621
14h30m,250,0.53,1,glucose,37,O2,20180621
14h31m,251,0.52,1,glucose,37,O2,20180621
14h31m,251,0.53,1,glucose,37,O2,20180621
15h00m,280,0.61,1,glucose,37,O2,20180621
15h00m,280,0.61,1,glucose,37,O2,20180621
15h01m,281,0.57,1,glucose,37,O2,20180621
15h31m,311,0.65,1,glucose,37,O2,20180621
15h31m,311,0.68,1,glucose,37,O2,20180621
15h33m,313,0.66,1,glucose,37,O2,20180621
16h03m,343,0.72,1,glucose,37,O2,20180621
16h04m,344,0.72,1,glucose,37,O2,20180621
16h05m,345,0.77,1,glucose,37,O2,20180621
16h30m,360,0.79,1,glucose,37,O2,20180621
16h31m,361,0.78,1,glucose,37,O2,20180621
16h31m,361,0.77,1,glucose,37,O2,20180621
16h59m,389,0.86,1,glucose,37,O2,20180621
17h00m,390,0.94,1,glucose,37,O2,20180621
17h00m,390,0.9,1,glucose,37,O2,20180621
