parameter,value,well_id,carbon,strain
max df,0.007373099078548859,27,glucose,delta
lag time stderr,0.18158074897111304,27,glucose,delta
lag time std,1.8158074897111305,27,glucose,delta
lag time,482.981871828209,27,glucose,delta
max y stderr,7.564550504067608e-05,27,glucose,delta
max y,0.15465574334659132,27,glucose,delta
inverse max df stderr,0.08405180357965346,27,glucose,delta
max y std,0.0007564550504067609,27,glucose,delta
inverse max df,94.01780798104735,27,glucose,delta
time of max df stderr,0.7278317113179393,27,glucose,delta
time of max df std,7.278317113179393,27,glucose,delta
time of max df,665.3566666666667,27,glucose,delta
max df stderr,6.595656392475507e-06,27,glucose,delta
max df std,6.595656392475507e-05,27,glucose,delta
inverse max df std,0.8405180357965346,27,glucose,delta
inverse max df,93.24801882997494,28,glucose,delta
max df std,6.549599741270331e-05,28,glucose,delta
max df stderr,6.549599741270331e-06,28,glucose,delta
time of max df,594.3766666666667,28,glucose,delta
time of max df std,61.57179467905739,28,glucose,delta
time of max df stderr,6.157179467905739,28,glucose,delta
inverse max df std,0.8200755088100956,28,glucose,delta
max df,0.007433947628459003,28,glucose,delta
max y,0.16117164567934933,28,glucose,delta
max y std,0.0008381255819234182,28,glucose,delta
max y stderr,8.381255819234183e-05,28,glucose,delta
lag time,476.4514932336154,28,glucose,delta
lag time std,2.660005889016869,28,glucose,delta
lag time stderr,0.2660005889016869,28,glucose,delta
inverse max df stderr,0.08200755088100956,28,glucose,delta
lag time,468.27499512777644,29,glucose,delta
max y stderr,0.0001178983603674666,29,glucose,delta
max y std,0.001178983603674666,29,glucose,delta
max y,0.17437622906580308,29,glucose,delta
inverse max df stderr,0.06071277211323615,29,glucose,delta
time of max df stderr,0.513009746496107,29,glucose,delta
inverse max df,89.37724276707246,29,glucose,delta
lag time std,1.6152082801158218,29,glucose,delta
time of max df std,5.13009746496107,29,glucose,delta
time of max df,596.0566666666666,29,glucose,delta
max df stderr,5.274449223029168e-06,29,glucose,delta
inverse max df std,0.6071277211323615,29,glucose,delta
lag time stderr,0.16152082801158218,29,glucose,delta
max df,0.007755656593709306,29,glucose,delta
max df std,5.274449223029168e-05,29,glucose,delta
max df std,8.048224452423205e-05,30,glucose,delta
max df stderr,8.048224452423205e-06,30,glucose,delta
time of max df std,64.31792596158554,30,glucose,delta
time of max df stderr,6.431792596158554,30,glucose,delta
inverse max df,89.67373454776174,30,glucose,delta
inverse max df stderr,0.09330077854922098,30,glucose,delta
max y,0.16592332089878878,30,glucose,delta
max y std,0.0011876778731804312,30,glucose,delta
max y stderr,0.00011876778731804313,30,glucose,delta
lag time,476.5977638121167,30,glucose,delta
lag time std,3.279803970788116,30,glucose,delta
lag time stderr,0.3279803970788116,30,glucose,delta
max df,0.007730493981810903,30,glucose,delta
time of max df,591.7866666666666,30,glucose,delta
inverse max df std,0.9330077854922098,30,glucose,delta
inverse max df std,0.9216941356945723,31,glucose,delta
max df,0.007713390259292403,31,glucose,delta
max df std,7.94314739369402e-05,31,glucose,delta
max df stderr,7.94314739369402e-06,31,glucose,delta
time of max df,531.7966666666666,31,glucose,delta
time of max df std,21.60030323861218,31,glucose,delta
time of max df stderr,2.160030323861218,31,glucose,delta
inverse max df,89.87233388354376,31,glucose,delta
inverse max df stderr,0.09216941356945722,31,glucose,delta
max y,0.16840108072772644,31,glucose,delta
max y std,0.0009359084594758462,31,glucose,delta
max y stderr,9.359084594758462e-05,31,glucose,delta
lag time,474.8426267486835,31,glucose,delta
lag time std,1.1249067721751616,31,glucose,delta
lag time stderr,0.11249067721751616,31,glucose,delta
lag time stderr,0.2906144199148264,32,glucose,delta
max df std,8.632170172459396e-05,32,glucose,delta
max df,0.007257348598922565,32,glucose,delta
lag time,476.0620123981727,32,glucose,delta
max y stderr,0.00013916369941916525,32,glucose,delta
max y std,0.0013916369941916525,32,glucose,delta
max y,0.16836135393239082,32,glucose,delta
inverse max df stderr,0.11260193029965666,32,glucose,delta
lag time std,2.906144199148264,32,glucose,delta
inverse max df,95.52308842084435,32,glucose,delta
time of max df stderr,6.1015109604097235,32,glucose,delta
time of max df std,61.01510960409723,32,glucose,delta
time of max df,593.7466666666666,32,glucose,delta
max df stderr,8.632170172459396e-06,32,glucose,delta
inverse max df std,1.1260193029965666,32,glucose,delta
lag time std,3.47362054836561,33,glucose,delta
lag time,481.1564350754112,33,glucose,delta
max y stderr,0.00010309053094312961,33,glucose,delta
max y std,0.001030905309431296,33,glucose,delta
max y,0.16276371690310792,33,glucose,delta
inverse max df stderr,0.09817378588576671,33,glucose,delta
time of max df std,52.52351473387892,33,glucose,delta
time of max df stderr,5.2523514733878915,33,glucose,delta
time of max df,630.1466666666665,33,glucose,delta
max df stderr,7.77645573244972e-06,33,glucose,delta
max df std,7.776455732449719e-05,33,glucose,delta
lag time stderr,0.347362054836561,33,glucose,delta
inverse max df,94.34165723298112,33,glucose,delta
max df,0.007348010712938926,33,glucose,delta
inverse max df std,0.9817378588576671,33,glucose,delta
max df,0.007295634822208983,34,glucose,delta
max df std,0.00012533192908886664,34,glucose,delta
lag time std,3.7756975504957735,34,glucose,delta
lag time,491.8145598700671,34,glucose,delta
max y stderr,0.00013113298672064432,34,glucose,delta
max y std,0.0013113298672064433,34,glucose,delta
max y,0.1515301681519702,34,glucose,delta
lag time stderr,0.37756975504957735,34,glucose,delta
inverse max df std,1.6316541475213944,34,glucose,delta
inverse max df,95.03650553717789,34,glucose,delta
time of max df stderr,2.4600195121177384,34,glucose,delta
time of max df std,24.600195121177386,34,glucose,delta
time of max df,673.6866666666668,34,glucose,delta
inverse max df stderr,0.16316541475213944,34,glucose,delta
max df stderr,1.2533192908886665e-05,34,glucose,delta
max y stderr,9.719251399966966e-05,39,glucose,delta
max y std,0.0009719251399966966,39,glucose,delta
max y,0.1651747026698218,39,glucose,delta
inverse max df stderr,0.08444776166328749,39,glucose,delta
inverse max df std,0.8444776166328749,39,glucose,delta
time of max df,608.2366666666667,39,glucose,delta
time of max df std,66.33027287747277,39,glucose,delta
max df stderr,6.7127284460065156e-06,39,glucose,delta
max df std,6.712728446006516e-05,39,glucose,delta
max df,0.007413342451240305,39,glucose,delta
lag time,472.5491644737488,39,glucose,delta
time of max df stderr,6.633027287747277,39,glucose,delta
lag time std,2.735935327595867,39,glucose,delta
inverse max df,93.50760044292683,39,glucose,delta
lag time stderr,0.2735935327595867,39,glucose,delta
lag time stderr,0.34924854268569205,40,glucose,delta
max df std,8.749831473200689e-05,40,glucose,delta
max df stderr,8.749831473200689e-06,40,glucose,delta
time of max df,621.9566666666666,40,glucose,delta
time of max df std,47.95337214419857,40,glucose,delta
time of max df stderr,4.795337214419857,40,glucose,delta
lag time std,3.4924854268569203,40,glucose,delta
inverse max df,88.94622432372654,40,glucose,delta
max df,0.0077938610364683015,40,glucose,delta
inverse max df stderr,0.09981786219075328,40,glucose,delta
max y,0.17418860193395516,40,glucose,delta
max y std,0.0015245978962473543,40,glucose,delta
max y stderr,0.00015245978962473541,40,glucose,delta
lag time,472.20701820236206,40,glucose,delta
inverse max df std,0.9981786219075328,40,glucose,delta
max df,0.007547644465707513,41,glucose,delta
max df std,6.501146691464308e-05,41,glucose,delta
lag time stderr,0.17057182531524923,41,glucose,delta
max df stderr,6.5011466914643074e-06,41,glucose,delta
time of max df,591.4366666666666,41,glucose,delta
time of max df std,5.590804950988722,41,glucose,delta
time of max df stderr,0.5590804950988721,41,glucose,delta
inverse max df,91.84303216882901,41,glucose,delta
inverse max df std,0.7902639127948702,41,glucose,delta
inverse max df stderr,0.07902639127948702,41,glucose,delta
max y,0.17508548363302817,41,glucose,delta
max y std,0.0011668860261306875,41,glucose,delta
max y stderr,0.00011668860261306874,41,glucose,delta
lag time,463.5002720551326,41,glucose,delta
lag time std,1.7057182531524921,41,glucose,delta
time of max df std,53.21583974720305,42,glucose,delta
max df std,6.912407166919775e-05,42,glucose,delta
lag time stderr,0.2025897763872226,42,glucose,delta
lag time std,2.025897763872226,42,glucose,delta
lag time,468.71000288774724,42,glucose,delta
max y stderr,9.381060698206378e-05,42,glucose,delta
max y std,0.0009381060698206378,42,glucose,delta
max y,0.17791842069688232,42,glucose,delta
max df stderr,6.912407166919775e-06,42,glucose,delta
inverse max df stderr,0.08336652894903325,42,glucose,delta
inverse max df std,0.8336652894903325,42,glucose,delta
inverse max df,91.54470436540286,42,glucose,delta
time of max df stderr,5.321583974720305,42,glucose,delta
time of max df,560.2866666666667,42,glucose,delta
max df,0.0075723091397974914,42,glucose,delta
lag time stderr,0.18809606000025833,43,glucose,delta
max df,0.007660351592027832,43,glucose,delta
max df std,6.531423913919445e-05,43,glucose,delta
max df stderr,6.5314239139194455e-06,43,glucose,delta
time of max df,604.1066666666667,43,glucose,delta
time of max df std,5.702315319236565,43,glucose,delta
inverse max df,90.49159664695375,43,glucose,delta
inverse max df std,0.7696395735092468,43,glucose,delta
time of max df stderr,0.5702315319236565,43,glucose,delta
max y,0.17781183384767948,43,glucose,delta
max y std,0.0015340324379814183,43,glucose,delta
max y stderr,0.00015340324379814184,43,glucose,delta
lag time,469.42482157355073,43,glucose,delta
lag time std,1.8809606000025834,43,glucose,delta
inverse max df stderr,0.07696395735092468,43,glucose,delta
max y,0.17474683046109032,44,glucose,delta
lag time std,2.1994573811131652,44,glucose,delta
lag time,470.4989868473456,44,glucose,delta
max y stderr,0.00012127870760457327,44,glucose,delta
max y std,0.0012127870760457328,44,glucose,delta
inverse max df stderr,0.15391711046160322,44,glucose,delta
max df stderr,1.3403719108752787e-05,44,glucose,delta
inverse max df,89.22981558131582,44,glucose,delta
time of max df stderr,3.1171543112268245,44,glucose,delta
time of max df std,31.171543112268246,44,glucose,delta
time of max df,513.5966666666668,44,glucose,delta
lag time stderr,0.2199457381113165,44,glucose,delta
max df,0.00777042324700984,44,glucose,delta
inverse max df std,1.5391711046160321,44,glucose,delta
max df std,0.00013403719108752787,44,glucose,delta
max df stderr,7.2514819568624914e-06,45,glucose,delta
max df std,7.251481956862491e-05,45,glucose,delta
max df,0.0073368424064103955,45,glucose,delta
time of max df,644.7066666666666,45,glucose,delta
time of max df std,13.558333230895308,45,glucose,delta
time of max df stderr,1.3558333230895308,45,glucose,delta
inverse max df,94.48405243538893,45,glucose,delta
inverse max df std,0.9298435604015729,45,glucose,delta
inverse max df stderr,0.09298435604015728,45,glucose,delta
max y,0.1734359416070875,45,glucose,delta
max y std,0.0010644198588634917,45,glucose,delta
max y stderr,0.00010644198588634917,45,glucose,delta
lag time,475.338114870568,45,glucose,delta
lag time std,2.0760590556474283,45,glucose,delta
lag time stderr,0.20760590556474284,45,glucose,delta
max y stderr,0.00010384581029800866,46,glucose,delta
lag time stderr,0.4400865106315921,46,glucose,delta
lag time,481.0956557207758,46,glucose,delta
inverse max df std,1.185278501892717,46,glucose,delta
max y std,0.0010384581029800866,46,glucose,delta
max y,0.1611581143488178,46,glucose,delta
inverse max df stderr,0.1185278501892717,46,glucose,delta
lag time std,4.400865106315921,46,glucose,delta
inverse max df,92.26179043709834,46,glucose,delta
time of max df stderr,5.529995569618476,46,glucose,delta
time of max df std,55.29995569618477,46,glucose,delta
time of max df,625.7366666666666,46,glucose,delta
max df stderr,9.746462546783513e-06,46,glucose,delta
max df std,9.746462546783513e-05,46,glucose,delta
max df,0.007514082149692141,46,glucose,delta
max y std,0.0009645504346413514,51,glucose,delta
lag time stderr,0.3613940276217541,51,glucose,delta
lag time std,3.613940276217541,51,glucose,delta
max df,0.007409613578368906,51,glucose,delta
max df std,7.529876509466815e-05,51,glucose,delta
max df stderr,7.529876509466814e-06,51,glucose,delta
time of max df,591.5766666666666,51,glucose,delta
time of max df std,64.91272525476032,51,glucose,delta
time of max df stderr,6.491272525476032,51,glucose,delta
lag time,469.6655723499243,51,glucose,delta
inverse max df std,0.9316962672532164,51,glucose,delta
inverse max df stderr,0.09316962672532164,51,glucose,delta
max y,0.1716618676167484,51,glucose,delta
max y stderr,9.645504346413515e-05,51,glucose,delta
inverse max df,93.55647378728628,51,glucose,delta
lag time stderr,0.3904240091790082,52,glucose,delta
lag time std,3.9042400917900824,52,glucose,delta
max df std,9.766413804414043e-05,52,glucose,delta
max df stderr,9.766413804414043e-06,52,glucose,delta
time of max df,600.7466666666667,52,glucose,delta
time of max df std,61.2155503119918,52,glucose,delta
time of max df stderr,6.12155503119918,52,glucose,delta
inverse max df,91.55831367497693,52,glucose,delta
