parameter,value,well_id,carbon,strain
max df,0.00757177928477665,52,glucose,delta
inverse max df stderr,0.11492115429060046,52,glucose,delta
max y,0.1763046019062282,52,glucose,delta
max y std,0.001303096399316985,52,glucose,delta
max y stderr,0.0001303096399316985,52,glucose,delta
lag time,474.0241040759328,52,glucose,delta
inverse max df std,1.1492115429060046,52,glucose,delta
lag time std,3.2054260980145046,53,glucose,delta
lag time,469.90149228565383,53,glucose,delta
max y stderr,0.00010340137294269,53,glucose,delta
max y std,0.0010340137294269,53,glucose,delta
max y,0.1790640734578672,53,glucose,delta
inverse max df stderr,0.08774984256141158,53,glucose,delta
time of max df stderr,6.406434265642626,53,glucose,delta
inverse max df,91.96672439762693,53,glucose,delta
time of max df std,64.06434265642626,53,glucose,delta
time of max df,574.5666666666666,53,glucose,delta
max df stderr,7.284616102451577e-06,53,glucose,delta
lag time stderr,0.32054260980145044,53,glucose,delta
inverse max df std,0.8774984256141158,53,glucose,delta
max df std,7.284616102451577e-05,53,glucose,delta
max df,0.007537629440375867,53,glucose,delta
max df,0.008226860165784887,54,glucose,delta
time of max df,514.6466666666668,54,glucose,delta
time of max df std,3.3599999999999457,54,glucose,delta
time of max df stderr,0.3359999999999946,54,glucose,delta
inverse max df,84.26153647136822,54,glucose,delta
inverse max df std,0.7888194517889575,54,glucose,delta
inverse max df stderr,0.07888194517889575,54,glucose,delta
max y,0.1787490931529748,54,glucose,delta
max y std,0.0008954039575407383,54,glucose,delta
max y stderr,8.954039575407384e-05,54,glucose,delta
lag time,474.91816143743324,54,glucose,delta
lag time std,0.8061980560026526,54,glucose,delta
lag time stderr,0.08061980560026526,54,glucose,delta
max df std,7.695162375392641e-05,54,glucose,delta
max df stderr,7.695162375392642e-06,54,glucose,delta
lag time stderr,0.3171375008137175,55,glucose,delta
max df std,6.703721455576998e-05,55,glucose,delta
lag time std,3.171375008137175,55,glucose,delta
lag time,471.9418914131354,55,glucose,delta
max y stderr,9.161548674567862e-05,55,glucose,delta
max y std,0.0009161548674567862,55,glucose,delta
max y,0.1792170860916087,55,glucose,delta
max df,0.007604980431001362,55,glucose,delta
inverse max df stderr,0.08043378898828743,55,glucose,delta
inverse max df std,0.8043378898828742,55,glucose,delta
inverse max df,91.15093773432767,55,glucose,delta
time of max df stderr,6.0947251783817125,55,glucose,delta
time of max df std,60.94725178381712,55,glucose,delta
time of max df,581.2166666666667,55,glucose,delta
max df stderr,6.7037214555769974e-06,55,glucose,delta
lag time std,6.129084347034184,56,glucose,delta
max df,0.008181071851309934,56,glucose,delta
max df std,0.00018858137353910354,56,glucose,delta
max df stderr,1.8858137353910355e-05,56,glucose,delta
time of max df,511.98666666666674,56,glucose,delta
time of max df std,33.942710557644006,56,glucose,delta
time of max df stderr,3.3942710557644005,56,glucose,delta
inverse max df,84.77080923371778,56,glucose,delta
inverse max df stderr,0.19570648234606203,56,glucose,delta
max y,0.17766740896181674,56,glucose,delta
max y std,0.001726849080206991,56,glucose,delta
max y stderr,0.0001726849080206991,56,glucose,delta
lag time,472.36591185833373,56,glucose,delta
lag time stderr,0.6129084347034184,56,glucose,delta
inverse max df std,1.9570648234606203,56,glucose,delta
max df,0.0074724103500805675,57,glucose,delta
lag time stderr,0.11552945606431198,57,glucose,delta
lag time std,1.1552945606431198,57,glucose,delta
lag time,467.1512842068559,57,glucose,delta
max y stderr,0.00010302836370277401,57,glucose,delta
max y std,0.0010302836370277401,57,glucose,delta
max y,0.17424286001164352,57,glucose,delta
inverse max df stderr,0.08178670880038545,57,glucose,delta
inverse max df std,0.8178670880038545,57,glucose,delta
inverse max df,92.76805681691403,57,glucose,delta
time of max df stderr,0.5477919313023879,57,glucose,delta
time of max df std,5.477919313023879,57,glucose,delta
time of max df,536.3466666666667,57,glucose,delta
max df stderr,6.579421640472838e-06,57,glucose,delta
max df std,6.579421640472838e-05,57,glucose,delta
lag time stderr,0.4016887851565736,58,glucose,delta
lag time std,4.016887851565736,58,glucose,delta
max df,0.007171369604196132,58,glucose,delta
lag time,471.7520716754762,58,glucose,delta
max y stderr,0.000177143681978311,58,glucose,delta
max y std,0.00177143681978311,58,glucose,delta
max y,0.1723273100936403,58,glucose,delta
inverse max df stderr,0.15343228279086432,58,glucose,delta
inverse max df std,1.5343228279086432,58,glucose,delta
inverse max df,96.6797540904796,58,glucose,delta
time of max df stderr,3.5375980551781128,58,glucose,delta
time of max df std,35.375980551781126,58,glucose,delta
time of max df,683.7666666666669,58,glucose,delta
max df stderr,1.1675375145767857e-05,58,glucose,delta
max df std,0.00011675375145767857,58,glucose,delta
lag time,509.02251309283133,63,glucose,delta
max df,0.008539650562807664,63,glucose,delta
max df std,0.0005981330011178558,63,glucose,delta
max df stderr,5.9813300111785586e-05,63,glucose,delta
time of max df,742.0066666666665,63,glucose,delta
time of max df std,24.81359304897214,63,glucose,delta
time of max df stderr,2.481359304897214,63,glucose,delta
inverse max df,81.56489744005424,63,glucose,delta
lag time stderr,1.6496004186458353,63,glucose,delta
inverse max df stderr,0.5683367913496842,63,glucose,delta
max y,0.1816088047626865,63,glucose,delta
max y std,0.0011926010318795961,63,glucose,delta
max y stderr,0.00011926010318795961,63,glucose,delta
lag time std,16.496004186458354,63,glucose,delta
inverse max df std,5.683367913496841,63,glucose,delta
inverse max df std,1.066594026860764,64,glucose,delta
max df,0.007721681801866997,64,glucose,delta
lag time stderr,0.20597015209301733,64,glucose,delta
lag time std,2.0597015209301732,64,glucose,delta
lag time,467.5688690246592,64,glucose,delta
max y stderr,0.0001360570947235603,64,glucose,delta
max y std,0.0013605709472356029,64,glucose,delta
max y,0.17565467182762745,64,glucose,delta
inverse max df stderr,0.1066594026860764,64,glucose,delta
inverse max df,89.77905074134874,64,glucose,delta
time of max df stderr,5.03480079049807,64,glucose,delta
time of max df std,50.348007904980705,64,glucose,delta
time of max df,546.0766666666666,64,glucose,delta
max df stderr,9.197042777122043e-06,64,glucose,delta
max df std,9.197042777122043e-05,64,glucose,delta
lag time stderr,0.21227295779273656,65,glucose,delta
lag time std,2.1227295779273656,65,glucose,delta
time of max df stderr,0.659450528849587,65,glucose,delta
lag time,477.76951562496777,65,glucose,delta
max y stderr,0.00012060889850170814,65,glucose,delta
max y std,0.0012060889850170815,65,glucose,delta
max y,0.1811427413024174,65,glucose,delta
inverse max df stderr,0.09371727340835553,65,glucose,delta
inverse max df std,0.9371727340835553,65,glucose,delta
inverse max df,92.66744805022077,65,glucose,delta
time of max df std,6.59450528849587,65,glucose,delta
time of max df,650.5166666666667,65,glucose,delta
max df stderr,7.551670740298088e-06,65,glucose,delta
max df std,7.551670740298088e-05,65,glucose,delta
max df,0.007480706122256489,65,glucose,delta
lag time std,1.3330658109407927,66,glucose,delta
lag time,466.23168257694095,66,glucose,delta
inverse max df std,0.8218784747255593,66,glucose,delta
lag time stderr,0.13330658109407928,66,glucose,delta
max y std,0.0010486315495110794,66,glucose,delta
max y,0.17933027884906466,66,glucose,delta
inverse max df stderr,0.08218784747255593,66,glucose,delta
inverse max df,89.73485763948791,66,glucose,delta
time of max df stderr,0.7387902273311417,66,glucose,delta
max y stderr,0.00010486315495110794,66,glucose,delta
time of max df,539.4966666666667,66,glucose,delta
max df stderr,7.058776810381389e-06,66,glucose,delta
max df std,7.058776810381389e-05,66,glucose,delta
max df,0.007725038049529699,66,glucose,delta
time of max df std,7.3879022733114175,66,glucose,delta
lag time,474.50792980777834,67,glucose,delta
inverse max df stderr,0.05909770956474516,67,glucose,delta
max y stderr,6.930973801508608e-05,67,glucose,delta
max y std,0.0006930973801508608,67,glucose,delta
max y,0.178708928857311,67,glucose,delta
lag time std,1.293077779462538,67,glucose,delta
max df std,4.533349528253014e-05,67,glucose,delta
inverse max df,95.02868956593399,67,glucose,delta
time of max df stderr,0.5812951057767475,67,glucose,delta
time of max df std,5.812951057767474,67,glucose,delta
time of max df,646.8066666666666,67,glucose,delta
max df stderr,4.533349528253014e-06,67,glucose,delta
max df,0.007294365249326428,67,glucose,delta
inverse max df std,0.5909770956474516,67,glucose,delta
lag time stderr,0.1293077779462538,67,glucose,delta
inverse max df std,0.696489578613737,68,glucose,delta
lag time std,1.690195150629914,68,glucose,delta
max df,0.007458548682285637,68,glucose,delta
max df std,5.6042220287349834e-05,68,glucose,delta
time of max df,615.2366666666667,68,glucose,delta
time of max df std,6.061773667830234,68,glucose,delta
time of max df stderr,0.6061773667830235,68,glucose,delta
max df stderr,5.6042220287349835e-06,68,glucose,delta
inverse max df stderr,0.06964895786137369,68,glucose,delta
max y,0.17617524325702325,68,glucose,delta
max y std,0.0012759992934549484,68,glucose,delta
max y stderr,0.00012759992934549484,68,glucose,delta
lag time,472.31667578115355,68,glucose,delta
inverse max df,92.93848455208723,68,glucose,delta
lag time stderr,0.1690195150629914,68,glucose,delta
inverse max df stderr,0.05513800470187911,69,glucose,delta
lag time stderr,0.1251652070604861,69,glucose,delta
lag time std,1.2516520706048608,69,glucose,delta
lag time,468.53563838765297,69,glucose,delta
max y stderr,9.506062507903403e-05,69,glucose,delta
max y std,0.0009506062507903402,69,glucose,delta
max y,0.17424577113356612,69,glucose,delta
inverse max df std,0.5513800470187911,69,glucose,delta
time of max df stderr,0.6108878784196001,69,glucose,delta
time of max df std,6.108878784196001,69,glucose,delta
time of max df,617.1266666666667,69,glucose,delta
max df stderr,4.111437802784352e-06,69,glucose,delta
max df std,4.1114378027843525e-05,69,glucose,delta
max df,0.007192711624260696,69,glucose,delta
inverse max df,96.37114428316427,69,glucose,delta
lag time,482.65235250573363,70,glucose,delta
max y stderr,0.00011406908019834198,70,glucose,delta
max y std,0.0011406908019834198,70,glucose,delta
max y,0.1671443207289472,70,glucose,delta
inverse max df stderr,0.1010529160338927,70,glucose,delta
inverse max df std,1.010529160338927,70,glucose,delta
time of max df,648.6966666666666,70,glucose,delta
time of max df stderr,0.596398356805248,70,glucose,delta
time of max df std,5.96398356805248,70,glucose,delta
max df stderr,7.528523825564894e-06,70,glucose,delta
max df std,7.528523825564894e-05,70,glucose,delta
max df,0.007190211879232475,70,glucose,delta
lag time std,2.1846477992971796,70,glucose,delta
inverse max df,96.41207566518537,70,glucose,delta
lag time stderr,0.21846477992971797,70,glucose,delta
