parameter,value,well_id,carbon,strain
max df,0.00325794705439674,38,acetate,delta
lag time stderr,0.24343865518455488,38,acetate,delta
lag time std,2.4343865518455488,38,acetate,delta
lag time,765.5450649406147,38,acetate,delta
max y stderr,5.040894969932323e-05,38,acetate,delta
max y,0.09853171318809467,38,acetate,delta
inverse max df stderr,0.1800798428780591,38,acetate,delta
max y std,0.0005040894969932323,38,acetate,delta
inverse max df,212.7710903762584,38,acetate,delta
time of max df stderr,1.0857674705018565,38,acetate,delta
time of max df std,10.857674705018566,38,acetate,delta
time of max df,952.6366666666664,38,acetate,delta
max df stderr,2.763775260522981e-06,38,acetate,delta
max df std,2.7637752605229812e-05,38,acetate,delta
inverse max df std,1.800798428780591,38,acetate,delta
max y,0.1139260561969332,39,acetate,delta
lag time std,2.204370019394063,39,acetate,delta
lag time stderr,0.22043700193940632,39,acetate,delta
lag time,770.5894600301499,39,acetate,delta
max y stderr,5.105315833683749e-05,39,acetate,delta
max y std,0.0005105315833683749,39,acetate,delta
inverse max df stderr,0.17294425999867208,39,acetate,delta
time of max df std,7.519381623511338,39,acetate,delta
inverse max df,216.80786656704578,39,acetate,delta
time of max df stderr,0.7519381623511338,39,acetate,delta
time of max df,945.4966666666664,39,acetate,delta
max df stderr,2.5473919752854956e-06,39,acetate,delta
max df std,2.5473919752854958e-05,39,acetate,delta
inverse max df std,1.729442599986721,39,acetate,delta
max df,0.0031972605280979954,39,acetate,delta
inverse max df stderr,0.11561394923229333,40,acetate,delta
lag time stderr,0.15586560103334052,40,acetate,delta
lag time std,1.558656010333405,40,acetate,delta
lag time,769.077596349784,40,acetate,delta
max y stderr,3.795209061937156e-05,40,acetate,delta
max y std,0.0003795209061937156,40,acetate,delta
max y,0.11446165753206007,40,acetate,delta
inverse max df,206.4049645369728,40,acetate,delta
time of max df stderr,0.5258859191878026,40,acetate,delta
time of max df std,5.258859191878026,40,acetate,delta
time of max df,927.7866666666664,40,acetate,delta
max df stderr,1.8841453372451257e-06,40,acetate,delta
max df std,1.8841453372451257e-05,40,acetate,delta
max df,0.003358295982629744,40,acetate,delta
inverse max df std,1.1561394923229333,40,acetate,delta
lag time stderr,0.22633503356893217,41,acetate,delta
lag time std,2.2633503356893216,41,acetate,delta
lag time,767.4703911937818,41,acetate,delta
max y stderr,5.0721250888743386e-05,41,acetate,delta
max y,0.11714308743086015,41,acetate,delta
inverse max df stderr,0.16587472520211632,41,acetate,delta
inverse max df std,1.6587472520211632,41,acetate,delta
max y std,0.0005072125088874339,41,acetate,delta
time of max df stderr,0.7464442377029914,41,acetate,delta
time of max df std,7.464442377029914,41,acetate,delta
time of max df,945.7766666666664,41,acetate,delta
max df stderr,2.516156964702532e-06,41,acetate,delta
max df std,2.516156964702532e-05,41,acetate,delta
max df,0.003241572625338231,41,acetate,delta
inverse max df,213.84340104199876,41,acetate,delta
lag time stderr,0.1364102745609921,44,acetate,delta
lag time,762.8652206544818,44,acetate,delta
max y stderr,3.8088910879672855e-05,44,acetate,delta
max y std,0.00038088910879672855,44,acetate,delta
max y,0.11918832926195894,44,acetate,delta
inverse max df stderr,0.09914257923562554,44,acetate,delta
time of max df stderr,0.5797335594909085,44,acetate,delta
inverse max df,194.4162744936098,44,acetate,delta
time of max df std,5.797335594909085,44,acetate,delta
time of max df,907.6966666666664,44,acetate,delta
max df stderr,1.8144132742999208e-06,44,acetate,delta
max df std,1.8144132742999208e-05,44,acetate,delta
inverse max df std,0.9914257923562554,44,acetate,delta
max df,0.003565365967787173,44,acetate,delta
lag time std,1.364102745609921,44,acetate,delta
inverse max df,0.2562112280190518,45,acetate,delta
max y,7.304799272470966,45,acetate,delta
inverse max df stderr,0.005142688517624636,45,acetate,delta
inverse max df std,0.05142688517624636,45,acetate,delta
lag time,969.7207985250777,45,acetate,delta
time of max df stderr,12.282706338588422,45,acetate,delta
time of max df std,122.82706338588423,45,acetate,delta
time of max df,969.7166666666666,45,acetate,delta
max df stderr,0.05886051734010432,45,acetate,delta
max df std,0.5886051734010432,45,acetate,delta
max df,2.8200592584217703,45,acetate,delta
lag time std,122.81170326117736,45,acetate,delta
max y std,4.118906871808027,45,acetate,delta
lag time stderr,12.281170326117735,45,acetate,delta
max y stderr,0.4118906871808027,45,acetate,delta
max df std,1.469690517979247e-05,46,acetate,delta
max df stderr,1.469690517979247e-06,46,acetate,delta
time of max df,899.7866666666664,46,acetate,delta
time of max df std,6.874270870426868,46,acetate,delta
time of max df stderr,0.6874270870426867,46,acetate,delta
inverse max df,205.47671891218383,46,acetate,delta
inverse max df std,0.8942900562926598,46,acetate,delta
inverse max df stderr,0.08942900562926598,46,acetate,delta
max y,0.12020867389472087,46,acetate,delta
max y std,0.0003248460251249802,46,acetate,delta
max y stderr,3.248460251249802e-05,46,acetate,delta
max df,0.003373425112689688,46,acetate,delta
lag time std,1.1076217204885783,46,acetate,delta
lag time stderr,0.11076217204885783,46,acetate,delta
lag time,760.2562324890572,46,acetate,delta
lag time,775.1343937975498,47,acetate,delta
max y stderr,4.9724759582222526e-05,47,acetate,delta
max y std,0.0004972475958222252,47,acetate,delta
max y,0.12038173683295449,47,acetate,delta
inverse max df stderr,0.22850070406304512,47,acetate,delta
inverse max df std,2.2850070406304512,47,acetate,delta
lag time std,2.41952970532028,47,acetate,delta
time of max df stderr,0.6778082324669714,47,acetate,delta
time of max df std,6.778082324669715,47,acetate,delta
time of max df,869.4066666666664,47,acetate,delta
max df stderr,4.2017682483867546e-06,47,acetate,delta
max df std,4.2017682483867544e-05,47,acetate,delta
max df,0.0035677968862298866,47,acetate,delta
