,area_death,fluor1_mean_death,fluor2_mean_death,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,strain,atc_conc_ngml,position,aspect_ratio,err,fluor1_sub,fluor2_sub
42,652.0,118.47085889570552,114.53220858895706,56.0,11.626460848378423,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.20761537229247184,True,9029.51856510139,6461.518565101396
43,506.0,109.1600790513834,114.98221343873517,41.0,12.325331656799749,104.62190404125553,114.02452952278439,,autofluorescence,0.0,4,0.3006178452877988,True,2296.3165551247034,5242.3165551246975
44,474.0,112.92194092827005,114.88818565400844,33.0,14.353098215782497,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.4349423701752272,True,3807.0272656841703,4739.027265684168
45,494.0,112.60931174089069,114.9412955465587,34.0,14.50628667541015,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.4266554904532397,True,3813.2225089619815,4965.222508961982
46,630.0,96.48571428571428,115.54920634920634,44.0,14.320979310965578,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.32547680252194494,True,-5294.849836748894,6715.150163251106
47,531.0,97.76271186440678,115.51412429378531,38.0,13.97424792638854,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.36774336648390893,True,-3784.716290974063,5641.283709025937
48,585.0,100.25982905982906,115.55384615384615,40.0,14.61676533897806,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.36541913347445154,True,-2708.78913412397,6238.210865876029
49,559.0,95.7030411449016,115.94454382826476,37.0,15.091355286000413,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.40787446718920034,True,-5135.64295038513,6179.357049614872
50,720.0,96.04722222222222,115.97638888888889,49.0,14.398520665918062,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.29384736052894,True,-6366.971241998735,7982.02875800127
51,635.0,99.65984251968504,116.06299212598425,42.0,15.099359122016867,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.35950855052421116,True,-3321.3010259294347,7094.698974070563
52,429.0,96.54079254079254,115.73892773892774,33.0,12.923168809059003,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.391611176032091,True,-3581.9120316909125,4654.087968309091
53,750.0,96.432,115.996,58.0,12.917173013433908,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.22270987954196395,True,-6343.67837708201,8329.321622917983
54,580.0,104.25344827586207,115.96724137931035,36.0,16.083480834812015,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.44676335652255594,True,-369.3379449434224,6424.662055056581
55,825.0,99.4969696969697,115.83515151515151,62.0,13.296495437048614,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.21445960382336474,True,-4449.446214790211,9029.55378520978
56,620.0,103.75,115.82096774193549,44.0,14.085335937597362,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.32012127130903095,True,-706.9474583877968,6777.052541612207
57,632.0,105.40822784810126,115.96835443037975,42.0,15.03566542573545,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.35799203394608214,True,327.3696875788887,7001.369687578892
58,596.0,103.44630872483222,116.20805369127517,39.0,15.254829571771598,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.39114947619927176,True,-860.5817503211687,6745.418249678828
59,523.0,103.32887189292543,115.76673040152964,36.0,14.519837790923633,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.40332882752565646,True,-816.5943882851877,5688.405611714813
60,624.0,102.92467948717949,116.2724358974359,41.0,15.21308128807169,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.3710507631236998,True,-1226.508409732233,7102.491590267766
61,580.0,105.39655172413794,115.82931034482759,38.0,15.260269591972662,104.89023783610935,114.3409010851285,,autofluorescence,0.0,3,0.4015860418940174,True,293.66205505658,6344.662055056579
62,602.0,99.17441860465117,115.62126245847176,48.0,12.533550633900118,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.26111563820625244,True,-3775.3300190521877,6125.669980947811
63,442.0,110.0633484162896,114.90723981900453,37.0,11.933820006218337,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3225356758437388,True,2040.986929533113,4181.986929533113
64,593.0,101.99831365935918,115.11973018549747,52.0,11.394161935724753,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.21911849876393757,True,-2044.3184406942705,5736.681559305735
65,419.0,103.1073985680191,115.8400954653938,37.0,11.315108612408284,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.305813746281305,True,-979.7612591077532,4355.23874089225
66,371.0,98.25606469002696,116.30727762803234,37.0,10.016293497398404,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.27071063506482174,True,-2667.366174532161,4029.633825467834
67,541.0,97.99075785582255,116.79482439926063,44.0,12.273186384794753,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.27893605419988077,True,-4033.140432404044,6139.859567595959
68,420.0,100.08571428571429,115.6452380952381,35.0,11.976056384978548,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3421730395708157,True,-2251.20699003641,4283.7930099635905
69,506.0,100.66403162055336,115.5197628458498,46.0,10.99961204453798,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.23912200096821695,True,-2419.53984990101,5097.4601500989875
70,518.0,100.76640926640927,115.5,46.0,11.239625988400315,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.24433969540000683,True,-2423.888621044906,5208.111378955093
71,419.0,100.13842482100239,116.05727923627686,34.0,12.315496638283093,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.36222048936126744,True,-2223.7612591077523,4446.23874089225
72,501.0,95.33932135728543,115.91417165668663,45.0,11.138921752546707,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.24753159450103795,True,-5063.31119525772,5244.688804742284
73,564.0,115.25886524822695,115.34042553191489,48.0,11.7456008269882,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.24470001722892085,True,5534.607756236821,5580.607756236816
74,424.0,99.40094339622641,117.18396226415095,37.0,11.433836057468238,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3090225961477902,True,-2562.989913751046,4977.010086248959
75,473.0,99.18393234672304,117.18604651162791,41.0,11.491195615438523,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2802730637911835,True,-2961.830729255294,5553.169270744708
76,562.0,99.2170818505338,116.11387900355872,46.0,12.208174344268942,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2653950944406292,True,-3500.500781905868,5995.499218094137
77,394.0,107.93401015228426,116.4238578680203,34.0,11.567614530791692,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.34022395678799094,True,980.3820141086978,4325.382014108701
78,504.0,114.7063492063492,115.63690476190476,41.0,12.293318714334573,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2998370418130384,True,4667.351611956305,5136.351611956305
79,386.0,101.02331606217616,116.98445595854922,33.0,11.695599210810332,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3544120972972828,True,-1707.0521384620358,4453.947861537963
80,532.0,100.96804511278195,116.87406015037594,46.0,11.562310353434935,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.25135457290075947,True,-2382.1288540461233,6079.871145953879
81,379.0,100.43271767810026,116.3245382585752,32.0,11.82998908420066,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3696871588812706,True,-1899.9320219614294,4123.0679780385735
82,443.0,105.91873589164786,117.74492099322799,34.0,13.008443921369292,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.38260129180497915,True,209.54119860445203,5448.541198604453
83,634.0,101.89747634069401,116.68769716088327,54.0,11.740687529033826,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.21742013942655233,True,-2249.5934087692453,7127.406591230747
84,636.0,105.7625786163522,116.19496855345912,55.0,11.563493989858044,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.21024534527014624,True,201.51512937343404,6836.515129373434
85,484.0,103.93801652892562,116.29132231404958,38.0,12.728347688929588,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.334956518129726,True,-729.7337694705332,5249.266230529465
86,365.0,105.52328767123288,115.89315068493151,30.0,12.156449239328083,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.4052149746442694,True,28.308211039786215,3813.3082110397877
87,636.0,110.19025157232704,116.28301886792453,53.0,12.00092403575168,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2264325289764468,True,3017.5151293734334,6892.5151293734325
88,608.0,108.60197368421052,115.79605263157895,50.0,12.14016257439739,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2428032514879478,True,1918.995595375858,6292.99559537586
89,537.0,115.57169459962756,115.3389199255121,44.0,12.18301407264982,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2768866834693141,True,5437.642491310589,5312.642491310587
90,429.0,113.18881118881119,115.83449883449883,36.0,11.91350369984273,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.33093065832896473,True,3321.7814316056647,4456.781431605664
91,305.0,119.32131147540984,115.44262295081967,30.0,10.138364517196582,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3379454839065527,True,4232.052066759275,3049.052066759272
92,311.0,119.56913183279742,115.66237942122187,32.0,9.696211265810142,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.30300660205656693,True,4392.377681187323,3177.377681187326
93,297.0,121.14814814814815,115.70370370370371,31.0,9.552025199838912,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.30812984515609393,True,4663.617914188539,3046.6179141885395
94,296.0,120.80067567567568,116.06756756756756,26.0,11.310558336163949,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.43502147446784417,True,4545.063645117196,3144.063645117195
95,309.0,120.64724919093851,115.49190938511327,30.0,10.299685236719272,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.3433228412239757,True,4697.269143044639,3104.269143044642
96,551.0,103.88929219600726,115.82940108892922,47.0,11.7090275820953,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.2491282464275596,True,-857.5977416906244,5721.402258309373
97,436.0,106.9243119266055,116.4151376146789,36.0,12.055438567362414,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.33487329353784484,True,644.6613151050557,4782.661315105058
98,757.0,116.42800528401585,115.35006605019815,64.0,11.827228377446696,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.18480044339760462,True,8313.581687005802,7497.581687005802
99,612.0,122.45588235294117,114.90196078431373,48.0,12.705657183960222,105.44573092865812,114.51078025524363,,autofluorescence,0.0,2,0.26470119133250464,True,10410.212671661227,5787.212671661232
100,401.0,97.12718204488777,114.21197007481297,33.0,12.150269355046207,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3681899804559457,True,-2303.907530446358,4547.092469553644
101,574.0,100.71428571428571,113.73170731707317,51.0,11.254272471639311,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.22067200924782962,True,-1238.8651433321934,6233.134856667812
102,834.0,103.02757793764988,114.6726618705036,68.0,12.264300884851307,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.1803573659536957,True,129.26214366019832,9841.262143660204
103,457.0,95.13347921225383,114.71772428884026,36.0,12.678036085806182,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3521676690501717,True,-3536.7724224787635,5413.227577521234
104,412.0,94.67961165048544,114.80339805825243,35.0,11.758682168262187,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3359623476646339,True,-3375.505991381291,4915.494008618707
105,335.0,101.92238805970149,114.57313432835821,34.0,9.853866510336191,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.2898196032451821,True,-318.3167648367319,3919.683235163269
106,281.0,102.18505338078292,114.47330960854093,31.0,9.054425928313648,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.29207825575205315,True,-193.19704751976542,3259.802952480236
107,356.0,101.8005617977528,115.10393258426966,31.0,11.458124164647723,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.36961690853702334,True,-381.6410993488853,4354.358900651114
109,434.0,94.72350230414746,114.8594470046083,37.0,11.722132831209212,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3168144008434922,True,-3536.7029132511707,5202.297086748834
110,477.0,99.88469601677149,114.86373165618448,41.0,11.623749364593472,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.2835060820632554,True,-1425.2241696331976,5719.775830366802
111,435.0,98.1471264367816,114.67816091954023,36.0,12.069257216000166,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.33525714488889347,True,-2055.5755006088916,5135.424499391112
112,486.0,95.58847736625515,115.1954732510288,42.0,11.578784642270048,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.27568534862547733,True,-3540.077455852688,5988.922544147307
113,460.0,95.11739130434782,115.03695652173913,40.0,11.484626819228499,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.28711567048071246,True,-3567.390184551932,5595.60981544807
114,553.0,97.61482820976492,115.500904159132,44.0,12.560972421911243,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.28547664595252825,True,-2907.5408088200343,6983.4591911799625
115,364.0,96.13186813186813,115.70054945054945,36.0,10.085876655608123,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.280163240433559,True,-2453.6217982106573,4669.378201789341
116,472.0,109.64194915254237,114.59110169491525,37.0,12.758329302004388,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3448197108649834,True,3195.138767155409,5531.138767155411
117,317.0,95.85488958990537,115.74132492113564,30.0,10.53314978587312,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3511049928624373,True,-2224.6101923977403,4079.3898076022565
118,414.0,96.18599033816425,115.3719806763285,35.0,11.809634166164576,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3374181190332736,True,-2768.2511660967384,5174.748833903265
119,303.0,95.81188118811882,115.53135313531354,30.0,10.097195531543358,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3365731843847786,True,-2139.3939693896386,3835.606030610362
120,297.0,96.23905723905725,115.78787878787878,28.0,10.552290601620475,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.37686752148644553,True,-1970.1584452433087,3835.8415547566874
121,453.0,99.55849889624724,115.28918322295806,36.0,12.568849819675968,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3491347172132213,True,-1501.2820730478766,5624.717926952123
122,265.0,115.62641509433962,113.90566037735849,29.0,9.111772959001746,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.31419906755178434,True,3379.7643502037795,2923.764350203779
123,419.0,114.86396181384248,113.8400954653938,45.0,9.287774406380944,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.2063949868084654,True,5024.385897114655,4595.385897114658
124,724.0,98.84806629834254,114.87569060773481,62.0,11.661989480490435,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.18809660452403928,True,-2913.7532469904254,8690.246753009575
125,557.0,97.74685816876122,115.16876122082586,49.0,11.364504333386451,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.2319286598650296,True,-2855.0311582509225,6848.96884174908
126,493.0,111.7342799188641,114.08519269776876,43.0,11.476514461794752,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.2668956851580175,True,4368.814432643262,5527.8144326432575
127,435.0,116.03908045977012,113.9816091954023,42.0,10.335369316263368,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.24608022181579448,True,5727.4244993911125,4832.424499391111
128,439.0,97.10478359908883,114.94760820045558,36.0,12.181774224452711,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.33838261734590863,True,-2532.065850039778,5300.934149960222
129,385.0,100.6051948051948,114.45194805194805,32.0,12.03206126388071,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3760019144962722,True,-872.9461327228126,4458.053867277189
130,624.0,103.95352564102564,114.59935897435898,56.0,11.142741078568424,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.19897751926015042,True,674.5054887817273,7317.505488781733
131,387.0,97.43410852713178,115.18346253229974,34.0,11.352701024902027,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.33390297132064783,True,-2104.6913074382533,4764.308692561747
132,360.0,97.75,115.00555555555556,33.0,10.912177305355474,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3306720395562265,True,-1844.1314487797706,4367.868551220231
133,457.0,98.2035010940919,115.30853391684902,39.0,11.716329073742168,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.30041869419851713,True,-2133.772422478764,5683.227577521236
134,423.0,98.56973995271868,115.05910165484633,36.0,11.749708065049903,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.32638077958471956,True,-1820.10445231623,5154.895547683767
135,527.0,99.31309297912713,115.7381404174573,41.0,12.781808428205267,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3117514250781772,True,-1875.8535375192755,6780.146462480723
136,370.0,100.06216216216217,114.94594594594595,31.0,11.934054654932007,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3849695049978067,True,-1039.8573223569847,4467.142677643015
137,725.0,103.38620689655173,114.71862068965517,60.0,12.08347676136073,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.20139127935601217,True,372.3741656518527,8588.374165651847
138,439.0,99.0250569476082,115.0751708428246,38.0,11.540600788317509,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3037000207451976,True,-1689.0658500397733,5356.934149960226
139,406.0,119.10837438423646,113.55172413793103,33.0,12.208743979988027,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.369961938787516,True,6591.729532765037,4335.729532765035
140,570.0,102.77719298245614,114.81929824561404,50.0,11.400373078546647,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.22800746157093293,True,-54.37479390130221,6809.625206098697
141,422.0,107.65402843601896,114.50710900473933,39.0,10.798613294336239,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.27688752036759584,True,2017.768135041493,4909.7681350414905
142,402.0,108.22636815920399,115.00248756218906,36.0,11.1247929552786,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3090220265355167,True,2152.219882195925,4876.219882195925
143,391.0,99.86700767263427,114.95140664961637,32.0,12.21885405125363,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3818391891016759,True,-1175.181656869139,4722.818343130863
144,340.0,101.59411764705882,115.09117647058824,31.0,10.952416150385988,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3533037467866448,True,-434.679701625339,4154.320298374661
145,313.0,101.30031948881789,115.24600638977635,30.0,10.427721876518827,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3475907292172942,True,-492.1198429668562,3872.880157033143
146,343.0,101.44897959183673,115.63556851311954,31.0,11.052123832295027,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.35652012362242025,True,-488.29746369850454,4377.702536301497
147,421.0,101.47268408551069,115.45368171021377,43.0,9.795106788635412,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.2277931811310561,True,-589.3592776007856,5296.640722399211
148,626.0,117.91693290734824,113.85303514376997,53.0,11.804664630864513,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.22272952133706628,True,9417.760314066287,6873.76031406629
149,295.0,101.43050847457627,115.71186440677967,27.0,10.89525381729453,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.4035279191590566,True,-425.41327052786755,3787.5867294721343
150,464.0,101.87068965517241,114.89655172413794,39.0,11.889745047493307,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.3048652576280335,True,-464.8805339828159,5579.119466017187
151,507.0,103.69428007889546,114.89349112426035,43.0,11.77165853797309,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.27375950088309514,True,416.5982096351546,6094.5982096351545
152,467.0,103.49892933618844,115.18415417558886,46.0,10.13571461853496,102.87258735772159,113.22035575721226,,autofluorescence,0.0,5,0.22034162214206435,True,292.50170394402096,5749.501703944016
