clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date,,,,,
09h15m,0,0.12,2,glycerol,37,O2,20180925,,,,,
09h15m,0,0.12,2,glycerol,37,O2,20180925,,,,,
09h15m,0,0.12,2,glycerol,37,O2,20180925,,,,,
09h46m,31,0.15,2,glycerol,37,O2,20180925,,,,,
09h46m,31,0.15,2,glycerol,37,O2,20180925,,,,,
09h46m,31,0.15,2,glycerol,37,O2,20180925,,,,,
10h14m,59,0.17,2,glycerol,37,O2,20180925,,,,,
10h14m,59,0.17,2,glycerol,37,O2,20180925,,,,,
10h14m,59,0.17,2,glycerol,37,O2,20180925,,,,,
10h47m,92,0.21,2,glycerol,37,O2,20180925,,,,,
10h47m,92,0.21,2,glycerol,37,O2,20180925,,,,,
10h47m,92,0.21,2,glycerol,37,O2,20180925,,,,,
11h15m,120,0.23,2,glycerol,37,O2,20180925,,,,,
11h15m,120,0.23,2,glycerol,37,O2,20180925,,,,,
11h15m,120,0.23,2,glycerol,37,O2,20180925,,,,,
11h44m,149,0.26,2,glycerol,37,O2,20180925,,,,,
11h44m,149,0.26,2,glycerol,37,O2,20180925,,,,,
11h44m,149,0.26,2,glycerol,37,O2,20180925,,,,,   
12h15m,180,0.31,2,glycerol,37,O2,20180925,,,,,
12h15m,180,0.31,2,glycerol,37,O2,20180925,,,,,
12h15m,180,0.31,2,glycerol,37,O2,20180925,,,,,
12h44m,209,0.37,2,glycerol,37,O2,20180925,,,,,
12h44m,209,0.37,2,glycerol,37,O2,20180925,,,,,
12h44m,209,0.37,2,glycerol,37,O2,20180925,,,,,
13h16m,241,0.44,2,glycerol,37,O2,20180925,,,,,
13h16m,241,0.44,2,glycerol,37,O2,20180925,,,,,
13h16m,241,0.44,2,glycerol,37,O2,20180925,,,,,
13h47m,272,0.51,2,glycerol,37,O2,20180925,,,,,
13h47m,272,0.51,2,glycerol,37,O2,20180925,,,,,
13h47m,272,0.51,2,glycerol,37,O2,20180925,,,,,
14h14m,299,0.56,2,glycerol,37,O2,20180925,,,,,
14h14m,299,0.56,2,glycerol,37,O2,20180925,,,,,
14h14m,299,0.56,2,glycerol,37,O2,20180925,,,,,
14h46m,331,0.62,2,glycerol,37,O2,20180925,,,,,
14h46m,331,0.62,2,glycerol,37,O2,20180925,,,,,
14h46m,331,0.62,2,glycerol,37,O2,20180925,,,,,
15h14m,359,0.71,2,glycerol,37,O2,20180925,,,,,
15h14m,359,0.71,2,glycerol,37,O2,20180925,,,,,
15h14m,359,0.71,2,glycerol,37,O2,20180925,,,,,
15h46m,391,0.76,2,glycerol,37,O2,20180925,,,,,
15h46m,391,0.76,2,glycerol,37,O2,20180925,,,,,
15h46m,391,0.76,2,glycerol,37,O2,20180925,,,,,
16h16m,421,0.85,2,glycerol,37,O2,20180925,,,,,
16h16m,421,0.85,2,glycerol,37,O2,20180925,,,,,
16h16m,421,0.85,2,glycerol,37,O2,20180925,,,,,
16h48m,453,0.9,2,glycerol,37,O2,20180925,,,,,
16h48m,453,0.9,2,glycerol,37,O2,20180925,,,,,
16h48m,453,0.9,2,glycerol,37,O2,20180925,,,,,
17h15m,480,0.93,2,glycerol,37,O2,20180925,,,,,
17h15m,480,0.93,2,glycerol,37,O2,20180925,,,,,
17h15m,480,0.93,2,glycerol,37,O2,20180925,,,,,
17h46m,510,1,2,glycerol,37,O2,20180925,,,,,
17h46m,510,1,2,glycerol,37,O2,20180925,,,,,
17h46m,510,1,2,glycerol,37,O2,20180925,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,        
