strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_mean,alpha_median,alpha_hpd_min,alpha_hpd_max,fold_change
delta,720.0,843.4180555555556,224.9777777777778,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.0158386249312559
delta,591.0,771.8172588832488,225.7258883248731,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.8623843740995913
delta,456.0,933.1776315789474,213.16666666666666,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.2082106254367309
delta,700.0,654.7785714285715,217.77285714285713,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.6115480016514439
delta,455.0,822.032967032967,228.43296703296704,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.9700062754223305
delta,396.0,824.7474747474747,228.2247474747475,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.9758239864963145
delta,453.0,790.8918322295806,214.93156732891833,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.9032648460891871
delta,595.0,882.0084033613446,229.63193277310924,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.0985451475831347
delta,412.0,781.9053398058253,215.37135922330097,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.8840050678942168
delta,381.0,859.4330708661417,232.0551181102362,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.0501618767770575
delta,561.0,1016.5864527629234,226.92869875222817,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.3869717393125736
delta,533.0,885.7410881801126,231.3658536585366,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.1065450076276573
delta,517.0,1100.6499032882011,232.05029013539652,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.567135849521008
delta,578.0,717.719723183391,230.0121107266436,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.7464429712314905
delta,619.0,821.8836833602585,226.34571890145395,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.9696863318571531
delta,727.0,846.3988995873452,219.37551581843192,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.0222271458556498
delta,851.0,817.8155111633373,224.33960047003526,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.96096745796543
delta,576.0,986.8576388888889,232.38715277777777,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.3232571848218913
delta,624.0,904.5416666666666,233.4647435897436,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.1468382560402397
delta,395.0,755.8582278481013,236.41012658227848,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,0.828181107302072
delta,427.0,966.2084309133489,234.0655737704918,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.279001968575404
delta,321.0,981.3302180685358,234.41121495327104,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.3114108610316606
delta,433.0,1078.565819861432,234.64434180138568,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.519805419762402
delta,625.0,1180.768,229.0576,0.0,20190612,glucose,42,O2,1,,,157.51788123138303,157.51788123138303,157.82221330926015,141.9086858911728,174.3314008513269,1.7388443092080648
