clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h01m,0,0.04,1,acetate,37,O2,20180928
09h01m,0,0.04,1,acetate,37,O2,20180928
09h01m,0,0.04,1,acetate,37,O2,20180928
09h47m,46,0.05,1,acetate,37,O2,20180928
09h47m,46,0.05,1,acetate,37,O2,20180928
09h47m,46,0.05,1,acetate,37,O2,20180928
10h32m,91,0.05,1,acetate,37,O2,20180928
10h32m,91,0.06,1,acetate,37,O2,20180928
10h32m,91,0.06,1,acetate,37,O2,20180928
11h33m,152,0.09,1,acetate,37,O2,20180928
11h33m,152,0.1,1,acetate,37,O2,20180928
11h33m,152,0.1,1,acetate,37,O2,20180928
12h31m,210,0.1,1,acetate,37,O2,20180928
12h31m,210,0.1,1,acetate,37,O2,20180928
12h31m,210,0.1,1,acetate,37,O2,20180928
13h19m,258,0.09,1,acetate,37,O2,20180928
13h19m,258,0.09,1,acetate,37,O2,20180928
13h19m,258,0.08,1,acetate,37,O2,20180928
14h40m,339,0.1,1,acetate,37,O2,20180928
14h40m,339,0.1,1,acetate,37,O2,20180928
14h40m,339,0.11,1,acetate,37,O2,20180928
15h31m,390,0.1,1,acetate,37,O2,20180928
15h31m,390,0.1,1,acetate,37,O2,20180928
15h31m,390,0.1,1,acetate,37,O2,20180928
16h31m,450,0.08,1,acetate,37,O2,20180928
16h31m,450,0.08,1,acetate,37,O2,20180928
16h31m,450,0.08,1,acetate,37,O2,20180928
17h30m,509,0.1,1,acetate,37,O2,20180928
17h30m,509,0.1,1,acetate,37,O2,20180928
17h30m,509,0.1,1,acetate,37,O2,20180928
18h29m,568,0.11,1,acetate,37,O2,20180928
18h29m,568,0.11,1,acetate,37,O2,20180928
18h29m,568,0.11,1,acetate,37,O2,20180928
19h31m,630,0.11,1,acetate,37,O2,20180928
19h31m,630,0.11,1,acetate,37,O2,20180928
19h31m,630,0.11,1,acetate,37,O2,20180928
20h50m,709,0.12,1,acetate,37,O2,20180928
20h50m,709,0.12,1,acetate,37,O2,20180928
20h50m,709,0.12,1,acetate,37,O2,20180928
11h48m,1607,0.23,1,acetate,37,O2,20180929
11h48m,1607,0.23,1,acetate,37,O2,20180929
11h48m,1607,0.23,1,acetate,37,O2,20180929
13h37m,1716,0.25,1,acetate,37,O2,20180929
13h37m,1716,0.23,1,acetate,37,O2,20180929
13h37m,1716,0.24,1,acetate,37,O2,20180929
23h50m,2329,0.3,1,acetate,37,O2,20180929
23h50m,2329,0.3,1,acetate,37,O2,20180929
23h50m,2329,0.3,1,acetate,37,O2,20180929
12h05m,3064,0.31,1,acetate,37,O2,20180930
12h05m,3064,0.31,1,acetate,37,O2,20180930
12h05m,3064,0.31,1,acetate,37,O2,20180930
15h32m,3271,0.32,1,acetate,37,O2,20180930
15h32m,3271,0.32,1,acetate,37,O2,20180930
15h32m,3271,0.32,1,acetate,37,O2,20180930
17h50m,3408,0.33,1,acetate,37,O2,20180930
17h50m,3408,0.33,1,acetate,37,O2,20180930
17h50m,3408,0.33,1,acetate,37,O2,20180930
20h42m,3580,0.31,1,acetate,37,O2,20180930
20h42m,3580,0.31,1,acetate,37,O2,20180930
20h42m,3580,0.31,1,acetate,37,O2,20180930
09h43m,4361,0.32,1,acetate,37,O2,20181001
09h43m,4361,0.32,1,acetate,37,O2,20181001
09h43m,4361,0.32,1,acetate,37,O2,20181001
12h35m,4533,0.31,1,acetate,37,O2,20181001
12h35m,4533,0.3,1,acetate,37,O2,20181001
12h35m,4533,0.31,1,acetate,37,O2,20181001
15h21m,4699,0.4,1,acetate,37,O2,20181001
15h21m,4699,0.4,1,acetate,37,O2,20181001
15h21m,4699,0.4,1,acetate,37,O2,20181001
17h16m,4814,0.41,1,acetate,37,O2,20181001
17h16m,4814,0.41,1,acetate,37,O2,20181001
17h16m,4814,0.41,1,acetate,37,O2,20181001
00h41m,5259,0.39,1,acetate,37,O2,20181002
00h41m,5259,0.39,1,acetate,37,O2,20181002
00h41m,5259,0.4,1,acetate,37,O2,20181002
12h00m,5938,0.37,1,acetate,37,O2,20181002
12h00m,5938,0.37,1,acetate,37,O2,20181002
12h00m,5938,0.37,1,acetate,37,O2,20181002
