parameter,value,well_id,carbon,strain
max df,0.011473920570038897,19,glucose,delta
lag time stderr,0.042849918858369335,19,glucose,delta
lag time std,0.42849918858369335,19,glucose,delta
lag time,223.63679173894212,19,glucose,delta
max y stderr,0.00021610487123806726,19,glucose,delta
max y,0.20919105329993626,19,glucose,delta
inverse max df stderr,0.10618746025925699,19,glucose,delta
max y std,0.0021610487123806727,19,glucose,delta
inverse max df,60.42956785732571,19,glucose,delta
time of max df stderr,1.2561050911448475,19,glucose,delta
time of max df std,12.561050911448474,19,glucose,delta
time of max df,258.16666666666663,19,glucose,delta
max df stderr,2.043011002022769e-05,19,glucose,delta
max df std,0.0002043011002022769,19,glucose,delta
inverse max df std,1.0618746025925698,19,glucose,delta
time of max df stderr,1.2802730177583235,20,glucose,delta
max df,0.01149510948927438,20,glucose,delta
max df std,0.00017706029477472952,20,glucose,delta
max df stderr,1.7706029477472952e-05,20,glucose,delta
time of max df,243.67666666666665,20,glucose,delta
time of max df std,12.802730177583234,20,glucose,delta
inverse max df,60.31351628315658,20,glucose,delta
inverse max df stderr,0.09223987681383634,20,glucose,delta
max y,0.2010097703566519,20,glucose,delta
max y std,0.0016934123061925833,20,glucose,delta
max y stderr,0.00016934123061925833,20,glucose,delta
lag time,223.2784272718828,20,glucose,delta
lag time std,0.14028532733128596,20,glucose,delta
lag time stderr,0.014028532733128596,20,glucose,delta
inverse max df std,0.9223987681383634,20,glucose,delta
max df std,0.00020739188579980297,21,glucose,delta
max df stderr,2.0739188579980298e-05,21,glucose,delta
time of max df,252.42666666666665,21,glucose,delta
time of max df std,15.850943189602338,21,glucose,delta
time of max df stderr,1.5850943189602338,21,glucose,delta
inverse max df,61.58335098092528,21,glucose,delta
max y stderr,0.00019937872163296473,21,glucose,delta
max y,0.2038168925001961,21,glucose,delta
max y std,0.0019937872163296472,21,glucose,delta
lag time,223.4669023747614,21,glucose,delta
lag time std,0.34803600876266966,21,glucose,delta
lag time stderr,0.034803600876266966,21,glucose,delta
inverse max df stderr,0.11211854606221223,21,glucose,delta
max df,0.011259206267671176,21,glucose,delta
inverse max df std,1.1211854606221223,21,glucose,delta
max df,0.010458070496872363,22,glucose,delta
lag time stderr,0.035081041373473926,22,glucose,delta
lag time std,0.35081041373473926,22,glucose,delta
lag time,223.53210124640478,22,glucose,delta
max y stderr,0.00015876731893675096,22,glucose,delta
max y,0.20529778765825757,22,glucose,delta
inverse max df stderr,0.08958718586193273,22,glucose,delta
max y std,0.0015876731893675095,22,glucose,delta
inverse max df,66.29096313745745,22,glucose,delta
time of max df stderr,1.425303827259299,22,glucose,delta
time of max df std,14.25303827259299,22,glucose,delta
time of max df,260.19666666666666,22,glucose,delta
max df stderr,1.4334555478043945e-05,22,glucose,delta
max df std,0.00014334555478043946,22,glucose,delta
inverse max df std,0.8958718586193273,22,glucose,delta
time of max df stderr,1.5075861501088441,23,glucose,delta
max df,0.010564648980316543,23,glucose,delta
max df std,0.00020894638795461505,23,glucose,delta
max df stderr,2.0894638795461504e-05,23,glucose,delta
time of max df,244.44666666666663,23,glucose,delta
time of max df std,15.075861501088442,23,glucose,delta
inverse max df,65.63533618756574,23,glucose,delta
inverse max df stderr,0.12788243221289913,23,glucose,delta
inverse max df std,1.2788243221289914,23,glucose,delta
lag time stderr,0.015609272386866537,23,glucose,delta
max y,0.20133547556764442,23,glucose,delta
max y std,0.0017464643139151919,23,glucose,delta
max y stderr,0.0001746464313915192,23,glucose,delta
lag time,223.2825557523787,23,glucose,delta
lag time std,0.15609272386866538,23,glucose,delta
lag time stderr,0.10423788041979476,68,glucose,delta
lag time std,1.0423788041979476,68,glucose,delta
lag time,224.43097543293032,68,glucose,delta
