,I_1,I_2,summed,fluct
0,916579.0,915741.0,1832320.0,702244.0
1,925003.0,868239.0,1793242.0,3222151696.0
2,798081.0,1058972.0,1857053.0,68064113881.0
3,926945.0,963065.0,1890010.0,1304654400.0
4,935099.0,1076963.0,2012062.0,20125394496.0
5,955848.0,1365669.0,2321517.0,167953252041.0
6,1043155.0000000001,1233002.0,2276157.0,36041883408.999954
7,1120483.9999999998,1113742.0,2234226.0,45454563.99999686
8,1324752.0,1262774.0,2587526.0,3841272484.0
9,1096595.0,1173328.0,2269923.0,5887953289.0
10,1124805.0,908319.0,2033124.0,46866188196.0
11,1301758.0,1366734.0,2668492.0,4221880576.0
12,1120789.0,1026714.0,2147503.0,8850105625.0
13,1470329.0000000002,1305904.9999999998,2776234.0,27035251776.000153
14,1493038.9999999998,1511324.0,3004363.0,334341225.0000085
15,708104.9999999999,930937.0,1639042.0,49654100224.00005
16,741064.0,753120.0,1494184.0,145347136.0
17,878884.0000000001,794735.0,1673619.0,7081054201.00002
18,959911.9999999999,929193.0,1889105.0,943656960.9999928
19,793621.0,649700.0,1443321.0,20713254241.0
20,813811.0,719251.0,1533062.0,8941593600.0
21,751623.0,849876.0,1601499.0,9653652009.0
22,695111.0,678391.0,1373502.0,279558400.0
23,566214.0,554259.0,1120473.0,142922025.0
24,576088.0,489608.0,1065696.0,7478790400.0
25,788716.0,629099.0,1417815.0,25477586689.0
26,1232888.0,1166759.0,2399647.0,4373044641.0
27,727373.0,914767.0,1642140.0,35116511236.0
28,792793.0,837682.0,1630475.0,2015022321.0
29,556031.0,748968.0,1304999.0,37224685969.0
30,832454.0000000001,1482051.0,2314505.0,421976262408.9999
31,480611.99999999994,558126.0,1038738.0,6008420196.000009
32,576918.9999999999,744544.0,1321463.0,28098140625.00004
33,1151746.0,1170147.0,2321893.0,338596801.0
34,479474.0,470643.99999999994,950118.0,77968900.00000103
35,1003303.0000000001,1202544.0,2205847.0,39696976080.999954
36,1198112.0,1014401.0,2212513.0,33749731521.0
37,1415823.0,1454327.0,2870150.0,1482558016.0
38,666398.9999999999,660768.0000000001,1327167.0,31708160.999997377
39,1124142.0,996695.9999999999,2120838.0,16242482916.00003
40,700461.0,455727.99999999994,1156189.0,59894241289.00003
41,834634.9999999999,690861.0,1525496.0,20670963075.999966
42,795022.0000000001,680503.0,1475525.0,13114601361.000027
43,654084.0,605661.0,1259745.0,2344786929.0
44,792548.9999999999,770840.0,1563389.0,471280680.99999493
45,1349938.0,1653065.0,3003003.0,91885978129.0
46,1090333.0,1106921.0,2197254.0,275161744.0
47,642339.0,701381.0,1343720.0,3485957764.0
48,44524.999999999956,29874.999999999978,74399.99999999994,214622499.99999937
49,1309701.0,1281594.0,2591295.0,790003449.0
