date,carbon,temp_C,operator,colony_idx,fractional_area,time_min
20180617,acetate,37,O2,1,1.0,0
20180617,acetate,37,O2,1,1.131578947368421,20
20180617,acetate,37,O2,1,1.168859649122807,40
20180617,acetate,37,O2,1,1.25,60
20180617,acetate,37,O2,1,1.5767543859649122,80
20180617,acetate,37,O2,1,1.5482456140350878,100
20180617,acetate,37,O2,1,3.2434210526315788,120
20180617,acetate,37,O2,1,4.519736842105263,140
20180617,acetate,37,O2,1,6.473684210526316,160
20180617,acetate,37,O2,1,8.026315789473685,180
20180617,acetate,37,O2,1,9.671052631578947,200
20180617,acetate,37,O2,1,11.359649122807017,220
20180617,acetate,37,O2,1,12.460526315789474,240
20180617,acetate,37,O2,1,13.677631578947368,260
20180617,acetate,37,O2,1,15.405701754385966,280
20180617,acetate,37,O2,1,16.82017543859649,300
20180617,acetate,37,O2,1,17.844298245614034,320
20180617,acetate,37,O2,1,19.31359649122807,340
20180617,acetate,37,O2,1,20.901315789473685,360
20180617,acetate,37,O2,2,1.0,0
20180617,acetate,37,O2,2,1.2102146558105107,20
20180617,acetate,37,O2,2,1.4877868245743893,40
20180617,acetate,37,O2,2,2.133234641006662,60
20180617,acetate,37,O2,2,2.5573649148778683,80
20180617,acetate,37,O2,2,3.379718726868986,100
20180617,acetate,37,O2,2,4.151739452257587,120
20180617,acetate,37,O2,2,5.1665433012583275,140
20180617,acetate,37,O2,2,6.429311621021466,160
20180617,acetate,37,O2,2,7.18060695780903,180
20180617,acetate,37,O2,2,7.759437453737972,200
20180617,acetate,37,O2,2,8.552923760177647,220
20180617,acetate,37,O2,2,9.302738712065137,240
20180617,acetate,37,O2,2,9.911917098445596,260
20180617,acetate,37,O2,2,10.98519615099926,280
20180617,acetate,37,O2,2,11.557364914877867,300
20180617,acetate,37,O2,2,12.019985196151,320
20180617,acetate,37,O2,2,12.61361954108068,340
20180617,acetate,37,O2,2,13.17098445595855,360
20180617,acetate,37,O2,3,1.0,0
20180617,acetate,37,O2,3,1.169811320754717,20
20180617,acetate,37,O2,4,1.0,0
20180617,acetate,37,O2,4,2.1219512195121952,20
20180617,acetate,37,O2,4,3.3797909407665507,40
20180617,acetate,37,O2,4,4.7595818815331015,60
20180617,acetate,37,O2,4,6.484320557491289,80
20180617,acetate,37,O2,4,8.233449477351916,100
20180617,acetate,37,O2,4,12.317073170731707,120
20180617,acetate,37,O2,4,14.35540069686411,140
20180617,acetate,37,O2,4,17.463414634146343,160
20180617,acetate,37,O2,4,19.954703832752614,180
20180617,acetate,37,O2,4,21.83275261324042,200
20180617,acetate,37,O2,4,24.470383275261323,220
20180617,acetate,37,O2,4,26.372822299651567,240
20180617,acetate,37,O2,4,28.320557491289197,260
20180617,acetate,37,O2,4,31.149825783972126,280
20180617,acetate,37,O2,4,33.153310104529616,300
20180617,acetate,37,O2,4,34.42857142857143,320
20180617,acetate,37,O2,4,36.8815331010453,340
20180617,acetate,37,O2,4,39.059233449477354,360
20180617,acetate,37,O2,5,1.0,0
20180617,acetate,37,O2,5,1.921875,20
20180617,acetate,37,O2,5,2.678125,40
20180617,acetate,37,O2,5,3.26875,60
20180617,acetate,37,O2,5,4.028125,80
20180617,acetate,37,O2,5,5.746875,100
20180617,acetate,37,O2,5,7.178125,120
20180617,acetate,37,O2,5,7.615625,140
20180617,acetate,37,O2,5,8.909375,160
20180617,acetate,37,O2,5,9.434375,180
20180617,acetate,37,O2,5,10.403125,200
20180617,acetate,37,O2,5,11.103125,220
20180617,acetate,37,O2,5,12.16875,240
20180617,acetate,37,O2,5,12.58125,260
20180617,acetate,37,O2,5,13.384375,280
20180617,acetate,37,O2,5,14.33125,300
20180617,acetate,37,O2,7,1.0,0
20180617,acetate,37,O2,7,1.3103448275862069,20
20180617,acetate,37,O2,7,1.7655172413793103,40
20180617,acetate,37,O2,7,2.3655172413793104,60
20180617,acetate,37,O2,7,2.9689655172413794,80
20180617,acetate,37,O2,7,3.8482758620689657,100
20180617,acetate,37,O2,7,5.437931034482759,120
20180617,acetate,37,O2,7,7.241379310344827,140
20180617,acetate,37,O2,7,8.73793103448276,160
20180617,acetate,37,O2,7,9.913793103448276,180
20180617,acetate,37,O2,7,11.303448275862069,200
20180617,acetate,37,O2,7,12.313793103448276,220
20180617,acetate,37,O2,7,13.417241379310346,240
20180617,acetate,37,O2,7,13.972413793103449,260
20180617,acetate,37,O2,7,15.313793103448276,280
20180617,acetate,37,O2,7,15.844827586206897,300
20180617,acetate,37,O2,7,16.26551724137931,320
20180617,acetate,37,O2,7,16.806896551724137,340
20180617,acetate,37,O2,7,17.424137931034483,360
20180617,acetate,37,O2,8,1.0,0
20180617,acetate,37,O2,8,1.209156626506024,20
20180617,acetate,37,O2,8,1.6180722891566266,40
20180617,acetate,37,O2,8,2.125542168674699,60
20180617,acetate,37,O2,8,2.8910843373493975,80
20180617,acetate,37,O2,8,3.823132530120482,100
20180617,acetate,37,O2,8,5.281927710843373,120
20180617,acetate,37,O2,8,6.4713253012048195,140
20180617,acetate,37,O2,8,7.719277108433735,160
20180617,acetate,37,O2,8,8.910602409638555,180
20180617,acetate,37,O2,8,9.274457831325302,200
20180617,acetate,37,O2,8,9.762409638554217,220
20180617,acetate,37,O2,8,10.180240963855422,240
