,I_1,I_2,summed,fluct
0,21614.49493653313,22488.537896641854,44103.032833174984,763951.0961156196
1,20403.97941522843,18090.241509516898,38494.22092474533,5353383.0963263875
2,67372.37364007017,74635.45847687859,142007.83211694876,52752401.346676275
3,79723.1007116914,70152.016958292,149875.11766998342,91605644.21458577
4,26461.533563005734,20720.146922027216,47181.68048503295,32963520.561206598
5,17969.108295554604,16658.456310060526,34627.56460561513,1717808.6270795688
6,52121.85161831128,56221.504687214394,108343.35630552567,16807155.285366714
7,53828.98266545552,56587.71948775802,110416.70215321354,7610628.854727678
8,19521.457393469558,20289.978331819406,39811.43572528896,590624.4326821304
9,22437.14908884527,22188.54006345992,44625.68915230519,61806.44750305401
10,12884.285553034659,14203.110462372668,27087.39601540733,1739299.141490408
11,11025.462810514706,11127.810825020624,22153.27363553533,10475.116073303683
12,9605.07291930909,13148.374723479195,22753.447642788284,12554987.675435122
13,28597.457393469558,22797.417683587923,51394.875077057484,33640460.63620385
14,27628.937538528742,25700.069669082,53329.007207610746,3720531.2577840127
15,9741.680861285422,10670.76678150287,20412.44764278829,863200.6471463037
16,22382.973998183283,20983.54006345992,43366.5140616432,1958415.3376553103
17,41046.58952402282,43243.41660017889,84290.00612420171,4826049.20253243
18,41066.41551676986,37922.72165457608,78989.13717134594,9882811.099194849
19,17997.272552126295,15205.84295103905,33203.11550316535,7792079.21782609
20,49172.37364007016,60012.50252039635,109184.87616046652,117508394.14208199
21,72079.45739346957,62974.15342248139,135053.61081595096,82906560.40409307
22,24071.532479596706,23135.577606523493,47207.1100861202,876011.5244294944
23,16145.97941522843,18945.2833862166,35091.26280144503,7836102.72199014
24,27061.32526291629,23135.06858567297,50196.39384858926,15415491.495597757
25,22637.32851314338,28082.759197639658,50720.08771078304,29652715.339653596
26,28052.83861740293,30616.838617402926,58669.67723480586,6574095.999999981
27,21472.710820485783,22573.231758835638,44045.94257932142,1211146.3357464452
28,21415.188798726907,24311.35847234375,45726.54727107065,8387798.778377882
29,73144.62598367737,72021.58085675057,145166.20684042794,1261230.3571140193
30,60835.14475520916,65965.7108204858,126800.85557569496,26322708.150168132
31,57037.0277923823,71221.63248413155,128258.66027651385,201203010.26119483
32,10371.982665455522,9107.680861285418,19479.66352674094,1598459.0520277785
33,9911.461727105678,11562.893495010983,21474.35522211666,2727226.8840468433
34,86961.96966454717,71638.10721214558,158600.07687669276,234820760.46012327
35,15999.979415228436,12608.59277424991,28608.572189478346,11501503.348607609
