well_id,time,OD_raw_data,log(OD)_fit,log(OD)_fit_std,growth_rate,growth_rate_std,doubling_time,doubling_time_std,carbon,strain,ab_conc
39,300.1666666666667,0.015749999999999972,-4.145093142865335,0.004882261010840782,0.007292518267989934,0.0003347156866882747,95.04908388128045,4.362610858317856,rifampicin,delta,2800
39,468.16666666666674,0.0746875,-2.5925473253564633,0.002057882370603157,0.010584061170309411,5.066771423723933e-05,65.48971792645847,0.3135105003628965,rifampicin,delta,2800
39,475.16666666666674,0.08066666666666668,-2.518081588167661,0.002084740015133772,0.010689453618869749,4.970200364510774e-05,64.84402339670147,0.3015007129585245,rifampicin,delta,2800
39,482.16666666666674,0.08768750000000002,-2.4429350033669834,0.0021056433823601482,0.01077767987854017,4.9265840088495225e-05,64.31320918522509,0.2939820364869109,rifampicin,delta,2800
39,489.16666666666674,0.09370833333333335,-2.367247172737734,0.0021159144503834363,0.010843140672758267,4.9807679601569965e-05,63.92494586936159,0.2936375463990854,rifampicin,delta,2800
39,496.16666666666674,0.1016875,-2.2911977059984565,0.0021143062766700513,0.01088002484064532,5.1607460104129054e-05,63.70823511087068,0.302188666840739,rifampicin,delta,2800
39,503.16666666666674,0.10881250000000006,-2.21500726758768,0.0021041726480028836,0.01088243507916431,5.462619522612798e-05,63.69412502970556,0.3197232681214663,rifampicin,delta,2800
39,510.16666666666674,0.11793750000000001,-2.1389377240629983,0.002093873867459825,0.010844518746552012,5.8472993308495784e-05,63.916822568113474,0.34463566578405436,rifampicin,delta,2800
39,517.1666666666666,0.12674999999999997,-2.063291365715486,0.0020956864465688538,0.010760601113602775,6.250032969398346e-05,64.41528435467409,0.37414048406733297,rifampicin,delta,2800
39,461.16666666666674,0.06974999999999999,-2.666230719108171,0.0020316121244984492,0.010466771726349577,5.17113804608472e-05,66.22358819720714,0.3271795023605232,rifampicin,delta,2800
39,524.1666666666666,0.13677083333333334,-1.9884091947405977,0.002122361508861282,0.010625318372994741,6.595657711436804e-05,65.23542695168973,0.40494838058345467,rifampicin,delta,2800
39,538.1666666666666,0.15779166666666666,-1.842478285893776,0.002269458609675448,0.010181531677197597,6.87523219089041e-05,68.07887089447524,0.4597128011116678,rifampicin,delta,2800
39,545.1666666666666,0.16975,-1.7722769914962555,0.0023699550890867063,0.009864994557418072,6.819830202689011e-05,70.26331099582077,0.4857416268009015,rifampicin,delta,2800
39,552.1666666666666,0.18175000000000002,-1.7045252530288053,0.0024567711227648295,0.009481247857877406,6.874233120098615e-05,73.10716805953453,0.5300522921926614,rifampicin,delta,2800
39,559.1666666666666,0.194625,-1.6397011048466084,0.002503864095028429,0.009028283145038785,7.538851126501775e-05,76.7750821971997,0.6410918948944183,rifampicin,delta,2800
39,566.1666666666666,0.20672916666666663,-1.578293328160271,0.002505077741363622,0.008505049987501678,9.440188517066865e-05,81.49830766174654,0.9045912596391431,rifampicin,delta,2800
39,573.1666666666666,0.21958333333333332,-1.5207945198562811,0.002516029755620891,0.007911517411812952,0.0001293495290330333,87.61241927180544,1.4324211880430877,rifampicin,delta,2800
39,580.1666666666666,0.23179166666666667,-1.4676937929598353,0.0027218880328274994,0.00724871750313838,0.00018089596870766707,95.62342307585344,2.386338237206838,rifampicin,delta,2800
39,587.1666666666666,0.24166666666666667,-1.4194692373821454,0.0034312043149128807,0.006518770149689601,0.00024917934290483363,106.33097419349113,4.064490950218048,rifampicin,delta,2800
39,531.1666666666666,0.14666666666666667,-1.91466829105957,0.0021814230278045924,0.010433747697668139,6.81598704561193e-05,66.43319357960499,0.4339838377905345,rifampicin,delta,2800
39,454.16666666666674,0.0646875,-2.7390656833586036,0.002012545014017758,0.010342416040572289,5.248073817921618e-05,67.01985085890922,0.34008023192440706,rifampicin,delta,2800
39,594.1666666666666,0.25072916666666667,-1.376580275415563,0.004882261010476943,0.0057248883049361154,0.00033471568668859864,121.07610553070523,7.078927945083021,rifampicin,delta,2800
39,440.16666666666674,0.05575000000000001,-2.88208191486774,0.002012545013576437,0.010089071783095704,5.248073817792499e-05,68.70277023118392,0.357374015580111,rifampicin,delta,2800
39,307.1666666666667,0.01672916666666667,-4.09282496963624,0.003431204315171734,0.007633571810082174,0.00024917934290439854,90.80247069195825,2.9640253008734714,rifampicin,delta,2800
39,314.1666666666667,0.017708333333333326,-4.038327238086822,0.002721888033806428,0.007930029323850007,0.00018089596870676805,87.40789627035379,1.9939063807609976,rifampicin,delta,2800
39,321.1666666666667,0.018812499999999996,-3.9819011173058243,0.002516029755267883,0.008185120638514398,0.00012934952903229986,84.68380750534078,1.338258909213327,rifampicin,delta,2800
39,328.1666666666667,0.01974999999999999,-3.923823454819285,0.0025050777420727245,0.008402551035595174,9.440188516966372e-05,82.49246896848487,0.92679527323732,rifampicin,delta,2800
39,335.1666666666667,0.020750000000000005,-3.8643437516584527,0.0025038640944963445,0.008586413067507515,7.53885112635796e-05,80.72604650048054,0.7087728505510081,rifampicin,delta,2800
39,447.16666666666674,0.05962499999999997,-2.811018127648822,0.002005585582215369,0.010215289979882414,5.2760972684742284e-05,67.8538917568666,0.35045870813142666,rifampicin,delta,2800
39,349.16666666666674,0.0236875,-3.7420259325308507,0.0023699550879624086,0.008871152306471952,6.819830202649267e-05,78.13496562946614,0.6006741628075105,rifampicin,delta,2800
39,356.16666666666674,0.024749999999999994,-3.679532233801183,0.002269458609284087,0.008981250405907026,6.875232190969258e-05,77.17713561399623,0.590798277744445,rifampicin,delta,2800
39,363.16666666666674,0.026708333333333334,-3.616324220119168,0.002181423027601015,0.009076003817044986,6.81598704567158e-05,76.3714069024735,0.573541539426605,rifampicin,delta,2800
39,342.1666666666667,0.022562500000000013,-3.8036817851934757,0.0024567711227648295,0.00874108994352385,6.874233120138046e-05,79.29756872865589,0.6236178518044121,rifampicin,delta,2800
39,377.16666666666674,0.030687500000000006,-3.488101206465217,0.0020956864465688538,0.009237140689317691,6.25003296942003e-05,75.03914943739426,0.5077297983815742,rifampicin,delta,2800
