date,carbon,temp_C,operator,colony_idx,fractional_area,time_min
20180617,RDM,37,O2,1,1.0,0
20180617,RDM,37,O2,1,1.0795072788353863,7.5
20180617,RDM,37,O2,1,1.1881298992161253,15.0
20180617,RDM,37,O2,1,1.2553191489361701,22.5
20180617,RDM,37,O2,1,1.400895856662934,30.0
20180617,RDM,37,O2,1,1.5296752519596863,37.5
20180617,RDM,37,O2,1,1.656215005599104,45.0
20180617,RDM,37,O2,1,1.7625979843225084,52.5
20180617,RDM,37,O2,1,1.826427771556551,60.0
20180617,RDM,37,O2,1,1.9104143337066068,67.5
20180617,RDM,37,O2,1,1.975363941769317,75.0
20180617,RDM,37,O2,1,2.124300111982083,82.5
20180617,RDM,37,O2,1,2.25979843225084,90.0
20180617,RDM,37,O2,1,2.4927211646136618,97.5
20180617,RDM,37,O2,1,2.8365061590145575,105.0
20180617,RDM,37,O2,1,3.4501679731243002,112.5
20180617,RDM,37,O2,1,4.052631578947368,120.0
20180617,RDM,37,O2,1,4.556550951847704,127.5
20180617,RDM,37,O2,2,1.0,0
20180617,RDM,37,O2,2,1.0760456273764258,7.5
20180617,RDM,37,O2,2,1.1863117870722433,15.0
20180617,RDM,37,O2,2,1.2547528517110267,22.5
20180617,RDM,37,O2,2,1.3827629911280102,30.0
20180617,RDM,37,O2,2,1.5107731305449936,37.5
20180617,RDM,37,O2,2,1.6159695817490494,45.0
20180617,RDM,37,O2,2,1.726235741444867,52.5
20180617,RDM,37,O2,2,1.8580481622306717,60.0
20180617,RDM,37,O2,2,2.0811153358681875,67.5
20180617,RDM,37,O2,2,2.2319391634980987,75.0
20180617,RDM,37,O2,2,2.5044359949302915,82.5
20180617,RDM,37,O2,2,2.7718631178707223,90.0
20180617,RDM,37,O2,2,3.098859315589354,97.5
20180617,RDM,37,O2,2,3.5259822560202787,105.0
20180617,RDM,37,O2,2,3.96958174904943,112.5
20180617,RDM,37,O2,2,4.564005069708492,120.0
20180617,RDM,37,O2,2,5.365019011406844,127.5
20180617,RDM,37,O2,3,1.0,0
20180617,RDM,37,O2,3,1.0947976878612717,7.5
20180617,RDM,37,O2,3,1.1734104046242775,15.0
20180617,RDM,37,O2,3,1.2416184971098265,22.5
20180617,RDM,37,O2,3,1.3653179190751445,30.0
20180617,RDM,37,O2,3,1.4982658959537571,37.5
20180617,RDM,37,O2,3,1.608092485549133,45.0
20180617,RDM,37,O2,3,1.8289017341040463,52.5
20180617,RDM,37,O2,3,1.978034682080925,60.0
20180617,RDM,37,O2,3,2.1965317919075145,67.5
20180617,RDM,37,O2,3,2.4416184971098267,75.0
20180617,RDM,37,O2,3,2.73757225433526,82.5
20180617,RDM,37,O2,3,3.179190751445087,90.0
20180617,RDM,37,O2,3,3.567630057803468,97.5
20180617,RDM,37,O2,3,4.167630057803469,105.0
20180617,RDM,37,O2,3,4.767630057803468,112.5
20180617,RDM,37,O2,3,5.684393063583815,120.0
20180617,RDM,37,O2,3,6.94335260115607,127.5
20180617,RDM,37,O2,4,1.0,0
20180617,RDM,37,O2,4,1.1110070257611242,7.5
20180617,RDM,37,O2,4,1.282903981264637,15.0
20180617,RDM,37,O2,4,1.424824355971897,22.5
20180617,RDM,37,O2,4,1.5686182669789228,30.0
20180617,RDM,37,O2,4,1.6679156908665105,37.5
20180617,RDM,37,O2,4,1.8416861826697892,45.0
20180617,RDM,37,O2,4,2.0843091334894615,52.5
20180617,RDM,37,O2,4,2.3868852459016394,60.0
20180617,RDM,37,O2,4,2.7466042154566743,67.5
20180617,RDM,37,O2,4,3.137704918032787,75.0
20180617,RDM,37,O2,4,3.643559718969555,82.5
20180617,RDM,37,O2,4,4.177517564402811,90.0
20180617,RDM,37,O2,4,4.927868852459016,97.5
20180617,RDM,37,O2,4,5.705386416861827,105.0
20180617,RDM,37,O2,4,6.49367681498829,112.5
20180617,RDM,37,O2,4,7.244028103044497,120.0
20180617,RDM,37,O2,4,9.081498829039813,127.5
20180617,RDM,37,O2,6,1.0,0
20180617,RDM,37,O2,6,1.1225937183383992,7.5
20180617,RDM,37,O2,6,1.3140830800405268,15.0
20180617,RDM,37,O2,6,1.4842958459979736,22.5
20180617,RDM,37,O2,6,1.7254305977710234,30.0
20180617,RDM,37,O2,6,1.9219858156028369,37.5
20180617,RDM,37,O2,6,2.2411347517730498,45.0
20180617,RDM,37,O2,6,2.6200607902735564,52.5
20180617,RDM,37,O2,6,3.14387031408308,60.0
20180617,RDM,37,O2,6,3.7750759878419453,67.5
20180617,RDM,37,O2,6,4.5511651469098275,75.0
20180617,RDM,37,O2,6,5.459979736575481,82.5
20180617,RDM,37,O2,6,6.635258358662614,90.0
20180617,RDM,37,O2,6,7.915906788247214,97.5
20180617,RDM,37,O2,6,9.601823708206688,105.0
20180617,RDM,37,O2,6,11.457953394123606,112.5
20180617,RDM,37,O2,6,13.628166160081054,120.0
20180617,RDM,37,O2,6,16.505572441742654,127.5
20180617,RDM,37,O2,7,1.0,0
20180617,RDM,37,O2,7,1.152762730227519,7.5
20180617,RDM,37,O2,7,1.3098591549295775,15.0
20180617,RDM,37,O2,7,1.504875406283857,22.5
20180617,RDM,37,O2,7,1.6988082340195017,30.0
20180617,RDM,37,O2,7,1.9057421451787648,37.5
20180617,RDM,37,O2,7,2.2069339111592634,45.0
20180617,RDM,37,O2,7,2.553629469122427,52.5
20180617,RDM,37,O2,7,3.034669555796316,60.0
20180617,RDM,37,O2,7,3.485373781148429,67.5
20180617,RDM,37,O2,7,4.020585048754063,75.0
20180617,RDM,37,O2,7,4.752979414951246,82.5
20180617,RDM,37,O2,7,5.790899241603467,90.0
20180617,RDM,37,O2,7,6.943661971830986,97.5
20180617,RDM,37,O2,7,8.227518959913326,105.0
20180617,RDM,37,O2,7,9.790899241603467,112.5
20180617,RDM,37,O2,7,11.601300108342361,120.0
20180617,RDM,37,O2,7,13.71830985915493,127.5
20180617,RDM,37,O2,8,1.0,0
20180617,RDM,37,O2,8,1.0902090209020903,7.5
20180617,RDM,37,O2,8,1.166116611661166,15.0
20180617,RDM,37,O2,8,1.221122112211221,22.5
20180617,RDM,37,O2,8,1.4092409240924093,30.0
20180617,RDM,37,O2,8,1.6127612761276127,37.5
20180617,RDM,37,O2,8,1.954895489548955,45.0
20180617,RDM,37,O2,8,2.3993399339933994,52.5
20180617,RDM,37,O2,8,2.88998899889989,60.0
20180617,RDM,37,O2,8,3.5907590759075907,67.5
20180617,RDM,37,O2,8,4.409240924092409,75.0
20180617,RDM,37,O2,8,5.341034103410341,82.5
20180617,RDM,37,O2,8,6.4642464246424645,90.0
20180617,RDM,37,O2,8,7.796479647964796,97.5
20180617,RDM,37,O2,8,9.386138613861386,105.0
20180617,RDM,37,O2,8,11.401540154015402,112.5
20180617,RDM,37,O2,8,13.733773377337734,120.0
20180617,RDM,37,O2,8,16.424642464246425,127.5
20180617,RDM,37,O2,9,1.0,0
20180617,RDM,37,O2,9,1.0539568345323742,7.5
20180617,RDM,37,O2,9,1.1366906474820144,15.0
20180617,RDM,37,O2,9,1.158273381294964,22.5
20180617,RDM,37,O2,9,1.2014388489208634,30.0
20180617,RDM,37,O2,9,1.2571942446043165,37.5
20180617,RDM,37,O2,9,1.3669064748201438,45.0
20180617,RDM,37,O2,9,1.5,52.5
20180617,RDM,37,O2,9,1.60431654676259,60.0
20180617,RDM,37,O2,9,1.6816546762589928,67.5
20180617,RDM,37,O2,9,1.7482014388489209,75.0
20180617,RDM,37,O2,9,1.8255395683453237,82.5
20180617,RDM,37,O2,9,1.841726618705036,90.0
20180617,RDM,37,O2,9,1.908273381294964,97.5
20180617,RDM,37,O2,9,1.9370503597122302,105.0
20180617,RDM,37,O2,9,1.9712230215827338,112.5
20180617,RDM,37,O2,9,1.9928057553956835,120.0
20180617,RDM,37,O2,9,2.0467625899280577,127.5
20180617,RDM,37,O2,10,1.0,0
20180617,RDM,37,O2,10,1.1280087527352298,7.5
20180617,RDM,37,O2,10,1.263676148796499,15.0
20180617,RDM,37,O2,10,1.4671772428884027,22.5
