clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date,,,,,
09h04m,9,0.07,2,glycerol,37,O2,20180926,,,,,
09h04m,9,0.07,2,glycerol,37,O2,20180926,,,,,
09h04m,9,0.07,2,glycerol,37,O2,20180926,,,,,
09h19m,24,0.11,2,glycerol,37,O2,20180926,,,,,
09h19m,24,0.11,2,glycerol,37,O2,20180926,,,,,
09h19m,24,0.11,2,glycerol,37,O2,20180926,,,,,
09h51m,56,0.11,2,glycerol,37,O2,20180926,,,,,
09h51m,56,0.11,2,glycerol,37,O2,20180926,,,,,
09h51m,56,0.11,2,glycerol,37,O2,20180926,,,,,
10h21m,86,0.14,2,glycerol,37,O2,20180926,,,,,
10h21m,86,0.14,2,glycerol,37,O2,20180926,,,,,
10h21m,86,0.14,2,glycerol,37,O2,20180926,,,,,
10h51m,116,0.18,2,glycerol,37,O2,20180926,,,,,
10h51m,116,0.18,2,glycerol,37,O2,20180926,,,,,
10h51m,116,0.18,2,glycerol,37,O2,20180926,,,,,
11h21m,146,0.22,2,glycerol,37,O2,20180926,,,,,
11h21m,146,0.22,2,glycerol,37,O2,20180926,,,,,
11h21m,146,0.22,2,glycerol,37,O2,20180926,,,,,   
11h51m,176,0.26,2,glycerol,37,O2,20180926,,,,,
11h51m,176,0.26,2,glycerol,37,O2,20180926,,,,,
11h51m,176,0.26,2,glycerol,37,O2,20180926,,,,,
12h19m,204,0.3,2,glycerol,37,O2,20180926,,,,,
12h19m,204,0.3,2,glycerol,37,O2,20180926,,,,,
12h19m,204,0.3,2,glycerol,37,O2,20180926,,,,,
12h57m,241,0.39,2,glycerol,37,O2,20180926,,,,,
12h57m,241,0.39,2,glycerol,37,O2,20180926,,,,,
12h57m,241,0.39,2,glycerol,37,O2,20180926,,,,,
13h20m,265,0.45,2,glycerol,37,O2,20180926,,,,,
13h20m,265,0.45,2,glycerol,37,O2,20180926,,,,,
13h20m,265,0.45,2,glycerol,37,O2,20180926,,,,,
13h51m,296,0.51,2,glycerol,37,O2,20180926,,,,,
13h51m,296,0.51,2,glycerol,37,O2,20180926,,,,,
13h51m,296,0.51,2,glycerol,37,O2,20180926,,,,,
14h21m,326,0.58,2,glycerol,37,O2,20180926,,,,,
14h21m,326,0.58,2,glycerol,37,O2,20180926,,,,,
14h21m,326,0.58,2,glycerol,37,O2,20180926,,,,,
14h50m,355,0.63,2,glycerol,37,O2,20180926,,,,,
14h50m,355,0.63,2,glycerol,37,O2,20180926,,,,,
14h50m,355,0.63,2,glycerol,37,O2,20180926,,,,,
15h19m,384,0.7,2,glycerol,37,O2,20180926,,,,,
15h19m,384,0.69,2,glycerol,37,O2,20180926,,,,,
15h19m,384,0.7,2,glycerol,37,O2,20180926,,,,,
15h40m,405,0.73,2,glycerol,37,O2,20180926,,,,,
15h40m,405,0.73,2,glycerol,37,O2,20180926,,,,,
15h40m,405,0.73,2,glycerol,37,O2,20180926,,,,,
16h10m,435,0.8,2,glycerol,37,O2,20180926,,,,,
16h10m,435,0.8,2,glycerol,37,O2,20180926,,,,,
16h10m,435,0.8,2,glycerol,37,O2,20180926,,,,,
16h39m,464,0.85,2,glycerol,37,O2,20180926,,,,,
16h40m,465,0.85,2,glycerol,37,O2,20180926,,,,,
16h40m,465,0.85,2,glycerol,37,O2,20180926,,,,,
17h13m,498,0.92,2,glycerol,37,O2,20180926,,,,,
17h13m,498,0.92,2,glycerol,37,O2,20180926,,,,,
17h13m,498,0.92,2,glycerol,37,O2,20180926,,,,,
17h42m,527,0.98,2,glycerol,37,O2,20180926,,,,,
17h42m,527,0.98,2,glycerol,37,O2,20180926,,,,,
17h42m,527,0.98,2,glycerol,37,O2,20180926,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,        
