atc_conc_ngmL,mean_repressors,mean_yfp,fold_change
1.0,-30.650439844276402,-900126.2267709258,1.0335379333844439
2.0,-27.777217114270584,-945205.7280732219,1.085298867827068
3.0,-24.154139223715678,-1016166.8213656694,1.16677741998
4.0,-17.7941804339512,-1077113.3381418944,1.2367570907444545
7.0,6.3212257888553545,-1151506.4142198244,1.322176295097071
10.0,46.484814821105026,-1566960.6692648,1.7992068708145734
