I_1,I_2,area_1,area_2,bg_val,fractional_birth_area,date,run_no,temp,carbon,operator
319.85479452054796,472.6939393939394,365.0,330.0,190.13938956467788,0.5222929936305732,20181025,1,37,acetate,O2
229.47288503253796,240.437125748503,461.0,501.0,190.13938956467788,0.5155393053016454,20181025,1,37,acetate,O2
300.74285714285713,259.998,455.0,500.0,190.13938956467788,0.4730617608409987,20181025,1,37,acetate,O2
253.5668449197861,234.4755877034358,374.0,553.0,190.13938956467788,0.435933147632312,20181025,1,37,acetate,O2
304.4985754985755,326.44444444444446,351.0,333.0,190.13938956467788,0.5216741405082213,20181025,1,37,acetate,O2
294.6112676056338,298.5479876160991,355.0,323.0,190.13938956467788,0.5016025641025641,20181025,1,37,acetate,O2
251.02147239263803,251.17201166180757,326.0,343.0,190.13938956467788,0.472,20181025,1,37,acetate,O2
297.39144736842104,301.1947565543071,304.0,267.0,190.13938956467788,0.5316698656429942,20181025,1,37,acetate,O2
246.74857142857144,273.41825902335455,525.0,471.0,190.13938956467788,0.5311004784688995,20181025,1,37,acetate,O2
264.42792792792795,265.2357723577236,444.0,369.0,190.13938956467788,0.5435684647302904,20181025,1,37,acetate,O2
262.27912621359224,280.78028169014084,412.0,355.0,190.13938956467788,0.5395948434622467,20181025,1,37,acetate,O2
260.84158415841586,282.55223880597015,303.0,335.0,190.13938956467788,0.48068669527896996,20181025,1,37,acetate,O2
217.53333333333333,215.28061224489795,330.0,392.0,190.13938956467788,0.4898336414048059,20181025,1,37,acetate,O2
220.50552486187846,215.20204603580564,362.0,391.0,190.13938956467788,0.487698986975398,20181025,1,37,acetate,O2
279.30258302583024,283.04135338345867,271.0,266.0,190.13938956467788,0.5068493150684932,20181025,1,37,acetate,O2
267.94850948509486,239.11780104712042,369.0,382.0,190.13938956467788,0.4779270633397313,20181025,1,37,acetate,O2
297.76556776556777,272.38993710691824,273.0,318.0,190.13938956467788,0.4577205882352941,20181025,1,37,acetate,O2
402.9477124183006,357.6182336182336,306.0,351.0,190.13938956467788,0.4672566371681416,20181025,1,37,acetate,O2
242.82798833819243,254.28719723183391,343.0,289.0,190.13938956467788,0.5540983606557377,20181025,1,37,acetate,O2
291.5983606557377,242.85582822085888,244.0,326.0,190.13938956467788,0.44223826714801445,20181025,1,37,acetate,O2
275.86265060240964,281.056338028169,415.0,355.0,190.13938956467788,0.5356550580431177,20181025,1,37,acetate,O2
272.92128279883383,246.91,343.0,400.0,190.13938956467788,0.45857988165680474,20181025,1,37,acetate,O2
260.9919137466307,273.97297297297297,371.0,333.0,190.13938956467788,0.5257352941176471,20181025,1,37,acetate,O2
262.5549597855228,255.71614583333334,373.0,384.0,190.13938956467788,0.4930875576036866,20181025,1,37,acetate,O2
234.67013888888889,225.56934306569343,288.0,274.0,190.13938956467788,0.5178907721280602,20181025,1,37,acetate,O2
234.07508532423208,228.25153374233128,293.0,326.0,190.13938956467788,0.48576512455516013,20181025,1,37,acetate,O2
267.5530546623794,247.77891156462584,311.0,294.0,190.13938956467788,0.5309090909090909,20181025,1,37,acetate,O2
250.14147909967846,243.6043613707165,311.0,321.0,190.13938956467788,0.5057851239669422,20181025,1,37,acetate,O2
250.47679324894514,248.37394957983193,237.0,238.0,190.13938956467788,0.49894736842105264,20181025,1,37,acetate,O2
219.1844262295082,235.85245901639345,244.0,244.0,190.13938956467788,0.5136842105263157,20181025,1,37,acetate,O2
273.9066147859922,256.3677685950413,257.0,242.0,190.13938956467788,0.5042016806722689,20181025,1,37,acetate,O2
317.26221079691516,338.04938271604937,389.0,405.0,190.30743557842905,0.4784546805349183,20181025,1,37,acetate,O2
245.3643216080402,246.61573033707865,398.0,445.0,190.30743557842905,0.4739803094233474,20181025,1,37,acetate,O2
355.40443213296396,333.4737991266376,361.0,458.0,190.30743557842905,0.47811993517017826,20181025,1,37,acetate,O2
291.6185770750988,336.3340517241379,506.0,464.0,190.30743557842905,0.48575498575498577,20181025,1,37,acetate,O2
