strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_hpd_min,alpha_hpd_max,fold_change
delta,499.0,1415.306613226453,193.00801603206412,0.0,20181025,acetate,37,O2,1,158.10996748447477,190.85837710656597,852.552321201514,771.4511860298763,949.5841352686975,1.4319940866189147
delta,577.0,1299.6221837088387,189.8058925476603,0.0,20181025,acetate,37,O2,1,158.10996748447477,190.85837710656597,852.552321201514,771.4511860298763,949.5841352686975,1.2992164589033302
delta,393.0,953.3155216284987,182.55979643765903,0.0,20181025,acetate,37,O2,1,158.10996748447477,190.85837710656597,852.552321201514,771.4511860298763,949.5841352686975,0.9017405216067823
delta,518.0,1138.7972972972973,182.36679536679537,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.1142765682459532
delta,664.0,995.6731927710844,180.75451807228916,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9500048581536767
delta,513.0,820.9551656920078,188.73489278752436,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.7494709984852518
delta,514.0,1267.035019455253,179.3988326848249,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.261462326975835
delta,434.0,981.6520737327189,194.98387096774192,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9339120189393163
delta,415.0,1082.0433734939759,189.00722891566264,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.0491368480815495
delta,392.0,789.5127551020408,190.21683673469389,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.7133827478433665
delta,391.0,932.5959079283888,193.78005115089513,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.8776074553305242
delta,470.0,792.2085106382979,179.13191489361702,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.7164768204553671
delta,386.0,696.2279792746114,194.8523316062176,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.6063144821485413
delta,383.0,833.0130548302872,197.86161879895562,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.7633105266025122
delta,363.0,1098.3498622589532,190.9228650137741,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.0678527366727177
delta,669.0,948.5231689088191,197.71150971599403,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.8958880825316683
delta,431.0,905.5661252900233,189.877030162413,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.8465838298404266
delta,554.0,1159.9151624548736,196.48194945848377,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.1385147483513722
delta,455.0,873.5032967032967,195.14505494505494,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.809783490025043
delta,513.0,999.9083820662768,200.34697855750488,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9548658268241103
delta,592.0,994.5067567567568,197.69932432432432,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9486660729125665
delta,489.0,966.5398773006135,186.24539877300614,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9165668878772198
delta,495.0,1167.387878787879,197.72121212121212,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.147091611732428
delta,434.0,865.8387096774194,197.60138248847926,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.8009864056900187
delta,517.0,986.485493230174,196.9439071566731,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9394596105841247
delta,545.0,1691.4660550458716,191.57981651376147,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.748606070257298
delta,511.0,997.215264187867,195.4931506849315,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9517747816026854
delta,371.0,1080.1859838274934,185.83018867924528,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.0470050158662088
delta,569.0,1261.4727592267136,181.493848857645,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.2550782031921779
delta,259.0,929.4208494208494,180.8918918918919,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.8739632593203337
delta,460.0,993.8,194.8,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9478548878125023
delta,622.0,1151.0096463022508,191.2266881028939,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.128293378775028
delta,561.0,1156.0356506238859,178.41711229946523,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.1340620110230988
delta,393.0,1047.3918575063612,188.8117048346056,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,1.0093653238689193
delta,527.0,895.2049335863378,180.43074003795067,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.8346916982851399
delta,398.0,992.4045226130653,178.16582914572865,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.9462532187050817
delta,396.0,831.3863636363636,184.70959595959596,0.0,20181025,acetate,37,O2,1,158.41663699722577,187.2702010687548,852.552321201514,771.4511860298763,949.5841352686975,0.7614434802017508
delta,548.0,921.051094890511,185.33941605839416,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.8652381277636157
delta,353.0,787.356940509915,186.07648725212465,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.7117897100974008
delta,461.0,1425.5119305856833,190.0173535791757,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.4442366439712584
delta,471.0,894.8853503184713,193.6815286624204,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.8352062081165694
delta,616.0,897.5714285714286,191.9707792207792,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.8382891735577551
delta,425.0,2014.3952941176472,189.36705882352942,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,2.120131717638393
delta,410.0,814.6414634146341,183.08536585365854,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.7431057155420966
delta,612.0,792.1045751633987,193.4950980392157,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.7172388415767059
delta,515.0,1185.8271844660194,192.60582524271845,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.1691367699252402
delta,502.0,1358.9940239043824,196.398406374502,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.3678902429337274
delta,519.0,975.335260115607,193.88824662813101,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.9275431649338219
delta,402.0,898.0995024875622,193.88059701492537,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.8388952741551743
delta,487.0,1283.6221765913758,197.34086242299796,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.281381668491231
delta,454.0,914.068281938326,186.26651982378854,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.857223554476278
delta,390.0,753.9358974358975,196.83589743589744,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.6734304699329953
delta,492.0,989.1239837398374,198.39227642276424,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.9433692706568259
delta,451.0,1007.5232815964523,202.3592017738359,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.9644871957848726
delta,436.0,797.3899082568807,188.91284403669724,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.7233051202692274
delta,593.0,1046.3929173693086,184.61551433389545,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.0091000970163462
delta,421.0,814.3800475059383,190.9643705463183,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.7428056735714659
delta,354.0,755.4463276836158,193.9180790960452,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.6751640770049077
delta,256.0,1388.296875,198.60546875,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.4015227989311332
delta,543.0,918.036832412523,181.76243093922653,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.8617784865412988
delta,441.0,1253.8412698412699,189.1814058956916,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.2472004207123668
delta,444.0,1033.2297297297298,174.03153153153153,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,0.9939919546738862
delta,380.0,1339.4131578947367,192.00263157894736,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.3454161645446248
delta,416.0,1165.5096153846155,184.48076923076923,0.0,20181025,acetate,37,O2,1,157.64877959346614,188.85162715117218,852.552321201514,771.4511860298763,949.5841352686975,1.1458171353397961
delta,397.0,214.22670025188916,173.98488664987406,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.05473071782054872
delta,577.0,267.526863084922,174.55979202772963,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.1159063592386266
delta,488.0,854.0655737704918,186.60655737704917,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.7891103409060952
delta,780.0,998.8974358974359,183.8025641025641,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.9553421419447838
delta,360.0,682.0722222222222,195.01666666666668,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.5917037469793417
delta,512.0,1372.853515625,190.44140625,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.3845528952249888
delta,378.0,914.3227513227513,198.11904761904762,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.8582709455059352
delta,770.0,1404.1285714285714,201.02337662337663,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.4204490632191304
delta,619.0,908.5751211631664,194.5686591276252,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.8516740620639848
delta,376.0,741.0,193.75,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.6593385235219632
delta,407.0,905.7936117936118,189.35135135135135,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.8484815648792026
delta,467.0,793.2740899357601,205.11134903640257,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.7193364824659931
delta,410.0,890.2878048780487,200.24146341463415,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.8306846645819945
delta,491.0,1100.7189409368636,198.59266802443992,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.0722084993788856
delta,467.0,913.271948608137,200.71306209850107,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.8570648792079436
delta,611.0,1115.9296235679215,187.77414075286416,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.0896666686771055
delta,399.0,708.9799498746867,191.85714285714286,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.6225872829902729
delta,535.0,1574.6,213.45607476635513,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.616108859212286
delta,407.0,958.8255528255528,197.07616707616708,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.9093493528151905
delta,621.0,837.8196457326892,185.71497584541063,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.7704639613207673
delta,595.0,1552.1529411764707,192.04873949579832,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.59034508761218
delta,576.0,1082.34375,189.69097222222223,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.051118243139638
delta,553.0,1422.616636528029,196.56600361663652,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.4416688715822215
delta,564.0,1172.2482269503546,192.97340425531914,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.1543067467287138
delta,421.0,953.5866983372922,192.74346793349167,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.9033364202727651
delta,358.0,1088.572625698324,192.72346368715083,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.0582674795754088
delta,413.0,1129.503631961259,194.37046004842614,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.1052463334649616
delta,567.0,727.6754850088183,192.65961199294532,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.6440452165629617
delta,518.0,700.4710424710424,195.95559845559845,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,0.6128211239296413
delta,443.0,1051.0,192.00451467268624,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.0151432308924049
delta,632.0,1266.8196202531647,194.5727848101266,0.0,20181025,acetate,37,O2,1,156.99069438693786,192.4004363046015,852.552321201514,771.4511860298763,949.5841352686975,1.2628517367923309
delta,315.0,199.4063492063492,172.92380952380952,0.0,20181025,acetate,37,O2,1,155.72805648824988,189.1666106959267,852.552321201514,771.4511860298763,949.5841352686975,0.03916975601787758
delta,501.0,565.6646706586827,176.94211576846308,0.0,20181025,acetate,37,O2,1,155.72805648824988,189.1666106959267,852.552321201514,771.4511860298763,949.5841352686975,0.45954535242541517
delta,324.0,899.3364197530864,186.87962962962962,0.0,20181025,acetate,37,O2,1,155.72805648824988,189.1666106959267,852.552321201514,771.4511860298763,949.5841352686975,0.8425194783748271
delta,288.0,778.4027777777778,187.29513888888889,0.0,20181025,acetate,37,O2,1,155.72805648824988,189.1666106959267,852.552321201514,771.4511860298763,949.5841352686975,0.7037170296836451
