alpha,log_prob
897.664782310913,-6482.375573267734
854.534076356825,-6481.815910381987
888.5898060562154,-6483.045770391628
883.0906812188243,-6483.331652066189
899.5908871926192,-6483.325020378971
887.797840141717,-6481.04820201142
836.9055221177465,-6483.3971102327205
907.7608384611549,-6482.96053404032
843.6634841585742,-6481.082672727614
914.2665983190759,-6482.489374579248
926.1402664295714,-6482.048487947124
908.7994981737605,-6481.254527898135
862.641372565689,-6481.09646948164
876.2876196406762,-6481.04050303471
837.9731251338119,-6480.680195558945
842.6386418823244,-6480.577850742154
833.982835445587,-6480.777475959763
843.3647121040096,-6482.752547397369
919.5730232566555,-6481.7081017891405
843.832054174105,-6481.326047186274
908.8611286757447,-6483.675028462601
811.7980577040722,-6482.612204790932
854.9130523254789,-6480.397336852947
835.3039489481906,-6481.103795987748
800.7435244689187,-6482.08386495682
800.7435244689187,-6482.08386495682
922.5091610329018,-6481.647627040886
826.545479836183,-6482.501713490289
888.750037507432,-6482.590671890318
837.5824392813099,-6482.624161731899
879.6745564349942,-6482.1491866285305
833.5197840329972,-6482.513718915721
810.5156674297824,-6481.439296374263
822.7192916801035,-6482.216530843634
960.2775571023993,-6482.892571605755
915.5219197288391,-6482.199652181022
928.0579794520132,-6482.504638360939
915.8357766462004,-6482.611221335794
795.0757841920718,-6481.919658029353
824.0524777616941,-6481.235866076213
887.1736074144854,-6482.3811780054275
856.487962976207,-6481.258944529967
861.0757414923839,-6481.509028659531
907.0092721885035,-6481.087537232291
805.047577178036,-6482.183233346318
911.28921971959,-6481.769123660119
926.4907702464374,-6483.778049224879
896.3487677445665,-6480.892044870133
822.8329803967983,-6480.75957589989
832.2340388238075,-6480.969270253386
842.805441056409,-6480.48053671452
862.8025967052901,-6480.9637717193855
955.0490517397728,-6483.022849313193
903.4762223111197,-6481.2510828692175
869.6511515807676,-6480.771739625999
902.1903724678767,-6481.841802496106
821.3932102761328,-6481.947715631523
837.4939264003348,-6481.288167489666
824.7520712000673,-6481.362609924194
802.8602271368451,-6481.372116304343
841.3274020093667,-6480.476444558662
841.8201533388003,-6480.646674693568
830.622326779112,-6480.752617507168
828.1127446947578,-6480.59830559893
878.075735732271,-6480.585369569153
896.3260289550793,-6481.8041471522665
896.3260289550793,-6481.8041471522665
846.7618379049459,-6481.142206144624
843.9014393142029,-6480.706366054792
816.4561359132491,-6481.006365248445
775.7394257514765,-6482.6304882400755
890.5472419237432,-6481.32863750821
876.3720621654544,-6480.801288139801
872.2251204690156,-6481.613832368013
838.9818431142616,-6480.622030418229
931.5350204623542,-6481.72240789376
964.9829334180984,-6483.032765403059
919.656004909134,-6481.487053761685
881.3852382767427,-6480.745750234867
840.6057953013732,-6480.730176995789
829.0953784137982,-6480.946724942544
914.8767664727302,-6482.489204038485
872.1681125097773,-6481.163654425991
833.0882272037848,-6482.02686947042
887.1770399278191,-6480.735362322107
934.6176931338952,-6482.095707072291
894.4914182468968,-6480.816237431034
896.4415814377295,-6481.25542688263
924.1743827102205,-6482.34065051283
839.6930840357351,-6482.028645973877
817.2123931233443,-6482.451930428892
823.659270826465,-6482.263415766769
853.670557137394,-6480.637621248197
801.6221932387925,-6481.896773107971
857.8935924764243,-6480.417178019343
891.4513554912193,-6480.756260358506
841.2609010265943,-6480.43422184883
862.0439998784549,-6480.98128955359
838.7898436955139,-6480.876048395652
796.6637481436433,-6481.91652746498
790.3634176182302,-6481.896665413076
791.7591660201566,-6481.826301416667
794.9633666710477,-6482.8037025316735
795.3000360390866,-6482.595783203691
830.6996669583655,-6481.5962634214775
929.5921107623012,-6481.601696671636
845.195984413681,-6481.522225192273
847.8131898669344,-6481.429733246378
772.601393794858,-6483.667809545562
