parameter,value,well_id,carbon,strain
max df,0.007744629870246825,27,glucose,delta
lag time stderr,0.29256318165696127,27,glucose,delta
lag time std,2.925631816569613,27,glucose,delta
lag time,63.66754842982348,27,glucose,delta
max y stderr,0.00012112074303654216,27,glucose,delta
max y,0.08403528335277097,27,glucose,delta
inverse max df stderr,0.19296769174324652,27,glucose,delta
max y std,0.0012112074303654216,27,glucose,delta
inverse max df,89.54160098825527,27,glucose,delta
time of max df stderr,0.6233931343863185,27,glucose,delta
time of max df std,6.233931343863185,27,glucose,delta
time of max df,126.07666666666668,27,glucose,delta
max df stderr,1.6556507559995283e-05,27,glucose,delta
max df std,0.00016556507559995282,27,glucose,delta
inverse max df std,1.9296769174324653,27,glucose,delta
inverse max df stderr,0.48420898473364354,28,glucose,delta
lag time,58.05302726970651,28,glucose,delta
max y stderr,0.00015516181903405405,28,glucose,delta
max y std,0.0015516181903405405,28,glucose,delta
max y,0.08870062184253578,28,glucose,delta
inverse max df std,4.842089847336435,28,glucose,delta
inverse max df,117.43018957097061,28,glucose,delta
time of max df stderr,7.98828210568455,28,glucose,delta
lag time std,5.550238132342247,28,glucose,delta
max df,0.005912886985012126,28,glucose,delta
max df std,0.0002490165116065013,28,glucose,delta
lag time stderr,0.5550238132342247,28,glucose,delta
time of max df,128.73666666666665,28,glucose,delta
time of max df std,79.8828210568455,28,glucose,delta
max df stderr,2.490165116065013e-05,28,glucose,delta
lag time,58.35399357927155,29,glucose,delta
max y stderr,0.00012618943761209003,29,glucose,delta
max y std,0.0012618943761209004,29,glucose,delta
max y,0.08765382802264313,29,glucose,delta
inverse max df std,2.0452174939855627,29,glucose,delta
inverse max df,94.76555107805657,29,glucose,delta
time of max df stderr,1.4066168632573688,29,glucose,delta
time of max df std,14.066168632573689,29,glucose,delta
time of max df,113.89666666666668,29,glucose,delta
max df stderr,1.5861243207523188e-05,29,glucose,delta
max df std,0.00015861243207523188,29,glucose,delta
max df,0.007317758564162797,29,glucose,delta
inverse max df stderr,0.20452174939855627,29,glucose,delta
lag time std,2.3923895670942716,29,glucose,delta
lag time stderr,0.23923895670942716,29,glucose,delta
max df,0.005716574544101526,30,glucose,delta
lag time stderr,0.231223364881884,30,glucose,delta
max df std,0.00010435586438326425,30,glucose,delta
max df stderr,1.0435586438326425e-05,30,glucose,delta
time of max df,126.35666666666668,30,glucose,delta
time of max df std,9.70226262270816,30,glucose,delta
time of max df stderr,0.970226262270816,30,glucose,delta
inverse max df,121.29280567308275,30,glucose,delta
inverse max df std,2.225708396902244,30,glucose,delta
inverse max df stderr,0.2225708396902244,30,glucose,delta
max y,0.0967317867751552,30,glucose,delta
max y std,0.0008476178600667566,30,glucose,delta
max y stderr,8.476178600667566e-05,30,glucose,delta
lag time,60.91393559088694,30,glucose,delta
lag time std,2.31223364881884,30,glucose,delta
max df,0.007118885897057848,31,glucose,delta
lag time std,1.6362071224867876,31,glucose,delta
lag time,57.760637140287,31,glucose,delta
max y stderr,0.00010998449155382845,31,glucose,delta
max y std,0.0010998449155382845,31,glucose,delta
max y,0.08743749313117609,31,glucose,delta
inverse max df stderr,0.18470816790764616,31,glucose,delta
inverse max df std,1.8470816790764615,31,glucose,delta
inverse max df,97.4021856493727,31,glucose,delta
time of max df stderr,1.3854165438596442,31,glucose,delta
time of max df,109.27666666666669,31,glucose,delta
max df stderr,1.3425340159737208e-05,31,glucose,delta
max df std,0.0001342534015973721,31,glucose,delta
lag time stderr,0.16362071224867875,31,glucose,delta
time of max df std,13.854165438596441,31,glucose,delta
lag time stderr,0.1726237984856662,32,glucose,delta
lag time,59.84662465841182,32,glucose,delta
max df,0.006456539410442973,32,glucose,delta
max df std,8.793607200346235e-05,32,glucose,delta
max df stderr,8.793607200346236e-06,32,glucose,delta
lag time std,1.726237984856662,32,glucose,delta
time of max df std,6.444183423832686,32,glucose,delta
time of max df stderr,0.6444183423832686,32,glucose,delta
time of max df,119.91666666666669,32,glucose,delta
inverse max df std,1.4629351936579218,32,glucose,delta
inverse max df stderr,0.14629351936579219,32,glucose,delta
max y,0.093113645196907,32,glucose,delta
max y std,0.0008384054983313645,32,glucose,delta
max y stderr,8.384054983313646e-05,32,glucose,delta
