atc_conc_ngmL,mean_repressors,mean_yfp,fold_change
1.0,18.243972708073894,13756.644539580113,0.13741336420386663
2.0,50.59924753847549,3928.6299599934073,0.03924258259065793
3.0,177.04994033595412,1759.0841312907528,0.017571266576149863
4.0,167.15094234579945,3029.811115897381,0.03026439602621571
6.0,242.4666187094564,1772.6254011000358,0.017706528589697727
10.0,292.8278373244916,1536.4312267905966,0.015347215168184753
