date,carbon,temp_C,operator,colony_idx,fractional_area,time_min,area
20181016,glycerol,37,O2,1,11.141129032258064,252,
20181016,glycerol,37,O2,1,11.810483870967742,259,
20181016,glycerol,37,O2,1,12.370967741935484,266,
20181016,glycerol,37,O2,1,13.209677419354838,273,
20181016,glycerol,37,O2,1,14.004032258064516,280,
20181016,glycerol,37,O2,1,14.838709677419354,287,
20181016,glycerol,37,O2,1,15.858870967741936,294,
20181016,glycerol,37,O2,1,16.649193548387096,301,
20181016,glycerol,37,O2,1,17.600806451612904,308,
20181016,glycerol,37,O2,1,18.633064516129032,315,
20181016,glycerol,37,O2,1,19.375,322,
20181016,glycerol,37,O2,1,20.16532258064516,329,
20181016,glycerol,37,O2,1,21.177419354838708,336,
20181016,glycerol,37,O2,1,21.887096774193548,343,
20181016,glycerol,37,O2,1,23.536290322580644,350,
20181016,glycerol,37,O2,2,1.0,0,
20181016,glycerol,37,O2,2,1.011747430249633,7,
20181016,glycerol,37,O2,2,1.0308370044052864,14,
20181016,glycerol,37,O2,2,1.052863436123348,21,
20181016,glycerol,37,O2,2,1.0778267254038179,28,
20181016,glycerol,37,O2,2,1.091042584434655,35,
20181016,glycerol,37,O2,2,1.105726872246696,42,
20181016,glycerol,37,O2,2,1.1365638766519823,49,
20181016,glycerol,37,O2,2,1.1953010279001468,56,
20181016,glycerol,37,O2,2,1.234948604992658,63,
20181016,glycerol,37,O2,2,1.3142437591776799,70,
20181016,glycerol,37,O2,2,1.380323054331865,77,
20181016,glycerol,37,O2,2,1.4625550660792952,84,
20181016,glycerol,37,O2,2,1.5462555066079295,91,
20181016,glycerol,37,O2,2,1.619676945668135,98,
20181016,glycerol,37,O2,2,1.6886930983847284,105,
20181016,glycerol,37,O2,2,1.7342143906020557,112,
20181016,glycerol,37,O2,2,1.7958883994126285,119,
20181016,glycerol,37,O2,2,1.8370044052863437,126,
20181016,glycerol,37,O2,2,1.919236417033774,133,
20181016,glycerol,37,O2,2,1.9691629955947136,140,
20181016,glycerol,37,O2,2,2.0499265785609397,147,
20181016,glycerol,37,O2,2,2.0954478707782673,154,
20181016,glycerol,37,O2,2,2.223201174743025,161,
20181016,glycerol,37,O2,2,2.345080763582966,168,
20181016,glycerol,37,O2,2,2.490455212922173,175,
20181016,glycerol,37,O2,2,2.5932452276064613,182,
20181016,glycerol,37,O2,2,2.6989720998531572,189,
20181016,glycerol,37,O2,2,2.853157121879589,196,
20181016,glycerol,37,O2,2,2.9397944199706316,203,
20181016,glycerol,37,O2,2,3.048458149779736,210,
20181016,glycerol,37,O2,2,3.089574155653451,217,
20181016,glycerol,37,O2,2,3.221732745961821,224,
20181016,glycerol,37,O2,2,3.299559471365639,231,
20181016,glycerol,37,O2,2,3.4038179148311305,238,
20181016,glycerol,37,O2,2,3.5036710719530104,245,
20181016,glycerol,37,O2,2,3.606461086637298,252,
20181016,glycerol,37,O2,2,3.7400881057268722,259,
20181016,glycerol,37,O2,2,3.869309838472834,266,
20181016,glycerol,37,O2,2,4.014684287812041,273,
20181016,glycerol,37,O2,2,4.142437591776799,280,
20181016,glycerol,37,O2,2,4.258443465491924,287,
20181016,glycerol,37,O2,2,4.3509544787077825,294,
20181016,glycerol,37,O2,2,4.383259911894273,301,
20181016,glycerol,37,O2,2,4.469897209985316,308,
20181016,glycerol,37,O2,2,4.584434654919236,315,
20181016,glycerol,37,O2,2,4.618208516886931,322,
20181016,glycerol,37,O2,2,4.784140969162996,329,
20181016,glycerol,37,O2,2,4.8883994126284875,336,
20181016,glycerol,37,O2,2,4.963289280469898,343,
20181016,glycerol,37,O2,2,5.348017621145375,350,
20181016,glycerol,37,O2,3,1.0,0,
20181016,glycerol,37,O2,3,1.030741410488246,7,
20181016,glycerol,37,O2,3,1.0108499095840868,14,
20181016,glycerol,37,O2,3,0.9909584086799277,21,
20181016,glycerol,37,O2,3,1.0090415913200723,28,
20181016,glycerol,37,O2,3,1.0235081374321882,35,
20181016,glycerol,37,O2,3,1.0379746835443038,42,
20181016,glycerol,37,O2,3,1.0596745027124774,49,
20181016,glycerol,37,O2,3,1.0759493670886076,56,
20181016,glycerol,37,O2,3,1.0831826401446654,63,
20181016,glycerol,37,O2,3,1.132007233273056,70,
20181016,glycerol,37,O2,3,1.1229656419529837,77,
20181016,glycerol,37,O2,3,1.139240506329114,84,
20181016,glycerol,37,O2,3,1.1790235081374323,91,
20181016,glycerol,37,O2,3,1.1482820976491863,98,
20181016,glycerol,37,O2,3,1.1338155515370705,105,
20181016,glycerol,37,O2,3,1.1428571428571428,112,
20181016,glycerol,37,O2,3,1.1518987341772151,119,
20181016,glycerol,37,O2,3,1.1916817359855334,126,
20181016,glycerol,37,O2,3,1.2043399638336347,133,
20181016,glycerol,37,O2,3,1.2332730560578662,140,
20181016,glycerol,37,O2,3,1.2658227848101267,147,
20181016,glycerol,37,O2,3,1.3037974683544304,154,
20181016,glycerol,37,O2,3,1.3309222423146474,161,
20181016,glycerol,37,O2,3,1.3978300180831826,168,
20181016,glycerol,37,O2,3,1.4647377938517179,175,
20181016,glycerol,37,O2,3,1.5027124773960217,182,
20181016,glycerol,37,O2,3,1.596745027124774,189,
20181016,glycerol,37,O2,3,1.6799276672694394,196,
20181016,glycerol,37,O2,3,1.7432188065099457,203,
20181016,glycerol,37,O2,3,1.8462929475587704,210,
20181016,glycerol,37,O2,3,1.9620253164556962,217,
20181016,glycerol,37,O2,3,2.0723327305605785,224,
20181016,glycerol,37,O2,3,2.18625678119349,231,
20181016,glycerol,37,O2,3,2.3110307414104883,238,
20181016,glycerol,37,O2,3,2.481012658227848,245,
20181016,glycerol,37,O2,3,2.64376130198915,252,
20181016,glycerol,37,O2,3,2.8589511754068715,259,
20181016,glycerol,37,O2,3,2.9855334538878844,266,
20181016,glycerol,37,O2,3,3.2350813743218807,273,
20181016,glycerol,37,O2,3,3.430379746835443,280,
20181016,glycerol,37,O2,3,3.6546112115732368,287,
20181016,glycerol,37,O2,3,3.909584086799277,294,
20181016,glycerol,37,O2,3,4.117540687160941,301,
20181016,glycerol,37,O2,3,4.23869801084991,308,
20181016,glycerol,37,O2,3,4.443037974683544,315,
20181016,glycerol,37,O2,3,4.511754068716094,322,
20181016,glycerol,37,O2,3,4.5533453887884265,329,
20181016,glycerol,37,O2,3,4.634719710669078,336,
20181016,glycerol,37,O2,3,4.708860759493671,343,
20181016,glycerol,37,O2,3,4.844484629294756,350,
20181016,glycerol,37,O2,4,1.0,0,
20181016,glycerol,37,O2,4,1.0108991825613078,7,
20181016,glycerol,37,O2,4,1.0245231607629428,14,
20181016,glycerol,37,O2,4,1.0381471389645776,21,
20181016,glycerol,37,O2,4,1.095367847411444,28,
20181016,glycerol,37,O2,4,1.1553133514986376,35,
20181016,glycerol,37,O2,4,1.2534059945504088,42,
20181016,glycerol,37,O2,4,1.2833787465940054,49,
20181016,glycerol,37,O2,4,1.3623978201634876,56,
20181016,glycerol,37,O2,4,1.4087193460490464,63,
20181016,glycerol,37,O2,4,1.55858310626703,70,
20181016,glycerol,37,O2,4,1.6702997275204359,77,
20181016,glycerol,37,O2,4,1.79291553133515,84,
20181016,glycerol,37,O2,4,1.9536784741144415,91,
20181016,glycerol,37,O2,4,2.0326975476839237,98,
20181016,glycerol,37,O2,4,2.1689373297002725,105,
20181016,glycerol,37,O2,4,2.215258855585831,112,
20181016,glycerol,37,O2,4,2.3651226158038146,119,
20181016,glycerol,37,O2,4,2.5286103542234333,126,
20181016,glycerol,37,O2,4,2.5912806539509536,133,
20181016,glycerol,37,O2,4,2.741144414168937,140,
20181016,glycerol,37,O2,4,2.9291553133514987,147,
20181016,glycerol,37,O2,4,3.1689373297002725,154,
20181016,glycerol,37,O2,4,3.3051771117166213,161,
20181016,glycerol,37,O2,4,3.438692098092643,168,
20181016,glycerol,37,O2,4,3.5395095367847413,175,
20181016,glycerol,37,O2,4,3.525885558583106,182,
20181016,glycerol,37,O2,4,3.577656675749319,189,
20181016,glycerol,37,O2,4,3.678474114441417,196,
20181016,glycerol,37,O2,4,3.741144414168937,203,
20181016,glycerol,37,O2,4,3.8419618528610355,210,
20181016,glycerol,37,O2,4,4.010899182561308,217,
20181016,glycerol,37,O2,4,4.087193460490464,224,
20181016,glycerol,37,O2,4,4.299727520435967,231,
20181016,glycerol,37,O2,4,4.487738419618529,238,
20181016,glycerol,37,O2,4,4.670299727520436,245,
20181016,glycerol,37,O2,4,4.784741144414169,252,
20181016,glycerol,37,O2,4,5.049046321525886,259,
20181016,glycerol,37,O2,4,5.313351498637602,266,
20181016,glycerol,37,O2,4,5.613079019073569,273,
20181016,glycerol,37,O2,4,5.817438692098093,280,
20181016,glycerol,37,O2,4,6.03542234332425,287,
20181016,glycerol,37,O2,4,6.204359673024523,294,
20181016,glycerol,37,O2,4,6.4141689373297,301,
20181016,glycerol,37,O2,4,6.569482288828338,308,
20181016,glycerol,37,O2,4,6.871934604904633,315,
20181016,glycerol,37,O2,4,7.084468664850136,322,
20181016,glycerol,37,O2,4,7.302452316076295,329,
20181016,glycerol,37,O2,4,7.610354223433243,336,
20181016,glycerol,37,O2,4,7.9727520435967305,343,
20181016,glycerol,37,O2,4,8.217983651226158,350,
20181016,glycerol,37,O2,5,1.0,0,
20181016,glycerol,37,O2,5,0.9748201438848921,7,
20181016,glycerol,37,O2,5,0.9748201438848921,14,
20181016,glycerol,37,O2,5,1.1366906474820144,21,
20181016,glycerol,37,O2,5,1.3021582733812949,28,
20181016,glycerol,37,O2,5,1.3273381294964028,35,
20181016,glycerol,37,O2,5,1.3633093525179856,42,
20181016,glycerol,37,O2,5,1.4388489208633093,49,
20181016,glycerol,37,O2,5,1.4388489208633093,56,
20181016,glycerol,37,O2,5,1.4244604316546763,63,
20181016,glycerol,37,O2,5,1.5215827338129497,70,
20181016,glycerol,37,O2,5,1.5287769784172662,77,
20181016,glycerol,37,O2,5,1.6223021582733812,84,
20181016,glycerol,37,O2,5,1.643884892086331,91,
20181016,glycerol,37,O2,5,1.723021582733813,98,
20181016,glycerol,37,O2,5,1.7805755395683454,105,
20181016,glycerol,37,O2,5,1.870503597122302,112,
20181016,glycerol,37,O2,5,1.9568345323741008,119,
20181016,glycerol,37,O2,5,2.0107913669064748,126,
20181016,glycerol,37,O2,5,2.129496402877698,133,
20181016,glycerol,37,O2,5,2.2949640287769784,140,
20181016,glycerol,37,O2,5,2.4748201438848922,147,
20181016,glycerol,37,O2,5,2.6906474820143886,154,
20181016,glycerol,37,O2,5,2.8992805755395685,161,
20181016,glycerol,37,O2,5,3.2050359712230216,168,
20181016,glycerol,37,O2,5,3.593525179856115,175,
20181016,glycerol,37,O2,5,3.726618705035971,182,
20181016,glycerol,37,O2,5,3.9424460431654675,189,
20181016,glycerol,37,O2,5,4.26978417266187,196,
20181016,glycerol,37,O2,5,4.5503597122302155,203,
20181016,glycerol,37,O2,5,4.827338129496403,210,
20181016,glycerol,37,O2,5,5.197841726618705,217,
20181016,glycerol,37,O2,5,5.381294964028777,224,
20181016,glycerol,37,O2,5,5.611510791366906,231,
20181016,glycerol,37,O2,5,5.874100719424461,238,
20181016,glycerol,37,O2,5,6.183453237410072,245,
20181016,glycerol,37,O2,5,6.392086330935252,252,
20181016,glycerol,37,O2,5,6.658273381294964,259,
20181016,glycerol,37,O2,5,6.881294964028777,266,
20181016,glycerol,37,O2,5,7.374100719424461,273,
20181016,glycerol,37,O2,5,7.683453237410072,280,
20181016,glycerol,37,O2,5,7.906474820143885,287,
20181016,glycerol,37,O2,5,8.140287769784173,294,
20181016,glycerol,37,O2,5,8.29496402877698,301,
20181016,glycerol,37,O2,5,8.607913669064748,308,
20181016,glycerol,37,O2,5,8.899280575539569,315,
20181016,glycerol,37,O2,5,9.122302158273381,322,
20181016,glycerol,37,O2,5,9.37410071942446,329,
20181016,glycerol,37,O2,5,9.913669064748202,336,
20181016,glycerol,37,O2,5,10.413669064748202,343,
20181016,glycerol,37,O2,5,10.899280575539569,350,
20181016,glycerol,37,O2,6,1.0,0,
20181016,glycerol,37,O2,6,1.0184615384615385,7,
20181016,glycerol,37,O2,6,1.0369230769230768,14,
20181016,glycerol,37,O2,6,1.023076923076923,21,
20181016,glycerol,37,O2,6,1.0323076923076924,28,
20181016,glycerol,37,O2,6,1.0415384615384615,35,
20181016,glycerol,37,O2,6,1.0507692307692307,42,
20181016,glycerol,37,O2,6,1.0861538461538462,49,
20181016,glycerol,37,O2,6,1.093846153846154,56,
20181016,glycerol,37,O2,6,1.113846153846154,63,
20181016,glycerol,37,O2,6,1.1384615384615384,70,
20181016,glycerol,37,O2,6,1.1892307692307693,77,
20181016,glycerol,37,O2,6,1.22,84,
20181016,glycerol,37,O2,6,1.2615384615384615,91,
20181016,glycerol,37,O2,6,1.28,98,
20181016,glycerol,37,O2,6,1.2984615384615386,105,
20181016,glycerol,37,O2,6,1.3107692307692307,112,
20181016,glycerol,37,O2,6,1.356923076923077,119,
20181016,glycerol,37,O2,6,1.4584615384615385,126,
20181016,glycerol,37,O2,6,1.4523076923076923,133,
20181016,glycerol,37,O2,6,1.4707692307692308,140,
20181016,glycerol,37,O2,6,1.4815384615384615,147,
20181016,glycerol,37,O2,6,1.5107692307692309,154,
20181016,glycerol,37,O2,6,1.5292307692307692,161,
20181016,glycerol,37,O2,6,1.56,168,
20181016,glycerol,37,O2,6,1.6046153846153846,175,
20181016,glycerol,37,O2,6,1.6707692307692308,182,
20181016,glycerol,37,O2,6,1.6861538461538461,189,
20181016,glycerol,37,O2,6,1.7646153846153847,196,
20181016,glycerol,37,O2,6,1.856923076923077,203,
20181016,glycerol,37,O2,6,1.9338461538461538,210,
20181016,glycerol,37,O2,6,2.144615384615385,217,
20181016,glycerol,37,O2,6,2.2984615384615386,224,
20181016,glycerol,37,O2,6,2.4953846153846153,231,
20181016,glycerol,37,O2,6,2.6153846153846154,238,
20181016,glycerol,37,O2,6,2.8,245,
20181016,glycerol,37,O2,6,2.890769230769231,252,
20181016,glycerol,37,O2,6,3.0153846153846153,259,
20181016,glycerol,37,O2,6,3.1584615384615384,266,
20181016,glycerol,37,O2,6,3.28,273,
20181016,glycerol,37,O2,6,3.3615384615384616,280,
20181016,glycerol,37,O2,6,3.476923076923077,287,
20181016,glycerol,37,O2,6,3.5784615384615384,294,
20181016,glycerol,37,O2,6,3.6969230769230768,301,
20181016,glycerol,37,O2,6,3.816923076923077,308,
20181016,glycerol,37,O2,6,3.9723076923076923,315,
20181016,glycerol,37,O2,6,4.141538461538461,322,
20181016,glycerol,37,O2,6,4.269230769230769,329,
20181016,glycerol,37,O2,6,4.418461538461538,336,
20181016,glycerol,37,O2,6,4.650769230769231,343,
20181016,glycerol,37,O2,6,4.844615384615385,350,
20181016,glycerol,37,O2,7,1.0,0,
20181016,glycerol,37,O2,7,1.0158730158730158,7,
20181016,glycerol,37,O2,7,1.0582010582010581,14,
20181016,glycerol,37,O2,7,1.08994708994709,21,
20181016,glycerol,37,O2,7,1.1587301587301588,28,
20181016,glycerol,37,O2,7,1.2010582010582012,35,
20181016,glycerol,37,O2,7,1.2724867724867726,42,
20181016,glycerol,37,O2,7,1.3042328042328042,49,
20181016,glycerol,37,O2,7,1.3174603174603174,56,
20181016,glycerol,37,O2,7,1.343915343915344,63,
20181016,glycerol,37,O2,7,1.373015873015873,70,
20181016,glycerol,37,O2,7,1.4444444444444444,77,
20181016,glycerol,37,O2,7,1.4867724867724867,84,
20181016,glycerol,37,O2,7,1.4788359788359788,91,
20181016,glycerol,37,O2,7,1.5264550264550265,98,
20181016,glycerol,37,O2,7,1.6613756613756614,105,
20181016,glycerol,37,O2,7,1.7751322751322751,112,
20181016,glycerol,37,O2,7,1.9047619047619047,119,
20181016,glycerol,37,O2,7,2.0291005291005293,126,
20181016,glycerol,37,O2,7,2.1084656084656084,133,
20181016,glycerol,37,O2,7,2.134920634920635,140,
20181016,glycerol,37,O2,7,2.1613756613756614,147,
20181016,glycerol,37,O2,7,2.1904761904761907,154,
20181016,glycerol,37,O2,7,2.2275132275132274,161,
20181016,glycerol,37,O2,7,2.238095238095238,168,
20181016,glycerol,37,O2,7,2.322751322751323,175,
20181016,glycerol,37,O2,7,2.314814814814815,182,
20181016,glycerol,37,O2,7,2.304232804232804,189,
20181016,glycerol,37,O2,7,2.3703703703703702,196,
20181016,glycerol,37,O2,7,2.4100529100529102,203,
20181016,glycerol,37,O2,7,2.4232804232804233,210,
20181016,glycerol,37,O2,7,2.502645502645503,217,
20181016,glycerol,37,O2,7,2.497354497354497,224,
20181016,glycerol,37,O2,7,2.5899470899470898,231,
20181016,glycerol,37,O2,7,2.6084656084656084,238,
20181016,glycerol,37,O2,7,2.7063492063492065,245,
20181016,glycerol,37,O2,7,2.6746031746031744,252,
20181016,glycerol,37,O2,7,2.761904761904762,259,
20181016,glycerol,37,O2,7,2.8915343915343916,266,
20181016,glycerol,37,O2,7,3.0423280423280423,273,
20181016,glycerol,37,O2,7,3.119047619047619,280,
20181016,glycerol,37,O2,7,3.2566137566137567,287,
20181016,glycerol,37,O2,7,3.3333333333333335,294,
20181016,glycerol,37,O2,7,3.3968253968253967,301,
20181016,glycerol,37,O2,7,3.365079365079365,308,
20181016,glycerol,37,O2,7,3.537037037037037,315,
20181016,glycerol,37,O2,7,3.6666666666666665,322,
20181016,glycerol,37,O2,7,3.6296296296296298,329,
20181016,glycerol,37,O2,7,3.767195767195767,336,
20181016,glycerol,37,O2,7,3.888888888888889,343,
20181016,glycerol,37,O2,7,4.116402116402116,350,
20181016,glycerol,37,O2,8,1.0,0,
20181016,glycerol,37,O2,8,1.0403225806451613,7,
20181016,glycerol,37,O2,8,1.0,14,
20181016,glycerol,37,O2,8,0.9354838709677419,21,
20181016,glycerol,37,O2,8,0.8991935483870968,28,
20181016,glycerol,37,O2,8,0.8508064516129032,35,
20181016,glycerol,37,O2,8,0.8548387096774194,42,
20181016,glycerol,37,O2,8,1.342741935483871,77,
20181016,glycerol,37,O2,8,1.3911290322580645,84,
20181016,glycerol,37,O2,8,1.4274193548387097,91,
20181016,glycerol,37,O2,8,1.471774193548387,98,
20181016,glycerol,37,O2,8,1.6612903225806452,105,
20181016,glycerol,37,O2,8,2.120967741935484,112,
20181016,glycerol,37,O2,8,2.6451612903225805,119,
20181016,glycerol,37,O2,8,3.1048387096774195,126,
20181016,glycerol,37,O2,8,3.5403225806451615,133,
20181016,glycerol,37,O2,8,3.782258064516129,140,
20181016,glycerol,37,O2,8,4.153225806451613,147,
20181016,glycerol,37,O2,8,4.274193548387097,154,
20181016,glycerol,37,O2,8,4.451612903225806,161,
20181016,glycerol,37,O2,8,4.528225806451613,168,
20181016,glycerol,37,O2,8,4.80241935483871,175,
20181016,glycerol,37,O2,8,5.088709677419355,182,
20181016,glycerol,37,O2,8,5.391129032258065,189,
20181016,glycerol,37,O2,8,5.721774193548387,196,
20181016,glycerol,37,O2,8,6.185483870967742,203,
20181016,glycerol,37,O2,8,6.669354838709677,210,
20181016,glycerol,37,O2,8,7.040322580645161,217,
20181016,glycerol,37,O2,8,7.338709677419355,224,
20181016,glycerol,37,O2,8,7.834677419354839,231,
20181016,glycerol,37,O2,8,8.32258064516129,238,
20181016,glycerol,37,O2,8,8.85483870967742,245,
20181016,glycerol,37,O2,8,9.487903225806452,252,
20181016,glycerol,37,O2,8,10.008064516129032,259,
20181016,glycerol,37,O2,8,10.59274193548387,266,
20181016,glycerol,37,O2,8,11.108870967741936,273,
20181016,glycerol,37,O2,8,11.709677419354838,280,
20181016,glycerol,37,O2,8,12.290322580645162,287,
20181016,glycerol,37,O2,8,12.754032258064516,294,
20181016,glycerol,37,O2,8,13.346774193548388,301,
20181016,glycerol,37,O2,8,13.959677419354838,308,
20181016,glycerol,37,O2,8,14.30241935483871,315,
20181016,glycerol,37,O2,8,14.762096774193548,322,
20181016,glycerol,37,O2,8,15.383064516129032,329,
20181016,glycerol,37,O2,8,15.85483870967742,336,
20181016,glycerol,37,O2,8,16.399193548387096,343,
20181016,glycerol,37,O2,8,17.092741935483872,350,
20181016,glycerol,37,O2,9,1.0,0,
20181016,glycerol,37,O2,9,1.0419161676646707,7,
20181016,glycerol,37,O2,9,1.1017964071856288,14,
20181016,glycerol,37,O2,9,1.098802395209581,21,
20181016,glycerol,37,O2,9,1.0598802395209581,28,
20181016,glycerol,37,O2,9,1.1017964071856288,35,
20181016,glycerol,37,O2,9,1.0778443113772456,42,
20181016,glycerol,37,O2,9,1.0508982035928143,49,
20181016,glycerol,37,O2,9,1.1287425149700598,56,
20181016,glycerol,37,O2,9,1.2095808383233533,63,
20181016,glycerol,37,O2,9,1.2664670658682635,70,
20181016,glycerol,37,O2,9,1.407185628742515,77,
20181016,glycerol,37,O2,9,1.5748502994011977,84,
20181016,glycerol,37,O2,9,1.877245508982036,91,
20181016,glycerol,37,O2,9,2.18562874251497,98,
20181016,glycerol,37,O2,9,2.4850299401197606,105,
20181016,glycerol,37,O2,9,2.68562874251497,112,
20181016,glycerol,37,O2,9,2.895209580838323,119,
20181016,glycerol,37,O2,9,3.1077844311377247,126,
20181016,glycerol,37,O2,9,3.269461077844311,133,
20181016,glycerol,37,O2,9,3.3532934131736525,140,
20181016,glycerol,37,O2,9,3.538922155688623,147,
20181016,glycerol,37,O2,9,3.7005988023952097,154,
20181016,glycerol,37,O2,9,3.874251497005988,161,
20181016,glycerol,37,O2,9,4.050898203592815,168,
20181016,glycerol,37,O2,9,4.155688622754491,175,
20181016,glycerol,37,O2,9,4.3532934131736525,182,
20181016,glycerol,37,O2,9,4.461077844311378,189,
20181016,glycerol,37,O2,9,4.640718562874252,196,
20181016,glycerol,37,O2,9,4.778443113772455,203,
20181016,glycerol,37,O2,9,4.916167664670659,210,
20181016,glycerol,37,O2,9,5.11377245508982,217,
20181016,glycerol,37,O2,9,5.338323353293413,224,
20181016,glycerol,37,O2,9,5.538922155688622,231,
20181016,glycerol,37,O2,9,5.640718562874252,238,
20181016,glycerol,37,O2,9,5.826347305389222,245,
20181016,glycerol,37,O2,9,5.940119760479042,252,
20181016,glycerol,37,O2,9,5.985029940119761,259,
20181016,glycerol,37,O2,9,6.149700598802395,266,
20181016,glycerol,37,O2,9,6.24251497005988,273,
20181016,glycerol,37,O2,9,6.446107784431137,280,
20181016,glycerol,37,O2,9,6.6946107784431135,287,
20181016,glycerol,37,O2,9,7.002994011976048,294,
20181016,glycerol,37,O2,9,7.290419161676646,301,
20181016,glycerol,37,O2,9,7.541916167664671,308,
20181016,glycerol,37,O2,9,7.847305389221557,315,
20181016,glycerol,37,O2,9,8.176646706586826,322,
20181016,glycerol,37,O2,9,8.58682634730539,329,
20181016,glycerol,37,O2,9,8.94311377245509,336,
20181016,glycerol,37,O2,9,9.194610778443113,343,
20181016,glycerol,37,O2,9,9.649700598802395,350,
20181016,glycerol,37,O2,10,1.0,0,
20181016,glycerol,37,O2,10,1.0454545454545454,7,
20181016,glycerol,37,O2,10,1.0867768595041323,14,
20181016,glycerol,37,O2,10,1.1198347107438016,21,
20181016,glycerol,37,O2,10,1.115702479338843,28,
20181016,glycerol,37,O2,10,1.165289256198347,35,
20181016,glycerol,37,O2,10,1.2933884297520661,42,
20181016,glycerol,37,O2,10,1.3760330578512396,49,
20181016,glycerol,37,O2,10,1.4545454545454546,56,
20181016,glycerol,37,O2,10,1.5743801652892562,63,
20181016,glycerol,37,O2,10,1.6570247933884297,70,
20181016,glycerol,37,O2,10,1.7396694214876034,77,
20181016,glycerol,37,O2,10,1.7685950413223142,84,
20181016,glycerol,37,O2,10,1.7727272727272727,91,
20181016,glycerol,37,O2,10,1.8512396694214877,98,
20181016,glycerol,37,O2,10,1.9008264462809918,105,
20181016,glycerol,37,O2,10,1.9256198347107438,112,
20181016,glycerol,37,O2,10,2.012396694214876,119,
20181016,glycerol,37,O2,10,2.0826446280991737,126,
20181016,glycerol,37,O2,10,2.090909090909091,133,
20181016,glycerol,37,O2,10,2.2479338842975207,140,
20181016,glycerol,37,O2,10,2.3677685950413223,147,
20181016,glycerol,37,O2,10,2.4132231404958677,154,
20181016,glycerol,37,O2,10,2.4958677685950414,161,
20181016,glycerol,37,O2,10,2.6115702479338845,168,
20181016,glycerol,37,O2,10,2.5950413223140494,175,
20181016,glycerol,37,O2,10,2.6983471074380163,182,
20181016,glycerol,37,O2,10,2.7892561983471076,189,
20181016,glycerol,37,O2,10,2.871900826446281,196,
20181016,glycerol,37,O2,10,3.074380165289256,203,
20181016,glycerol,37,O2,10,3.330578512396694,210,
20181016,glycerol,37,O2,10,3.5785123966942147,217,
20181016,glycerol,37,O2,10,3.8595041322314048,224,
20181016,glycerol,37,O2,10,4.132231404958677,231,
20181016,glycerol,37,O2,10,4.367768595041323,238,
20181016,glycerol,37,O2,10,4.566115702479339,245,
20181016,glycerol,37,O2,10,4.690082644628099,252,
20181016,glycerol,37,O2,10,4.81404958677686,259,
20181016,glycerol,37,O2,10,4.913223140495868,266,
20181016,glycerol,37,O2,10,5.012396694214876,273,
20181016,glycerol,37,O2,10,5.078512396694215,280,
20181016,glycerol,37,O2,10,5.140495867768595,287,
20181016,glycerol,37,O2,10,5.214876033057851,294,
20181016,glycerol,37,O2,10,5.338842975206612,301,
20181016,glycerol,37,O2,10,5.574380165289257,308,
20181016,glycerol,37,O2,10,5.81404958677686,315,
20181016,glycerol,37,O2,10,6.095041322314049,322,
20181016,glycerol,37,O2,10,6.260330578512397,329,
20181016,glycerol,37,O2,10,6.392561983471074,336,
20181016,glycerol,37,O2,10,6.855371900826446,343,
20181016,glycerol,37,O2,10,7.404958677685951,350,
20181016,glycerol,37,O2,11,1.0,0,
20181016,glycerol,37,O2,11,1.062857142857143,7,
20181016,glycerol,37,O2,11,1.1828571428571428,14,
20181016,glycerol,37,O2,11,1.282857142857143,21,
