date,carbon,temp_C,operator,colony_idx,area,time_min
20181016,glycerol,37,O2,1,248,0
20181016,glycerol,37,O2,1,261,7
20181016,glycerol,37,O2,1,274,21
20181016,glycerol,37,O2,1,285,42
20181016,glycerol,37,O2,1,289,70
20181016,glycerol,37,O2,1,270,105
20181016,glycerol,37,O2,1,264,147
20181016,glycerol,37,O2,1,281,196
20181016,glycerol,37,O2,1,307,252
20181016,glycerol,37,O2,1,326,315
20181016,glycerol,37,O2,1,372,385
20181016,glycerol,37,O2,1,428,462
20181016,glycerol,37,O2,1,468,546
20181016,glycerol,37,O2,1,515,637
20181016,glycerol,37,O2,1,536,735
20181016,glycerol,37,O2,1,600,840
20181016,glycerol,37,O2,1,707,952
20181016,glycerol,37,O2,1,807,1071
20181016,glycerol,37,O2,1,942,1197
20181016,glycerol,37,O2,1,1041,1330
20181016,glycerol,37,O2,1,1140,1470
20181016,glycerol,37,O2,1,1239,1617
20181016,glycerol,37,O2,1,1333,1771
20181016,glycerol,37,O2,1,1406,1932
20181016,glycerol,37,O2,1,1498,2100
20181016,glycerol,37,O2,1,1577,2275
20181016,glycerol,37,O2,1,1666,2457
20181016,glycerol,37,O2,1,1741,2646
20181016,glycerol,37,O2,1,1870,2842
20181016,glycerol,37,O2,1,1990,3045
20181016,glycerol,37,O2,1,2083,3255
20181016,glycerol,37,O2,1,2200,3472
20181016,glycerol,37,O2,1,2296,3696
20181016,glycerol,37,O2,1,2412,3927
20181016,glycerol,37,O2,1,2521,4165
20181016,glycerol,37,O2,1,2642,4410
20181016,glycerol,37,O2,1,2763,4662
20181016,glycerol,37,O2,1,2929,4921
20181016,glycerol,37,O2,1,3068,5187
20181016,glycerol,37,O2,1,3276,5460
20181016,glycerol,37,O2,1,3473,5740
20181016,glycerol,37,O2,1,3680,6027
20181016,glycerol,37,O2,1,3933,6321
20181016,glycerol,37,O2,1,4129,6622
20181016,glycerol,37,O2,1,4365,6930
20181016,glycerol,37,O2,1,4621,7245
20181016,glycerol,37,O2,1,4805,7567
20181016,glycerol,37,O2,1,5001,7896
20181016,glycerol,37,O2,1,5252,8232
20181016,glycerol,37,O2,1,5428,8575
20181016,glycerol,37,O2,1,5837,8925
20181016,glycerol,37,O2,2,681,0
20181016,glycerol,37,O2,2,689,7
20181016,glycerol,37,O2,2,702,21
20181016,glycerol,37,O2,2,717,42
20181016,glycerol,37,O2,2,734,70
20181016,glycerol,37,O2,2,743,105
20181016,glycerol,37,O2,2,753,147
20181016,glycerol,37,O2,2,774,196
20181016,glycerol,37,O2,2,814,252
20181016,glycerol,37,O2,2,841,315
20181016,glycerol,37,O2,2,895,385
20181016,glycerol,37,O2,2,940,462
20181016,glycerol,37,O2,2,996,546
20181016,glycerol,37,O2,2,1053,637
20181016,glycerol,37,O2,2,1103,735
20181016,glycerol,37,O2,2,1150,840
20181016,glycerol,37,O2,2,1181,952
20181016,glycerol,37,O2,2,1223,1071
20181016,glycerol,37,O2,2,1251,1197
20181016,glycerol,37,O2,2,1307,1330
20181016,glycerol,37,O2,2,1341,1470
20181016,glycerol,37,O2,2,1396,1617
20181016,glycerol,37,O2,2,1427,1771
20181016,glycerol,37,O2,2,1514,1932
20181016,glycerol,37,O2,2,1597,2100
20181016,glycerol,37,O2,2,1696,2275
20181016,glycerol,37,O2,2,1766,2457
20181016,glycerol,37,O2,2,1838,2646
20181016,glycerol,37,O2,2,1943,2842
20181016,glycerol,37,O2,2,2002,3045
20181016,glycerol,37,O2,2,2076,3255
20181016,glycerol,37,O2,2,2104,3472
20181016,glycerol,37,O2,2,2194,3696
20181016,glycerol,37,O2,2,2247,3927
20181016,glycerol,37,O2,2,2318,4165
20181016,glycerol,37,O2,2,2386,4410
20181016,glycerol,37,O2,2,2456,4662
20181016,glycerol,37,O2,2,2547,4921
20181016,glycerol,37,O2,2,2635,5187
20181016,glycerol,37,O2,2,2734,5460
