clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h47m,14,0.08,2,acetate,37,O2,20181001
09h47m,14,0.08,2,acetate,37,O2,20181001
09h47m,14,0.08,2,acetate,37,O2,20181001
12h36m,183,0.07,2,acetate,37,O2,20181001
12h36m,183,0.07,2,acetate,37,O2,20181001
12h36m,183,0.08,2,acetate,37,O2,20181001
15h23m,350,0.09,2,acetate,37,O2,20181001
15h23m,350,0.09,2,acetate,37,O2,20181001
15h23m,350,0.09,2,acetate,37,O2,20181001
17h17m,464,0.11,2,acetate,37,O2,20181001
17h17m,464,0.11,2,acetate,37,O2,20181001
17h17m,464,0.11,2,acetate,37,O2,20181001
00h42m,909,0.17,2,acetate,37,O2,20181002
00h42m,909,0.17,2,acetate,37,O2,20181002
00h42m,909,0.17,2,acetate,37,O2,20181002
12h01m,1588,0.28,2,acetate,37,O2,20181002
12h01m,1588,0.28,2,acetate,37,O2,20181002
12h01m,1588,0.28,2,acetate,37,O2,20181002
15h04m,1771,0.33,2,acetate,37,O2,20181002
15h04m,1771,0.33,2,acetate,37,O2,20181002
15h04m,1771,0.34,2,acetate,37,O2,20181002
17h32m,1919,0.32,2,acetate,37,O2,20181002
17h32m,1919,0.32,2,acetate,37,O2,20181002
17h32m,1919,0.32,2,acetate,37,O2,20181002
11h41m,3008,0.49,2,acetate,37,O2,20181002
11h41m,3008,0.49,2,acetate,37,O2,20181002
11h41m,3008,0.49,2,acetate,37,O2,20181002
14h43m,3190,0.5,2,acetate,37,O2,20181002
14h43m,3190,0.5,2,acetate,37,O2,20181002
14h43m,3190,0.5,2,acetate,37,O2,20181002
