I_1,I_2,area_1,area_2,bg_val,error_frame,fractional_birth_area,date,run_no,temp,carbon,operator
224.71612903225807,217.6602564102564,465.0,468.0,191.38726058309808,,0.4554913294797688,20181005,2,37,glucose,O2
281.8149882903981,276.81684210526316,427.0,475.0,191.38726058309808,,0.4732142857142857,20181005,2,37,glucose,O2
263.2050420168067,270.8225108225108,595.0,693.0,191.38726058309808,,0.4978947368421053,20181005,2,37,glucose,O2
255.8054662379421,261.4458598726115,622.0,628.0,191.38726058309808,,0.4460260972716489,20181005,2,37,glucose,O2
294.2072072072072,303.18005540166206,333.0,361.0,191.38726058309808,,0.47540983606557374,20181005,2,37,glucose,O2
269.73636363636365,263.3742857142857,330.0,350.0,191.38726058309808,,0.4852941176470588,20181005,2,37,glucose,O2
212.05420560747663,217.6054852320675,535.0,474.0,191.38726058309808,,0.5140073081607796,20181005,2,37,glucose,O2
273.7828685258964,274.4228650137741,502.0,726.0,191.38726058309808,,0.39265762170790103,20181005,2,37,glucose,O2
221.55268389662027,219.3504761904762,503.0,525.0,191.38726058309808,,0.49030172413793105,20181005,2,37,glucose,O2
241.0651828298887,234.57178841309823,629.0,397.0,191.38726058309808,,0.6437632135306554,20181005,2,37,glucose,O2
203.85976627712856,235.15,599.0,420.0,191.38726058309808,,0.5878312070657508,20181005,2,37,glucose,O2
302.72202166064983,324.7859848484849,554.0,528.0,191.62328198512517,,0.5323383084577115,20181005,2,37,glucose,O2
367.42724458204333,337.1074168797954,323.0,391.0,191.62328198512517,,0.46044303797468356,20181005,2,37,glucose,O2
296.1019417475728,288.52197802197804,618.0,546.0,191.62328198512517,,0.4893009985734665,20181005,2,37,glucose,O2
270.0659090909091,298.44520547945206,880.0,730.0,191.62328198512517,,0.47246376811594204,20181005,2,37,glucose,O2
252.2962962962963,250.44886363636363,486.0,528.0,191.62328198512517,,0.48412698412698413,20181005,2,37,glucose,O2
298.52317880794703,360.8031496062992,604.0,508.0,191.62328198512517,,0.5104669887278583,20181005,2,37,glucose,O2
312.3866459627329,276.9522058823529,644.0,816.0,191.62328198512517,,0.4667697063369397,20181005,2,37,glucose,O2
275.03809523809525,260.39336492890993,735.0,844.0,191.62328198512517,,0.49882903981264637,20181005,2,37,glucose,O2
267.9212962962963,255.62779740871613,648.0,849.0,191.62328198512517,,0.44196951934349354,20181005,2,37,glucose,O2
251.5771144278607,253.74610778443113,603.0,835.0,191.62328198512517,,0.45626822157434405,20181005,2,37,glucose,O2
326.61990950226243,334.9530201342282,442.0,447.0,191.62328198512517,,0.503767491926803,20181005,2,37,glucose,O2
283.09158415841586,277.23310344827587,808.0,725.0,191.62328198512517,,0.5330434782608696,20181005,2,37,glucose,O2
289.73411764705884,275.6509009009009,425.0,444.0,191.62328198512517,,0.46494464944649444,20181005,2,37,glucose,O2
254.77480916030535,250.82644628099175,524.0,484.0,191.62328198512517,,0.49426934097421205,20181005,2,37,glucose,O2
243.89787234042552,259.93589743589746,705.0,624.0,191.62328198512517,,0.5192780968006563,20181005,2,37,glucose,O2
258.4155844155844,263.0970149253731,616.0,536.0,191.62328198512517,,0.5495495495495496,20181005,2,37,glucose,O2
306.10130718954247,301.225988700565,306.0,354.0,191.62328198512517,,0.4816666666666667,20181005,2,37,glucose,O2
304.5844155844156,291.6796875,385.0,384.0,191.62328198512517,,0.5029154518950437,20181005,2,37,glucose,O2
231.31794871794872,229.68253968253967,585.0,567.0,191.62328198512517,,0.5238611713665944,20181005,2,37,glucose,O2
222.17636684303352,225.42317380352645,567.0,397.0,191.62328198512517,,0.5712418300653594,20181005,2,37,glucose,O2
222.2440758293839,221.09567198177677,422.0,439.0,191.62328198512517,,0.5145038167938931,20181005,2,37,glucose,O2
225.0902934537246,222.03413654618473,443.0,498.0,191.62328198512517,,0.4780292942743009,20181005,2,37,glucose,O2
223.88059701492537,217.75675675675674,536.0,518.0,191.62328198512517,,0.4096209912536443,20181005,2,37,glucose,O2
246.76857749469215,273.5131264916468,471.0,419.0,191.62328198512517,,0.5211970074812967,20181005,2,37,glucose,O2
264.7743467933492,253.3695198329854,421.0,479.0,191.62328198512517,,0.4836173001310616,20181005,2,37,glucose,O2
274.2395061728395,284.93709327548805,405.0,461.0,191.62328198512517,,0.49028400597907323,20181005,2,37,glucose,O2
277.6337662337662,264.3491379310345,385.0,464.0,191.62328198512517,,0.4511834319526627,20181005,2,37,glucose,O2
306.1925,298.2170542635659,400.0,387.0,191.62328198512517,,0.5,20181005,2,37,glucose,O2
306.42824074074076,312.5949720670391,432.0,358.0,191.62328198512517,,0.5454545454545454,20181005,2,37,glucose,O2
235.61609195402298,252.87206266318537,435.0,383.0,191.62328198512517,,0.5476190476190477,20181005,2,37,glucose,O2
265.7972222222222,251.9747572815534,360.0,515.0,191.62328198512517,,0.4095744680851064,20181005,2,37,glucose,O2
322.53072625698326,337.4159292035398,358.0,339.0,191.62328198512517,,0.5168195718654435,20181005,2,37,glucose,O2
327.962962962963,319.8575581395349,351.0,344.0,191.62328198512517,,0.4978165938864629,20181005,2,37,glucose,O2
208.72149122807016,210.09536082474227,456.0,388.0,191.62328198512517,,0.5565669700910273,20181005,2,37,glucose,O2
291.96593186372746,264.56297709923666,499.0,524.0,191.62328198512517,,0.47413793103448276,20181005,2,37,glucose,O2
293.7849740932642,288.25321888412014,386.0,466.0,191.62328198512517,,0.45305164319248825,20181005,2,37,glucose,O2
205.6485013623978,209.51966292134833,367.0,356.0,191.62328198512517,,0.5423497267759563,20181005,2,37,glucose,O2
211.71869639794167,203.77212806026364,583.0,531.0,191.62328198512517,,0.6215738284703802,20181005,2,37,glucose,O2
291.5110410094637,276.81714285714287,317.0,350.0,191.62328198512517,,0.45864661654135336,20181005,2,37,glucose,O2
266.3414634146341,256.4750656167979,410.0,381.0,191.62328198512517,,0.5240112994350282,20181005,2,37,glucose,O2
253.36472945891782,248.95249406175773,499.0,421.0,191.62328198512517,,0.5548926014319809,20181005,2,37,glucose,O2
284.63711340206186,288.875,485.0,368.0,191.62328198512517,,0.5563636363636364,20181005,2,37,glucose,O2
301.46611909650926,274.10036496350364,487.0,548.0,191.62328198512517,,0.44246031746031744,20181005,2,37,glucose,O2
204.1518771331058,203.19718309859155,586.0,568.0,191.62328198512517,,0.5351787773933102,20181005,2,37,glucose,O2
288.8605577689243,277.2220338983051,502.0,590.0,191.62328198512517,,0.44622641509433963,20181005,2,37,glucose,O2
264.9247311827957,261.1710144927536,744.0,345.0,191.62328198512517,,0.6831955922865014,20181005,2,37,glucose,O2
205.1580310880829,203.208,386.0,625.0,191.62328198512517,,0.35232067510548526,20181005,2,37,glucose,O2
295.472775564409,303.87340153452686,753.0,782.0,191.62328198512517,,0.4905537459283388,20181005,2,37,glucose,O2
277.68341708542715,249.25132275132276,597.0,756.0,191.62328198512517,,0.44124168514412415,20181005,2,37,glucose,O2
260.2307692307692,269.6577181208054,416.0,298.0,191.62328198512517,,0.5746268656716418,20181005,2,37,glucose,O2
228.91364421416236,228.85148514851485,579.0,606.0,191.62328198512517,,0.4537131230925738,20181005,2,37,glucose,O2
294.5609756097561,321.79330708661416,369.0,508.0,191.28169133244623,,0.5401002506265664,20181005,2,37,glucose,O2
441.3618843683083,465.6535269709544,467.0,482.0,191.28169133244623,,0.5160462130937099,20181005,2,37,glucose,O2
283.80392156862746,290.7893175074184,357.0,337.0,191.28169133244623,,0.5210608424336973,20181005,2,37,glucose,O2
334.6577380952381,348.41065830721004,336.0,319.0,191.28169133244623,,0.5129770992366413,20181005,2,37,glucose,O2
251.78428571428572,253.73455759599332,700.0,599.0,191.28169133244623,,0.5572413793103448,20181005,2,37,glucose,O2
253.1426332288401,256.3,638.0,640.0,191.28169133244623,,0.5463347164591977,20181005,2,37,glucose,O2
373.95580110497235,361.1683417085427,362.0,398.0,191.28169133244623,,0.493411420204978,20181005,2,37,glucose,O2
271.0905172413793,279.4109947643979,464.0,382.0,191.28169133244623,,0.5623268698060941,20181005,2,37,glucose,O2
280.0321489001692,298.12017167381975,591.0,466.0,191.28169133244623,,0.49557522123893805,20181005,2,37,glucose,O2
428.59943977591035,424.9596977329975,357.0,397.0,191.28169133244623,,0.43920145190562615,20181005,2,37,glucose,O2
291.82744282744284,311.13232104121477,481.0,461.0,191.28169133244623,,0.5044091710758377,20181005,2,37,glucose,O2
328.6592592592593,329.15819209039546,540.0,531.0,191.28169133244623,,0.49761526232114467,20181005,2,37,glucose,O2
372.44279661016947,330.181146025878,472.0,541.0,191.28169133244623,,0.39552238805970147,20181005,2,37,glucose,O2
305.1990950226244,277.31807780320366,442.0,437.0,191.28169133244623,,0.4607679465776294,20181005,2,37,glucose,O2
317.5477099236641,294.3009009009009,524.0,555.0,191.28169133244623,,0.4610951008645533,20181005,2,37,glucose,O2
216.16964285714286,215.58357771260998,336.0,341.0,191.28169133244623,,0.4886535552193646,20181005,2,37,glucose,O2
298.5920745920746,297.3071065989848,429.0,394.0,191.28169133244623,,0.5108108108108108,20181005,2,37,glucose,O2
293.9806338028169,283.11764705882354,568.0,629.0,191.28169133244623,,0.5031645569620253,20181005,2,37,glucose,O2
309.6197718631179,293.76302521008404,526.0,595.0,191.28169133244623,,0.4832,20181005,2,37,glucose,O2
301.45073891625617,295.2080924855491,812.0,692.0,191.28169133244623,,0.49173553719008267,20181005,2,37,glucose,O2
281.7953795379538,259.8125,606.0,576.0,191.28169133244623,,0.47492163009404387,20181005,2,37,glucose,O2
321.0048309178744,303.1974025974026,414.0,385.0,191.28169133244623,,0.49044585987261147,20181005,2,37,glucose,O2
227.05343511450383,229.87336244541484,393.0,458.0,191.28169133244623,,0.4623513870541612,20181005,2,37,glucose,O2
326.31669044222537,292.3414634146341,701.0,615.0,191.28169133244623,,0.4909560723514212,20181005,2,37,glucose,O2
302.228714524207,333.52027027027026,599.0,592.0,191.28169133244623,,0.5245700245700246,20181005,2,37,glucose,O2
336.9072847682119,328.1192468619247,453.0,478.0,191.28169133244623,,0.5006045949214026,20181005,2,37,glucose,O2
295.42292490118575,285.57162534435264,759.0,726.0,191.28169133244623,,0.4352791878172589,20181005,2,37,glucose,O2
342.8720682302772,331.46121593291406,469.0,477.0,191.28169133244623,,0.5299145299145299,20181005,2,37,glucose,O2
276.7914764079148,295.6078431372549,657.0,561.0,191.28169133244623,,0.4463768115942029,20181005,2,37,glucose,O2
214.48621190130623,215.003300330033,689.0,606.0,191.28169133244623,,0.5486910994764398,20181005,2,37,glucose,O2
266.0028901734104,262.328990228013,346.0,307.0,191.28169133244623,,0.5275310834813499,20181005,2,37,glucose,O2
265.63438256658594,270.0025,413.0,400.0,191.28169133244623,,0.4992887624466572,20181005,2,37,glucose,O2
321.7268170426065,322.5765765765766,399.0,444.0,191.28169133244623,,0.45703125,20181005,2,37,glucose,O2
304.24242424242425,304.20178571428573,528.0,560.0,191.28169133244623,,0.4967213114754098,20181005,2,37,glucose,O2
263.5123839009288,271.8675282714055,646.0,619.0,191.28169133244623,,0.5288220551378446,20181005,2,37,glucose,O2
264.0259481037924,260.4241877256318,501.0,554.0,191.28169133244623,,0.48854961832061067,20181005,2,37,glucose,O2
312.1156462585034,311.87934186471665,588.0,547.0,191.28169133244623,,0.5203488372093024,20181005,2,37,glucose,O2
256.619918699187,273.38271604938274,492.0,486.0,191.28169133244623,,0.510747185261003,20181005,2,37,glucose,O2
334.64578833693304,347.88980716253445,463.0,363.0,191.28169133244623,,0.5252173913043479,20181005,2,37,glucose,O2
373.9240924092409,361.0025641025641,303.0,390.0,191.28169133244623,,0.41451612903225804,20181005,2,37,glucose,O2
303.86861313868616,310.49905838041434,548.0,531.0,191.28169133244623,,0.542649727767695,20181005,2,37,glucose,O2
314.76666666666665,310.9392857142857,540.0,560.0,191.28169133244623,,0.4469357249626308,20181005,2,37,glucose,O2
306.94787644787647,312.8614564831261,518.0,563.0,191.28169133244623,,0.5287539936102237,20181005,2,37,glucose,O2
310.70892857142854,321.8062200956938,560.0,418.0,191.28169133244623,,0.5545112781954887,20181005,2,37,glucose,O2
302.86854460093895,292.4308390022676,426.0,441.0,191.28169133244623,,0.4932330827067669,20181005,2,37,glucose,O2
274.44182389937106,269.74548440065684,636.0,609.0,191.28169133244623,,0.5097087378640777,20181005,2,37,glucose,O2
266.83208020050125,244.92456479690523,399.0,517.0,191.28169133244623,,0.4628482972136223,20181005,2,37,glucose,O2
260.0180360721443,244.79331941544885,499.0,479.0,191.28169133244623,,0.48826291079812206,20181005,2,37,glucose,O2
213.97670250896059,217.34749034749035,558.0,518.0,191.28169133244623,,0.5239398084815321,20181005,2,37,glucose,O2
208.26421404682273,210.0084985835694,598.0,706.0,191.28169133244623,,0.466903073286052,20181005,2,37,glucose,O2
258.5707547169811,255.45974025974027,424.0,385.0,191.28169133244623,,0.5158959537572254,20181005,2,37,glucose,O2
248.23613963039014,240.49006622516555,487.0,453.0,191.28169133244623,,0.4880803011292346,20181005,2,37,glucose,O2
246.31697341513294,251.10913140311803,489.0,449.0,191.28169133244623,,0.48335974643423135,20181005,2,37,glucose,O2
237.57487922705315,254.76206896551724,621.0,580.0,191.28169133244623,,0.5247225025227044,20181005,2,37,glucose,O2
296.8765690376569,313.53757225433526,478.0,519.0,191.28169133244623,,0.5095729013254786,20181005,2,37,glucose,O2
313.10714285714283,311.5147347740668,532.0,509.0,191.28169133244623,,0.49931787175989084,20181005,2,37,glucose,O2
298.4299065420561,284.2987804878049,428.0,492.0,191.28169133244623,,0.4777327935222672,20181005,2,37,glucose,O2
283.2,289.04212860310423,425.0,451.0,191.28169133244623,,0.4754521963824289,20181005,2,37,glucose,O2
322.64864864864865,319.44063324538257,407.0,379.0,191.28169133244623,,0.5248041775456919,20181005,2,37,glucose,O2
255.2530413625304,258.2971014492754,411.0,414.0,191.28169133244623,,0.5069444444444444,20181005,2,37,glucose,O2
249.74789915966386,258.365234375,476.0,512.0,191.28169133244623,,0.47005649717514125,20181005,2,37,glucose,O2
275.1619318181818,272.86918604651163,352.0,344.0,191.28169133244623,,0.5269360269360269,20181005,2,37,glucose,O2
274.6755162241888,278.2822085889571,339.0,326.0,191.28169133244623,,0.5163934426229508,20181005,2,37,glucose,O2
261.30872483221475,257.06651884700665,447.0,451.0,191.28169133244623,,0.5159817351598174,20181005,2,37,glucose,O2
214.70967741935485,218.2802303262956,620.0,521.0,191.28169133244623,,0.5690276110444178,20181005,2,37,glucose,O2
213.36392914653786,214.43726937269372,621.0,542.0,191.28169133244623,,0.5254424778761062,20181005,2,37,glucose,O2
312.39718309859154,290.20726495726495,355.0,468.0,191.28169133244623,,0.44393241167434716,20181005,2,37,glucose,O2
293.6948818897638,296.8176100628931,508.0,477.0,191.28169133244623,,0.5368289637952559,20181005,2,37,glucose,O2
265.118530884808,290.50676982591875,599.0,517.0,191.28169133244623,,0.5340909090909091,20181005,2,37,glucose,O2
291.787109375,302.71458333333334,512.0,480.0,191.28169133244623,,0.4978601997146933,20181005,2,37,glucose,O2
270.7216274089936,278.5311111111111,467.0,450.0,191.28169133244623,,0.5357142857142857,20181005,2,37,glucose,O2
255.54310344827587,255.86382978723404,464.0,470.0,191.28169133244623,,0.4920844327176781,20181005,2,37,glucose,O2
272.9654320987654,277.0130208333333,405.0,384.0,191.28169133244623,,0.5170370370370371,20181005,2,37,glucose,O2
264.51020408163265,259.59827213822894,343.0,463.0,191.28169133244623,,0.4581497797356828,20181005,2,37,glucose,O2
219.30523917995444,220.37192118226602,439.0,406.0,191.28169133244623,,0.5391061452513967,20181005,2,37,glucose,O2
223.52202643171807,216.55858310626704,454.0,367.0,191.28169133244623,,0.5444596443228454,20181005,2,37,glucose,O2
211.7391304347826,213.44991212653778,483.0,569.0,191.28169133244623,,0.4849537037037037,20181005,2,37,glucose,O2
213.0188679245283,216.71846846846847,424.0,444.0,191.28169133244623,,0.5,20181005,2,37,glucose,O2
316.47354497354496,302.19134396355355,378.0,439.0,191.28169133244623,,0.4469820554649266,20181005,2,37,glucose,O2
339.84031413612564,326.3826530612245,382.0,392.0,191.28169133244623,,0.49572649572649574,20181005,2,37,glucose,O2
333.3722084367246,322.8568181818182,403.0,440.0,191.28169133244623,,0.4804964539007092,20181005,2,37,glucose,O2
325.54411764705884,302.39967105263156,408.0,608.0,191.28169133244623,,0.4541607898448519,20181005,2,37,glucose,O2
244.0603015075377,241.29787234042553,398.0,423.0,191.28169133244623,,0.47464788732394364,20181005,2,37,glucose,O2
256.3878205128205,244.9896373056995,312.0,386.0,191.28169133244623,,0.4583333333333333,20181005,2,37,glucose,O2
213.1157894736842,217.625,475.0,408.0,191.28169133244623,,0.5543624161073826,20181005,2,37,glucose,O2
220.5994318181818,219.36314363143632,352.0,369.0,191.28169133244623,,0.49447077409162715,20181005,2,37,glucose,O2
310.5551839464883,312.5072886297376,299.0,343.0,191.28169133244623,,0.4657320872274143,20181005,2,37,glucose,O2
328.6057692307692,320.7119205298013,312.0,302.0,191.28169133244623,,0.5244094488188976,20181005,2,37,glucose,O2
262.88421052631577,245.8918322295806,380.0,453.0,191.28169133244623,,0.4368811881188119,20181005,2,37,glucose,O2
260.5983379501385,260.4986595174263,361.0,373.0,191.28169133244623,,0.49182561307901906,20181005,2,37,glucose,O2
210.83387622149837,209.42898134863702,614.0,697.0,191.28169133244623,,0.49393605292171994,20181005,2,37,glucose,O2
221.12839506172838,219.12745098039215,405.0,408.0,191.28169133244623,,0.48985507246376814,20181005,2,37,glucose,O2
317.41007194244605,298.4377358490566,278.0,265.0,191.28169133244623,,0.5119705340699816,20181005,2,37,glucose,O2
370.2276422764228,335.9682151589242,369.0,409.0,191.28169133244623,,0.491869918699187,20181005,2,37,glucose,O2
306.50161812297733,308.43695014662757,309.0,341.0,191.28169133244623,,0.469721767594108,20181005,2,37,glucose,O2
213.40740740740742,219.50161812297733,324.0,309.0,191.28169133244623,,0.5118483412322274,20181005,2,37,glucose,O2
217.66788990825688,226.69131832797427,545.0,622.0,191.28169133244623,,0.4670094258783205,20181005,2,37,glucose,O2
255.88636363636363,248.18235294117648,396.0,340.0,191.28169133244623,,0.5380434782608695,20181005,2,37,glucose,O2
287.2776203966006,261.44529262086513,353.0,393.0,191.28169133244623,,0.4898785425101215,20181005,2,37,glucose,O2
257.70175438596493,268.4668989547038,342.0,287.0,191.28169133244623,,0.5437201907790143,20181005,2,37,glucose,O2
207.1330376940133,215.04156479217605,451.0,409.0,191.28169133244623,,0.5292652552926526,20181005,2,37,glucose,O2
213.61049723756906,209.62884160756502,362.0,423.0,191.28169133244623,,0.46114649681528663,20181005,2,37,glucose,O2
272.74927113702626,278.76687116564415,343.0,326.0,191.28169133244623,,0.5236641221374045,20181005,2,37,glucose,O2
211.41358024691357,217.25797872340425,486.0,376.0,191.28169133244623,,0.5376344086021505,20181005,2,37,glucose,O2
290.0859375,272.1702380952381,640.0,840.0,191.25233565866554,,0.4988738738738739,20181005,2,37,glucose,O2
274.44963144963145,283.4166666666667,407.0,384.0,191.25233565866554,,0.5145385587863464,20181005,2,37,glucose,O2
262.009765625,273.44692737430165,512.0,537.0,191.25233565866554,,0.4966216216216216,20181005,2,37,glucose,O2
245.52503052503053,244.14747191011236,819.0,712.0,191.25233565866554,,0.5086092715231788,20181005,2,37,glucose,O2
337.026,370.6302521008403,500.0,476.0,191.25233565866554,,0.5183098591549296,20181005,2,37,glucose,O2
273.9428104575163,291.5719626168224,612.0,535.0,191.25233565866554,,0.469553450608931,20181005,2,37,glucose,O2
368.72375690607737,388.1314432989691,362.0,388.0,191.25233565866554,,0.5070202808112324,20181005,2,37,glucose,O2
279.02758620689656,263.983164983165,435.0,594.0,191.25233565866554,,0.4674634794156706,20181005,2,37,glucose,O2
280.2790262172285,288.96875,534.0,448.0,191.25233565866554,,0.5352798053527981,20181005,2,37,glucose,O2
270.16921119592877,260.7517730496454,786.0,846.0,191.25233565866554,,0.5062111801242236,20181005,2,37,glucose,O2
274.37335092348286,270.27602523659306,758.0,634.0,191.25233565866554,,0.49307774227902024,20181005,2,37,glucose,O2
244.4388254486134,262.5379061371841,613.0,554.0,191.25233565866554,,0.5186136071887034,20181005,2,37,glucose,O2
262.6650485436893,261.4713493530499,412.0,541.0,191.25233565866554,,0.5,20181005,2,37,glucose,O2
227.31051752921536,227.3510324483776,599.0,678.0,191.25233565866554,,0.5024449877750611,20181005,2,37,glucose,O2
274.87852494577004,266.32327586206895,461.0,464.0,191.25233565866554,,0.4907749077490775,20181005,2,37,glucose,O2
282.741935483871,276.34383202099735,341.0,381.0,191.25233565866554,,0.4209621993127148,20181005,2,37,glucose,O2
235.19080459770115,237.08527131782947,435.0,387.0,191.25233565866554,,0.5409582689335394,20181005,2,37,glucose,O2
243.24236641221373,221.22190611664297,524.0,703.0,191.25233565866554,,0.42904656319290463,20181005,2,37,glucose,O2
219.98249027237355,225.4527027027027,514.0,444.0,191.25233565866554,,0.5439093484419264,20181005,2,37,glucose,O2
224.33947368421053,225.12698412698413,380.0,378.0,191.25233565866554,,0.48881789137380194,20181005,2,37,glucose,O2
239.57802197802198,236.96222664015906,455.0,503.0,191.25233565866554,,0.43673469387755104,20181005,2,37,glucose,O2
234.54095826893354,236.73693379790942,647.0,574.0,191.25233565866554,,0.5325520833333334,20181005,2,37,glucose,O2
220.91908713692945,227.76756756756757,482.0,370.0,191.25233565866554,,0.5652173913043478,20181005,2,37,glucose,O2
220.62745098039215,224.35369774919613,306.0,311.0,191.25233565866554,,0.52,20181005,2,37,glucose,O2
278.9799107142857,264.54007633587787,448.0,524.0,191.25233565866554,,0.5126964933494559,20181005,2,37,glucose,O2
263.58240396530357,245.25567502986857,807.0,837.0,191.25233565866554,,0.4555903866248694,20181005,2,37,glucose,O2
230.58152173913044,228.148623853211,552.0,545.0,191.25233565866554,,0.5187032418952618,20181005,2,37,glucose,O2
236.99404761904762,228.43562610229276,504.0,567.0,191.25233565866554,,0.4684931506849315,20181005,2,37,glucose,O2
252.8101545253863,242.91067538126362,453.0,459.0,191.25233565866554,,0.503052503052503,20181005,2,37,glucose,O2
233.87821612349913,231.62787136294028,583.0,653.0,191.25233565866554,,0.4698046181172291,20181005,2,37,glucose,O2
270.2416666666667,270.3053613053613,480.0,429.0,191.25233565866554,,0.5203349282296651,20181005,2,37,glucose,O2
260.42545454545456,270.2436115843271,550.0,587.0,191.25233565866554,,0.48139255702280914,20181005,2,37,glucose,O2
282.3952380952381,283.02721088435374,420.0,441.0,191.25233565866554,,0.4971590909090909,20181005,2,37,glucose,O2
235.28266666666667,230.7797752808989,375.0,445.0,191.25233565866554,,0.43391188251001334,20181005,2,37,glucose,O2
241.76276276276278,227.0731707317073,333.0,451.0,191.25233565866554,,0.4247448979591837,20181005,2,37,glucose,O2
230.10752688172042,229.8921052631579,372.0,380.0,191.25233565866554,,0.481994459833795,20181005,2,37,glucose,O2
224.77910447761195,224.58485639686685,335.0,383.0,191.25233565866554,,0.4493192133131619,20181005,2,37,glucose,O2
223.409604519774,224.1810810810811,354.0,370.0,191.25233565866554,,0.4706766917293233,20181005,2,37,glucose,O2
264.84358523725837,292.35169491525426,569.0,472.0,191.25233565866554,,0.5674300254452926,20181005,2,37,glucose,O2
270.2451923076923,278.2456140350877,416.0,456.0,191.25233565866554,,0.47776183644189385,20181005,2,37,glucose,O2
259.56830601092895,241.69642857142858,366.0,616.0,191.25233565866554,,0.3705263157894737,20181005,2,37,glucose,O2
239.6824644549763,239.20892494929006,422.0,493.0,191.25233565866554,,0.47533632286995514,20181005,2,37,glucose,O2
253.27317073170732,262.865,410.0,400.0,191.25233565866554,,0.4918918918918919,20181005,2,37,glucose,O2
227.95348837209303,227.65357967667435,430.0,433.0,191.25233565866554,,0.4982618771726535,20181005,2,37,glucose,O2
258.96,258.37758112094394,350.0,339.0,191.25233565866554,,0.5121555915721232,20181005,2,37,glucose,O2
