strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_hpd_min,alpha_hpd_max,volume,long_axis_death,short_axis_death
dilution,933.0,2532.9603429796357,363.43086816720256,1.072041503626207,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,9.539360551159744,4.42,0.8908543428898648
dilution,894.0,2252.486577181208,351.5648769574944,0.5113830564625655,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,8.550855444359605,4.615,0.8177923428379916
dilution,461.0,1989.6594360086767,375.03253796095447,-0.014000329833011024,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,3.826456596842466,2.4050000000000002,0.8078206310045584
dilution,466.0,1963.3154506437768,357.656652360515,-0.06666114780556055,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,3.7761060106269837,2.6,0.7574454670782466
dilution,809.0,2288.2843016069223,359.3745364647713,0.5829416085837549,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,7.407182076990131,4.355,0.7843950780457213
dilution,737.0,2097.8629579375847,343.7137042062415,0.20229518860737583,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,7.057431679049882,3.64,0.8554626101690306
dilution,790.0,2010.746835443038,324.2113924050633,0.028152734243881358,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,7.974843543055881,3.64,0.9153368095897049
dilution,629.0,3384.314785373609,374.1065182829889,2.7738728970176116,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,5.579048893612564,3.315,0.7989059886142066
dilution,697.0,2313.522238163558,385.8751793400287,0.6333914689447669,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,5.673109156923493,4.29,0.6864385648179651
dilution,508.0,2572.9271653543306,388.04133858267716,1.1519339545542757,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,4.336254465614235,2.665,0.8053537451051029
dilution,346.0,2392.4132947976877,437.16184971098266,0.791092269166411,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,2.3794900809403026,2.275,0.640161438062453
dilution,515.0,2738.365048543689,426.3009708737864,1.4826392040343526,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,4.267763185959596,2.8600000000000003,0.7597449227604886
dilution,396.0,2281.7929292929293,382.9646464646465,0.5699655546160551,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,3.0554072401255055,2.21,0.7548742191151339
dilution,375.0,3044.272,391.104,2.094137808518166,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,2.4779972658534875,2.73,0.5801899108680693
dilution,438.0,2354.3630136986303,439.90410958904107,0.7150309254096853,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,3.597566337506781,2.275,0.8128660795878592
dilution,624.0,2902.761217948718,403.9423076923077,1.8112620996406228,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,5.446685389295831,3.38,0.7784480819713134
dilution,771.0,2335.2697795071335,409.58495460440986,0.6768641364315329,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,6.7782193603181025,4.355,0.7479889377733328
dilution,418.0,2326.4665071770337,353.3062200956938,0.6592666653079783,4.0,20181005,glucose,37,O2,2,1646.9280944684954,196.09340740596213,502.2644720841288,448.25805182103403,564.8858549779943,3.247276274566341,2.4050000000000002,0.7346371107596379
dilution,727.0,1903.0522696011003,362.8060522696011,-0.12507922059991636,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,6.560929754496077,3.9000000000000004,0.7865574398734607
dilution,533.0,1768.8236397748592,346.7729831144465,-0.3933981307448645,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,4.746220889733149,2.6,0.8639537054855402
dilution,350.0,2329.962857142857,387.4942857142857,0.7283019375540946,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,2.539744039573065,2.08,0.7092313042117112
dilution,755.0,2223.2741721854304,405.9205298013245,0.5150345317135406,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,8.070895324622489,3.055,1.0434966627773767
dilution,552.0,2059.376811594203,349.5271739130435,0.18740873961240984,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,4.783653814114821,2.9250000000000003,0.7976500908969162
dilution,978.0,2142.153374233129,370.5163599182004,0.352876547050906,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,10.116690447271893,4.615,0.8952188068796834
dilution,747.0,2045.0709504685408,330.053547523427,0.1588117624184115,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,7.059373285143954,3.77,0.8363563561556303
dilution,838.0,2141.9295942720764,342.6109785202864,0.3524292177789048,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,7.826193710913095,4.42,0.8006365711584841
dilution,671.0,2183.0089418777943,357.3859910581222,0.43454557248877673,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,5.532263448330389,4.03,0.7031990394753861
dilution,832.0,2013.7872596153845,353.18028846153845,0.09627662482595892,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,7.473394117878284,4.615,0.7610032737917958
dilution,361.0,2325.277008310249,374.36842105263156,0.7189350695953222,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,2.729243937916801,1.9500000000000002,0.7793059057276434
dilution,394.0,2306.439086294416,375.1954314720812,0.6812786418181259,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,3.002084312590601,2.275,0.7311478519816333
dilution,737.0,2511.4545454545455,342.0352781546811,1.0910982506148623,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,7.1316554707784885,3.575,0.8706714076127583
dilution,727.0,2067.7689133425033,440.5570839064649,0.204184293366064,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,6.647100754070136,3.835,0.8005705293320804
dilution,925.0,2149.785945945946,405.8972972972973,0.3681338235815337,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,8.42078850848078,5.135,0.7610662840707603
dilution,734.0,2179.8269754768394,402.9059945504087,0.42818491934102954,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,6.099566021368983,4.42,0.7008480532141144
dilution,622.0,2116.479099678457,355.4501607717042,0.3015544604275867,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,5.5057189028607665,3.315,0.7930854558998721
dilution,835.0,2343.4299401197604,373.76407185628744,0.7552222229795804,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,8.027930819117985,4.2250000000000005,0.8345964921389347
dilution,399.0,2355.59649122807,332.3157894736842,0.7795427851266453,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,3.0981645323649656,2.21,0.7610573029884532
dilution,670.0,2089.4432835820894,341.15820895522387,0.2475106940623401,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,5.580550939829854,3.9650000000000003,0.7134971702233986
dilution,410.0,2452.960975609756,337.9926829268293,0.974171400273334,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,3.055057316068771,2.535,0.68391403174577
dilution,650.0,2070.92,383.9030769230769,0.21048321885465995,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,5.954592532761122,3.315,0.8282760618393055
dilution,458.0,2036.2816593886462,363.5305676855895,0.14124223938478672,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,3.946657223958987,2.145,0.902145662657672
dilution,604.0,1883.9933774834437,349.567880794702,-0.16317736082677886,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,5.48236643220149,3.055,0.8358604282723051
dilution,769.0,1963.9713914174251,372.4954486345904,-0.003303766332796292,4.0,20181005,glucose,37,O2,2,1615.8890104678053,195.2859424615204,502.2644720841288,448.25805182103403,564.8858549779943,6.974434107560045,4.16,0.7810340895584553
dilution,34.0,2270.323529411765,334.7352941176471,0.6387136466265176,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,0.0700573501345242,0.65,0.20896482653570428
dilution,151.0,2362.5165562913908,409.9072847682119,0.8230046769925978,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,0.7005531955916664,1.4300000000000002,0.44336105763403233
dilution,332.0,2461.25,481.1144578313253,1.0203697998061552,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.4429319833940455,1.7550000000000001,0.7972130344100334
dilution,512.0,2539.302734375,458.765625,1.1763948195686595,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.903984155651753,3.25,0.6654357763928073
dilution,769.0,2230.8426527958386,365.4707412223667,0.5597925863514799,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,7.602963103882289,3.64,0.8913953083133871
dilution,536.0,2517.3600746268658,389.73320895522386,1.132532116381401,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.2462256741509306,3.25,0.6965715702266245
dilution,813.0,2224.8019680196803,348.31857318573185,0.5477174429356071,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,7.7842452614038775,4.095,0.8369797702619338
dilution,215.0,2373.572093023256,401.353488372093,0.845104355509778,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,1.2641403387168135,1.495,0.6076085506648871
dilution,532.0,3526.753759398496,329.1109022556391,3.1502791034118034,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.473798342218298,2.9250000000000003,0.7682441319762727
dilution,947.0,2238.5786694825765,413.8352692713833,0.5752566462091695,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,8.798619180434814,5.135,0.7789575177284042
dilution,597.0,2610.6968174204353,359.68006700167507,1.3191093997468752,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.78565641302153,3.64,0.6922873818571744
dilution,595.0,2334.618487394958,373.7747899159664,0.7672372937515587,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,5.268066615735754,3.12,0.8057545288364387
dilution,689.0,2165.5732946298986,368.53846153846155,0.42932114317563974,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,6.382788347753592,3.5100000000000002,0.8288433937230413
dilution,1295.0,2820.446332046332,417.07953667953666,1.7383922400821044,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,18.843844466849607,3.5100000000000002,1.5578941899823457
dilution,954.0,1919.4234800838574,342.7526205450734,-0.06272477919481304,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,9.7562568581164,4.55,0.8856075156206905
dilution,831.0,2158.801444043321,393.88327316486163,0.4157844217518497,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,7.3019275119849185,4.745,0.7393355614556846
dilution,834.0,2163.2170263788967,383.4496402877698,0.42461103528035393,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,7.277260998994494,4.8100000000000005,0.7320992864779079
dilution,448.0,2691.2254464285716,411.703125,1.4800836568699693,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.5024795502750234,2.6,0.7258460239544339
dilution,520.0,2224.0365384615384,438.36346153846154,0.546187372747904,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.403742494792066,2.795,0.7856009881561128
dilution,537.0,3403.0465549348232,387.50093109869647,2.9029921995542636,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.9086624281216835,2.47,0.9168396910739183
dilution,685.0,2081.953284671533,381.51824817518246,0.26216731043978553,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,5.809346292524834,3.9650000000000003,0.7290612766787303
dilution,681.0,2136.0969162995593,389.7283406754772,0.3703987678310126,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,5.958730026889412,3.77,0.7625805149289026
dilution,644.0,3053.1816770186338,419.5729813664596,2.2036230496047415,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,5.650969380204379,3.5100000000000002,0.7752095891527098
dilution,1093.0,1921.0338517840805,316.49771271729185,-0.05950569560518327,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,11.515472931458163,5.135,0.8989682969462869
dilution,777.0,2577.059202059202,394.76576576576576,1.2518688393292898,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,7.921895132469836,3.5100000000000002,0.9345890336490065
dilution,561.0,2456.50623885918,303.11408199643495,1.0108871669212003,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,5.138837575085478,2.665,0.8883456913895492
dilution,920.0,1966.7608695652175,349.77608695652174,0.031901209099842016,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,9.310317414798877,4.42,0.8792024671051434
dilution,549.0,3205.806921675774,344.6976320582878,2.508716228012527,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.673813863391487,2.99,0.7756334371068745
dilution,453.0,3828.988962472406,467.4591611479029,3.7544379956034803,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.582014465884744,2.6,0.7351152092600163
dilution,636.0,2367.856918238994,332.55974842767296,0.8336798965744062,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,5.320194243678341,3.705,0.725018949711756
dilution,706.0,2070.3923512747874,302.8243626062323,0.23905735950540866,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,6.9139352296760705,3.315,0.900373527650755
dilution,746.0,2459.4584450402144,396.84986595174263,1.0167885364430655,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,6.209283005215695,4.485,0.7014128471668187
dilution,793.0,2803.0063051702396,446.59899117276166,1.703530161773257,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,8.829333652342768,2.99,1.1191468464250736
dilution,295.0,2737.437288135593,442.6542372881356,1.5724597097185309,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.033473457435388,1.69,0.734290945577921
dilution,398.0,2600.638190954774,445.47236180904525,1.299002514246255,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.6391508538770405,2.9250000000000003,0.5748998144074638
dilution,338.0,2576.6065088757396,417.03846153846155,1.2509639195534272,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.2999410807275043,2.275,0.6279931443845839
dilution,410.0,3018.256097560976,430.52682926829266,2.133807888499465,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.1666997653014626,2.34,0.7386298813667391
dilution,468.0,2648.1388888888887,449.1474358974359,1.3939549511243254,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.2861192293041546,3.25,0.6062653864601423
dilution,422.0,2915.900473933649,439.8056872037915,1.9292021392309011,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.0775000139021444,2.73,0.6534172854226208
dilution,287.0,2793.5853658536585,476.47386759581883,1.6846979933063735,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,1.742308333674762,2.21,0.5483475356181762
dilution,323.0,2778.798761609907,431.8544891640867,1.655140025378339,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.1524239687982134,2.21,0.6172061146786492
dilution,313.0,2821.361022364217,478.0479233226837,1.7402206779461638,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,1.9699600465432712,2.34,0.5651558745964146
dilution,459.0,3162.470588235294,440.54030501089323,2.4220882279094194,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.724891342598326,2.535,0.7652175203148549
dilution,247.0,2673.748987854251,440.79352226720647,1.445148752714833,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,1.5305802962309598,1.69,0.6173205680489563
dilution,342.0,3303.1374269005846,439.953216374269,2.703276919867797,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.3622314356152465,2.21,0.6506309618484025
dilution,380.0,2900.2473684210527,404.94473684210527,1.8979120618684135,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,2.696470847867976,2.47,0.6490788963777682
dilution,238.0,2709.331932773109,437.39915966386553,1.5162779671956415,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,1.4557008674443053,1.495,0.6634512070795076
dilution,298.0,2854.9060402684563,492.1275167785235,1.8072761388900005,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,1.9289997841897963,2.08,0.6051780403493644
dilution,467.0,2879.978586723769,484.78586723768734,1.8573953895160158,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.3789378618353285,3.12,0.631248304057652
dilution,530.0,2082.1452830188678,381.7320754716981,0.2625511092416747,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,4.49198174168997,2.8600000000000003,0.7819050430228609
dilution,472.0,2414.1419491525426,418.1313559322034,0.9262022523998752,4.0,20181005,glucose,37,O2,2,1601.0669247759981,197.01889457250726,502.2644720841288,448.25805182103403,564.8858549779943,3.7601274514630383,2.73,0.7304839419247411
