value,parameter,carbon,temp
-14.418077314889144,epRA,glucose,37
-14.428893243253773,epRA,glucose,37
-14.507466951604778,epRA,glucose,37
-14.502220252196837,epRA,glucose,37
-14.517475892769154,epRA,glucose,37
-14.641530010485843,epRA,glucose,37
-14.291266479565502,epRA,glucose,37
-14.511764276842703,epRA,glucose,37
-14.051111067609323,epRA,glucose,37
-14.68804756451059,epRA,glucose,37
-14.34859029711317,epRA,glucose,37
-14.732353885471857,epRA,glucose,37
-14.671476992757169,epRA,glucose,37
-14.414711494597258,epRA,glucose,37
-14.459464313868104,epRA,glucose,37
-14.336572286389895,epRA,glucose,37
-14.646371580263123,epRA,glucose,37
-14.41996977922546,epRA,glucose,37
-14.409788193730117,epRA,glucose,37
-14.58279528316923,epRA,glucose,37
-14.652915072053451,epRA,glucose,37
-14.661941149499189,epRA,glucose,37
-14.61234369403459,epRA,glucose,37
-14.44049851423934,epRA,glucose,37
-14.530840577194963,epRA,glucose,37
-14.668056413000558,epRA,glucose,37
-14.596388869275065,epRA,glucose,37
-14.607755530996663,epRA,glucose,37
-14.27202594283545,epRA,glucose,37
-14.7475228947378,epRA,glucose,37
-14.671818186669359,epRA,glucose,37
-14.680142135929016,epRA,glucose,37
-14.520769227605815,epRA,glucose,37
-14.522279275524673,epRA,glucose,37
-14.342090969692965,epRA,glucose,37
-14.310831546502731,epRA,glucose,37
-14.826069797245342,epRA,glucose,37
-14.791269506731249,epRA,glucose,37
-14.606638367905711,epRA,glucose,37
-14.49324369058296,epRA,glucose,37
-14.559813875679389,epRA,glucose,37
-14.620715809930843,epRA,glucose,37
-14.953084176779948,epRA,glucose,37
-14.83904452765641,epRA,glucose,37
-14.292981989891572,epRA,glucose,37
-14.673272614856547,epRA,glucose,37
-14.842360756742861,epRA,glucose,37
-14.888392564909681,epRA,glucose,37
-14.088762372204311,epRA,glucose,37
-14.760824748973794,epRA,glucose,37
-14.864220902966284,epRA,glucose,37
-14.901291827927478,epRA,glucose,37
-14.64568234588313,epRA,glucose,37
-14.595303514255098,epRA,glucose,37
-14.305217957698744,epRA,glucose,37
-14.193374137661989,epRA,glucose,37
-14.209306524155036,epRA,glucose,37
-14.308128202456897,epRA,glucose,37
-14.292105382826211,epRA,glucose,37
-14.52222563576798,epRA,glucose,37
-14.524714346069919,epRA,glucose,37
-14.498779253485234,epRA,glucose,37
-14.436697122603777,epRA,glucose,37
-14.642371784281742,epRA,glucose,37
-14.770289661099703,epRA,glucose,37
-14.563015634142943,epRA,glucose,37
-14.298543336522854,epRA,glucose,37
-14.248674351095397,epRA,glucose,37
-14.392209046083423,epRA,glucose,37
-14.539943379775995,epRA,glucose,37
-14.476282237787169,epRA,glucose,37
-14.535066170496068,epRA,glucose,37
-14.604949676380993,epRA,glucose,37
-14.548520353620653,epRA,glucose,37
-14.732630363516966,epRA,glucose,37
-14.704510537286449,epRA,glucose,37
-14.338212476829188,epRA,glucose,37
-14.348120830824623,epRA,glucose,37
-14.217992724609353,epRA,glucose,37
-14.798724626255753,epRA,glucose,37
-14.404158169858798,epRA,glucose,37
-14.388751636673238,epRA,glucose,37
-14.36904104363296,epRA,glucose,37
-14.402112703605539,epRA,glucose,37
-14.455640923382536,epRA,glucose,37
-14.721746374503606,epRA,glucose,37
-14.660677394334662,epRA,glucose,37
-14.437012036679144,epRA,glucose,37
-14.28895332257612,epRA,glucose,37
-14.247039788018641,epRA,glucose,37
-14.46659946810871,epRA,glucose,37
-14.455092458940584,epRA,glucose,37
-14.75254037282284,epRA,glucose,37
-14.070095075989624,epRA,glucose,37
-14.176206195314727,epRA,glucose,37
-14.51007658887984,epRA,glucose,37
-14.475189817773542,epRA,glucose,37
-14.661168234325917,epRA,glucose,37
-14.417274217393349,epRA,glucose,37
-14.265053770670423,epRA,glucose,37
-14.418125201729731,epRA,glucose,37
-14.333612904198098,epRA,glucose,37
-14.461058677874956,epRA,glucose,37
-14.380265822031966,epRA,glucose,37
-14.376461248729061,epRA,glucose,37
-14.515051252571116,epRA,glucose,37
-14.527390540729302,epRA,glucose,37
-14.47938046472512,epRA,glucose,37
-14.527963046242736,epRA,glucose,37
-14.201877827409602,epRA,glucose,37
-14.500788924202855,epRA,glucose,37
-14.410461945510038,epRA,glucose,37
-14.800997669245577,epRA,glucose,37
-14.78471365590244,epRA,glucose,37
-14.723959271812738,epRA,glucose,37
-14.761174627448371,epRA,glucose,37
-14.750474343484363,epRA,glucose,37
-14.69183126968258,epRA,glucose,37
-14.385025503529857,epRA,glucose,37
-14.696331793483628,epRA,glucose,37
-14.448210668387398,epRA,glucose,37
-14.530816339846437,epRA,glucose,37
-14.644926207400603,epRA,glucose,37
-14.380424943683153,epRA,glucose,37
-14.381482037344265,epRA,glucose,37
-14.381158829831428,epRA,glucose,37
-14.775718832906843,epRA,glucose,37
-14.684338224730846,epRA,glucose,37
-14.495357268471185,epRA,glucose,37
-14.524530102117462,epRA,glucose,37
-14.676142795302518,epRA,glucose,37
-14.300503025832723,epRA,glucose,37
-14.51270008191079,epRA,glucose,37
-14.36496660418749,epRA,glucose,37
-14.41873850807298,epRA,glucose,37
-14.33677340167943,epRA,glucose,37
-14.342539872770805,epRA,glucose,37
-14.238647552379874,epRA,glucose,37
-14.833109925178087,epRA,glucose,37
-14.667286787926054,epRA,glucose,37
-14.542247481216247,epRA,glucose,37
-14.574812051841619,epRA,glucose,37
-14.626855327726588,epRA,glucose,37
-14.307347658704131,epRA,glucose,37
-14.44949510102034,epRA,glucose,37
-14.448637468500474,epRA,glucose,37
-14.485865537260954,epRA,glucose,37
-14.44202533566668,epRA,glucose,37
-14.404594261121138,epRA,glucose,37
-14.53985632107632,epRA,glucose,37
-14.550325624011432,epRA,glucose,37
-14.642928635015634,epRA,glucose,37
-14.339306655289834,epRA,glucose,37
-14.147071273024956,epRA,glucose,37
-14.276565394098512,epRA,glucose,37
-14.352642193485128,epRA,glucose,37
-14.532237071629028,epRA,glucose,37
-14.703906071979718,epRA,glucose,37
-14.566037585174023,epRA,glucose,37
-14.66915912927206,epRA,glucose,37
-14.586727972867937,epRA,glucose,37
-14.686557144912701,epRA,glucose,37
-14.702708961155174,epRA,glucose,37
-14.745895957337169,epRA,glucose,37
-14.378862522913325,epRA,glucose,37
-14.390696116988003,epRA,glucose,37
-14.354140025181703,epRA,glucose,37
-14.591280705551263,epRA,glucose,37
-14.601494561271055,epRA,glucose,37
-14.53926173306255,epRA,glucose,37
-14.482044023791799,epRA,glucose,37
-14.718805334201894,epRA,glucose,37
-14.601513499032254,epRA,glucose,37
-14.220817350243495,epRA,glucose,37
-14.885970108544903,epRA,glucose,37
-14.69916043021216,epRA,glucose,37
-14.682825264622252,epRA,glucose,37
-14.642873184414029,epRA,glucose,37
-14.572095454172425,epRA,glucose,37
-14.452837377693756,epRA,glucose,37
-14.321517040585245,epRA,glucose,37
-14.23973511517946,epRA,glucose,37
-14.179852094698434,epRA,glucose,37
-14.426446834190864,epRA,glucose,37
-14.69377777982278,epRA,glucose,37
-14.716473478864568,epRA,glucose,37
-14.578427633741484,epRA,glucose,37
-14.482051399823131,epRA,glucose,37
-14.500293706194851,epRA,glucose,37
-14.369202954550014,epRA,glucose,37
-14.583120330594056,epRA,glucose,37
-14.542822191297457,epRA,glucose,37
-14.545175034898437,epRA,glucose,37
-14.60613182998662,epRA,glucose,37
-14.582477521989457,epRA,glucose,37
-14.901313476467065,epRA,glucose,37
-14.947287656125706,epRA,glucose,37
-14.481263627527586,epRA,glucose,37
-14.513345662740042,epRA,glucose,37
-14.843571660830587,epRA,glucose,37
-14.874612499475862,epRA,glucose,37
-14.494574174935538,epRA,glucose,37
-14.444933350988578,epRA,glucose,37
-14.477190295892639,epRA,glucose,37
-14.555545005146369,epRA,glucose,37
-14.52747547686202,epRA,glucose,37
-14.307716633982391,epRA,glucose,37
-14.34281228768954,epRA,glucose,37
-14.071980810371572,epRA,glucose,37
-14.192502526989694,epRA,glucose,37
-14.318405790697815,epRA,glucose,37
-14.588320135131898,epRA,glucose,37
-14.620808625492174,epRA,glucose,37
-14.601838488778803,epRA,glucose,37
-14.630760161051317,epRA,glucose,37
-14.36179036090495,epRA,glucose,37
-14.361785501371743,epRA,glucose,37
-14.396601345482985,epRA,glucose,37
-14.658295271778204,epRA,glucose,37
-14.490545329310827,epRA,glucose,37
-14.496170330092827,epRA,glucose,37
-14.65268462869643,epRA,glucose,37
-14.485550439534896,epRA,glucose,37
-14.612595111117207,epRA,glucose,37
-14.35198097448981,epRA,glucose,37
-14.423662944129196,epRA,glucose,37
-14.185854317283388,epRA,glucose,37
-14.365793637005845,epRA,glucose,37
-14.547938081109715,epRA,glucose,37
-14.394440566936554,epRA,glucose,37
-14.35326349678726,epRA,glucose,37
-14.55651701004616,epRA,glucose,37
-14.575342186192284,epRA,glucose,37
-14.546371514169131,epRA,glucose,37
-14.67247585978873,epRA,glucose,37
-14.528536901131039,epRA,glucose,37
-14.546215452785903,epRA,glucose,37
-14.533915253253104,epRA,glucose,37
-14.401234936379927,epRA,glucose,37
-14.461011076434328,epRA,glucose,37
-14.569419306102137,epRA,glucose,37
-14.46766280063385,epRA,glucose,37
-14.345852018835629,epRA,glucose,37
-14.527006180225072,epRA,glucose,37
-14.423710057764193,epRA,glucose,37
-14.536579029058593,epRA,glucose,37
-14.73956167191218,epRA,glucose,37
-14.726079289395615,epRA,glucose,37
-14.404991000013998,epRA,glucose,37
-14.420135825387469,epRA,glucose,37
-14.62909130915822,epRA,glucose,37
-14.405471982599558,epRA,glucose,37
-14.413572362785233,epRA,glucose,37
-14.37402528228779,epRA,glucose,37
-14.58409856508556,epRA,glucose,37
-14.626804223830877,epRA,glucose,37
-14.607653375717526,epRA,glucose,37
-14.711837595316428,epRA,glucose,37
-14.644783968144463,epRA,glucose,37
-14.343016555357769,epRA,glucose,37
-14.402410665780396,epRA,glucose,37
-14.482176548045867,epRA,glucose,37
-14.424268223862864,epRA,glucose,37
-14.621936524867957,epRA,glucose,37
-14.279256367647921,epRA,glucose,37
-14.206959388525808,epRA,glucose,37
-14.194687203840104,epRA,glucose,37
-14.860273496477511,epRA,glucose,37
-14.464597379273625,epRA,glucose,37
-14.49533697381143,epRA,glucose,37
-14.595197597886896,epRA,glucose,37
-14.543163738101462,epRA,glucose,37
-14.406749438786445,epRA,glucose,37
-14.474063461207399,epRA,glucose,37
-14.408198778175395,epRA,glucose,37
-14.489993968664741,epRA,glucose,37
-14.651963765175525,epRA,glucose,37
-14.600294043013484,epRA,glucose,37
-14.455936302041156,epRA,glucose,37
-14.767607007870096,epRA,glucose,37
-14.683338710065177,epRA,glucose,37
-14.811958679033156,epRA,glucose,37
-14.350967359269598,epRA,glucose,37
-14.33964806454703,epRA,glucose,37
-14.137919832385364,epRA,glucose,37
-14.334056109119649,epRA,glucose,37
-14.723228955825768,epRA,glucose,37
-14.701853181013767,epRA,glucose,37
-14.672875489834764,epRA,glucose,37
-14.451972481879647,epRA,glucose,37
-14.423669177598876,epRA,glucose,37
-14.379484278622899,epRA,glucose,37
-14.647760707342563,epRA,glucose,37
-14.534755262729185,epRA,glucose,37
-14.650098056274523,epRA,glucose,37
-14.58202861354765,epRA,glucose,37
-14.427536494474811,epRA,glucose,37
-14.564301189430926,epRA,glucose,37
-14.44347198848785,epRA,glucose,37
-14.548990191109388,epRA,glucose,37
-14.420325355602165,epRA,glucose,37
-14.419613115069819,epRA,glucose,37
-14.282909631625989,epRA,glucose,37
-14.51747492280629,epRA,glucose,37
-14.637667853931626,epRA,glucose,37
-14.674481652271993,epRA,glucose,37
-14.342646724370654,epRA,glucose,37
-14.458381694695465,epRA,glucose,37
-14.681440086760192,epRA,glucose,37
-14.692912040603069,epRA,glucose,37
-14.256575679085646,epRA,glucose,37
-14.24291889977349,epRA,glucose,37
-14.287402150963207,epRA,glucose,37
-14.376267016744988,epRA,glucose,37
-14.493745962889923,epRA,glucose,37
-14.892112006705151,epRA,glucose,37
-14.594099675957992,epRA,glucose,37
-14.5531391640811,epRA,glucose,37
-14.53277550423033,epRA,glucose,37
-14.399851014521472,epRA,glucose,37
-14.26227170698389,epRA,glucose,37
-14.558487085089237,epRA,glucose,37
-14.581925838163265,epRA,glucose,37
-14.726256970644988,epRA,glucose,37
-14.307929683108203,epRA,glucose,37
-14.28493805228154,epRA,glucose,37
-14.342298697264221,epRA,glucose,37
-14.334023241167314,epRA,glucose,37
-14.331054551278708,epRA,glucose,37
-14.320787594598178,epRA,glucose,37
-14.486526489421356,epRA,glucose,37
-14.77035566984768,epRA,glucose,37
-14.47405959647181,epRA,glucose,37
-14.301991678716595,epRA,glucose,37
-14.293952359916597,epRA,glucose,37
-14.680496425955173,epRA,glucose,37
-14.36259074685005,epRA,glucose,37
-14.239790814699557,epRA,glucose,37
-14.465574830717145,epRA,glucose,37
-14.474281506116217,epRA,glucose,37
-14.292266506012165,epRA,glucose,37
-14.314088769553154,epRA,glucose,37
-14.391473213632297,epRA,glucose,37
-14.30152894489985,epRA,glucose,37
-14.608351453045051,epRA,glucose,37
-14.409249527118547,epRA,glucose,37
-14.428112088277567,epRA,glucose,37
-14.441068838798172,epRA,glucose,37
-14.512024115339731,epRA,glucose,37
-14.526036412895866,epRA,glucose,37
-14.593137827359877,epRA,glucose,37
-14.19658741698566,epRA,glucose,37
-14.40451841132357,epRA,glucose,37
-14.499133504827487,epRA,glucose,37
-14.65925804322669,epRA,glucose,37
-14.539119587781867,epRA,glucose,37
-14.509184184095533,epRA,glucose,37
-14.70968412926291,epRA,glucose,37
-14.671135285776288,epRA,glucose,37
-14.598709108878788,epRA,glucose,37
-14.636252298639713,epRA,glucose,37
-14.397356483018136,epRA,glucose,37
-14.578322735412629,epRA,glucose,37
-14.410667245402776,epRA,glucose,37
-14.59705245646371,epRA,glucose,37
-14.508345655048872,epRA,glucose,37
-14.567832882974793,epRA,glucose,37
-14.740423141068097,epRA,glucose,37
-14.696679409372964,epRA,glucose,37
-14.449944852008494,epRA,glucose,37
-14.441541646674716,epRA,glucose,37
-14.335252069824266,epRA,glucose,37
-14.488497647659958,epRA,glucose,37
-14.782676642420563,epRA,glucose,37
-14.29492140396656,epRA,glucose,37
-14.221449820614332,epRA,glucose,37
-14.277334845735018,epRA,glucose,37
-14.772357887174286,epRA,glucose,37
-14.617911285576364,epRA,glucose,37
-14.1208606784785,epRA,glucose,37
-14.93217763758663,epRA,glucose,37
-14.310821472369511,epRA,glucose,37
-14.575290909859724,epRA,glucose,37
-14.44028703745668,epRA,glucose,37
-14.423747710672734,epRA,glucose,37
-14.4992440695584,epRA,glucose,37
-14.493843048416096,epRA,glucose,37
-14.52623183763622,epRA,glucose,37
-14.524038023625002,epRA,glucose,37
-14.408503875871853,epRA,glucose,37
-14.591284823355702,epRA,glucose,37
-14.515155804923277,epRA,glucose,37
-14.495339229582244,epRA,glucose,37
-14.478583866318019,epRA,glucose,37
-14.15935398976295,epRA,glucose,37
-14.72779432449749,epRA,glucose,37
-14.671421547091697,epRA,glucose,37
-14.514790612294036,epRA,glucose,37
-14.463089985806823,epRA,glucose,37
-14.364634623270515,epRA,glucose,37
-14.249553502789924,epRA,glucose,37
-14.302514800918424,epRA,glucose,37
-14.495109501182412,epRA,glucose,37
-14.44905471101059,epRA,glucose,37
-14.33472247043977,epRA,glucose,37
-14.29295982953743,epRA,glucose,37
-14.713045368676903,epRA,glucose,37
-14.481062620884412,epRA,glucose,37
-14.512971176243697,epRA,glucose,37
-14.534064781801883,epRA,glucose,37
-14.543789320381133,epRA,glucose,37
-14.539579031498644,epRA,glucose,37
-14.538057052397034,epRA,glucose,37
-14.750089534917871,epRA,glucose,37
-14.754115536314293,epRA,glucose,37
-14.831119907366345,epRA,glucose,37
-14.704538339001752,epRA,glucose,37
-14.272392090226413,epRA,glucose,37
-14.721029315985712,epRA,glucose,37
-14.630754826374291,epRA,glucose,37
-14.421087452882345,epRA,glucose,37
-14.671927996635471,epRA,glucose,37
-14.360361288710727,epRA,glucose,37
-14.4351141622888,epRA,glucose,37
-14.619508302449272,epRA,glucose,37
-14.581426384074549,epRA,glucose,37
-14.407622605314451,epRA,glucose,37
-14.478644165576954,epRA,glucose,37
-14.415041341847147,epRA,glucose,37
-14.581142655042875,epRA,glucose,37
-14.447978509247717,epRA,glucose,37
-14.431687080576342,epRA,glucose,37
-14.409367689004624,epRA,glucose,37
-14.536848715421433,epRA,glucose,37
-14.430289531221664,epRA,glucose,37
-14.481676100819008,epRA,glucose,37
-14.429350712782263,epRA,glucose,37
-14.40892172196214,epRA,glucose,37
-14.347885747722675,epRA,glucose,37
-14.334650390052792,epRA,glucose,37
-14.304224052856194,epRA,glucose,37
-14.746269951583043,epRA,glucose,37
-14.333917888264324,epRA,glucose,37
-14.334019905511855,epRA,glucose,37
-14.291233355197207,epRA,glucose,37
-14.422513212211998,epRA,glucose,37
-14.185596745700927,epRA,glucose,37
-14.368288579189482,epRA,glucose,37
-14.57846537526555,epRA,glucose,37
-14.306669885202314,epRA,glucose,37
-14.26329406910255,epRA,glucose,37
-14.296099026151056,epRA,glucose,37
-14.784563141947164,epRA,glucose,37
-14.787832345226082,epRA,glucose,37
-14.625011969517656,epRA,glucose,37
-14.442964276107237,epRA,glucose,37
-14.367559338773718,epRA,glucose,37
-14.652441164703921,epRA,glucose,37
-14.312559922789424,epRA,glucose,37
-14.674411616967525,epRA,glucose,37
-14.732765056993015,epRA,glucose,37
-14.412359415496491,epRA,glucose,37
-14.33835127229277,epRA,glucose,37
-14.198948068015897,epRA,glucose,37
-14.809322842517933,epRA,glucose,37
-14.670774022099652,epRA,glucose,37
-14.510876528611183,epRA,glucose,37
-14.622529285070836,epRA,glucose,37
-14.729943442966173,epRA,glucose,37
-14.519240338305764,epRA,glucose,37
-14.649455817545885,epRA,glucose,37
-14.378197792081929,epRA,glucose,37
-14.393385784386048,epRA,glucose,37
-14.305415975776489,epRA,glucose,37
-14.407014388349102,epRA,glucose,37
-14.537171109638145,epRA,glucose,37
-14.457136667539968,epRA,glucose,37
-14.674514235625939,epRA,glucose,37
-14.570753263351428,epRA,glucose,37
-14.43000808534734,epRA,glucose,37
-14.309085927802805,epRA,glucose,37
-14.66466316659933,epRA,glucose,37
-14.524939032044175,epRA,glucose,37
-14.863183885728866,epRA,glucose,37
-14.260472597960693,epRA,glucose,37
-14.369463710724013,epRA,glucose,37
-14.265797689829615,epRA,glucose,37
-14.317155700998835,epRA,glucose,37
-14.375158653380932,epRA,glucose,37
-14.380415764996359,epRA,glucose,37
-14.648810353202663,epRA,glucose,37
-14.522718590875472,epRA,glucose,37
-14.53336457316673,epRA,glucose,37
-14.540396408314118,epRA,glucose,37
-14.306073077974613,epRA,glucose,37
-14.636032153229143,epRA,glucose,37
-14.171028021212306,epRA,glucose,37
-14.298702274939812,epRA,glucose,37
-14.755927207251403,epRA,glucose,37
-14.742530168188756,epRA,glucose,37
-14.779379119306473,epRA,glucose,37
-14.773269617863482,epRA,glucose,37
-14.681891775826712,epRA,glucose,37
-14.795983437596988,epRA,glucose,37
-14.364957185995245,epRA,glucose,37
-14.589539142174806,epRA,glucose,37
-14.767306991207766,epRA,glucose,37
-14.613977580410273,epRA,glucose,37
-14.606395570110681,epRA,glucose,37
-14.904961470076344,epRA,glucose,37
-14.791643954841845,epRA,glucose,37
-14.245803192386294,epRA,glucose,37
-14.490769489381085,epRA,glucose,37
-14.473100110304216,epRA,glucose,37
-14.559993598209712,epRA,glucose,37
-14.666605251379275,epRA,glucose,37
-14.743766445477782,epRA,glucose,37
-14.409639627760576,epRA,glucose,37
-14.665145200714242,epRA,glucose,37
-14.339106496644398,epRA,glucose,37
-14.570332767207539,epRA,glucose,37
-14.535086673329717,epRA,glucose,37
-14.332367388745123,epRA,glucose,37
-14.465310634415236,epRA,glucose,37
-14.394174858794639,epRA,glucose,37
-14.64291168015411,epRA,glucose,37
-14.62246643732805,epRA,glucose,37
-14.721874471736692,epRA,glucose,37
-14.691656730179808,epRA,glucose,37
-14.622882885820447,epRA,glucose,37
-14.275912648161047,epRA,glucose,37
-14.303043682180519,epRA,glucose,37
-14.400034479111039,epRA,glucose,37
-14.550879690287033,epRA,glucose,37
-14.688399257603107,epRA,glucose,37
-14.727276764454409,epRA,glucose,37
-14.254908873056566,epRA,glucose,37
-14.451031054359438,epRA,glucose,37
-14.57782188098442,epRA,glucose,37
-14.810161539463268,epRA,glucose,37
-14.717192751720699,epRA,glucose,37
-14.319940218574626,epRA,glucose,37
-14.678459343762528,epRA,glucose,37
-14.235742416655128,epRA,glucose,37
-14.277231746565814,epRA,glucose,37
-14.078461632698426,epRA,glucose,37
-14.509795768195737,epRA,glucose,37
-14.661939185994726,epRA,glucose,37
-14.501042200413645,epRA,glucose,37
-14.58497849188142,epRA,glucose,37
-14.593947123527931,epRA,glucose,37
-14.45723664168721,epRA,glucose,37
-14.565550808403678,epRA,glucose,37
-14.379091275081725,epRA,glucose,37
-14.623470148407316,epRA,glucose,37
-14.29544777384176,epRA,glucose,37
-14.44096268288318,epRA,glucose,37
-14.448732518908296,epRA,glucose,37
-14.541057835860205,epRA,glucose,37
-14.47728944061335,epRA,glucose,37
-14.439591858710285,epRA,glucose,37
-14.301729443210299,epRA,glucose,37
-14.419540958235453,epRA,glucose,37
-14.52662226957253,epRA,glucose,37
-14.303373890113605,epRA,glucose,37
-14.307644218083341,epRA,glucose,37
-14.165956705363284,epRA,glucose,37
-14.816863786795148,epRA,glucose,37
-14.51372626563853,epRA,glucose,37
-14.613150948994804,epRA,glucose,37
-14.566445164469693,epRA,glucose,37
-14.46677607483052,epRA,glucose,37
-14.530719495742972,epRA,glucose,37
-14.607121791432169,epRA,glucose,37
-14.313275397341524,epRA,glucose,37
-14.316891218922267,epRA,glucose,37
-14.666311572430814,epRA,glucose,37
-14.433662377268742,epRA,glucose,37
-14.450661154318682,epRA,glucose,37
-14.530458064157315,epRA,glucose,37
-14.74975609268516,epRA,glucose,37
-14.388157767339084,epRA,glucose,37
-14.4032125257096,epRA,glucose,37
-14.37623904640774,epRA,glucose,37
-14.312298323314751,epRA,glucose,37
-14.457223441993355,epRA,glucose,37
-14.350579954437276,epRA,glucose,37
-14.45920567705406,epRA,glucose,37
-14.515801083320303,epRA,glucose,37
-14.604460483230852,epRA,glucose,37
-14.573079000345256,epRA,glucose,37
-14.49916606913653,epRA,glucose,37
-14.422988805116086,epRA,glucose,37
-14.636442205594928,epRA,glucose,37
-14.65230526145672,epRA,glucose,37
-14.545037906298795,epRA,glucose,37
-14.619903897097835,epRA,glucose,37
-14.560889924809912,epRA,glucose,37
-14.384870641495567,epRA,glucose,37
-14.552084667859347,epRA,glucose,37
-14.350706370288542,epRA,glucose,37
-14.50378587069718,epRA,glucose,37
-14.499849176017564,epRA,glucose,37
-14.402445798748113,epRA,glucose,37
-14.354176198349933,epRA,glucose,37
-14.32897130667771,epRA,glucose,37
-14.711766739338941,epRA,glucose,37
-14.447143391613384,epRA,glucose,37
-14.494372249767368,epRA,glucose,37
-14.675874136414077,epRA,glucose,37
-14.29160033795003,epRA,glucose,37
-14.406527845608698,epRA,glucose,37
-14.413344234885345,epRA,glucose,37
-14.369416439349516,epRA,glucose,37
-14.371728794513709,epRA,glucose,37
-14.374811699272783,epRA,glucose,37
-14.40238581563393,epRA,glucose,37
-14.419020167473535,epRA,glucose,37
-14.478719390051841,epRA,glucose,37
-14.365758575421314,epRA,glucose,37
-14.400748234716291,epRA,glucose,37
-14.499885837035926,epRA,glucose,37
-14.505716179172786,epRA,glucose,37
-14.403714007407219,epRA,glucose,37
-14.545764333353173,epRA,glucose,37
-14.682832601401426,epRA,glucose,37
-14.322443285964262,epRA,glucose,37
-14.462715189813851,epRA,glucose,37
-14.576670743744986,epRA,glucose,37
-14.287801584759139,epRA,glucose,37
-14.343158187170763,epRA,glucose,37
-14.410350927018737,epRA,glucose,37
-14.43115986324108,epRA,glucose,37
-14.129535119236522,epRA,glucose,37
-14.080262078311149,epRA,glucose,37
-14.86839518069454,epRA,glucose,37
-14.740204574929605,epRA,glucose,37
-14.74445234038451,epRA,glucose,37
-14.311048436687472,epRA,glucose,37
-14.340414079665786,epRA,glucose,37
-14.204091897794912,epRA,glucose,37
-14.723145532308527,epRA,glucose,37
-14.777982916670744,epRA,glucose,37
-14.759133071752983,epRA,glucose,37
-14.816795852878137,epRA,glucose,37
-14.570930735286279,epRA,glucose,37
-14.734630246253612,epRA,glucose,37
-14.0714219924751,epRA,glucose,37
-14.190664688772179,epRA,glucose,37
-14.241046517610766,epRA,glucose,37
-14.715826190147334,epRA,glucose,37
-14.875830888291194,epRA,glucose,37
-14.257015581464024,epRA,glucose,37
-14.404985551819745,epRA,glucose,37
-14.194488625818526,epRA,glucose,37
-14.25158951626011,epRA,glucose,37
-14.741696902534962,epRA,glucose,37
-14.600901307381623,epRA,glucose,37
-14.742065932204737,epRA,glucose,37
-14.673761269231766,epRA,glucose,37
-14.468673403927166,epRA,glucose,37
-14.280594565846148,epRA,glucose,37
-14.71762326837333,epRA,glucose,37
-14.663945729186942,epRA,glucose,37
-14.752434682396768,epRA,glucose,37
-14.392457320201304,epRA,glucose,37
-14.536638615630224,epRA,glucose,37
-14.65732505094903,epRA,glucose,37
-14.696546276523657,epRA,glucose,37
-14.398416186893181,epRA,glucose,37
-14.372119352710456,epRA,glucose,37
-14.654796668615163,epRA,glucose,37
-14.255884730747228,epRA,glucose,37
-14.560177640243227,epRA,glucose,37
-14.260116296047265,epRA,glucose,37
-14.096597457978561,epRA,glucose,37
-14.424763693477239,epRA,glucose,37
-14.34463444221934,epRA,glucose,37
-14.334166618386917,epRA,glucose,37
-14.590923308513947,epRA,glucose,37
-14.536578400251264,epRA,glucose,37
-14.560934501433328,epRA,glucose,37
-14.132203978741442,epRA,glucose,37
-14.217248828255896,epRA,glucose,37
-14.133407811214857,epRA,glucose,37
-14.543886655620529,epRA,glucose,37
-14.526332614075855,epRA,glucose,37
-14.544379473745119,epRA,glucose,37
-14.64143129796535,epRA,glucose,37
-14.644891198420085,epRA,glucose,37
-14.244293356983567,epRA,glucose,37
-14.809686519217262,epRA,glucose,37
-14.645583217211492,epRA,glucose,37
-14.642432344551004,epRA,glucose,37
-14.357534445443937,epRA,glucose,37
-14.34291361715825,epRA,glucose,37
-14.560412690912193,epRA,glucose,37
-14.387232118370036,epRA,glucose,37
-14.3401871627902,epRA,glucose,37
-14.665332528718078,epRA,glucose,37
-14.619566558768927,epRA,glucose,37
-14.574394509847863,epRA,glucose,37
-14.35277282502515,epRA,glucose,37
-14.254722503696028,epRA,glucose,37
-14.332440529294166,epRA,glucose,37
-14.611595614612373,epRA,glucose,37
-14.329286245041915,epRA,glucose,37
-14.519169137299436,epRA,glucose,37
-14.460742451178227,epRA,glucose,37
-14.705197010849254,epRA,glucose,37
-14.423837896049639,epRA,glucose,37
-14.326502025823514,epRA,glucose,37
-14.494070091353327,epRA,glucose,37
-14.46966577878073,epRA,glucose,37
-14.483549904953172,epRA,glucose,37
-14.432503488873676,epRA,glucose,37
-14.541250392281631,epRA,glucose,37
-14.257926734976753,epRA,glucose,37
-14.538753361431322,epRA,glucose,37
-14.603770791178501,epRA,glucose,37
-14.852637541063883,epRA,glucose,37
-14.099262706932473,epRA,glucose,37
-14.608105313597058,epRA,glucose,37
-14.308046909744284,epRA,glucose,37
-14.685602010427656,epRA,glucose,37
-14.652005207318783,epRA,glucose,37
-14.547507708716806,epRA,glucose,37
-14.366879374057168,epRA,glucose,37
-14.357694547507078,epRA,glucose,37
-14.457535018981181,epRA,glucose,37
-14.392773243300873,epRA,glucose,37
-14.357186929596793,epRA,glucose,37
-14.605037122055965,epRA,glucose,37
-14.598611139281681,epRA,glucose,37
-14.301690921780278,epRA,glucose,37
-14.368225591631358,epRA,glucose,37
