strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,IPTGuM
auto,243.0,183.24691358024688,194.66255144032917,0.0200314095605106,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,270.0,184.45555555555558,194.01481481481483,0.022002572898831608,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,553.0,172.16998191681736,192.77034358047013,0.0019661412328373707,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,435.0,168.00459770114944,191.42988505747127,-0.0048271464600288215,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,501.0,167.66467065868264,193.0379241516966,-0.005381530419466717,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,548.0,172.08211678832114,188.5912408759124,0.0018228427842092497,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,805.0,174.13416149068325,186.57391304347823,0.005169504052414032,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,423.0,168.64775413711584,188.160756501182,-0.003778228407138553,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,624.0,169.30769230769232,189.42628205128204,-0.002701941174050512,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,563.0,174.3587921847247,189.77619893428061,0.005535852233100909,0.0,20181005,glucose,37,O2,1,158.21782053084505,189.82501796138055,0
auto,531.0,163.80979284369116,179.210922787194,-0.011668416013257105,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,682.0,165.1788856304985,182.6818181818182,-0.009435574888055137,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,697.0,166.5093256814921,189.59684361549495,-0.007265772162411124,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,358.0,166.93854748603349,188.07821229050282,-0.006565758177786792,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,408.0,166.2941176470588,192.86519607843135,-0.007616753012202227,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,379.0,166.3509234828496,188.0263852242744,-0.007524108884990874,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,393.0,170.0559796437659,188.12977099236642,-0.001481566080738451,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,422.0,170.70853080568722,197.57109004739337,-0.0004173262536965346,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,566.0,168.82508833922262,196.58127208480565,-0.003489015650206108,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,731.0,167.5075239398085,183.54445964432284,-0.005637819591372279,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,503.0,168.69980119284295,195.15705765407554,-0.003693345331577124,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,370.0,166.9081081081081,201.7054054054054,-0.006615401485758561,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,482.0,168.38381742738588,193.7966804979253,-0.004208680415661525,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,538.0,169.4163568773234,182.89591078066917,-0.002524721103750922,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,422.0,174.56398104265404,183.0,0.00587049289795042,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,355.0,175.65633802816902,182.84788732394367,0.007652008091195424,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,277.0,173.10830324909747,183.40794223826717,0.003496441063176109,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,394.0,175.86802030456852,182.4847715736041,0.007997238813886882,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,360.0,173.07222222222222,182.1611111111111,0.003437596840620203,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,364.0,177.15384615384616,182.8131868131868,0.01009428063879483,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,442.0,182.4570135746606,183.58823529411762,0.01874316873836504,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,392.0,179.77806122448982,183.3545918367347,0.014374089419886769,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,511.0,165.45205479452054,196.53816046966733,-0.008990065752777542,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,364.0,179.01373626373626,182.46703296703296,0.013127558708576436,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,261.0,180.1149425287356,183.42528735632183,0.014923506112224972,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,463.0,183.37149028077755,184.07343412527,0.020234580582129538,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,448.0,171.25,181.78348214285717,0.0004657509904038307,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,463.0,180.67602591792652,183.82073434125266,0.015838571970525652,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,286.0,179.83916083916085,182.35664335664336,0.014473736232495881,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,452.0,180.40044247787608,183.33849557522126,0.01538912541416466,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,509.0,177.20039292730846,183.00392927308445,0.010170193353428609,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,426.0,180.77464788732397,182.54929577464787,0.015999413654333217,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,270.0,171.7592592592593,182.38148148148147,0.0012962973408200036,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,434.0,179.56451612903226,182.9815668202765,0.01402582064233032,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,335.0,182.20597014925374,182.75820895522392,0.01833374427140308,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,288.0,182.02430555555557,182.59722222222226,0.018037469117731176,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,286.0,180.51048951048955,182.22027972027973,0.015568600130921187,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,444.0,180.36261261261262,182.06531531531533,0.015327429026794057,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,242.0,179.4504132231405,182.78925619834712,0.013839731238284662,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,298.0,176.61073825503357,182.34899328859058,0.009208530846248888,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,261.0,179.53639846743297,182.5057471264368,0.013979963800654995,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,255.0,178.38039215686277,182.31764705882355,0.012094643495043531,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,419.0,176.1169451073986,182.35560859188544,0.008403208038323345,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,267.0,177.05243445692884,183.1985018726592,0.009928889213439686,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,443.0,179.17381489841986,182.69074492099324,0.013388629515633438,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,521.0,166.53742802303262,185.1573896353167,-0.007219940306082041,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,844.0,168.74881516587678,195.98696682464455,-0.003613408883329035,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,461.0,169.61388286334056,192.08459869848159,-0.0022025777478548968,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,551.0,164.65880217785843,195.89655172413796,-0.01028377431820467,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,485.0,166.65360824742268,193.39793814432988,-0.007030463021961471,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,282.0,175.4184397163121,183.23758865248226,0.007264021871817981,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,419.0,175.17183770883054,183.4057279236277,0.006861840873445968,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,369.0,175.7642276422764,183.2710027100271,0.007827964293494114,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,455.0,175.4,183.04175824175823,0.007233948704158808,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,329.0,173.37993920972644,183.14285714285717,0.003939449710815297,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,400.0,172.2875,183.0725,0.002157800418842564,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,423.0,169.56264775413712,190.86761229314428,-0.0022861366271259213,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,248.0,159.39919354838707,189.25806451612902,-0.018861622776333287,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
auto,632.0,168.56012658227846,180.67246835443038,-0.003921139399020993,0.0,20181005,glucose,37,O2,1,158.25952636991215,189.81778747915675,0
delta,509.0,1410.3379174852653,193.21807465618858,1.7887031618577225,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,460.0,1212.6586956521742,198.06521739130437,1.5039914377673993,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,295.0,776.6440677966102,186.09152542372883,0.8760120513947971,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,280.0,1162.1214285714286,191.79642857142858,1.4312040587604091,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,276.0,1055.9565217391305,190.81884057971016,1.2782977827146973,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,413.0,906.0411622276027,196.72881355932202,1.0623789821531169,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,497.0,860.9657947686118,203.14486921529172,0.9974582208093168,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,237.0,953.5316455696203,201.61181434599155,1.1307781657638507,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,463.0,770.5032397408207,202.50323974082073,0.8671675925442749,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,283.0,826.8127208480565,204.1696113074205,0.948268526167987,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,442.0,982.5904977375566,194.45475113122168,1.1726307986511073,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,386.0,1247.8419689119169,194.97668393782382,1.5546648990246492,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,437.0,1426.2700228832953,200.25400457665904,1.811649717161809,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,399.0,737.2756892230576,200.08020050125316,0.8193109027643124,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,259.0,957.7837837837835,196.55598455598457,1.1369023987044629,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,443.0,1280.1670428893906,196.9345372460497,1.601221777679526,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,305.0,976.3311475409836,198.02295081967213,1.1636156357542395,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,546.0,940.6007326007326,189.7692307692308,1.1121541419980019,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,519.0,1402.9113680154142,188.27938342967244,1.7780069152618678,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,406.0,889.2955665024631,184.19458128078816,1.0382607800193102,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,394.0,1129.0888324873097,195.746192893401,1.3836281562701127,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,373.0,706.2922252010724,193.00536193029492,0.7746863065210199,0.0,20181002,glucose,37,O2,1,161.77892297123526,193.4650133991083,0
delta,465.0,944.621505376344,191.7290322580645,1.1179451459209453,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,492.0,949.5060975609756,186.14227642276424,1.1249802842094738,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,266.0,950.627819548872,187.1503759398496,1.1265958682762391,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,258.0,877.0038759689924,186.59689922480618,1.020557410027678,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,397.0,967.2846347607052,202.6851385390428,1.1505862023783184,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,422.0,1115.7796208530806,201.65876777251182,1.3644592797664217,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,435.0,997.671264367816,213.1402298850575,1.1943511950999068,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,538.0,861.5892193308549,203.26951672862447,0.9983561213590592,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,364.0,861.1620879120878,193.79945054945054,0.9977409362044304,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,293.0,1105.9180887372013,199.75085324232086,1.3502559973736228,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,271.0,1042.8044280442805,199.0036900369004,1.2593551986811569,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,479.0,1103.4321503131523,195.80375782881003,1.3466755714283458,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,278.0,919.0755395683452,205.7913669064748,1.0811520226917934,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,294.0,861.9795918367348,204.90476190476193,0.9989183637037822,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,243.0,819.2427983539095,204.45267489711932,0.9373657835096894,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,247.0,820.502024291498,204.502024291498,0.9391794105787636,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,303.0,1143.3564356435645,196.4917491749175,1.4041773766463628,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,288.0,1091.2604166666667,196.80208333333331,1.3291449719069397,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,390.0,960.4358974358977,187.39743589743588,1.1407221620734946,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,641.0,917.4867394695787,197.9344773790952,1.0788637193933484,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,373.0,862.3967828418231,199.42091152815013,0.9995192319651616,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,252.0,757.8333333333335,197.31349206349208,0.8489194890567747,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,500.0,1090.856,192.726,1.328562502159488,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,378.0,1066.2724867724867,185.26455026455025,1.2931555718291354,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,374.0,1033.9625668449198,184.42245989304814,1.2466205191185125,0.0,20181002,glucose,37,O2,1,166.54433336376502,195.6677176184372,0
delta,460.0,605.2217391304347,190.53695652173917,0.6291173788564072,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,470.0,821.4042553191489,189.66808510638302,0.9404788680990244,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,569.0,855.8717047451669,190.21441124780318,0.990121348781002,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,538.0,854.5315985130113,183.62453531598516,0.9881912321390848,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,558.0,650.1362007168459,192.1559139784946,0.693806392078307,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,448.0,691.109375,191.48883928571428,0.7528188820276035,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,512.0,688.890625,193.072265625,0.7496232799204747,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,569.0,682.1142355008787,193.90509666080845,0.7398634401178303,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,369.0,1072.7235772357724,195.55013550135502,1.3024468927430528,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,627.0,822.1993620414673,194.77671451355658,0.9416240375490448,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,492.0,883.0040650406503,191.52032520325204,1.0291993105755368,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,435.0,718.4114942528737,185.48735632183912,0.7921413427886466,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,651.0,723.5591397849463,191.29185867895544,0.7995553492828632,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,655.0,730.8702290076336,184.37251908396945,0.8100853017900979,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,540.0,1059.0333333333333,189.9,1.282729226371564,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,424.0,589.4858490566038,186.95754716981133,0.6064534268665565,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,580.0,892.5362068965518,193.81034482758625,1.0429281816065987,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,426.0,760.3521126760562,188.03521126760563,0.8525472148370553,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,500.0,1115.884,195.162,1.3646096140635868,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,367.0,1067.9264305177112,192.9863760217984,1.2955376996566563,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,437.0,855.6910755148741,194.91304347826087,0.9898611936716241,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,453.0,797.8410596026489,195.84547461368652,0.9065414718703664,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,367.0,1058.3433242506812,193.08719346049045,1.2817354260432434,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,413.0,935.4406779661017,192.5544794188862,1.1047222630286155,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,342.0,814.5263157894735,197.69005847953213,0.9305727686945244,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,410.0,844.1414634146341,188.7536585365854,0.973226618003321,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,384.0,842.3489583333335,197.60416666666663,0.9706449242501519,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,480.0,692.2979166666668,194.86041666666668,0.7545307045648025,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,308.0,937.8571428571428,201.94155844155847,1.1082026282331738,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,449.0,717.229398663697,198.97772828507797,0.7904388043523197,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,757.0,484.2496697490092,185.76221928665782,0.4548847704872747,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,626.0,722.5127795527156,204.14217252396165,0.7980483065953449,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,605.0,988.7305785123967,198.0495867768595,1.1814741812142713,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,503.0,627.2266401590457,188.62823061630215,0.6608104078566052,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,570.0,1166.7666666666667,203.0140350877193,1.437894462206159,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,678.0,976.3333333333335,193.6076696165192,1.1636187838883865,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,530.0,825.1358490566037,200.20943396226414,0.9458533757318622,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,491.0,835.2525458248473,200.83095723014256,0.9604241644686656,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,468.0,880.3098290598291,200.8311965811966,1.0253188796223358,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,372.0,937.5241935483873,200.8736559139785,1.10772309087537,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,378.0,888.7804232804233,199.60582010582007,1.0375188339840096,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,432.0,905.2870370370372,200.96296296296296,1.0612928372300698,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,539.0,777.252319109462,186.99072356215214,0.8768880983478171,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,499.0,804.3987975951903,194.92585170340683,0.9159863941675894,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,669.0,777.0911808669656,202.30792227204785,0.8766560155501787,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,808.0,897.4975247524753,199.3589108910891,1.0500738256830044,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,566.0,777.386925795053,195.78091872791518,0.8770819685035841,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,617.0,1091.9367909238251,199.29983792544567,1.330119134386436,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,356.0,188.63483146067412,269.20786516853934,0.029119181695054955,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,775.0,854.8167741935484,194.96516129032258,0.9886019625078184,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,850.0,217.10588235294117,246.71647058823532,0.07012522123240672,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,509.0,723.8271119842829,186.0098231827112,0.7999413019701207,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,413.0,970.7990314769977,208.47457627118644,1.1556478873594431,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,655.0,660.7603053435115,187.6625954198473,0.7091079858276385,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,491.0,776.7331975560081,197.05498981670058,0.8761404224356715,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,479.0,867.4739039665969,206.65553235908143,1.006831664174503,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,612.0,869.3627450980392,189.328431372549,1.009552107982804,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,399.0,1045.2932330827068,191.8496240601504,1.2629397533290567,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,334.0,1041.934131736527,191.8982035928144,1.2581017358237443,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,703.0,1050.9288762446656,192.0796586059744,1.2710566088393132,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,725.0,864.3710344827588,183.30758620689656,1.0023626900851734,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,699.0,708.8082975679542,194.78254649499286,0.7783101335214915,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,573.0,923.4694589877837,191.74694589877842,1.0874804590434828,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,691.0,852.9218523878437,197.10709117221415,0.9858727608784528,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,650.0,813.396923076923,197.5569230769231,0.9289461367026356,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,695.0,627.3597122302158,183.98273381294965,0.6610020677511544,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,496.0,709.8991935483872,183.18145161290326,0.7798813197721864,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,501.0,937.8782435129739,188.7425149700599,1.1082330189037026,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,685.0,930.3781021897811,193.22773722627738,1.0974307800682506,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,411.0,839.8807785888076,181.02189781021897,0.967090075622601,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,555.0,844.4486486486487,190.32072072072071,0.973669048101843,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,285.0,714.1157894736842,175.31578947368425,0.7859543621716413,0.0,20181002,glucose,37,O2,1,165.36304791891408,193.34159516236886,0
delta,493.0,792.9046653144017,187.1379310344828,0.8994317244949784,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,324.0,928.5185185185184,179.05555555555554,1.0947524749422703,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,576.0,1021.0677083333335,188.85069444444446,1.2280484235553564,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,575.0,835.2991304347826,184.5182608695652,0.9604912589487417,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,580.0,835.2241379310345,197.1379310344828,0.9603832493924618,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,639.0,906.3255086071988,197.02503912363068,1.062788518103445,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,484.0,805.7520661157025,191.8099173553719,0.9179354680766191,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,542.0,850.2749077490773,199.74354243542442,0.9820604422913679,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,416.0,978.3653846153846,201.65384615384616,1.1665454891768223,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,491.0,923.7474541751527,188.85132382892056,1.0878808475534676,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,392.0,857.4030612244898,200.7295918367347,0.9923269176788452,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,500.0,802.436,201.704,0.9131594329817608,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,592.0,1080.8817567567567,191.8108108108108,1.3141968851566157,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
delta,474.0,786.4746835443037,203.60970464135025,0.8901708058275647,0.0,20181002,glucose,37,O2,1,163.32371463857822,193.3278389630893,0
