strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number
dilution,389.0,175.73521850899743,361.33419023136247,0.013405453104352719,3.0,20181004,glucose,37,O2,1
dilution,430.0,172.31627906976743,336.30232558139534,0.00937386235444171,3.0,20181004,glucose,37,O2,1
dilution,318.0,176.35220125786162,406.92452830188677,0.014132995076765,3.0,20181004,glucose,37,O2,1
dilution,522.0,168.44252873563218,349.632183908046,0.004805961608565487,3.0,20181004,glucose,37,O2,1
dilution,345.0,179.0695652173913,397.87246376811595,0.017337292666150996,3.0,20181004,glucose,37,O2,1
dilution,608.0,168.26644736842104,425.6907894736842,0.00459832762618644,3.0,20181004,glucose,37,O2,1
dilution,539.0,165.6196660482375,320.46938775510205,0.0014772606177891037,3.0,20181004,glucose,37,O2,1
dilution,426.0,166.93896713615024,361.2488262910798,0.003032971725551358,3.0,20181004,glucose,37,O2,1
dilution,433.0,169.72055427251732,403.0323325635104,0.006313000859841782,3.0,20181004,glucose,37,O2,1
dilution,758.0,209.61477572559366,399.4683377308707,0.053356002657307645,3.0,20181004,glucose,37,O2,1
dilution,491.0,174.77189409368634,370.6700610997963,0.012269507331997562,3.0,20181004,glucose,37,O2,1
dilution,644.0,174.12111801242236,353.944099378882,0.011502116485765403,3.0,20181004,glucose,37,O2,1
dilution,477.0,179.78616352201257,347.146750524109,0.018182300642356528,3.0,20181004,glucose,37,O2,1
dilution,470.0,176.40851063829788,369.7382978723404,0.01419939472535052,3.0,20181004,glucose,37,O2,1
dilution,711.0,175.7665260196906,395.2489451476793,0.013442370713674774,3.0,20181004,glucose,37,O2,1
dilution,578.0,170.00346020761245,323.9878892733564,0.0066466016653831984,3.0,20181004,glucose,37,O2,1
dilution,582.0,186.02233676975945,315.8230240549828,0.02553595484634006,3.0,20181004,glucose,37,O2,1
dilution,345.0,204.15072463768115,385.34492753623186,0.04691282979197298,3.0,20181004,glucose,37,O2,1
dilution,409.0,179.24694376528117,376.6332518337408,0.01754645627539776,3.0,20181004,glucose,37,O2,1
dilution,420.0,179.6095238095238,376.8690476190476,0.017974008262922916,3.0,20181004,glucose,37,O2,1
dilution,582.0,171.36941580756013,362.13573883161513,0.0082573274648371,3.0,20181004,glucose,37,O2,1
dilution,414.0,165.55797101449275,333.77536231884056,0.001404510242480683,3.0,20181004,glucose,37,O2,1
dilution,407.0,172.8869778869779,301.7936117936118,0.01004682662109424,3.0,20181004,glucose,37,O2,1
dilution,562.0,169.30960854092527,322.8291814946619,0.005828416374023848,3.0,20181004,glucose,37,O2,1
dilution,791.0,184.67762326169407,340.97977243994944,0.023950277580989686,3.0,20181004,glucose,37,O2,1
dilution,625.0,174.2464,296.6608,0.011649848176023778,3.0,20181004,glucose,37,O2,1
dilution,389.0,167.36760925449872,351.60411311053986,0.003538423673464533,3.0,20181004,glucose,37,O2,1
dilution,490.0,176.20204081632653,330.94897959183675,0.013955926878320462,3.0,20181004,glucose,37,O2,1
dilution,512.0,181.251953125,349.31640625,0.01991075003719306,3.0,20181004,glucose,37,O2,1
dilution,595.0,178.74285714285713,302.5126050420168,0.016952040667797427,3.0,20181004,glucose,37,O2,1
dilution,561.0,178.18716577540107,381.9144385026738,0.016296773086530818,3.0,20181004,glucose,37,O2,1
dilution,364.0,170.73626373626374,410.89285714285717,0.007510718734469995,3.0,20181004,glucose,37,O2,1
dilution,669.0,175.92974588938714,328.30194319880417,0.013634838503340706,3.0,20181004,glucose,37,O2,1
dilution,326.0,171.94478527607362,436.80674846625766,0.008935799332581738,3.0,20181004,glucose,37,O2,1
dilution,793.0,182.39470365699873,346.0718789407314,0.021258273898364332,3.0,20181004,glucose,37,O2,1
dilution,552.0,173.5108695652174,527.2065217391304,0.010782515557281823,3.0,20181004,glucose,37,O2,1
dilution,381.0,170.51706036745406,403.53805774278214,0.00725223557331712,3.0,20181004,glucose,37,O2,1
dilution,436.0,168.53669724770643,379.44954128440367,0.004917004494512868,3.0,20181004,glucose,37,O2,1
dilution,499.0,193.43687374749499,362.3366733466934,0.03427912775876928,3.0,20181004,glucose,37,O2,1
dilution,665.0,168.94586466165413,316.25563909774434,0.00539949199993884,3.0,20181004,glucose,37,O2,1
dilution,520.0,168.9903846153846,351.3134615384615,0.005451989634610812,3.0,20181004,glucose,37,O2,1
dilution,479.0,178.06054279749478,335.8830897703549,0.0161474601093556,3.0,20181004,glucose,37,O2,1
dilution,422.0,184.85071090047393,342.63744075829385,0.024154381378624072,3.0,20181004,glucose,37,O2,1
dilution,390.0,185.4897435897436,349.87948717948717,0.02490792449476964,3.0,20181004,glucose,37,O2,1
dilution,550.0,173.82,377.09272727272725,0.01114704011922204,3.0,20181004,glucose,37,O2,1
dilution,509.0,174.09626719056973,380.3909626719057,0.011472812561174306,3.0,20181004,glucose,37,O2,1
dilution,360.0,174.80555555555554,418.43333333333334,0.01230920070496088,3.0,20181004,glucose,37,O2,1
dilution,403.0,180.712158808933,408.3722084367246,0.019274228153669908,3.0,20181004,glucose,37,O2,1
dilution,718.0,160.9066852367688,357.1058495821727,-0.004080255150406122,3.0,20181004,glucose,37,O2,1
dilution,442.0,148.92533936651583,315.552036199095,-0.018208578872008836,3.0,20181004,glucose,37,O2,1
dilution,566.0,192.42226148409895,446.72968197879857,0.033082703695529674,3.0,20181004,glucose,37,O2,1
dilution,438.0,149.27625570776254,208.46575342465752,-0.017794780645830986,3.0,20181004,glucose,37,O2,1
dilution,481.0,245.46361746361745,353.6632016632017,0.0956287194792793,3.0,20181004,glucose,37,O2,1
dilution,480.0,177.59166666666667,293.01666666666665,0.015594564480316205,3.0,20181004,glucose,37,O2,1
dilution,638.0,194.8166144200627,323.52351097178683,0.03590610882458565,3.0,20181004,glucose,37,O2,1
dilution,754.0,162.86737400530504,315.3527851458886,-0.0017682239362862874,3.0,20181004,glucose,37,O2,1
dilution,633.0,168.8957345971564,342.6018957345972,0.005340378959794737,3.0,20181004,glucose,37,O2,1
dilution,375.0,166.15733333333333,382.2,0.002111274320474146,3.0,20181004,glucose,37,O2,1
dilution,372.0,165.18817204301075,360.23924731182797,0.000968445743751452,3.0,20181004,glucose,37,O2,1
dilution,590.0,205.00338983050847,355.04067796610167,0.047918286941850984,3.0,20181004,glucose,37,O2,1
dilution,768.0,174.05859375,372.15234375,0.011428388289490667,3.0,20181004,glucose,37,O2,1
dilution,531.0,176.51600753295668,316.8549905838041,0.014326154351794256,3.0,20181004,glucose,37,O2,1
dilution,477.0,167.11320754716982,323.80712788259956,0.003238434864578309,3.0,20181004,glucose,37,O2,1
dilution,352.0,165.26420454545453,426.94034090909093,0.0010581027672212702,3.0,20181004,glucose,37,O2,1
dilution,321.0,165.30841121495328,423.0373831775701,0.0011102309792014355,3.0,20181004,glucose,37,O2,1
dilution,691.0,170.65846599131694,348.31837916063677,0.007418980148728311,3.0,20181004,glucose,37,O2,1
dilution,584.0,166.15239726027397,334.17979452054794,0.0021054537358043395,3.0,20181004,glucose,37,O2,1
dilution,701.0,211.8987161198288,298.69186875891586,0.056049210048199676,3.0,20181004,glucose,37,O2,1
dilution,502.0,211.6175298804781,421.4083665338645,0.05571763709649395,3.0,20181004,glucose,37,O2,1
dilution,461.0,170.20173535791758,367.35357917570497,0.0068804064098414485,3.0,20181004,glucose,37,O2,1
dilution,607.0,181.70840197693576,379.77429983525536,0.020448991501243723,3.0,20181004,glucose,37,O2,1
dilution,670.0,167.51044776119403,314.40597014925373,0.0037068578948245986,3.0,20181004,glucose,37,O2,1
dilution,514.0,175.82684824902725,343.83268482490274,0.013513502287114539,3.0,20181004,glucose,37,O2,1
dilution,284.0,165.3732394366197,344.4507042253521,0.0011866759889622481,3.0,20181004,glucose,37,O2,1
dilution,274.0,164.62408759124088,350.73722627737226,0.00030328109303268526,3.0,20181004,glucose,37,O2,1
dilution,306.0,176.5032679738562,300.5686274509804,0.014311131948051706,3.0,20181004,glucose,37,O2,1
dilution,308.0,171.30194805194805,307.8636363636364,0.00817776993412395,3.0,20181004,glucose,37,O2,1
dilution,625.0,173.3216,304.9456,0.010559330139132952,3.0,20181004,glucose,37,O2,1
dilution,442.0,175.64932126696831,373.45927601809956,0.0133041636452784,3.0,20181004,glucose,37,O2,1
dilution,469.0,186.98081023454156,329.23880597014926,0.026666180409949638,3.0,20181004,glucose,37,O2,1
dilution,405.0,203.68641975308643,339.83456790123455,0.04636532454622573,3.0,20181004,glucose,37,O2,1
dilution,509.0,171.39489194499018,321.66404715127703,0.008287368757416876,3.0,20181004,glucose,37,O2,1
dilution,645.0,178.31162790697675,349.28992248062013,0.01644353800801996,3.0,20181004,glucose,37,O2,1
dilution,416.0,169.90384615384616,333.1129807692308,0.006529137432727545,3.0,20181004,glucose,37,O2,1
dilution,484.0,169.83264462809916,394.6384297520661,0.006445177064992629,3.0,20181004,glucose,37,O2,1
dilution,598.0,160.36120401337791,311.9916387959866,-0.004723482997392524,3.0,20181004,glucose,37,O2,1
dilution,563.0,180.30017761989342,334.54706927175846,0.018788422663285623,3.0,20181004,glucose,37,O2,1
dilution,515.0,171.652427184466,351.79417475728155,0.008591052606663617,3.0,20181004,glucose,37,O2,1
dilution,641.0,175.66146645865834,351.6474258970359,0.013318485174905852,3.0,20181004,glucose,37,O2,1
dilution,538.0,186.84014869888475,333.9498141263941,0.02650031325842442,3.0,20181004,glucose,37,O2,1
dilution,387.0,199.48837209302326,377.0,0.04141501454079084,3.0,20181004,glucose,37,O2,1
dilution,351.0,215.64102564102564,279.8888888888889,0.06046211665772973,3.0,20181004,glucose,37,O2,1
dilution,348.0,203.53735632183907,359.8390804597701,0.04618954993504917,3.0,20181004,glucose,37,O2,1
dilution,519.0,196.34296724470136,363.26204238921,0.03770597396940366,3.0,20181004,glucose,37,O2,1
dilution,572.0,171.87762237762237,299.3776223776224,0.00885660128741419,3.0,20181004,glucose,37,O2,1
dilution,430.0,169.57906976744187,212.08372093023254,0.006146163268226997,3.0,20181004,glucose,37,O2,1
dilution,353.0,198.77620396600565,376.36543909348444,0.040575230600683306,3.0,20181004,glucose,37,O2,1
dilution,815.0,173.89815950920246,342.9840490797546,0.011239205294978767,3.0,20181004,glucose,37,O2,1
dilution,376.0,178.73936170212767,346.07978723404256,0.016947918867232584,3.0,20181004,glucose,37,O2,1
dilution,327.0,182.31498470948011,344.6085626911315,0.02116426984327026,3.0,20181004,glucose,37,O2,1
dilution,430.0,168.1046511627907,359.706976744186,0.004407538611761288,3.0,20181004,glucose,37,O2,1
dilution,570.0,187.85614035087718,361.3929824561404,0.027698363887563963,3.0,20181004,glucose,37,O2,1
dilution,484.0,157.27272727272728,285.2190082644628,-0.008365394321135264,3.0,20181004,glucose,37,O2,1
dilution,458.0,172.3056768558952,325.41266375545854,0.009361360294040928,3.0,20181004,glucose,37,O2,1
dilution,529.0,174.82041587901702,295.66540642722117,0.012326723899996318,3.0,20181004,glucose,37,O2,1
dilution,522.0,165.860153256705,243.27777777777777,0.001760841541745992,3.0,20181004,glucose,37,O2,1
dilution,662.0,174.09516616314198,317.0679758308157,0.011471514236921415,3.0,20181004,glucose,37,O2,1
dilution,516.0,165.16860465116278,331.0484496124031,0.000945372004840203,3.0,20181004,glucose,37,O2,1
dilution,540.0,166.26111111111112,334.94814814814816,0.002233648388916113,3.0,20181004,glucose,37,O2,1
dilution,626.0,179.6182108626198,345.56389776357827,0.017984251978416656,3.0,20181004,glucose,37,O2,1
dilution,679.0,163.7584683357879,322.939617083947,-0.000717451401724522,3.0,20181004,glucose,37,O2,1
dilution,700.0,176.86142857142858,313.5185714285714,0.014733472553324493,3.0,20181004,glucose,37,O2,1
dilution,397.0,200.99748110831234,321.9068010075567,0.04319454589979527,3.0,20181004,glucose,37,O2,1
dilution,406.0,201.28571428571428,314.5566502463054,0.04353442855419314,3.0,20181004,glucose,37,O2,1
dilution,573.0,172.13089005235602,325.7504363001745,0.009155252852572541,3.0,20181004,glucose,37,O2,1
dilution,726.0,186.2479338842975,277.4449035812672,0.025801977470122802,3.0,20181004,glucose,37,O2,1
dilution,725.0,174.41793103448276,327.7241379310345,0.011852116436177325,3.0,20181004,glucose,37,O2,1
dilution,691.0,184.82778581765558,387.7626628075253,0.02412734827275186,3.0,20181004,glucose,37,O2,1
dilution,711.0,188.31926863572434,340.7299578059072,0.028244481694679163,3.0,20181004,glucose,37,O2,1
dilution,644.0,179.0310559006211,333.97049689440996,0.017291882734786122,3.0,20181004,glucose,37,O2,1
dilution,469.0,163.33262260127933,348.24733475479746,-0.0012196058723285776,3.0,20181004,glucose,37,O2,1
dilution,532.0,201.58082706766916,242.03383458646616,0.043882423592729945,3.0,20181004,glucose,37,O2,1
dilution,788.0,179.5977157360406,332.42893401015226,0.017960084260852893,3.0,20181004,glucose,37,O2,1
dilution,767.0,163.22816166883965,306.20599739243806,-0.0013427855122246665,3.0,20181004,glucose,37,O2,1
dilution,668.0,170.937125748503,377.55838323353294,0.007747573889393338,3.0,20181004,glucose,37,O2,1
dilution,795.0,171.7056603773585,305.5710691823899,0.008653824835264992,3.0,20181004,glucose,37,O2,1
dilution,869.0,199.8204833141542,288.7180667433832,0.04180663789383703,3.0,20181004,glucose,37,O2,1
dilution,778.0,167.69408740359899,294.77120822622106,0.003923404545268785,3.0,20181004,glucose,37,O2,1
dilution,534.0,170.4494382022472,297.6048689138577,0.007172495963832146,3.0,20181004,glucose,37,O2,1
dilution,481.0,174.66735966735968,302.2598752598753,0.012146241028596542,3.0,20181004,glucose,37,O2,1
dilution,855.0,191.35087719298247,342.65497076023394,0.031819334433090214,3.0,20181004,glucose,37,O2,1
dilution,853.0,175.49824150058618,314.55685814771397,0.013126011385061084,3.0,20181004,glucose,37,O2,1
dilution,647.0,174.4806800618238,306.564142194745,0.011926109673755986,3.0,20181004,glucose,37,O2,1
dilution,580.0,162.93620689655174,357.0586206896552,-0.0016870566466713754,3.0,20181004,glucose,37,O2,1
dilution,777.0,165.88288288288288,321.1261261261261,0.0017876441664419012,3.0,20181004,glucose,37,O2,1
dilution,756.0,167.3293650793651,377.1375661375661,0.00349332639536199,3.0,20181004,glucose,37,O2,1
dilution,883.0,163.519818799547,370.8969422423556,-0.0009988653547590483,3.0,20181004,glucose,37,O2,1
dilution,720.0,163.4125,314.7597222222222,-0.0011254149726261458,3.0,20181004,glucose,37,O2,1
dilution,707.0,167.67751060820368,363.5869872701556,0.003903857297893749,3.0,20181004,glucose,37,O2,1
dilution,717.0,165.20362622036262,365.77963737796375,0.000986669207362529,3.0,20181004,glucose,37,O2,1
dilution,355.0,176.33239436619718,332.87887323943664,0.014109638921255895,3.0,20181004,glucose,37,O2,1
dilution,863.0,172.8760139049826,327.7694090382387,0.010033897966118036,3.0,20181004,glucose,37,O2,1
dilution,361.0,180.94736842105263,338.14404432132966,0.019551585770956406,3.0,20181004,glucose,37,O2,1
dilution,869.0,333.97928653624854,487.7399309551208,0.2000058103866788,3.0,20181004,glucose,37,O2,1
dilution,426.0,165.50704225352112,382.3521126760563,0.0013444553847427254,3.0,20181004,glucose,37,O2,1
dilution,432.0,165.7685185185185,371.1296296296296,0.0016527864651909206,3.0,20181004,glucose,37,O2,1
dilution,809.0,183.63782447466008,411.78121137206426,0.0227241537358364,3.0,20181004,glucose,37,O2,1
dilution,581.0,170.59036144578315,372.98623063683306,0.007338671719555667,3.0,20181004,glucose,37,O2,1
dilution,606.0,177.9224422442244,339.58910891089107,0.015984612851304203,3.0,20181004,glucose,37,O2,1
dilution,755.0,177.6225165562914,339.67682119205296,0.015630942465904293,3.0,20181004,glucose,37,O2,1
dilution,483.0,171.70600414078675,342.7391304347826,0.00865423019882352,3.0,20181004,glucose,37,O2,1
dilution,579.0,174.1865284974093,351.3713298791019,0.011579248096578608,3.0,20181004,glucose,37,O2,1
dilution,455.0,171.1010989010989,354.05494505494505,0.007940929945266696,3.0,20181004,glucose,37,O2,1
dilution,602.0,177.78571428571428,343.77408637873754,0.015823384147906103,3.0,20181004,glucose,37,O2,1
dilution,851.0,167.19741480611046,336.32902467685074,0.003337731506784084,3.0,20181004,glucose,37,O2,1
dilution,881.0,165.11918274687855,329.994324631101,0.0008870940225311146,3.0,20181004,glucose,37,O2,1
dilution,425.0,189.99058823529413,383.0141176470588,0.03021529070066964,3.0,20181004,glucose,37,O2,1
dilution,462.0,183.47619047619048,334.4264069264069,0.02253355599502122,3.0,20181004,glucose,37,O2,1
dilution,854.0,166.61007025761126,286.6288056206089,0.0026451387040074014,3.0,20181004,glucose,37,O2,1
dilution,576.0,167.87326388888889,339.1614583333333,0.004134688270393504,3.0,20181004,glucose,37,O2,1
dilution,844.0,169.74881516587678,297.1303317535545,0.006346325918175625,3.0,20181004,glucose,37,O2,1
dilution,721.0,177.54368932038835,309.6851595006935,0.01553798991124326,3.0,20181004,glucose,37,O2,1
dilution,461.0,164.06941431670282,306.5162689804772,-0.0003507859598058191,3.0,20181004,glucose,37,O2,1
dilution,458.0,165.83187772925766,318.6397379912664,0.0017274992269926187,3.0,20181004,glucose,37,O2,1
dilution,383.0,171.03916449086162,326.62924281984334,0.007867897298783181,3.0,20181004,glucose,37,O2,1
dilution,439.0,170.41685649202734,310.4487471526196,0.007134075826864688,3.0,20181004,glucose,37,O2,1
dilution,605.0,232.85619834710744,265.88595041322316,0.0807621343309269,2.0,20181004,glucose,37,O2,1
dilution,565.0,177.27256637168142,287.9734513274336,0.015218283525235547,2.0,20181004,glucose,37,O2,1
dilution,609.0,173.50903119868636,271.97701149425285,0.010780347767640254,2.0,20181004,glucose,37,O2,1
dilution,850.0,176.00823529411764,275.0,0.013727392689719857,2.0,20181004,glucose,37,O2,1
dilution,651.0,165.10445468509985,281.5268817204301,0.000869726789596305,2.0,20181004,glucose,37,O2,1
dilution,916.0,170.7740174672489,325.4639737991266,0.007555237684079915,2.0,20181004,glucose,37,O2,1
dilution,634.0,179.59779179810727,253.54258675078864,0.017960173952738284,2.0,20181004,glucose,37,O2,1
dilution,388.0,190.91494845360825,277.4484536082474,0.031305290149908266,2.0,20181004,glucose,37,O2,1
dilution,650.0,168.01538461538462,316.18,0.004302276090094654,2.0,20181004,glucose,37,O2,1
dilution,612.0,175.47712418300654,255.2238562091503,0.013101109983989126,2.0,20181004,glucose,37,O2,1
dilution,692.0,177.71820809248555,302.3959537572254,0.015743781291809908,2.0,20181004,glucose,37,O2,1
dilution,634.0,181.39274447949526,335.6940063091483,0.02007677027023304,2.0,20181004,glucose,37,O2,1
dilution,817.0,205.6389228886169,268.187270501836,0.0486677033161023,2.0,20181004,glucose,37,O2,1
dilution,725.0,235.84137931034482,219.12413793103448,0.08428223995786621,2.0,20181004,glucose,37,O2,1
dilution,293.0,169.67235494880546,230.3174061433447,0.006256164536448921,2.0,20181004,glucose,37,O2,1
dilution,789.0,183.78073510773132,292.68821292775664,0.022892673008141406,2.0,20181004,glucose,37,O2,1
dilution,843.0,179.44483985765123,278.9762752075919,0.017779814037248712,2.0,20181004,glucose,37,O2,1
dilution,518.0,234.06177606177607,249.97490347490347,0.08218374358992318,2.0,20181004,glucose,37,O2,1
dilution,507.0,175.70019723865877,313.61143984220905,0.013364156254245519,2.0,20181004,glucose,37,O2,1
dilution,512.0,180.185546875,319.546875,0.018653250847878507,2.0,20181004,glucose,37,O2,1
dilution,643.0,170.95800933125972,313.8771384136858,0.00777219967190966,2.0,20181004,glucose,37,O2,1
dilution,663.0,185.48265460030166,281.53996983408746,0.024899565205355967,2.0,20181004,glucose,37,O2,1
dilution,527.0,175.30740037950665,319.4819734345351,0.012900972798644893,2.0,20181004,glucose,37,O2,1
dilution,457.0,179.1816192560175,329.1137855579869,0.01746942604658822,2.0,20181004,glucose,37,O2,1
dilution,591.0,172.1962774957699,300.0693739424704,0.009232357292915319,2.0,20181004,glucose,37,O2,1
dilution,541.0,175.02402957486137,285.14232902033274,0.012566823822007854,2.0,20181004,glucose,37,O2,1
dilution,580.0,166.22758620689655,303.75344827586207,0.002194116043834983,2.0,20181004,glucose,37,O2,1
dilution,880.0,178.55,283.41136363636366,0.0167246248018492,2.0,20181004,glucose,37,O2,1
dilution,320.0,188.709375,284.63125,0.02870449253653524,2.0,20181004,glucose,37,O2,1
dilution,560.0,177.66607142857143,259.8642857142857,0.015682302082919694,2.0,20181004,glucose,37,O2,1
dilution,669.0,188.62331838565024,236.7085201793722,0.02860301514667563,2.0,20181004,glucose,37,O2,1
dilution,530.0,187.7433962264151,341.1811320754717,0.02756541676247813,2.0,20181004,glucose,37,O2,1
dilution,828.0,184.82367149758454,252.72222222222223,0.02412249669376504,2.0,20181004,glucose,37,O2,1
dilution,492.0,185.40040650406505,277.8516260162602,0.024802578794839148,2.0,20181004,glucose,37,O2,1
dilution,524.0,184.68129770992365,278.0858778625954,0.02395461046601346,2.0,20181004,glucose,37,O2,1
dilution,479.0,221.10229645093946,291.69937369519835,0.0669020110376566,2.0,20181004,glucose,37,O2,1
dilution,637.0,169.26059654631084,305.86813186813185,0.005770621754483371,2.0,20181004,glucose,37,O2,1
dilution,696.0,187.875,291.6048850574713,0.027720603060939684,2.0,20181004,glucose,37,O2,1
dilution,798.0,222.24561403508773,261.39724310776944,0.06825020356296814,2.0,20181004,glucose,37,O2,1
dilution,929.0,172.59418729817008,296.0721205597417,0.009701569897341219,2.0,20181004,glucose,37,O2,1
dilution,595.0,229.78151260504202,231.94453781512604,0.07713648526140553,2.0,20181004,glucose,37,O2,1
dilution,618.0,191.73462783171522,297.07766990291265,0.03227185064546741,2.0,20181004,glucose,37,O2,1
dilution,617.0,192.01134521880064,378.95948136142624,0.032598153956170224,2.0,20181004,glucose,37,O2,1
dilution,601.0,192.99833610648918,320.01996672212977,0.03376200707605693,2.0,20181004,glucose,37,O2,1
dilution,724.0,196.60082872928177,302.6008287292818,0.03801004252471766,2.0,20181004,glucose,37,O2,1
dilution,377.0,194.9575596816976,306.3262599469496,0.03607231054390566,2.0,20181004,glucose,37,O2,1
dilution,269.0,170.17472118959108,285.2825278810409,0.00684855148141189,2.0,20181004,glucose,37,O2,1
dilution,375.0,167.36533333333333,299.18666666666667,0.0035357399222951977,2.0,20181004,glucose,37,O2,1
dilution,638.0,155.0,183.1206896551724,-0.011045379273387406,2.0,20181004,glucose,37,O2,1
dilution,784.0,202.19770408163265,230.39923469387756,0.04460984088324739,2.0,20181004,glucose,37,O2,1
dilution,552.0,162.58695652173913,219.5144927536232,-0.002098890376260512,2.0,20181004,glucose,37,O2,1
dilution,680.0,176.3470588235294,236.88676470588234,0.014126931152248556,2.0,20181004,glucose,37,O2,1
dilution,652.0,194.42331288343559,239.8159509202454,0.03544233025664798,2.0,20181004,glucose,37,O2,1
dilution,650.0,175.09230769230768,238.0523076923077,0.01264733692603051,2.0,20181004,glucose,37,O2,1
dilution,829.0,180.44149577804583,293.2509047044632,0.018955064099710147,2.0,20181004,glucose,37,O2,1
dilution,293.0,158.44027303754265,183.0580204778157,-0.0069886320855960665,2.0,20181004,glucose,37,O2,1
dilution,695.0,178.59136690647483,273.0791366906475,0.016773404384073643,2.0,20181004,glucose,37,O2,1
dilution,608.0,225.9753289473684,265.4983552631579,0.07264825869305329,2.0,20181004,glucose,37,O2,1
dilution,487.0,160.17453798767968,190.69609856262835,-0.004943598338978429,2.0,20181004,glucose,37,O2,1
dilution,317.0,157.6876971608833,189.02208201892745,-0.00787606457654109,2.0,20181004,glucose,37,O2,1
dilution,720.0,170.61666666666667,345.0236111111111,0.007369690661854419,2.0,20181004,glucose,37,O2,1
dilution,463.0,172.07991360691145,329.99352051835854,0.009095141765619805,2.0,20181004,glucose,37,O2,1
dilution,498.0,168.44578313253012,310.7449799196787,0.0048097991718401515,2.0,20181004,glucose,37,O2,1
dilution,685.0,168.28029197080292,266.0934306569343,0.004614653089649915,2.0,20181004,glucose,37,O2,1
dilution,910.0,190.73736263736265,261.3032967032967,0.03109588213118876,2.0,20181004,glucose,37,O2,1
dilution,801.0,171.59675405742823,374.956304619226,0.008525403223872949,2.0,20181004,glucose,37,O2,1
dilution,653.0,168.49770290964778,268.7733537519142,0.004871022629255982,2.0,20181004,glucose,37,O2,1
dilution,780.0,167.4653846153846,314.93333333333334,0.0036537197316496247,2.0,20181004,glucose,37,O2,1
dilution,500.0,195.316,339.594,0.03649498099401126,2.0,20181004,glucose,37,O2,1
dilution,556.0,209.0,349.49640287769785,0.05263106319212325,2.0,20181004,glucose,37,O2,1
dilution,893.0,180.91601343784995,327.07390817469206,0.01951461218236544,2.0,20181004,glucose,37,O2,1
dilution,623.0,169.13001605136438,308.9743178170144,0.005616642099417149,2.0,20181004,glucose,37,O2,1
dilution,792.0,276.7651515151515,198.27904040404042,0.13253928118510763,2.0,20181004,glucose,37,O2,1
dilution,583.0,174.52144082332762,302.27101200686104,0.011974174493843933,2.0,20181004,glucose,37,O2,1
dilution,644.0,186.49534161490683,301.56832298136646,0.026093719027968493,2.0,20181004,glucose,37,O2,1
dilution,558.0,170.13620071684588,324.8333333333333,0.006803128394995144,2.0,20181004,glucose,37,O2,1
dilution,468.0,181.04273504273505,296.5726495726496,0.019664041459821046,2.0,20181004,glucose,37,O2,1
dilution,610.0,190.14262295081969,288.3016393442623,0.03039456903059415,2.0,20181004,glucose,37,O2,1
dilution,500.0,183.18,314.196,0.022184290146577235,2.0,20181004,glucose,37,O2,1
dilution,717.0,229.80055788005578,279.3960948396095,0.0771589433236028,2.0,20181004,glucose,37,O2,1
dilution,763.0,198.21494102228047,238.18741808650066,0.039913393053569605,2.0,20181004,glucose,37,O2,1
dilution,643.0,166.39968895800934,347.20217729393465,0.0023970584684533084,2.0,20181004,glucose,37,O2,1
dilution,768.0,176.89192708333334,276.1705729166667,0.01476943619663167,2.0,20181004,glucose,37,O2,1
dilution,596.0,174.16946308724832,274.4597315436242,0.011559124677906997,2.0,20181004,glucose,37,O2,1
dilution,463.0,183.21814254859612,340.9978401727862,0.022229267587339615,2.0,20181004,glucose,37,O2,1
dilution,385.0,196.88571428571427,363.96363636363634,0.03834597768663301,2.0,20181004,glucose,37,O2,1
dilution,377.0,198.3262599469496,374.6923076923077,0.040044659592495827,2.0,20181004,glucose,37,O2,1
dilution,494.0,168.085020242915,269.44534412955466,0.00438438996102035,2.0,20181004,glucose,37,O2,1
dilution,746.0,183.26005361930294,334.7721179624665,0.02227868884442351,2.0,20181004,glucose,37,O2,1
dilution,575.0,185.65739130434784,345.8417391304348,0.025105613569833925,2.0,20181004,glucose,37,O2,1
dilution,806.0,173.99379652605458,325.25682382133994,0.011351979832037236,2.0,20181004,glucose,37,O2,1
dilution,629.0,183.4610492845787,294.0222575516693,0.02251570160212258,2.0,20181004,glucose,37,O2,1
dilution,580.0,186.88275862068966,297.18793103448274,0.02655055859609609,2.0,20181004,glucose,37,O2,1
dilution,706.0,458.06515580736544,289.5070821529745,0.34632704585751495,2.0,20181004,glucose,37,O2,1
dilution,344.0,217.47093023255815,258.79651162790697,0.06261992803624998,2.0,20181004,glucose,37,O2,1
dilution,582.0,181.70962199312714,315.25773195876286,0.020450430136258864,2.0,20181004,glucose,37,O2,1
dilution,519.0,185.65125240847783,304.0770712909441,0.025098374624469694,2.0,20181004,glucose,37,O2,1
dilution,581.0,161.90705679862307,271.37005163511185,-0.0029006236281367316,2.0,20181004,glucose,37,O2,1
dilution,908.0,166.00330396475772,285.4273127753304,0.0019296439088796356,2.0,20181004,glucose,37,O2,1
dilution,485.0,183.29690721649484,300.2721649484536,0.02232214636222421,2.0,20181004,glucose,37,O2,1
dilution,501.0,178.70858283433134,296.1377245508982,0.016911624630114315,2.0,20181004,glucose,37,O2,1
dilution,577.0,174.1525129982669,287.71403812824957,0.011539137245206802,2.0,20181004,glucose,37,O2,1
dilution,537.0,202.84916201117318,259.4264432029795,0.045378035760452726,2.0,20181004,glucose,37,O2,1
