I_1,I_2,summed,fluct,date,run_no,temp,carbon,operator
24451.71747474952,22980.10983079848,47431.827305547995,2165629.05773513,20181004,1,37,glucose,O2
24454.779883630872,19610.564595728807,44065.34447935968,23466421.755544085,20181004,1,37,glucose,O2
11801.001457898294,12111.772139367227,23912.77359726552,96578.4164606654,20181004,1,37,glucose,O2
30192.27286831637,37289.59265698682,67481.86552530319,50371948.18265312,20181004,1,37,glucose,O2
32159.349307826727,18327.67925499434,50487.02856282107,191315096.45042035,20181004,1,37,glucose,O2
17721.578626357805,18888.57862635781,36610.15725271561,1361889.0000000084,20181004,1,37,glucose,O2
15203.297057442545,18612.98114090394,33816.27819834648,11625945.549009968,20181004,1,37,glucose,O2
33748.15820905083,33256.13014779284,67004.28835684367,242091.61306529454,20181004,1,37,glucose,O2
44237.51621747645,38576.8805122674,82814.39672974385,32042796.587087516,20181004,1,37,glucose,O2
42607.65119373634,42707.69957198869,85315.35076572503,10009.67799092561,20181004,1,37,glucose,O2
26406.828261883227,29680.307215939727,56087.13547782296,10715664.462650836,20181004,1,37,glucose,O2
27863.446064331438,27656.349307826727,55519.795372158165,42889.06655477129,20181004,1,37,glucose,O2
18057.67151073069,21971.067738911483,40028.739249642174,15314670.03873964,20181004,1,37,glucose,O2
17978.73391961204,18779.063866779656,36757.7977863917,640528.0243333167,20181004,1,37,glucose,O2
16164.297057442553,17266.158209050835,33430.45526649339,1214097.9974235294,20181004,1,37,glucose,O2
21537.071611043302,20982.24867919019,42519.32029023349,307828.48571008304,20181004,1,37,glucose,O2
31344.689413491524,23134.07789740866,54478.767310900184,67414141.46803254,20181004,1,37,glucose,O2
19439.939049016935,20584.546692967975,40024.485741984914,1310126.6585911503,20181004,1,37,glucose,O2
34889.46396709228,32580.765853001867,67470.22982009414,5330086.9820046155,20181004,1,37,glucose,O2
27947.29318531073,33221.10595866667,61168.399143977396,27813101.168412246,20181004,1,37,glucose,O2
27687.699571988684,20743.5225038418,48431.22207583048,48221595.153777055,20181004,1,37,glucose,O2
26803.40784457627,27025.206587303186,53828.614431879454,49194.682275240004,20181004,1,37,glucose,O2
22704.755694504696,25669.488156218442,48374.24385072314,8789638.569539245,20181004,1,37,glucose,O2
30547.522503841792,31553.192556674192,62100.715060515984,1011372.2551639221,20181004,1,37,glucose,O2
23795.623132478333,26244.23077642937,50039.8539089077,5995679.394015444,20181004,1,37,glucose,O2
38428.97098240676,37772.5505650998,76201.52154750656,430887.76425744256,20181004,1,37,glucose,O2
45237.77988363087,37622.50218684744,82860.28207047831,57992454.399127126,20181004,1,37,glucose,O2
19407.584912723152,17074.518631709976,36482.10354443313,5443198.2716006525,20181004,1,37,glucose,O2
19497.546692967975,21806.254965555545,41303.80165852352,5330133.88791428,20181004,1,37,glucose,O2
20265.66135223351,22458.407844576257,42724.06919680977,4808137.17968142,20181004,1,37,glucose,O2
18901.254965555545,17817.584912723156,36718.8398782787,1174340.7834057529,20181004,1,37,glucose,O2
15494.838420380403,17114.474125589444,32609.31254596985,2623219.8175879866,20181004,1,37,glucose,O2
11214.57088209415,11127.053708282481,22341.624590376632,7659.255711981994,20181004,1,37,glucose,O2
28858.029519156305,35255.7276332467,64113.757152403006,40930541.1590358,20181004,1,37,glucose,O2
13309.953079645944,10928.039677653478,24237.99275729942,5673511.454591323,20181004,1,37,glucose,O2
16633.15820905084,15254.383655450085,31887.541864500923,1901019.2696569564,20181004,1,37,glucose,O2
21812.244807058374,20093.81423125423,41906.059038312604,2953003.643858564,20181004,1,37,glucose,O2
31865.32511870056,31926.842292512232,63792.167411212795,3784.36267377562,20181004,1,37,glucose,O2
15748.216745800366,17756.116117163838,33504.332862964206,4031659.8855218254,20181004,1,37,glucose,O2
16584.91098775894,14703.733919612047,31288.64490737099,3538827.1617217413,20181004,1,37,glucose,O2
30847.55830936345,24399.572339992446,55247.130649355895,41576523.061205305,20181004,1,37,glucose,O2
31649.52008960827,24908.999043664768,56558.51913327304,45434623.97080731,20181004,1,37,glucose,O2
51373.484284086626,64240.178526045194,115613.66281013182,165551820.7160498,20181004,1,37,glucose,O2
59659.777469397355,59321.29851534085,118981.07598473821,114568.00233918456,20181004,1,37,glucose,O2
57055.85632314124,57984.095800169474,115039.95212331071,861628.5267136485,20181004,1,37,glucose,O2
78971.30092957438,77664.17611181166,156635.47704138604,1708575.2892112439,20181004,1,37,glucose,O2
36871.3314050659,36434.78616999622,73306.11757506212,190571.74226204184,20181004,1,37,glucose,O2
38180.87664013559,42302.11998929565,80482.99662943123,16984646.742996033,20181004,1,37,glucose,O2
33706.65119373634,38007.286898945385,71713.93809268172,18495467.46891891,20181004,1,37,glucose,O2
40339.689413491506,25556.484284086615,65896.17369757812,218543153.89806306,20181004,1,37,glucose,O2
67091.70731625234,57477.84229251223,124569.54960876457,92426400.69469355,20181004,1,37,glucose,O2
74911.92260415442,79759.4436500979,154671.36625425232,23498460.29086506,20181004,1,37,glucose,O2
17009.071611043306,11595.14805055366,28604.219661596966,29310568.318824884,20181004,1,37,glucose,O2
13756.828261883225,13629.119989295656,27385.94825117888,16309.402887301034,20181004,1,37,glucose,O2
35290.10595866667,44370.74166387569,79660.84762254235,82457944.810717,20181004,1,37,glucose,O2
37562.612973981166,42424.23464856119,79986.84762254235,23635365.3067463,20181004,1,37,glucose,O2
47940.17223967985,32732.564595728803,80672.73683540865,231271330.25235832,20181004,1,37,glucose,O2
27308.508473212794,29851.522503841807,57160.0309770546,6466920.359976015,20181004,1,37,glucose,O2
13985.759566636527,15045.162081182665,29030.921647819192,1122333.6878266807,20181004,1,37,glucose,O2
15304.94292114877,17410.387527581912,32715.33044873068,4432896.99075841,20181004,1,37,glucose,O2
35547.609101849324,41831.1925566742,77378.80165852353,39483421.03374891,20181004,1,37,glucose,O2
29765.47412558944,25619.61297398115,55385.08709957059,17188164.68841481,20181004,1,37,glucose,O2
36861.73779174388,39894.661352233525,76756.39914397741,9198625.32377319,20181004,1,37,glucose,O2
23908.52250384179,23691.216745800375,47599.73924964217,47221.792477953284,20181004,1,37,glucose,O2
32569.723761114878,32390.58491272315,64960.30867383802,32090.72700311486,20181004,1,37,glucose,O2
40744.39381394726,35654.35559419209,76398.74940813935,25908489.078568343,20181004,1,37,glucose,O2
46454.2206179322,40780.383655450096,87234.6042733823,32192425.87682817,20181004,1,37,glucose,O2
17808.06773891148,22648.005330030122,40456.0730689416,23424995.885923337,20181004,1,37,glucose,O2
24964.091928037662,22840.761980870044,47804.85390890771,4508530.06453884,20181004,1,37,glucose,O2
39728.76198087005,37236.54669296798,76965.30867383804,6211137.041252773,20181004,1,37,glucose,O2
37627.60910184933,41790.574754225985,79418.18385607531,17330283.022867776,20181004,1,37,glucose,O2
35188.07161104331,36201.01936065911,71389.09097170242,1026063.1434517128,20181004,1,37,glucose,O2
29190.5084732128,29963.244807058378,59153.75328027118,597121.4416451018,20181004,1,37,glucose,O2
70701.84229251224,69698.83213401506,140400.6744265273,1006029.3780485488,20181004,1,37,glucose,O2
66426.84616464407,57849.95695177776,124276.80311642183,73563028.5697824,20181004,1,37,glucose,O2
45426.01548852731,49477.26899618455,94903.28448471185,16412654.983305138,20181004,1,37,glucose,O2
47365.02951915629,48392.47412558944,95757.50364474574,1055642.4192885696,20181004,1,37,glucose,O2
24711.22690429754,26927.65748010169,51638.88438439923,4912564.4973595245,20181004,1,37,glucose,O2
45735.9327626516,46379.24867919019,92115.18144184179,413855.36847188324,20181004,1,37,glucose,O2
22632.876640135593,21503.95307964594,44136.829719781534,1274468.4054286352,20181004,1,37,glucose,O2
35140.04354978531,34501.10595866665,69641.14950845196,408241.24534451345,20181004,1,37,glucose,O2
33057.59894335216,38205.8524510094,71263.45139436156,26504514.17910506,20181004,1,37,glucose,O2
19504.11611716383,20117.3173744369,39621.433491600736,376015.78192127496,20181004,1,37,glucose,O2
43607.76198087004,38923.62313247833,82531.38511334837,21941156.751012422,20181004,1,37,glucose,O2
7488.890670764582,6385.890670764585,13874.781341529168,1216608.999999994,20181004,1,37,glucose,O2
32746.158209050835,33198.35946632392,65944.51767537475,204485.97707935926,20181004,1,37,glucose,O2
35455.8524510094,48936.411716708084,84392.26416771748,181725478.11601466,20181004,1,37,glucose,O2
36658.34930782673,38262.74166387569,74921.09097170242,2574074.832148345,20181004,1,37,glucose,O2
36045.75182237287,40013.77601149906,76059.52783387192,15745215.965490561,20181004,1,37,glucose,O2
33636.44606433145,40431.651193736325,74068.09725806778,46174812.75069029,20181004,1,37,glucose,O2
18543.651193736336,17695.15433691901,36238.80553065534,719946.9160288791,20181004,1,37,glucose,O2
18377.68554135969,21400.790042128054,39778.47558348774,9139160.822565941,20181004,1,37,glucose,O2
34032.38365545008,32536.470253457628,66568.85390890771,2237756.906260635,20181004,1,37,glucose,O2
35415.56072359699,36248.28302681355,71663.84375041054,693426.434274299,20181004,1,37,glucose,O2
47533.04742191714,50264.616846112986,97797.66426803012,7461471.519201637,20181004,1,37,glucose,O2
61658.842292512236,60496.7416638757,122155.58395638794,1350477.871077435,20181004,1,37,glucose,O2
60391.16208118266,61435.90857352541,121827.07065470808,1091495.2332624886,20181004,1,37,glucose,O2
47662.168367548,50895.443650097906,98557.61201764591,10454069.052748166,20181004,1,37,glucose,O2
55273.67925499434,43747.66522436534,99021.34447935969,132848999.43425669,20181004,1,37,glucose,O2
51647.9608239096,66572.55830936343,118220.51913327303,222743610.10281497,20181004,1,37,glucose,O2
54694.08176954048,52249.33527719772,106943.4170467382,5976785.411822201,20181004,1,37,glucose,O2
29167.019360659127,35019.311088071554,64186.33044873068,34249318.46273992,20181004,1,37,glucose,O2
25756.910987758944,30191.355594192082,55948.26658195103,19664298.967523955,20181004,1,37,glucose,O2
44552.56846786061,38742.745536007526,83295.31400386814,33754042.49948599,20181004,1,37,glucose,O2
37541.033391288125,24314.588784854983,61855.62217614311,174938836.92704436,20181004,1,37,glucose,O2
36941.3314050659,47806.42187520527,84747.75328027116,118050190.92431328,20181004,1,37,glucose,O2
53310.17611181167,43131.988885167586,96442.16499697926,103595495.2206208,20181004,1,37,glucose,O2
45402.52250384181,33448.29705744254,78850.81956128436,142903506.02333972,20181004,1,37,glucose,O2
47097.09580016947,37479.79004212806,84576.88584229752,92492570.04365645,20181004,1,37,glucose,O2
17286.10983079848,18182.14805055366,35468.25788135214,802884.4912620336,20181004,1,37,glucose,O2
19228.610559747627,17469.815689152532,36698.426248900156,3093359.3968316163,20181004,1,37,glucose,O2
18475.293185310726,18398.695699856864,36873.98888516759,5867.1747778545605,20181004,1,37,glucose,O2
17249.08805590583,18367.556851465153,35616.64490737098,1250972.44663992,20181004,1,37,glucose,O2
20479.474125589448,19189.081769540484,39668.55589512993,1665112.4325495958,20181004,1,37,glucose,O2
18326.904701393585,20098.932762651584,38425.837464045166,3140083.449885783,20181004,1,37,glucose,O2
35941.38752758191,34631.425747337096,70572.813274919,1715999.8657021571,20181004,1,37,glucose,O2
33616.46009496044,33956.18239817702,67572.64249313746,115411.24330277686,20181004,1,37,glucose,O2
28745.435905834256,26549.637163107327,55295.07306894158,4821532.118561163,20181004,1,37,glucose,O2
25607.14417842184,28001.09580016949,53608.23997859133,5731004.367268196,20181004,1,37,glucose,O2
35759.29318531072,34630.43203370243,70389.72521901315,1274327.4996103928,20181004,1,37,glucose,O2
35902.01936065911,36248.38752758191,72150.40688824102,119970.90705745743,20181004,1,37,glucose,O2
36434.92501838794,42218.3314050659,78653.25642345384,33447789.433467437,20181004,1,37,glucose,O2
48118.29705744256,49808.44993646327,97926.74699390584,2856616.7544619897,20181004,1,37,glucose,O2
9963.963238143117,13190.761980870047,23154.725219013162,10412230.126064101,20181004,1,37,glucose,O2
12282.105958666658,12974.397686079086,25256.503644745746,479267.83584368404,20181004,1,37,glucose,O2
30617.345435694904,28983.36962482108,59600.715060515984,2669876.9505207716,20181004,1,37,glucose,O2
25739.584912723152,19670.053708282478,45409.63862100563,36839209.04167907,20181004,1,37,glucose,O2
23414.5365344708,17128.536534470804,40543.07306894161,39513795.999999955,20181004,1,37,glucose,O2
23285.956951777764,23189.463967092266,46475.42091887003,9310.896093515656,20181004,1,37,glucose,O2
36078.349307826735,30747.98114090395,66826.33044873069,28412824.794943765,20181004,1,37,glucose,O2
31525.779883630876,29295.7276332467,60821.50751687758,4973133.039443523,20181004,1,37,glucose,O2
38005.846164644056,46284.210459435024,84290.05662407908,68531315.39726996,20181004,1,37,glucose,O2
42771.87276800376,40563.16449541618,83335.03726341994,4878392.233396815,20181004,1,37,glucose,O2
20364.633290975504,25841.574754225978,46206.20804520148,29996887.791872244,20181004,1,37,glucose,O2
23283.747950241053,17176.97726877212,40460.72521901317,37292648.156048544,20181004,1,37,glucose,O2
27015.049836150658,23725.87276800376,50740.92260415442,10818685.78562343,20181004,1,37,glucose,O2
46741.57862635781,45314.02323279094,92055.60185914875,2037914.4017018673,20181004,1,37,glucose,O2
87910.77988363086,84043.0996723013,171953.87955593216,14958950.217110353,20181004,1,37,glucose,O2
34148.44993646326,32768.530248105446,66916.9801845687,1904178.3463175197,20181004,1,37,glucose,O2
35024.57475422598,48174.39768607908,83198.97244030505,172917843.1390897,20181004,1,37,glucose,O2
21252.5365344708,29415.029519156305,50667.5660536271,66626291.72504008,20181004,1,37,glucose,O2
23197.886798632764,22874.81035912241,46072.697157755174,104378.38576668758,20181004,1,37,glucose,O2
67308.09967230131,49009.5365344708,116317.6362067721,334837412.9091696,20181004,1,37,glucose,O2
23503.0856416723,25685.429619468912,49188.51526114121,4762625.237425141,20181004,1,37,glucose,O2
21111.22690429755,18928.61926034651,40039.846164644056,4763776.127433509,20181004,1,37,glucose,O2
12402.532662338977,14036.053708282481,26438.58637062146,2668391.0075403587,20181004,1,37,glucose,O2
13263.588784854983,12625.498314715625,25889.087099570606,407159.4480826662,20181004,1,37,glucose,O2
16587.317374436905,12802.595071220336,29389.91244565724,14324122.912464933,20181004,1,37,glucose,O2
26540.560723596973,27600.230776429376,54140.791500026346,1122900.620869829,20181004,1,37,glucose,O2
30412.522503841803,33479.56072359698,63892.08322743878,9406723.441439006,20181004,1,37,glucose,O2
25567.536534470808,24906.977268772116,50474.513803242924,436338.543500395,20181004,1,37,glucose,O2
27351.26899618455,31739.321246568732,59090.590242753286,19255002.552101687,20181004,1,37,glucose,O2
35684.99517153294,28042.55056509979,63727.54573663273,58406959.56239908,20181004,1,37,glucose,O2
28643.838420380398,19509.279154681728,48153.117575062126,83440172.97856143,20181004,1,37,glucose,O2
26655.612973981162,25115.904701393585,51771.51767537475,2370701.5646746205,20181004,1,37,glucose,O2
28096.35317995855,26830.999043664764,54927.35222362331,1601121.090235795,20181004,1,37,glucose,O2
16957.2907710772,18699.544278734447,35656.83504981165,3035447.2849439764,20181004,1,37,glucose,O2
41479.27674044821,48866.60668761581,90345.88342806401,54572643.74831925,20181004,1,37,glucose,O2
35094.091928037655,32846.349307826735,67940.44123586439,5052346.886712652,20181004,1,37,glucose,O2
57650.56072359697,48134.98114090395,105785.54186450092,90546254.79456438,20181004,1,37,glucose,O2
28786.584912723152,36039.00533003012,64825.59024275327,52597601.90937101,20181004,1,37,glucose,O2
44671.77601149905,48609.77601149906,93281.5520229981,15507844.000000058,20181004,1,37,glucose,O2
29036.80407275704,33355.73779174387,62392.54186450091,18653188.46900142,20181004,1,37,glucose,O2
30623.846164644056,35770.33914932956,66394.1853139736,26486390.041417077,20181004,1,37,glucose,O2
34250.66522436533,33673.439777966094,67924.10500233143,333189.21597079706,20181004,1,37,glucose,O2
37592.286898945385,43474.37736908472,81066.66426803012,34598988.29890401,20181004,1,37,glucose,O2
29699.140306290014,31150.446064331445,60849.58637062146,2106288.4033242143,20181004,1,37,glucose,O2
10369.432033702442,11398.091928037651,21767.523961740095,1058141.1782137237,20181004,1,37,glucose,O2
11279.852451009405,12077.991299401125,23357.84375041053,637025.6213120609,20181004,1,37,glucose,O2
54469.9608239096,54322.870353770224,108792.83117767982,21635.606405822014,20181004,1,37,glucose,O2
32561.886798632768,33119.685541359686,65681.57233999245,311139.43738773064,20181004,1,37,glucose,O2
43924.584912723156,28013.331405065914,71937.91631778907,253167988.18493488,20181004,1,37,glucose,O2
28203.661352233517,31622.091928037666,59825.75328027118,11685667.60159268,20181004,1,37,glucose,O2
36240.72763324669,33432.95307964594,69673.68071289263,7883597.94384793,20181004,1,37,glucose,O2
10115.091928037657,13662.91485989076,23778.006787928418,12587047.555782748,20181004,1,37,glucose,O2
14757.067738911483,13294.015488527302,28051.083227438787,2140521.887354214,20181004,1,37,glucose,O2
10344.498314715625,10772.268996184546,21116.76731090017,182987.75592438498,20181004,1,37,glucose,O2
13748.119989295657,11643.776011499054,25391.89600079471,4428263.576888831,20181004,1,37,glucose,O2
31360.671510730695,28544.0014578983,59904.67296862899,7933630.1865228545,20181004,1,37,glucose,O2
33830.39768607909,38203.81423125422,72034.2119173333,19126772.277611528,20181004,1,37,glucose,O2
19403.154336919015,20392.623132478333,39795.77746939735,979048.4973856077,20181004,1,37,glucose,O2
24625.05370828248,22284.651193736336,46909.70490201881,5477483.930093921,20181004,1,37,glucose,O2
29106.317374436898,27177.88679863276,56284.20417306966,3718844.4856962766,20181004,1,37,glucose,O2
23051.86260950658,24926.27915468173,47978.141764188316,3513437.384826347,20181004,1,37,glucose,O2
14482.369624821089,13484.67538286251,27967.0450076836,995393.8004373043,20181004,1,37,glucose,O2
16169.876640135588,16056.383655450087,32226.260295585675,12880.657572823397,20181004,1,37,glucose,O2
30633.470253457614,32634.091928037666,63267.562181495276,4002487.084799492,20181004,1,37,glucose,O2
25694.470253457617,29795.432033702433,55489.90228716005,16817887.523028728,20181004,1,37,glucose,O2
21319.8118170207,24975.30092957438,46295.112746595085,13362600.651998475,20181004,1,37,glucose,O2
20340.63087674198,21877.58249848962,42218.2133752316,2362220.2875927044,20181004,1,37,glucose,O2
19585.48428408662,18388.546692967975,37974.030977054594,1432659.597032901,20181004,1,37,glucose,O2
24764.90082926177,25072.657480101683,49837.55830936345,94714.15613620078,20181004,1,37,glucose,O2
51071.2486791902,48270.30480170621,99341.5534808964,7845286.604815033,20181004,1,37,glucose,O2
18783.60281548398,19703.80407275705,38487.406888241036,846770.3538869405,20181004,1,37,glucose,O2
23166.546692967982,20163.900829261762,43330.44752222975,9015882.182832075,20181004,1,37,glucose,O2
26439.144178421826,31048.44993646326,57487.59411488508,21245699.57111393,20181004,1,37,glucose,O2
43728.769725133694,36425.55830936345,80154.32803449714,53336896.98343683,20181004,1,37,glucose,O2
70062.97098240677,53815.80165852352,123878.77264093028,263970511.03893298,20181004,1,37,glucose,O2
41983.46009496044,42576.963238143115,84560.42333310356,352245.9809677112,20181004,1,37,glucose,O2
45557.26899618454,38855.01548852729,84412.28448471182,44920202.08090386,20181004,1,37,glucose,O2
26716.627004610156,31190.425747337093,57907.05275194725,20014875.190425117,20181004,1,37,glucose,O2
13420.506058979276,13425.02323279095,26845.529291770225,20.404859244883287,20181004,1,37,glucose,O2
28686.38365545008,30089.651193736347,58776.03484918643,1969159.7840079952,20181004,1,37,glucose,O2
35474.11998929567,27370.06773891147,62844.187728207144,65675662.87695722,20181004,1,37,glucose,O2
29819.49831471562,30131.258837687365,59950.757152402985,97194.62368361572,20181004,1,37,glucose,O2
18424.144178421833,16937.942921148762,35362.08709957059,2208794.177120057,20181004,1,37,glucose,O2
31838.69569985686,34968.84857887759,66807.54427873445,9797857.046041744,20181004,1,37,glucose,O2
26798.532662338977,25651.178526045198,52449.71118838417,1316421.5140704447,20181004,1,37,glucose,O2
25254.991299401117,27699.76198087005,52954.753280271165,5976903.684970074,20181004,1,37,glucose,O2
30838.727633246683,30960.866481638397,61799.59411488508,14917.8982864542,20181004,1,37,glucose,O2
7674.862609506581,7116.025647024475,14790.888256531056,312298.75063622696,20181004,1,37,glucose,O2
26165.48815621844,34905.11611716384,61070.604273382276,76381096.89573865,20181004,1,37,glucose,O2
18095.828261883235,25638.498314715624,43734.32657659886,56891871.52589455,20181004,1,37,glucose,O2
37462.00920216196,34859.818103386046,72321.82730554801,6771398.514548584,20181004,1,37,glucose,O2
35067.904701393585,40884.98501303576,75952.88971442934,33838423.35209501,20181004,1,37,glucose,O2
42214.35946632391,37261.584912723156,79475.94437904707,24529975.778795175,20181004,1,37,glucose,O2
35019.484284086626,34563.30721593972,69582.79150002635,208097.517503107,20181004,1,37,glucose,O2
18510.619260346506,18933.949207514113,37444.56846786062,179208.2441689292,20181004,1,37,glucose,O2
20647.556851465153,21450.341563563077,42097.898415028234,644463.2939781469,20181004,1,37,glucose,O2
17371.077897408653,19430.063866779652,36801.1417641883,4239423.222066631,20181004,1,37,glucose,O2
16852.810359122403,18939.268996184546,35792.07935530695,4353309.644171218,20181004,1,37,glucose,O2
36343.75182237288,34088.081769540484,70431.83359191337,5088047.3872448895,20181004,1,37,glucose,O2
43158.411716708084,31724.272868316366,74882.68458502446,130739531.20430069,20181004,1,37,glucose,O2
16900.56072359698,18845.105958666656,35745.66668226363,3781256.1712321816,20181004,1,37,glucose,O2
15039.80020062523,16522.03967765348,31561.83987827871,2197033.86726098,20181004,1,37,glucose,O2
17650.19255667419,18427.359466323906,36077.55202299809,603988.4054544916,20181004,1,37,glucose,O2
22192.091928037655,23549.1925566742,45741.284484711854,1841722.1162457045,20181004,1,37,glucose,O2
22324.60910184933,21189.470253457617,43514.07935530695,1288540.2051280676,20181004,1,37,glucose,O2
35923.89067076458,36447.321246568725,72371.2119173333,273979.56768665835,20181004,1,37,glucose,O2
16684.039677653476,16126.331405065908,32810.371082719386,311038.51731260907,20181004,1,37,glucose,O2
48999.183856075295,59911.09967230131,108910.2835283766,119069906.78040344,20181004,1,37,glucose,O2
18897.083227438772,19780.68699925798,38677.77022669675,780755.6255731331,20181004,1,37,glucose,O2
13936.367210587552,24026.322704467017,37962.689915054565,101807201.86846839,20181004,1,37,glucose,O2
30604.956951777764,43838.258837687375,74443.21578946515,175120278.80361888,20181004,1,37,glucose,O2
47562.64490737098,54617.83213401505,102180.47704138604,49775666.803001635,20181004,1,37,glucose,O2
36007.25496555554,37158.19642880602,73165.45139436156,1324666.2518291506,20181004,1,37,glucose,O2
26709.05370828247,25265.967110274938,51975.02081855741,2082498.929348953,20181004,1,37,glucose,O2
36396.36962482109,35819.92889051977,72216.29851534087,332283.9201618481,20181004,1,37,glucose,O2
31812.880512267406,37733.51234534463,69546.39285761204,35053881.302847356,20181004,1,37,glucose,O2
31095.991299401117,34228.32124656874,65324.31254596986,9811490.897923118,20181004,1,37,glucose,O2
23752.73391961205,24806.45622282862,48559.19014244067,1110330.6922960356,20181004,1,37,glucose,O2
23185.981140903947,24177.258837687372,47363.239978591315,982631.4721402522,20181004,1,37,glucose,O2
29607.268996184546,27385.303343807904,56992.572339992446,4937131.360341558,20181004,1,37,glucose,O2
31765.015488527293,32392.27915468173,64157.294643209025,393459.70687750675,20181004,1,37,glucose,O2
34345.84229251224,41239.56459572881,75585.40688824105,47523407.193865485,20181004,1,37,glucose,O2
17022.11611716383,18615.254965555552,35637.371082719386,2538091.3902549013,20181004,1,37,glucose,O2
29147.862609506577,31122.13014779284,60269.99275729942,3897732.312730896,20181004,1,37,glucose,O2
21858.029519156295,21315.852451009407,43173.881970165705,293955.97322435514,20181004,1,37,glucose,O2
19035.595071220327,16560.74795024105,35596.343021461376,6124868.272219416,20181004,1,37,glucose,O2
20477.70344412052,13106.244807058372,33583.948251178896,54338402.43791816,20181004,1,37,glucose,O2
14404.085641672305,12195.717474749512,26599.80311642182,4876889.9606779395,20181004,1,37,glucose,O2
38180.512345344614,32706.80407275705,70887.31641810166,29961482.253393516,20181004,1,37,glucose,O2
34077.870353770246,38725.224490064014,72803.09484383426,21597900.4681268,20181004,1,37,glucose,O2
38955.981140903954,29886.80794488887,68842.78908579283,82249902.45931843,20181004,1,37,glucose,O2
28362.29705744254,37793.84616464405,66156.1432220866,88954118.56155354,20181004,1,37,glucose,O2
32123.536534470804,28604.04354978531,60727.580084256115,12386830.869250406,20181004,1,37,glucose,O2
44147.94679328058,49258.051294048935,93405.99808732951,26113168.008773018,20181004,1,37,glucose,O2
50020.165953314485,59219.85003677589,109240.01599009038,84634187.23549311,20181004,1,37,glucose,O2
105913.48574198491,96305.37349695292,202218.85923893785,92315820.91313379,20181004,1,37,glucose,O2
41805.210459435024,53217.67925499433,95022.88971442936,130244444.00961483,20181004,1,37,glucose,O2
49168.23464856119,49441.172239679836,98609.40688824104,74494.9286456478,20181004,1,37,glucose,O2
49715.98501303577,37024.612973981166,86740.59798701694,161070924.23369712,20181004,1,37,glucose,O2
17019.848578877583,18248.88679863276,35268.73537751034,1510534.945618975,20181004,1,37,glucose,O2
23169.83213401505,19591.36333845573,42761.195472470776,12805438.920791782,20181004,1,37,glucose,O2
27801.637163107334,30662.2206179322,58463.857781039536,8182937.702017755,20181004,1,37,glucose,O2
32073.68554135969,32378.407844576257,64452.09338593595,92855.68207760972,20181004,1,37,glucose,O2
7458.202715171365,8371.862609506585,15830.06532467795,834774.4025166455,20181004,1,37,glucose,O2
23247.83842038041,30494.11998929567,53741.95840967608,52508596.576000996,20181004,1,37,glucose,O2
27398.939049016943,25183.359466323902,52582.298515340844,4908792.887246269,20181004,1,37,glucose,O2
21612.86260950659,22206.80020062522,43819.662810131806,352761.86214380397,20181004,1,37,glucose,O2
26456.85245100941,26004.5505650998,52461.40301610921,204576.99599739155,20181004,1,37,glucose,O2
35118.88679863275,33693.02564702447,68811.91244565722,2033080.023665696,20181004,1,37,glucose,O2
43073.75182237288,32996.637163107334,76070.38898548021,101548239.85598448,20181004,1,37,glucose,O2
28151.550565099802,36908.21045943502,65059.76102453482,76679092.50505881,20181004,1,37,glucose,O2
30898.210459435024,31840.77988363088,62738.9903430659,888437.1194289064,20181004,1,37,glucose,O2
32594.679254994346,24795.10983079848,57389.78908579283,60833283.202851035,20181004,1,37,glucose,O2
20429.852451009407,24432.87664013559,44862.729091144996,16024202.658729335,20181004,1,37,glucose,O2
26614.432033702447,27582.446064331434,54196.87809803388,937051.163494577,20181004,1,37,glucose,O2
30498.0154885273,26488.685541359697,56986.701029887,16074726.62525498,20181004,1,37,glucose,O2
45529.787627894526,35721.50605897926,81251.29368687379,96202387.33512285,20181004,1,37,glucose,O2
26823.68312712617,32608.83600614688,59432.51913327305,33467993.833641633,20181004,1,37,glucose,O2
9519.64732160451,10623.747950241048,20143.39527184556,1219038.1981555969,20181004,1,37,glucose,O2
8646.623132478331,11692.244807058369,20338.8679395367,9275811.384671712,20181004,1,37,glucose,O2
28162.723761114863,26820.70973048586,54983.43349160072,1801001.6584050981,20181004,1,37,glucose,O2
30583.862609506577,30066.91485989076,60650.77746939733,267234.97583285836,20181004,1,37,glucose,O2
26848.824389751408,32865.49831471563,59714.322704467035,36200365.11934439,20181004,1,37,glucose,O2
15935.140306290008,21383.480411954795,37318.620718244805,29684409.906995386,20181004,1,37,glucose,O2
37136.87664013559,44586.0435497853,81722.9201899209,55490087.647820264,20181004,1,37,glucose,O2
35045.355594192086,34193.001457898295,69238.35705209037,726507.5736571334,20181004,1,37,glucose,O2
12794.942921148762,13714.349307826733,26509.292228975493,845308.1038642421,20181004,1,37,glucose,O2
15175.415588839913,8778.637163107338,23954.052751947253,40918774.227917716,20181004,1,37,glucose,O2
34105.59507122033,29319.695699856868,63425.2907710772,22904832.792817153,20181004,1,37,glucose,O2
22025.063866779645,23482.432033702444,45507.495900482085,2123921.9739599195,20181004,1,37,glucose,O2
10260.355594192086,8063.077897408655,18323.433491600743,4828029.276781898,20181004,1,37,glucose,O2
37772.98114090395,37983.66135223351,75756.64249313745,44386.151445869524,20181004,1,37,glucose,O2
51205.904701393585,40969.44219219962,92175.3468935932,104785164.70213364,20181004,1,37,glucose,O2
