,alpha,log_prob
67,521.3481701488931,-6273.815395677199
68,506.4964614876756,-6273.29243473976
69,477.10843555868325,-6273.187577027995
70,479.76907113808977,-6273.140290120789
71,499.96993437704737,-6273.156330845768
72,466.2394285499187,-6273.511586271622
73,481.24676779106835,-6273.1192479153915
74,496.0596129561429,-6273.104081544527
75,475.35513490247564,-6273.225451936045
76,508.32766524699167,-6273.3412559593535
77,506.7959429717207,-6273.300106170377
78,491.6636732536848,-6273.072612098686
79,487.5553149791273,-6273.070177475435
80,491.05799262771666,-6273.070593102028
81,450.0342875236276,-6274.418761195469
82,506.21129699180995,-6273.285244432325
83,458.467751838014,-6273.879972938319
84,472.69228126088905,-6273.293376375143
85,472.69228126088905,-6273.293376375143
86,440.1140809661217,-6275.251907149483
87,422.61965794039327,-6277.303362336905
88,529.830105695516,-6274.236959796243
89,529.830105695516,-6274.236959796243
90,517.2427047558771,-6273.642530841373
91,491.136737598559,-6273.070823437117
92,492.7344826616385,-6273.077566833907
93,491.8705881543764,-6273.073431880546
94,492.9006451237399,-6273.078493502521
95,484.3017962074104,-6273.087337381228
96,461.74362957210263,-6273.710196123818
97,497.16774485355387,-6273.116603384581
98,502.6340913934647,-6273.204631266705
99,490.39215960858735,-6273.069031007097
100,456.92259355248126,-6273.967577585006
101,454.4074069309741,-6274.120708935161
102,533.9233757547535,-6274.470140143718
103,531.4834861914886,-6274.32887782345
104,551.7292287123392,-6275.692830840857
105,527.1098088422418,-6274.092541106174
106,516.694208522402,-6273.621029691879
107,488.60346280347505,-6273.068272064365
108,489.8759930368905,-6273.0682960885615
109,449.4063313542614,-6274.464946493003
110,441.55162258931114,-6275.117170967147
111,457.9109919087676,-6273.9109772843885
112,467.1096101520014,-6273.477631292463
113,467.1096101520014,-6273.477631292463
114,456.1366684800786,-6274.014016374712
115,469.0978508018282,-6273.405399800103
116,478.4384885045612,-6273.162415851881
117,502.12629490303317,-6273.194643741925
118,506.8742069384933,-6273.302131204966
119,468.0864665630477,-6273.441217290299
120,446.0098957522358,-6274.7298434069035
121,459.95560827431194,-6273.800198207038
122,451.6276786230915,-6274.305416332741
123,449.40622992892224,-6274.464954022363
124,463.00442785313913,-6273.650534089678
125,463.00442785313913,-6273.650534089678
126,457.7245056275618,-6273.921503359268
127,478.6559127078308,-6273.158593064462
128,498.3835426430557,-6273.132429683436
129,494.5691582950223,-6273.090130826786
130,501.4597280841733,-6273.182089799646
131,481.39065164383186,-6273.117395900721
132,498.40009749696895,-6273.132660162975
133,464.20656985334284,-6273.596541528778
134,464.20656985334284,-6273.596541528778
135,472.4684201688809,-6273.299665545556
136,476.276621483841,-6273.204874590812
137,505.07924426974006,-6273.25780592412
138,500.5596287030611,-6273.166145322769
139,498.4258213344088,-6273.133019090641
140,505.10469022224356,-6273.258403199999
141,497.8966906228584,-6273.125831269254
142,481.11260811332966,-6273.121006124681
143,491.1274686208085,-6273.070795824868
144,497.21719477319147,-6273.117204597294
145,494.0411754279244,-6273.085991145284
146,536.5079018060319,-6274.626957523576
147,518.6237241960969,-6273.698342711326
148,484.6250096339202,-6273.084863441962
149,490.7383171352806,-6273.069756976488
150,487.8809716694103,-6273.06939824358
151,489.6301134482242,-6273.0680927678
152,488.7623688309359,-6273.0681354592625
153,482.1355063037778,-6273.108363420888
154,475.16502416630067,-6273.229883296653
155,475.16502416630067,-6273.229883296653
156,504.8079966238871,-6273.2514949871775
157,524.8550613429718,-6273.979373717461
158,475.59672844626897,-6273.219912548909
159,486.13141956971424,-6273.075580199014
160,464.9109998638604,-6273.566204174855
161,524.1428090141078,-6273.944874841566
162,513.6242649888273,-6273.507765123058
163,508.7973731038819,-6273.354512162976
164,524.2497918010563,-6273.950018118157
165,526.7435068873664,-6274.073749882095
166,503.38556612504044,-6273.220080655995
167,503.770197742356,-6273.228295837679
168,506.2958709554318,-6273.28736527603
169,516.0243400074518,-6273.5952874599825
170,514.1524204940573,-6273.526388927486
171,487.9091780270165,-6273.069338708713
172,486.8638205726446,-6273.072394409073
173,493.37285823800596,-6273.081357382414
174,484.5600028327183,-6273.085347273475
175,495.8100519703089,-6273.101513619672
176,499.6557359406937,-6273.151306649136
177,501.32358375410644,-6273.1796036339665
178,480.5139134647957,-6273.1292219729885
179,505.65098174398156,-6273.271442317678
180,507.72896638686314,-6273.32479202492
181,485.15732780567384,-6273.081161255403
182,485.15732780567384,-6273.081161255403
183,485.15732780567384,-6273.081161255403
184,485.05590418838227,-6273.081830987958
185,486.1987294783111,-6273.075251322491
186,520.2817067025035,-6273.768486474123
187,531.7416675425145,-6274.3435104038535
188,564.97975719122,-6276.803727203327
189,484.5291329337823,-6273.08557945328
190,455.6893024696946,-6274.041020896831
191,503.7502892079181,-6273.227865523217
192,480.1639295255623,-6273.134305406178
193,526.1705445667666,-6274.044672004935
194,501.5216016242706,-6273.183228439942
195,462.51778311199894,-6273.673192584434
196,497.4252811924595,-6273.1197740930465
197,485.1279903593705,-6273.081353257037
198,484.2834419786565,-6273.08748300506
199,522.2602401998066,-6273.856615377747
200,547.2676679543065,-6275.356057661229
201,530.0577881279684,-6274.249433100544
202,516.2840847455403,-6273.6052015176765
203,467.40514572130326,-6273.466425203141
204,462.28618766853754,-6273.684138913134
205,462.28618766853754,-6273.684138913134
206,462.28618766853754,-6273.684138913134
207,465.7320601135771,-6273.532048263343
208,457.7340395801878,-6273.920963500534
209,502.0805186856589,-6273.193761378626
210,467.32024244637984,-6273.469627691829
211,467.81075644756686,-6273.451313137478
212,464.23386715998606,-6273.595348082312
213,471.82086112691405,-6273.318368539533
214,471.82086112691405,-6273.318368539533
215,471.3869466640194,-6273.331326977655
216,454.44372620990595,-6274.118403839951
217,465.1805891532749,-6273.554846762844
218,464.84970856843694,-6273.568805784014
219,470.78612724157176,-6273.349836844306
220,454.3300576725909,-6274.125627337049
221,520.3690184201777,-6273.7722744987905
222,514.8255351414141,-6273.550646223461
223,492.4030301837117,-6273.075844753957
224,437.94921556842036,-6275.464082822689
225,487.6216572848828,-6273.070005005561
226,441.651541664965,-6275.10798654048
227,483.74063999967564,-6273.092039820123
228,529.7856349934285,-6274.234530431393
229,519.4159853922796,-6273.731435822415
230,516.438767830556,-6273.61114625027
231,501.76361552412675,-6273.187734623849
232,505.3061981170176,-6273.2631647725575
233,476.79673587406273,-6273.193917387344
234,517.689468718854,-6273.66032436316
235,518.8723447396824,-6273.708643675061
236,478.5163556782126,-6273.1610374379925
237,479.36446286858137,-6273.146697870779
238,474.7675792966325,-6273.239353951997
239,465.7781266480906,-6273.530170147193
240,469.84719000009073,-6273.380089021694
241,509.1332296810064,-6273.364173118257
242,489.4090261121675,-6273.067991027813
243,488.9205588395195,-6273.068039144041
244,489.50638785418704,-6273.068026361902
245,461.38685608227973,-6273.727647430766
246,509.80803320008806,-6273.384041744487
247,477.2417364231815,-6273.184917135528
248,549.5856953659007,-6275.528593197501
249,530.3803866639388,-6274.267207439964
250,548.0482204861188,-6275.413561691387
251,540.4839771655675,-6274.882301568738
252,537.1981340306664,-6274.670069300098
253,475.56611564999014,-6273.2206087643535
254,485.3155184019834,-6273.080150112925
255,512.5399227328342,-6273.470664543577
256,511.34476158908836,-6273.431554644362
257,480.1229874148643,-6273.134913644785
258,472.4534684313549,-6273.300088824955
259,472.4534684313549,-6273.300088824955
260,508.2281941422034,-6273.338486909807
261,449.8977352440835,-6274.428731138575
262,447.95002254185215,-6274.575389355233
263,465.81588784339795,-6273.528633659498
264,498.20998476402633,-6273.130037543047
265,511.250976707234,-6273.428565251188
266,502.1964335413588,-6273.196001480395
267,502.1964335413588,-6273.196001480395
268,502.1964335413588,-6273.196001480395
269,491.2335601141555,-6273.071119839226
270,479.95174553155243,-6273.137488465337
271,487.12436528816903,-6273.071469150107
272,456.14713883415953,-6274.013389316624
273,468.851758139226,-6273.413939440849
274,447.49418121022154,-6274.610923371849
275,495.0681940364124,-6273.094430395898
276,481.56118997219227,-6273.115245825106
277,506.7422977363708,-6273.298722974371
278,488.98484252586627,-6273.068011304262
279,472.38676807063666,-6273.301982014848
280,452.78370630793347,-6274.226604669295
281,470.12100828846116,-6273.371099126768
282,490.92169947486207,-6273.070217192357
283,485.52402900159825,-6273.078879509325
284,546.7856849916766,-6275.320852942781
285,521.1317784533348,-6273.805764900333
286,521.1317784533348,-6273.805764900333
287,532.9614933678298,-6274.413656620065
288,528.6155850553012,-6274.171426616056
289,525.5595780427973,-6274.014090494813
290,524.1857456466654,-6273.946937410876
291,524.1857456466654,-6273.946937410876
292,475.6602614908267,-6273.218472906742
293,566.1299117902618,-6276.907599099703
294,544.6741012374865,-6275.1693742766465
295,520.7768359601225,-6273.790091750575
296,465.31836609020434,-6273.549096298204
297,469.08544074065156,-6273.405827744624
298,474.4882512460535,-6273.246177557669
299,491.77692134703796,-6273.073052590962
300,502.63262577245325,-6273.204601914576
301,503.42414614241727,-6273.220895290986
302,449.0038725497025,-6274.495000837041
303,508.4687797442785,-6273.345207220908
304,547.8980246411487,-6275.402449551578
305,554.8411696111598,-6275.939134692428
306,512.0726739169203,-6273.455151090138
307,506.2261480114735,-6273.285616136403
308,470.7747112179814,-6273.350194938299
309,473.37576107417635,-6273.27473319324
310,465.78870279962683,-6273.529739533375
311,465.78870279962683,-6273.529739533375
312,465.18448441021303,-6273.554683684299
313,455.24270973669087,-6274.0683935286925
314,500.154516421302,-6273.159348972357
315,513.5607156522939,-6273.505548601395
316,447.2296313348877,-6274.631757829676
317,456.74694054202826,-6273.977846060749
318,452.60631829137174,-6274.23851248566
319,493.21422571334733,-6273.0803573360145
320,467.2606570046803,-6273.471883326615
321,450.7732523859043,-6274.365511829999
322,488.3492658171235,-6273.068573770911
323,490.0639001651305,-6273.068515373382
324,488.29664611690635,-6273.0686490303415
325,502.17083828452394,-6273.195505199657
326,496.75413446294795,-6273.111716409803
327,493.9952918427294,-6273.085651324177
328,484.98995290332306,-6273.08227548161
329,473.94351191101435,-6273.259883975775
330,509.35049874140674,-6273.370503660941
331,511.147722744302,-6273.42528747376
332,467.86598367142733,-6273.449279425605
333,466.3411882101572,-6273.507541369312
334,465.9203383511609,-6273.524397787921
335,477.06869136887417,-6273.188376065294
336,464.63609446428626,-6273.577929517365
337,481.5542354832819,-6273.11533254992
338,496.15416986544386,-6273.105078789249
339,509.28519204293934,-6273.368594165968
340,492.9835186221248,-6273.078971469142
341,485.3781583837394,-6273.0797609765705
342,493.02770757119515,-6273.079230618105
343,518.1772888954588,-6273.680039333292
344,493.2759580411758,-6273.080741945546
345,480.98559030971256,-6273.1226986577685
346,468.1352332251159,-6273.439446404087
347,492.26672181757306,-6273.075185499109
348,532.7560137163134,-6274.401723897577
349,543.3428898739547,-6275.076205575015
350,472.6162509744305,-6273.295502231405
351,484.664440268144,-6273.084573336761
352,484.664440268144,-6273.084573336761
353,520.9794036667171,-6273.799017614749
354,503.03728014026467,-6273.212821276992
355,509.0740513507304,-6273.3624598337165
356,463.52063643713853,-6273.627004922642
357,452.07810530738607,-6274.2743685248315
358,478.54291823939514,-6273.160569609467
359,495.8278582769061,-6273.10169376098
360,494.87919483294587,-6273.09275789581
361,495.85129277136264,-6273.1019315631265
362,528.1114490880561,-6274.144722999845
363,457.3633824702915,-6273.942088750561
364,520.9727557488428,-6273.798723885989
365,485.7552461522234,-6273.077553088222
366,521.2409722411762,-6273.810617554568
367,527.7585309850836,-6274.126204246842
368,480.1964081734134,-6273.133824923968
369,515.1475420721059,-6273.562456527641
370,500.3450172341448,-6273.162515443575
371,495.6606574129636,-6273.1000209097765
372,490.0075528402923,-6273.068443811241
373,494.91291190764076,-6273.093052327062
374,489.0087195606542,-6273.068002625788
375,463.3725100490848,-6273.63370348336
376,474.4294002046379,-6273.24763288279
377,512.7274450086176,-6273.476970963857
378,513.2450509251183,-6273.494616321104
379,503.4960650569808,-6273.222419479201
380,505.6817307755817,-6273.272188521347
381,501.30277869727183,-6273.179226041528
382,468.5823424242077,-6273.423417706058
383,471.9835709345719,-6273.313597609183
384,468.5790945165939,-6273.423532795706
385,449.95682270129726,-6274.424412059088
386,460.99564450301426,-6273.747073115322
387,451.0142860558945,-6274.348399264321
388,454.6366045675162,-6274.10620871887
389,504.4597156450642,-6273.243541840585
390,492.88657329613255,-6273.078413387667
391,492.88657329613255,-6273.078413387667
392,512.9123032665979,-6273.483232747402
393,491.22382112740013,-6273.071089367613
394,491.6616219403596,-6273.072604302526
395,486.757238622796,-6273.072804322962
396,492.60510738200844,-6273.076874607249
397,488.13921013539147,-6273.068900466023
398,524.610382050531,-6273.967454265171
399,519.2878658287719,-6273.726031366926
400,493.4984912420398,-6273.082176611492
401,489.10888036235576,-6273.067976025532
402,511.0680299570005,-6273.4227672816405
403,484.19550546408857,-6273.088188367623
404,459.9885505920764,-6273.798482355445
405,516.5239919134264,-6273.61443452527
406,470.21376560296335,-6273.368085091948
407,470.21376560296335,-6273.368085091948
408,453.79205022926874,-6274.160185954022
409,468.90118005699856,-6273.41221541451
410,478.27421397134503,-6273.165358085686
411,472.3034390993064,-6273.30435848613
412,498.4418791444012,-6273.133243638063
413,511.13761782934927,-6273.424967452429
414,514.5838177627746,-6273.541868219146
415,555.0253987362773,-6275.954004113568
416,524.2687466570616,-6273.950930811117
417,524.2687466570616,-6273.950930811117
418,513.6393792040095,-6273.508293059101
419,502.24538247997396,-6273.196953169271
420,502.24538247997396,-6273.196953169271
421,451.29216674986407,-6274.328826514463
422,468.9501501646382,-6273.4105116323935
423,443.9061680546515,-6274.906920321061
424,449.3650170161867,-6274.46801534882
425,466.305464407808,-6273.508959131937
426,450.0836286099812,-6274.415168706629
427,495.5735833062523,-6273.099166290945
428,501.5775032536884,-6273.184261880828
429,492.61233207235216,-6273.076912586768
430,484.1134268508713,-6273.088858195838
431,495.42509609475076,-6273.097735103257
432,474.2098715808835,-6273.253115950799
433,503.16911394135724,-6273.215549009978
434,511.49078683789634,-6273.436232316243
435,511.49078683789634,-6273.436232316243
436,511.49078683789634,-6273.436232316243
437,519.0738333638969,-6273.717048280866
438,497.4333779767908,-6273.119875365704
439,504.76426235055277,-6273.250487024639
440,504.89675920314386,-6273.2535489136135
441,507.0532596762573,-6273.3067955983015
442,492.22491609246134,-6273.074989029528
443,486.93834252562846,-6273.072118638773
444,486.93834252562846,-6273.072118638773
445,470.5851833842162,-6273.356174893323
446,475.362607584312,-6273.225279055872
447,518.2908832333572,-6273.684672963488
448,508.3428177022358,-6273.341678943984
449,528.8642570723482,-6274.18470653723
450,529.7063076427722,-6274.230202513094
451,531.8055772909678,-6274.347144114193
452,477.85689934729834,-6273.173041597773
453,470.4048494297324,-6273.361925967019
454,555.5451131595487,-6275.996122939212
455,526.5941938116483,-6274.066135159649
456,506.1616905570055,-6273.284005038876
457,519.3206297758345,-6273.72741150873
458,519.3206297758345,-6273.72741150873
459,518.681534913356,-6273.700731081131
460,519.6677796583507,-6273.742116481562
461,522.7647808540704,-6273.879850864357
462,479.1533035989814,-6273.150152934778
463,493.6411994331116,-6273.083136335753
464,484.4118176350231,-6273.086476042804
465,473.16790470007567,-6273.2803139912185
466,471.2861676266052,-6273.334385722388
467,504.2516471877113,-6273.238871197484
468,507.7710583850003,-6273.325933643877
469,512.6725999753747,-6273.475121756802
470,527.2157102611518,-6274.0980030193605
471,514.277619283635,-6273.530856561091
472,501.0409472333696,-6273.174526996804
473,498.30616647315827,-6273.131357759986
474,449.06986976435593,-6274.490047995231
475,459.0525740867455,-6273.848083458165
476,509.1689824941504,-6273.36521048621
477,502.7323409343963,-6273.206605849195
478,481.6430220628693,-6273.114231442932
479,485.8453910935419,-6273.077059441487
480,486.598465950085,-6273.07344883542
481,470.9429092568547,-6273.344943107009
482,479.82208576579893,-6273.13947119629
483,499.65616070466143,-6273.151313344844
484,481.0033340695268,-6273.122460586305
485,500.9470817386033,-6273.172866323248
486,489.6825506149471,-6273.068128168353
487,510.3115023348533,-6273.399262313002
488,479.4049129590338,-6273.14604470506
489,490.132827721388,-6273.068609670538
490,541.0472307689557,-6274.919830005119
491,530.9205261724138,-6274.2972325525925
492,474.5532271822417,-6273.244577919427
493,508.70904211925455,-6273.351996537264
494,437.81575603434925,-6275.4775315358675
495,472.70676694459627,-6273.292972528643
496,462.6000803369896,-6273.669328173529
497,446.387276350877,-6274.699139307933
498,446.387276350877,-6274.699139307933
499,459.14399024115573,-6273.843161197141
500,463.0415209890494,-6273.64882601717
501,465.98469561307087,-6273.521798215302
502,445.9249665747634,-6274.73679757988
503,505.73869032499846,-6273.273574239783
504,510.6831377759158,-6273.410713925331
505,519.7498900257857,-6273.745616415131
506,484.6851103875257,-6273.084422275157
507,425.65783792528606,-6276.889926832943
508,423.4548705298572,-6277.187193752518
509,451.6144984739571,-6274.306331399109
510,430.4139711588311,-6276.292323598853
511,479.2523257647661,-6273.148523209956
512,518.1248687413421,-6273.677906504502
513,529.6874695721295,-6274.229175808077
514,510.69167929331945,-6273.4109792818
515,485.1675593005979,-6273.081094624159
516,500.5893221400457,-6273.166652770289
517,484.73881840212397,-6273.084033031078
518,500.14818906789134,-6273.159244698534
519,480.60090513155285,-6273.127990613408
520,462.6415642207209,-6273.667385260204
521,474.3603827551492,-6273.249347458462
522,490.8669669190944,-6273.070074359293
523,488.7999638792974,-6273.068108985216
524,490.25501146830254,-6273.068795088136
525,527.9867387046296,-6274.138162550868
526,532.577075424456,-6274.39137089465
527,507.99042036569637,-6273.331922114024
528,507.99042036569637,-6273.331922114024
529,514.312260319364,-6273.532096275691
530,451.8951570377784,-6274.286926599653
531,484.15825249127226,-6273.088491011114
532,496.0747638625612,-6273.104240436673
533,501.0430426941548,-6273.174564213942
534,512.8799021100606,-6273.482131985977
535,470.8837320039963,-6273.346784956765
536,479.1809964405112,-6273.149695472196
537,475.3054142024147,-6273.226604731469
538,484.3830823971504,-6273.086699091422
539,490.5061626204001,-6273.069249463299
540,475.01891493999085,-6273.233332413841
541,503.3840089960679,-6273.220047820446
542,454.68000669570796,-6274.10347528621
543,440.6618055979477,-6275.199995860716
544,455.0198436782693,-6274.082208968181
545,505.3316141905659,-6273.2637693435545
546,451.98489439403136,-6274.280757813373
547,451.98489439403136,-6274.280757813373
548,451.98489439403136,-6274.280757813373
549,470.45612490172124,-6273.360284650983
550,476.23123471804706,-6273.205853194524
551,541.3588386466112,-6274.940734605486
552,550.690366977825,-6275.612675318844
553,512.1467813638473,-6273.45759248518
554,510.99312328226205,-6273.420406107268
555,506.9159854570803,-6273.30321563079
556,505.50173256342595,-6273.26783896777
557,508.2047854212089,-6273.337837210414
558,508.2047854212089,-6273.337837210414
559,486.7801343387024,-6273.072714726356
560,491.8247324178092,-6273.073244502978
561,538.5283983026019,-6274.754604535255
562,519.668287574764,-6273.7421381057475
563,514.1072834170702,-6273.524783205352
564,482.08096358187083,-6273.108993338661
565,487.9043994856664,-6273.069348705565
566,481.47620113251617,-6273.116311227383
567,484.4389853543229,-6273.086266405948
568,495.29299731165503,-6273.096489656215
569,470.09336293371314,-6273.372000494114
570,470.09336293371314,-6273.372000494114
571,477.45146988158643,-6273.180794590604
572,465.61157282704556,-6273.536979660875
573,494.7825867033739,-6273.091923754688
574,527.1731118073893,-6274.095804412724
575,494.13923876454544,-6273.086728115606
576,487.5033856356853,-6273.070317381216
577,472.9841352968339,-6273.28531271503
578,515.991620917779,-6273.594044707651
579,467.8881868829414,-6273.448463418282
580,467.8881868829414,-6273.448463418282
581,459.4247840310563,-6273.8281474089545
582,459.41910577247137,-6273.82844944609
583,489.00896814964915,-6273.068002540169
584,489.00896814964915,-6273.068002540169
585,489.73603011133775,-6273.068168719485
586,467.2847299642534,-6273.470971227295
587,472.0099026363105,-6273.312830035572
588,503.19070927623403,-6273.215998167474
589,536.9842663447417,-6274.656656091139
590,486.01601652707376,-6273.076161097655
591,471.92549365544517,-6273.315295018974
592,491.195275372348,-6273.071000900256
593,520.3238696329918,-6273.770314544704
594,520.1098289746419,-6273.7610569660565
595,525.465222002232,-6274.009406808341
596,495.4425831673595,-6273.097901935316
597,493.588857943793,-6273.082780736453
598,497.45589563756556,-6273.1201575197
599,505.1357040021101,-6273.259132380526
600,453.09817179342997,-6274.205659647377
601,462.6701892698898,-6273.666046562386
602,472.0613236501705,-6273.311334729857
603,502.41080092028426,-6273.20019447382
604,506.3350122232235,-6273.288350141544
605,479.09173759764786,-6273.15117465382
606,537.7221379675618,-6274.703141781898
607,486.8817700207365,-6273.072327171315
608,498.05053937889534,-6273.127878832469
609,498.05053937889534,-6273.127878832469
610,481.470305943712,-6273.116385577737
611,521.912254049237,-6273.840769323028
612,523.6341420483526,-6273.920607452658
613,498.7033462038164,-6273.136952968011
614,485.14486967258506,-6273.081242617537
615,493.2189648836545,-6273.080386656309
616,484.4274328461661,-6273.086355401881
617,505.2702233035955,-6273.2623105710245
618,481.3333615843145,-6273.118129146944
619,438.0937809230348,-6275.449563545304
620,445.69993307735245,-6274.755302528105
621,450.55546653947545,-6274.381082089766
622,429.2283620326617,-6276.435737550931
623,491.6103729667862,-6273.072411638123
624,466.8431415264207,-6273.48787664369
625,459.4360488095206,-6273.827548406602
626,498.2490268935744,-6273.130571811566
627,459.8124597602825,-6273.807679594597
628,462.32411571670565,-6273.682339033144
629,502.08206034865157,-6273.1937910466195
630,502.08206034865157,-6273.1937910466195
631,477.2948604967553,-6273.183865700331
632,483.00856995306117,-6273.098954803272
633,513.311134875191,-6273.496894261789
634,521.9125248609243,-6273.840781597675
635,546.0788252176367,-6275.269644028455
636,529.2842014474664,-6274.207294463778
637,529.2842014474664,-6274.207294463778
638,550.4152170994498,-6275.591620947632
639,527.5545021217981,-6274.1155641168725
640,461.44138649614956,-6273.72496381064
641,484.9174815659051,-6273.082772099572
642,464.3344700914579,-6273.590962134998
643,485.64142867859306,-6273.078195184406
644,483.5262974573789,-6273.09397280039
645,496.2986420323168,-6273.1066281956
646,475.49622906733447,-6273.222204355529
647,462.4192777022649,-6273.677835554753
648,514.7832856733675,-6273.549106510259
649,492.7022371500183,-6273.077391903192
650,494.31585968499087,-6273.088092200972
651,485.0267865719897,-6273.08202635836
652,495.6270760586356,-6273.099689969626
653,502.70486434180987,-6273.206052259677
654,513.1074075561528,-6273.489889939491
655,479.28796906241433,-6273.147940688499
656,473.0115424874402,-6273.284563357064
657,439.4770189318377,-6275.313180997661
658,464.54313498545855,-6273.581927400504
659,523.8390911960435,-6273.930347888601
660,516.0090672945649,-6273.594707194833
661,525.7565965432889,-6274.0239040700435
662,480.0951768394896,-6273.1353284227425
663,484.6469332001335,-6273.084701828612
664,494.3524508701389,-6273.0883807058635
665,520.112021668969,-6273.7611515173085
666,554.9231838301368,-6275.945750244186
667,466.03748029022506,-6273.519671986767
668,481.546820353899,-6273.1154251084345
669,479.80364749111374,-6273.139755472576
670,500.2362310105408,-6273.160700807288
671,481.02802745687734,-6273.122130153089
672,481.02802745687734,-6273.122130153089
673,479.80260010024375,-6273.1397716383235
674,472.1147627913613,-6273.309785817413
675,478.1693377081548,-6273.167260779991
676,493.20715412619376,-6273.080313649259
677,470.34641566298785,-6273.363802309924
678,474.53192310560996,-6273.245101576597
679,504.85115652777176,-6273.252492319903
680,519.0883048273787,-6273.717653864977
681,479.12676912075665,-6273.150592492749
682,502.5386501205542,-6273.202726203143
683,499.63966439725937,-6273.151053499698
684,479.3516016766192,-6273.14690613153
685,499.70235074824745,-6273.152043015082
686,489.6100150257689,-6273.068080344173
687,503.84245334226966,-6273.229862280162
688,509.3518096709673,-6273.370542049645
689,449.73009371220854,-6274.441026611347
690,450.2042385913212,-6274.4064095055855
691,461.96628853561725,-6273.699432383777
692,461.9102677168317,-6273.702131323354
693,469.57533216491294,-6273.389151509742
694,508.53400871335486,-6273.34704275078
695,479.49024258707414,-6273.144676008321
696,479.49024258707414,-6273.144676008321
697,555.0223816268957,-6275.953760340771
698,510.54029731231543,-6273.406290704901
699,509.2246498838035,-6273.366829093858
700,485.18586706960264,-6273.080975822723
701,464.76740022123107,-6273.572310870805
702,507.70707630159126,-6273.324199273665
703,504.9693852564936,-6273.255237593217
704,508.747175145169,-6273.353081258212
705,523.0829643828464,-6273.894662144025
706,512.1987184628241,-6273.459307795529
707,515.7346638995352,-6273.58433224305
708,538.7776781108895,-6274.770656459346
709,468.5517757610374,-6273.4245016152645
710,469.3239336276599,-6273.397653693386
711,547.1908087398382,-6275.35042819573
712,504.6127647293917,-6273.247015974505
713,502.01530071165604,-6273.192509408752
714,513.0732965056937,-6273.48872245185
715,480.2149591591928,-6273.133551287389
716,482.0308891423221,-6273.109576026295
717,459.4097488682069,-6273.828947298891
718,502.64251775445655,-6273.204800081188
719,509.88545756495006,-6273.386360378844
720,473.46630199966484,-6273.272326468208
721,508.16277783700997,-6273.336673167339
722,506.2629607413625,-6273.2865388246455
723,505.78145462058154,-6273.27461755823
724,502.39813333257206,-6273.19994488563
725,503.16883645812055,-6273.215543242928
726,516.5900237569945,-6273.616988619762
727,522.7608898697517,-6273.879670496685
728,499.1181370278136,-6273.14304215854
729,499.1181370278136,-6273.14304215854
730,503.6254794250167,-6273.225180483067
731,503.6254794250167,-6273.225180483067
732,515.9375687047824,-6273.591994655508
733,509.66185686007503,-6273.37968603641
734,501.0793317239554,-6273.175209735531
