,alpha,log_prob
2313,476.14640850838964,-6273.207691845446
2314,463.3229995362538,-6273.635951974295
2315,467.6639134825312,-6273.456748415741
2316,511.8572117795541,-6273.4480938789
2317,520.5757420768556,-6273.78128058361
2318,520.5757420768556,-6273.78128058361
2319,531.341956281089,-6274.320888415759
2320,532.9644674287681,-6274.413829676999
2321,489.6337404655117,-6273.068095077391
2322,516.2032669177173,-6273.60210763494
2323,439.6290634950461,-6275.298469308477
2324,447.9302345049871,-6274.57692229987
2325,466.5843818326283,-6273.497954230627
2326,469.8659693937799,-6273.379468045735
2327,465.516041996684,-6273.540909352788
2328,439.0937036401787,-6275.350515131234
2329,455.46889248173557,-6274.054478408396
2330,455.46889248173557,-6274.054478408396
2331,470.571896075086,-6273.35659660427
2332,469.16475695507194,-6273.403097559124
2333,465.02873722027516,-6273.5612268906425
2334,469.72489940482666,-6273.384148721919
2335,513.9266857202737,-6273.518384903797
2336,511.4808308045338,-6273.4359124978
2337,511.2580417287442,-6273.42879004405
2338,515.6645533042852,-6273.581696818621
2339,472.7188178786754,-6273.29263684891
2340,472.7188178786754,-6273.29263684891
2341,456.8108954442654,-6273.974099978451
2342,486.88491258467235,-6273.072315452654
2343,436.5234733691749,-6275.60999134096
2344,485.4519929288653,-6273.079310487846
2345,456.91179579162036,-6273.968206978576
2346,504.72041063026074,-6273.249479026999
2347,517.8675394247377,-6273.667486409454
2348,504.1222973105252,-6273.235998078005
2349,505.60286809661756,-6273.270277338339
2350,529.9924530073288,-6274.245847744443
2351,543.8322139397101,-6275.110241462724
2352,543.8322139397101,-6275.110241462724
2353,467.283789153482,-6273.471006853109
2354,473.15323765431316,-6273.280710721344
2355,465.37914639653786,-6273.546571050988
2356,455.31895701209896,-6274.063690763548
2357,489.802307496874,-6273.068225202997
2358,534.5819321838125,-6274.509402597121
2359,485.0905313505219,-6273.081600449227
2360,480.57981193351793,-6273.128288010671
2361,498.6686039389797,-6273.136454337625
2362,480.8315706305721,-6273.124787466837
2363,472.18016723608616,-6273.3078971382465
2364,458.08590935239005,-6273.901168669223
2365,488.17413052030923,-6273.068841296676
2366,488.17413052030923,-6273.068841296676
2367,495.78225063038883,-6273.101233308983
2368,463.8957526494891,-6273.610232303254
2369,495.5331796315101,-6273.098773590759
2370,479.4535901294228,-6273.14526239567
2371,439.9505605026139,-6275.26754280438
2372,483.6155270441445,-6273.093158906223
2373,516.3949026937311,-6273.609457354337
2374,528.1464198177607,-6274.146565884413
2375,517.0280000606742,-6273.634069123816
2376,570.3568085805582,-6277.299077533065
2377,539.6699907948905,-6274.82865712751
2378,469.21275142753126,-6273.401451189509
2379,494.60330926829533,-6273.090413097814
2380,495.0465519351319,-6273.094236155429
2381,500.9187059625006,-6273.172366784488
2382,458.7634774493362,-6273.863760903103
2383,491.5393268293987,-6273.072151264773
2384,491.5393268293987,-6273.072151264773
2385,489.4223967176206,-6273.067994996883
2386,489.2127456014749,-6273.067965155191
2387,490.89416823256255,-6273.070144763124
2388,487.4454215845171,-6273.070478635265
2389,453.7103982072913,-6274.165484173629
2390,452.4108856202206,-6274.251709312785
2391,452.4108856202206,-6274.251709312785
2392,444.84411932969516,-6274.826725578471
2393,441.4048777711518,-6275.13070196537
2394,465.43664612632415,-6273.5441886182925
2395,459.2285123998688,-6273.83862514866
2396,448.06126090701053,-6274.566788076861
2397,497.04114514716815,-6273.115080661336
2398,497.50898897748976,-6273.120825757616
2399,482.48161604379123,-6273.104481825251
2400,514.3801386127952,-6273.53452995483
2401,488.5807547181172,-6273.068294850477
2402,502.0724858231923,-6273.193606847659
2403,525.5699075882748,-6274.0146038759085
2404,518.7319042413379,-6273.702815415639
2405,466.3854827410375,-6273.50578683074
2406,473.63553046516137,-6273.267867483868
2407,501.62154686051997,-6273.185079246106
2408,458.184848021025,-6273.895648210836
2409,459.1525386933912,-6273.842701772283
2410,465.70371008386843,-6273.533206099165
2411,453.61991987646013,-6274.17137156622
2412,448.53273285743,-6274.530636624112
2413,434.9691190201654,-6275.77473101446
2414,434.9691190201654,-6275.77473101446
2415,451.256432718529,-6274.331334131515
2416,448.77066124620495,-6274.512579213638
2417,436.32160696374865,-6275.631050624139
2418,435.3416634285077,-6275.734703648112
2419,467.34661504272003,-6273.46863148222
2420,467.34661504272003,-6273.46863148222
2421,456.7582179149149,-6273.977184890441
2422,456.7582179149149,-6273.977184890441
2423,465.7543331420655,-6273.531139693776
2424,470.34803235027096,-6273.363750312697
2425,438.08143907169034,-6275.450801116383
2426,462.7290357419613,-6273.663299553338
2427,466.7942015432939,-6273.48977291996
2428,453.93176691293775,-6274.151152692881
2429,433.35444989119964,-6275.9522092589405
2430,434.7158850538556,-6275.802135712602
2431,443.88389649221693,-6274.908849027997
2432,473.80327619400333,-6273.263498149459
2433,501.60443890539136,-6273.184761426369
2434,517.3159146213418,-6273.645429400846
2435,458.1007145277299,-6273.900341320295
2436,495.7616353604043,-6273.101026198788
2437,520.855192282296,-6273.7935384516095
2438,465.402969348612,-6273.545583206924
2439,456.64134713885875,-6273.984049506729
2440,453.7510601460497,-6274.162843949932
2441,467.08532301815404,-6273.47855953991
2442,470.10434874226553,-6273.371642136972
2443,469.87264394329696,-6273.379247496043
2444,510.6845802931301,-6273.410758732736
2445,464.84679419355183,-6273.568929669452
2446,464.57294672558305,-6273.580643479487
2447,458.34269505301387,-6273.886882087085
2448,469.79027240500227,-6273.38197508716
2449,486.2150412876219,-6273.075172724561
2450,486.2150412876219,-6273.075172724561
2451,492.54583180065146,-6273.076566023995
2452,451.85333237294117,-6274.289807641231
2453,451.85333237294117,-6274.289807641231
2454,465.53136102953334,-6273.540278023817
2455,491.1467271482794,-6273.070853345217
2456,503.41917187892045,-6273.220790139555
2457,507.88331101695917,-6273.328989924449
2458,446.17128791419964,-6274.716673112476
2459,505.72941215037054,-6273.273348213871
2460,505.72941215037054,-6273.273348213871
2461,485.7081594358864,-6273.077816178192
2462,507.4918445683752,-6273.318405814328
2463,509.9774446309661,-6273.389125531674
2464,518.9287935030568,-6273.710993206763
2465,513.5228759721523,-6273.50423128936
2466,527.1874442293616,-6274.096543906656
2467,509.52292467934967,-6273.375572689582
2468,522.9383774065224,-6273.887916567063
2469,518.7893677232008,-6273.705197173037
2470,509.7737865188031,-6273.383018711638
2471,509.7737865188031,-6273.383018711638
2472,511.67770179977003,-6273.442260856184
2473,498.1450023968174,-6273.129153252944
2474,506.0229206136201,-6273.28055592458
2475,504.6542976435191,-6273.2479643800425
2476,483.8329359287638,-6273.091230801625
2477,494.797764687675,-6273.092053874632
2478,501.4988578776997,-6273.1828092581245
2479,503.60155462828135,-6273.224668284738
2480,508.8832705723518,-6273.356968565583
2481,527.2209510389192,-6274.098273654397
2482,516.4956886436611,-6273.613341454205
2483,531.7889681620898,-6274.3461993286755
2484,539.5320193888472,-6274.819633719583
2485,479.82319545735925,-6273.139454105817
2486,512.8548635925408,-6273.481282292855
2487,445.9796632536292,-6274.732317039642
2488,465.44473731911677,-6273.543853877659
2489,467.553066614437,-6273.460878176155
2490,491.2996764209919,-6273.071330593504
2491,496.7851352704609,-6273.112073911005
2492,496.7851352704609,-6273.112073911005
2493,471.0482765802138,-6273.34167948472
2494,464.75265380782946,-6273.5729402222205
2495,518.976359103247,-6273.7129760770695
2496,518.0182418498241,-6273.673578770972
2497,494.3312782882452,-6273.08821352281
2498,481.11684825585564,-6273.120950092669
2499,499.2196773192842,-6273.144570968638
2500,483.5851107107608,-6273.093434868506
2501,475.3631922605517,-6273.2252655335715
2502,488.99417582463775,-6273.068007804773
2503,533.962246175752,-6274.472444257293
2504,533.414761967006,-6274.440145379276
2505,512.9505053835082,-6273.484532343121
2506,524.3208151883457,-6273.9534401619885
2507,481.2408250953916,-6273.119325155642
2508,475.675840657819,-6273.218120971711
2509,457.41091540460525,-6273.939363940169
2510,472.93208021753253,-6273.286739708625
2511,477.2566553360724,-6273.18462136435
2512,477.2566553360724,-6273.18462136435
2513,482.2459600671782,-6273.107102991445
2514,479.07591889691736,-6273.151438220496
2515,489.37581471317424,-6273.067982386285
2516,509.07283097327223,-6273.362424551847
2517,507.0611472478096,-6273.30700208026
2518,506.61041028756273,-6273.295339129854
2519,453.3231429889929,-6274.190804308752
2520,449.24821464953993,-6274.476711750023
2521,510.48690670751205,-6273.404644362668
2522,532.7394149366701,-6274.400762021236
2523,516.1139448983986,-6273.598697849555
2524,501.50642004191513,-6273.182948551694
2525,533.494865956957,-6274.44485036224
2526,523.24912428038,-6273.90244526656
2527,513.6571645671268,-6273.508914677102
2528,521.6944769138499,-6273.830927351612
2529,495.4717479389212,-6273.098181195898
2530,463.15773995907495,-6273.643491744025
2531,476.18688346434664,-6273.206812957358
2532,476.18688346434664,-6273.206812957358
2533,461.6524943772659,-6273.714629996195
2534,478.1057437860908,-6273.168423754269
2535,478.1057437860908,-6273.168423754269
2536,467.45437011261816,-6273.4645747161785
2537,444.9052666745168,-6274.821567245034
2538,513.1993887085467,-6273.493045644365
2539,486.75564905334255,-6273.0728105746275
2540,505.6862062557497,-6273.272297239159
2541,453.809883461864,-6274.159030668194
2542,475.6312683891103,-6273.219129001309
2543,515.6210389263167,-6273.580064288244
2544,478.30144331778916,-6273.164867182566
2545,514.5787683911269,-6273.541685651804
2546,493.5738339667874,-6273.082679435914
2547,531.5174264933013,-6274.330797122579
2548,489.9533914172467,-6273.0683797117545
2549,499.10425118075324,-6273.142834256623
2550,453.334434258944,-6274.1900615507375
2551,464.961438456996,-6273.564068646815
2552,476.79005868948207,-6273.194055061565
2553,529.5772047837804,-6274.223174340993
2554,543.0604176793416,-6275.056669735701
2555,539.0546251539405,-6274.7885676023025
2556,500.67830875030495,-6273.168181105539
2557,530.2345307693113,-6274.259156483378
2558,469.1745981112573,-6273.402759626263
2559,466.6272838053898,-6273.496274604936
2560,454.70087869232725,-6274.102162189686
2561,469.35079878045144,-6273.396739537259
2562,491.9532203252813,-6273.073777723954
2563,528.2882110108335,-6274.15405248273
2564,522.0236710187427,-6273.845826862967
2565,539.0759792156447,-6274.789952033472
2566,485.0922933930139,-6273.081588770251
2567,442.5721299409431,-6275.0244644378645
2568,501.7491096312704,-6273.187462178127
2569,519.4199648152814,-6273.7316040118185
2570,509.028682542938,-6273.361149539926
2571,535.1924107555542,-6274.546225127983
2572,509.4919579281478,-6273.3746593841315
2573,508.2640895766874,-6273.339484613335
2574,504.3465797055072,-6273.240994711508
2575,514.7619936912737,-6273.54833142783
2576,539.3617649411057,-6274.808526779661
2577,492.5585789421165,-6273.076631929545
2578,474.32578860792245,-6273.250210056444
2579,463.89070105198226,-6273.610456360783
2580,480.72110994735203,-6273.1263101725435
2581,471.58279190576644,-6273.325435819789
2582,482.62583691772596,-6273.102923288359
2583,482.62583691772596,-6273.102923288359
2584,457.0932586481561,-6273.957661471212
2585,491.828112770123,-6273.073258205139
2586,478.2800123705909,-6273.165253442459
2587,478.2800123705909,-6273.165253442459
2588,483.0086377527932,-6273.098954121801
2589,486.61338875205115,-6273.073386531619
2590,504.03306616266093,-6273.234029711429
2591,516.3765036557699,-6273.608749681148
2592,516.8928748628466,-6273.628773545084
2593,485.1129011085833,-6273.0814525560845
2594,500.7710125498299,-6273.169785387778
2595,496.8318855273566,-6273.112615729683
2596,496.8318855273566,-6273.112615729683
2597,515.589100955299,-6273.578867608459
2598,478.55717665019193,-6273.160318985954
2599,519.040190932261,-6273.715641459084
2600,535.7781539679571,-6274.5819395144035
2601,516.3613530383964,-6273.608167272893
2602,516.4355021095945,-6273.61102042935
2603,500.17567392064257,-6273.159698064364
2604,468.3984929639589,-6273.429963407066
2605,501.0635418963021,-6273.174928628808
2606,517.253649079955,-6273.642963724846
2607,508.98394764629194,-6273.359860264585
2608,509.8481797909508,-6273.385243018151
2609,535.6226608470395,-6274.57242211839
2610,497.19643263314515,-6273.116951730784
2611,524.3995160544258,-6273.9572391462825
2612,477.13106275117696,-6273.187123346882
2613,493.88496566753184,-6273.08484730068
2614,493.88496566753184,-6273.08484730068
2615,478.907673932415,-6273.15426798236
2616,469.90766408561916,-6273.378091659744
2617,466.75323785116734,-6273.491363626167
2618,480.0807089634209,-6273.135544721485
2619,473.822011097832,-6273.263013277798
2620,471.94389217130765,-6273.314756627869
2621,467.5967138910045,-6273.4592492750635
2622,494.7118667235431,-6273.091322054196
2623,500.53064817949826,-6273.165651281802
2624,500.53064817949826,-6273.165651281802
2625,468.81162374303676,-6273.415342828487
2626,495.437655310586,-6273.0978548756575
2627,495.437655310586,-6273.0978548756575
2628,492.6219610235348,-6273.076963329681
2629,477.8819891672346,-6273.1725711534245
2630,465.31182535315986,-6273.549368469065
2631,473.5841181175933,-6273.269216719345
2632,496.0826073177959,-6273.10432282785
2633,469.47394287049934,-6273.392566362251
2634,442.0643296741226,-6275.070291139071
2635,442.0643296741226,-6275.070291139071
2636,468.8967369888704,-6273.412370219813
2637,471.7095510816785,-6273.321660041409
2638,463.77501915024965,-6273.615600844378
2639,463.77501915024965,-6273.615600844378
2640,443.7649445323343,-6274.91916950929
2641,521.3294389657735,-6273.814559762368
2642,549.3456990930072,-6275.510483711502
2643,507.3365941615551,-6273.314266037026
2644,521.188237584806,-6273.808272167587
2645,478.12263871196365,-6273.168114107784
2646,485.8814204168091,-6273.076865821806
2647,470.1911872329728,-6273.3688172893735
2648,453.98399252402066,-6274.14778666402
2649,507.81808923771473,-6273.3272120612455
2650,520.2985688639492,-6273.769217309339
2651,514.0531351266126,-6273.522860388095
2652,522.8375531260314,-6273.883227609736
2653,528.6820219769913,-6274.174967596804
2654,532.9111223743943,-6274.410727091921
2655,529.8475534329389,-6274.237913555819
2656,520.423184546559,-6273.774629212455
2657,515.2317689847172,-6273.56556766841
2658,515.8685470219309,-6273.589382261437
2659,520.8060988009148,-6273.791378070325
2660,517.0041805000429,-6273.63313395695
2661,543.8488494957261,-6275.111402898975
2662,516.2754244631087,-6273.604869586275
2663,499.3044533355794,-6273.1458588577725
2664,511.6885710658392,-6273.442612837241
2665,493.16881865095246,-6273.080078149235
2666,476.2972364300413,-6273.2044312945
2667,483.86181114562044,-6273.090980577128
2668,512.8057545156412,-6273.479618130435
2669,482.41670885727035,-6273.105194546318
2670,478.06357185705184,-6273.16919882094
2671,508.56229794950525,-6273.347840590283
2672,476.84923580655766,-6273.192837620515
2673,492.09393957957275,-6273.0743909039
2674,453.94619508490064,-6274.150222197885
2675,461.0363058097802,-6273.745039923068
2676,455.91567608323373,-6274.027304344042
2677,508.9592218349616,-6273.359148813342
2678,508.2329322271791,-6273.338618503657
2679,510.684613644917,-6273.410759768741
2680,516.0440766114025,-6273.5960377640085
2681,525.528629376214,-6274.012553092345
2682,504.24221201296854,-6273.238660832834
2683,502.34382795517035,-6273.198877490725
2684,462.75645428563183,-6273.662021946615
2685,470.0524015156412,-6273.373338616494
2686,496.39738230713743,-6273.107705022711
2687,504.0997567950091,-6273.235499801199
2688,460.889435494351,-6273.752399401223
2689,458.3107711006793,-6273.888650915097
2690,460.0190315288449,-6273.796896646028
2691,448.70024237960143,-6274.5179105998195
2692,454.52228986015194,-6274.113427073507
2693,459.78883507105775,-6273.808918247378
2694,459.78883507105775,-6273.808918247378
2695,427.9242821188783,-6276.597715527934
2696,438.3130873252748,-6275.42763401721
2697,449.52939183952265,-6274.455827637398
2698,497.37385575695833,-6273.11913313402
2699,497.37385575695833,-6273.11913313402
2700,496.1558932116624,-6273.105097088203
2701,501.26541141321843,-6273.1785494145515
2702,486.50427421020294,-6273.073850367395
2703,469.88608565457855,-6273.378803586011
2704,497.475645935784,-6273.1204056133265
2705,502.7681295886719,-6273.207328508136
2706,501.3406708095831,-6273.179914211063
2707,501.3406708095831,-6273.179914211063
2708,464.6301584791761,-6273.578184306557
2709,539.9836076729993,-6274.849242748154
2710,499.8065000656315,-6273.15369961476
2711,497.65711646174003,-6273.122712070125
2712,514.2615862075069,-6273.530283302154
2713,514.2615862075069,-6273.530283302154
2714,523.0662658377369,-6273.893881802159
2715,506.6233562821197,-6273.29567023093
2716,432.13351243512204,-6276.090758565663
2717,411.9119052278678,-6278.968522073624
2718,456.0216972147314,-6274.02091681047
2719,495.40108213583494,-6273.097506749721
2720,455.50985405374234,-6274.051969783642
2721,495.12849327079914,-6273.094975302648
2722,495.12849327079914,-6273.094975302648
2723,523.1304149196875,-6273.896881393375
2724,516.2803529542697,-6273.60505847386
2725,522.6094972269894,-6273.872666840683
2726,511.69516590509653,-6273.442826474739
2727,450.2906030643992,-6274.400156810673
2728,450.2906030643992,-6274.400156810673
2729,487.80721444384454,-6273.0695599137525
2730,479.6607458064306,-6273.141978311814
2731,471.1324466815583,-6273.339087004276
2732,475.34878651197226,-6273.225598883194
2733,498.269847790878,-6273.130857646641
2734,495.81916124322225,-6273.101605716388
2735,479.57861446483,-6273.143271605385
2736,529.4468101150898,-6274.216095206243
2737,476.47514891350073,-6273.200636437928
2738,496.69935135511054,-6273.111088136614
2739,493.9429810037549,-6273.085267796638
2740,465.4995797767038,-6273.541588295546
2741,472.6445191089779,-6273.294710617988
2742,497.3036500017172,-6273.118264401531
2743,533.4478822204304,-6274.442089864453
2744,505.65223932401864,-6273.271472810451
2745,493.9305299211702,-6273.085177120594
2746,493.310385818292,-6273.0809589650935
2747,498.9005826618183,-6273.139817150596
2748,491.8677216262353,-6273.073420072159
2749,491.73229369069884,-6273.072876641388
2750,488.8499315975167,-6273.068077257856
2751,508.4437601695827,-6273.3445047001605
2752,513.8764232810584,-6273.516611685814
2753,512.2259854913491,-6273.460209751535
2754,537.1790638437809,-6274.668871264349
2755,471.3898916489313,-6273.331237872946
2756,497.68981178300214,-6273.123132779097
2757,501.85753228243226,-6273.189505796059
2758,503.2843571339882,-6273.217953533081
2759,464.88881605141006,-6273.567144968397
2760,498.93653352021386,-6273.140345327132
2761,493.44338460691296,-6273.081814311451
2762,491.96418423331517,-6273.073824402731
2763,497.51541263623903,-6273.1209068882645
2764,429.50750412907735,-6276.401643476939
2765,533.7159604496584,-6274.457873502138
2766,534.4760333381597,-6274.503056743284
2767,518.8853151500833,-6273.709183183564
2768,493.5262916710313,-6273.082361140896
2769,506.9966207316884,-6273.305315392812
2770,483.13934276404365,-6273.097654535617
2771,478.2873180816463,-6273.165121679363
2772,460.9229184796909,-6273.750717838715
2773,474.67733413800306,-6273.241543375846
2774,470.52191602273376,-6273.358185767106
2775,447.359471030585,-6274.621512887582
2776,472.192044342943,-6273.307554995316
2777,447.1283326105799,-6274.63977688908
2778,450.7226310501233,-6274.369121752224
2779,451.5722137887227,-6274.309269646239
2780,468.55743746666707,-6273.424300716774
2781,523.3534057248247,-6273.907346887898
2782,473.5932302308112,-6273.268977241398
2783,455.9198287319995,-6274.02705371781
2784,460.4164653221659,-6273.776391165576
2785,472.7506099043749,-6273.29175253613
2786,479.49716317746055,-6273.144565545898
2787,479.49716317746055,-6273.144565545898
2788,469.7976853561018,-6273.381729106974
2789,543.9574023989323,-6275.118988642754
2790,543.7458586414921,-6275.104216995955
2791,574.0274674185471,-6277.651184269134
2792,485.61889340884903,-6273.078324808094
2793,467.9229690015218,-6273.447186973624
2794,532.7403983569321,-6274.400819000508
2795,473.3222215318255,-6273.276163278145
2796,473.14534325793016,-6273.280924417531
2797,483.0912443984008,-6273.098129481709
2798,502.73367991082034,-6273.206632853741
2799,515.642564261148,-6273.580871552879
2800,533.8461853234976,-6274.465569499488
2801,516.8133634747936,-6273.625668263968
2802,516.8133634747936,-6273.625668263968
2803,472.9465672572313,-6273.286342083514
2804,452.60922776226244,-6274.238316635805
2805,517.019023042523,-6273.633716597848
2806,480.15924740744003,-6273.134374820006
2807,476.51168657882556,-6273.1998639453695
2808,479.08589460828193,-6273.151271958163
2809,481.2724678909596,-6273.118914561714
2810,484.8431349137951,-6273.083290475108
2811,484.8431349137951,-6273.083290475108
2812,458.8704823632686,-6273.857938419082
2813,458.8704823632686,-6273.857938419082
2814,464.68237983041246,-6273.575945149025
2815,468.9146913971869,-6273.41174487835
2816,458.75753046216107,-6273.864085177852
2817,475.8977539333501,-6273.213154276888
2818,529.8524290106631,-6274.238180135562
2819,509.19457540964834,-6273.365954119327
2820,512.4313695273274,-6273.467034888367
2821,519.602580838212,-6273.739343336612
2822,516.29407450669,-6273.605584523652
2823,495.64916410346547,-6273.099907454662
2824,480.28500364285736,-6273.132523355894
2825,482.11226274282177,-6273.108631255081
2826,482.11226274282177,-6273.108631255081
2827,470.7590712020361,-6273.350685916759
2828,465.73470034646573,-6273.531940512479
2829,535.0444779058172,-6274.537264636276
2830,477.40906756648576,-6273.1816218979675
2831,467.7868686314207,-6273.4521945673705
2832,443.37412856970565,-6274.953306589361
2833,487.1980145410217,-6273.071227340562
2834,459.1490609723881,-6273.842888659839
2835,503.11497072768003,-6273.214425784282
2836,500.67132941066734,-6273.168060824712
2837,500.67132941066734,-6273.168060824712
2838,487.23195597258746,-6273.0711188275045
2839,487.23195597258746,-6273.0711188275045
2840,480.5361930191881,-6273.128905388768
2841,473.04830668202817,-6273.283560285035
2842,462.08591870985236,-6273.693689617452
2843,442.05151757299257,-6275.0714551430765
2844,470.16275279876197,-6273.369740729397
2845,461.7673870627708,-6273.709042980116
2846,503.89093433427337,-6273.23091741058
2847,458.5770748489805,-6273.8739590587575
2848,424.1775063638035,-6277.088227469527
2849,435.7650371696431,-6275.68963144251
2850,435.7869680581991,-6275.687308728798
2851,519.3376197988005,-6273.7281277171
2852,534.4281043991922,-6274.500188722917
2853,534.5195663062959,-6274.505663906249
2854,528.5874430745981,-6274.1699282281725
2855,512.577201694718,-6273.471914583293
2856,515.3272723895035,-6273.569106325657
2857,530.6322651896975,-6274.281167586057
2858,504.31674607455165,-6273.2403260169585
2859,524.9716160349295,-6273.985076636239
2860,512.591848964454,-6273.472406233476
2861,512.591848964454,-6273.472406233476
2862,505.3766402430722,-6273.26484257251
2863,511.7725171710966,-6273.445336516181
2864,536.4533907264254,-6274.623574747295
2865,499.5315911771416,-6273.14936091928
2866,507.140393368729,-6273.309081311829
2867,495.67143767886637,-6273.1001275057915
2868,469.0799707482345,-6273.406016460934
2869,499.4417337959434,-6273.147966523818
2870,499.1862612002695,-6273.144066193341
2871,552.6168316262597,-6275.762140501279
2872,462.59807653009125,-6273.6694221080115
2873,474.654032998283,-6273.242111028068
2874,479.3294102730629,-6273.147266140211
2875,503.8986182805447,-6273.231084944757
2876,491.83905435430574,-6273.073302677439
2877,478.2213192989493,-6273.16631534604
2878,474.7834198588779,-6273.238971136658
2879,455.27703463672134,-6274.066274943747
2880,454.2241898863211,-6274.1323795306735
2881,478.2607177416,-6273.165601875339
2882,586.5918743566091,-6278.937597251953
2883,541.283463201472,-6274.935668642135
2884,470.1737308475386,-6273.3693840285505
2885,493.26220649170267,-6273.080655766281
2886,471.9135300338576,-6273.315645437043
2887,536.7063534745689,-6274.639299983004
2888,518.2456559118326,-6273.682826160953
2889,477.3412587983319,-6273.182951391842
2890,491.0753088592309,-6273.070642927691
2891,515.9992358838182,-6273.594333821331
2892,510.8715806584156,-6273.416590705727
2893,513.6276162825353,-6273.507882157412
2894,505.55646809889726,-6273.269156882036
2895,502.86384395630074,-6273.2092701058355
2896,497.6248734445383,-6273.122298722782
2897,523.9654063809847,-6273.936376203192
2898,529.1175107369928,-6274.198304272822
2899,514.8813694908828,-6273.552684533124
2900,485.59931554243707,-6273.078438089624
2901,443.00087308811766,-6274.986238722449
2902,461.3915867013385,-6273.727414388221
2903,484.8436621654067,-6273.083286767122
2904,476.4354945113624,-6273.201477466939
2905,472.7811456724371,-6273.290904882381
2906,527.7048670979586,-6274.123400982394
2907,540.9213659469369,-6274.911415018752
2908,470.17150173839775,-6273.3694564392335
2909,467.77407103496654,-6273.452667223218
2910,499.97663630223633,-6273.1564395686955
2911,469.57199827875854,-6273.389263494458
2912,480.340675908562,-6273.131712273401
2913,464.06889887593417,-6273.602582524539
2914,502.90175255252257,-6273.210042672249
2915,465.87033875947674,-6273.526422866724
2916,438.99662383939784,-6275.360026266046
2917,466.9074396932826,-6273.4853921754075
2918,449.0507619438804,-6274.4914809803595
2919,503.8887944643732,-6273.230870769418
2920,465.1720898673095,-6273.555202694438
2921,477.6887505043729,-6273.176222553325
2922,543.1737604601667,-6275.0644986770285
2923,500.86194662396025,-6273.171371036251
2924,502.36044364526094,-6273.199203635036
2925,492.92568066696003,-6273.078636785797
2926,492.3238949662476,-6273.075458539967
2927,522.2855270376303,-6273.857772574104
2928,540.8986287276915,-6274.9098966389365
2929,567.6941642843811,-6277.050700948972
2930,507.5081044870038,-6273.318841286702
2931,509.24431802603436,-6273.367401967678
2932,481.2163028958325,-6273.119644511349
2933,482.7422226409976,-6273.101690771656
2934,514.4713169909825,-6273.5378083727355
2935,481.30671027387626,-6273.118472132114
2936,464.661629855993,-6273.576834241158
2937,504.3582979594446,-6273.241257705703
2938,486.1365583945442,-6273.075554832605
2939,486.1365583945442,-6273.075554832605
2940,496.987716561379,-6273.1144451454
2941,497.6111095408135,-6273.122122739332
2942,496.2109051347863,-6273.105683544994
2943,464.45496375511937,-6273.58573476423
2944,461.3773194575763,-6273.728117364376
2945,458.2216662420606,-6273.893598959101
2946,472.12708462241386,-6273.3094294083
2947,493.083703174246,-6273.079563294699
2948,509.17575484360475,-6273.365407179409
2949,513.6882574695201,-6273.510002393428
2950,515.4549457252228,-6273.573855193542
2951,526.3852531584249,-6274.055523374476
2952,442.50827352496776,-6275.030194216762
2953,443.7248239730602,-6274.922657774538
2954,466.44919055156544,-6273.503269854932
2955,471.1172271600735,-6273.339554814141
2956,466.92975980613875,-6273.484531559848
2957,478.38249805250666,-6273.163413448402
2958,465.5552341108732,-6273.539295060102
2959,493.0650876671209,-6273.079452166131
2960,466.1312022580201,-6273.515909838242
2961,466.1312022580201,-6273.515909838242
2962,468.1929285970363,-6273.437357037154
2963,456.53226679575585,-6273.990481940004
2964,453.8421064224925,-6274.1569448787
2965,464.7127151751827,-6273.574646837531
2966,479.6537577000304,-6273.142087903745
2967,474.18721389159185,-6273.253686746243
2968,492.49623186183226,-6273.076311953836
2969,503.7319352197868,-6273.227469302087
2970,503.7319352197868,-6273.227469302087
2971,487.64883130988096,-6273.069936390128
2972,486.3111693108107,-6273.074718260018
2973,527.2014678830735,-6274.097267701233
2974,465.46562253270736,-6273.542990415226
2975,477.5173386148618,-6273.179515616664
2976,479.7138995648933,-6273.141147443027
2977,491.6630760521999,-6273.072609828309
2978,514.8207132934346,-6273.550470383114
2979,501.8869881614621,-6273.190063890878
2980,498.91035906335077,-6273.139960595311
2981,464.33135183680844,-6273.591097786482
2982,480.923746982212,-6273.123532569022
2983,477.1423089167216,-6273.186898189575
2984,526.8246688257441,-6274.077899952625
2985,568.364214759616,-6277.112639405838
2986,529.7397280223678,-6274.232024975607
2987,561.9815387880828,-6276.538399932796
2988,488.31401268248385,-6273.068623705811
2989,494.02883450364874,-6273.0858994326445
2990,456.0436270621618,-6274.019598494517
2991,481.10542070681106,-6273.1211011729
2992,473.12684034016456,-6273.281425718344
2993,449.58301705233623,-6274.45186434898
2994,474.461540812957,-6273.24683731592
2995,465.838743833917,-6273.527704981155
2996,466.4286783955065,-6273.504079410078
2997,492.0632664387709,-6273.074254646528
2998,525.8311536035961,-6274.027629729039
2999,482.2045652327774,-6273.107572978608
3000,489.38308933337987,-6273.0679841306455
3001,489.38308933337987,-6273.0679841306455
3002,479.230891877399,-6273.148874551198
3003,516.0003387687141,-6273.59437570014
3004,502.4089408083193,-6273.200157809973
3005,519.8292928505986,-6273.74900886488
3006,477.9205270375134,-6273.171850671585
3007,473.5724925140878,-6273.269522470846
3008,491.8375498800183,-6273.073296551515
3009,493.27594815784647,-6273.080741883505
3010,496.8056030810139,-6273.1123107267995
3011,495.6041128782635,-6273.09946464194
