clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h41m,51,0.09,2,glucose,37,O2,20180911
09h41m,51,0.1,2,glucose,37,O2,20180911
09h41m,51,0.1,2,glucose,37,O2,20180911
10h11m,81,0.15,2,glucose,37,O2,20180911
10h11m,81,0.16,2,glucose,37,O2,20180911
10h11m,81,0.17,2,glucose,37,O2,20180911
10h41m,111,0.18,2,glucose,37,O2,20180911
10h41m,111,0.19,2,glucose,37,O2,20180911
10h41m,111,0.19,2,glucose,37,O2,20180911
11h11m,141,0.28,2,glucose,37,O2,20180911
11h11m,141,0.29,2,glucose,37,O2,20180911
11h11m,141,0.29,2,glucose,37,O2,20180911
11h40m,170,0.36,2,glucose,37,O2,20180911
11h40m,170,0.36,2,glucose,37,O2,20180911
11h40m,170,0.37,2,glucose,37,O2,20180911
11h56m,186,0.42,2,glucose,37,O2,20180911
11h56m,186,0.43,2,glucose,37,O2,20180911
11h56m,186,0.43,2,glucose,37,O2,20180911
12h12m,202,0.5,2,glucose,37,O2,20180911
12h12m,202,0.5,2,glucose,37,O2,20180911
12h12m,202,0.51,2,glucose,37,O2,20180911
12h25m,215,0.51,2,glucose,37,O2,20180911
12h25m,215,0.53,2,glucose,37,O2,20180911
12h25m,215,0.54,2,glucose,37,O2,20180911
12h44m,234,0.64,2,glucose,37,O2,20180911
12h44m,234,0.65,2,glucose,37,O2,20180911
12h45m,235,0.64,2,glucose,37,O2,20180911
12h56m,246,0.69,2,glucose,37,O2,20180911
12h56m,246,0.7,2,glucose,37,O2,20180911
12h57m,247,0.68,2,glucose,37,O2,20180911
13h11m,261,0.75,2,glucose,37,O2,20180911
13h11m,261,0.78,2,glucose,37,O2,20180911
13h11m,261,0.75,2,glucose,37,O2,20180911
13h27m,276,0.86,2,glucose,37,O2,20180911
13h27m,276,0.89,2,glucose,37,O2,20180911
13h27m,276,0.89,2,glucose,37,O2,20180911
