clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date,,,,,
9h49m,31,0.08,1,acetate,37,O2,20180927,,,,,
9h49m,31,0.08,1,acetate,37,O2,20180927,,,,,
9h49m,31,0.08,1,acetate,37,O2,20180927,,,,,
10h18m,60,0.1,1,acetate,37,O2,20180927,,,,,
10h18m,60,0.1,1,acetate,37,O2,20180927,,,,,
10h18m,60,0.1,1,acetate,37,O2,20180927,,,,,
10h49m,91,0.09,1,acetate,37,O2,20180927,,,,,
10h49m,91,0.09,1,acetate,37,O2,20180927,,,,,
10h49m,91,0.09,1,acetate,37,O2,20180927,,,,,
11h23m,125,0.1,1,acetate,37,O2,20180927,,,,,
11h23m,125,0.1,1,acetate,37,O2,20180927,,,,,
11h23m,125,0.1,1,acetate,37,O2,20180927,,,,,
11h59m,161,0.09,1,acetate,37,O2,20180927,,,,,
11h59m,161,0.09,1,acetate,37,O2,20180927,,,,,
11h59m,161,0.09,1,acetate,37,O2,20180927,,,,,
12h59m,221,0.13,1,acetate,37,O2,20180927,,,,,
12h59m,221,0.13,1,acetate,37,O2,20180927,,,,,
12h59m,221,0.13,1,acetate,37,O2,20180927,,,,,   
13h59m,281,0.13,1,acetate,37,O2,20180927,,,,,
13h59m,281,0.13,1,acetate,37,O2,20180927,,,,,
13h59m,281,0.13,1,acetate,37,O2,20180927,,,,,
15h01m,343,0.11,1,acetate,37,O2,20180927,,,,,
15h01m,343,0.11,1,acetate,37,O2,20180927,,,,,
15h01m,343,0.11,1,acetate,37,O2,20180927,,,,,
15h57m,399,0.11,1,acetate,37,O2,20180927,,,,,
15h57m,399,0.11,1,acetate,37,O2,20180927,,,,,
15h57m,399,0.11,1,acetate,37,O2,20180927,,,,,
16h32m,1874,0.25,1,acetate,37,O2,20180928,,,,,
16h32m,1874,0.26,1,acetate,37,O2,20180928,,,,,
16h32m,1874,0.26,1,acetate,37,O2,20180928,,,,,
18h30m,1992,0.3,1,acetate,37,O2,20180928,,,,,
18h30m,1992,0.3,1,acetate,37,O2,20180928,,,,,
18h30m,1992,0.3,1,acetate,37,O2,20180928,,,,,
19h32m,2054,0.31,1,acetate,37,O2,20180928,,,,,
19h32m,2054,0.31,1,acetate,37,O2,20180928,,,,,
19h32m,2054,0.31,1,acetate,37,O2,20180928,,,,,
20h51m,2133,0.34,1,acetate,37,O2,20180928,,,,,
20h51m,2133,0.34,1,acetate,37,O2,20180928,,,,,
20h51m,2133,0.34,1,acetate,37,O2,20180928,,,,,
11h49m,3031,0.39,1,acetate,37,O2,20180929,,,,,
11h49m,3031,0.39,1,acetate,37,O2,20180929,,,,,
11h49m,3031,0.39,1,acetate,37,O2,20180929,,,,,
13h38m,3139,0.43,1,acetate,37,O2,20180929,,,,,
13h38m,3139,0.43,1,acetate,37,O2,20180929,,,,,
13h38m,3139,0.43,1,acetate,37,O2,20180929,,,,,
23h51m,3752,0.45,1,acetate,37,O2,20180929,,,,,
23h51m,3752,0.45,1,acetate,37,O2,20180929,,,,,
23h51m,3752,0.45,1,acetate,37,O2,20180929,,,,,
12h06m,4487,0.42,1,acetate,37,O2,20180930,,,,,
12h06m,4487,0.42,1,acetate,37,O2,20180930,,,,,
12h06m,4487,0.42,1,acetate,37,O2,20180930,,,,,
15h33m,4694,0.42,1,acetate,37,O2,20180930,,,,,
15h33m,4694,0.42,1,acetate,37,O2,20180930,,,,,
15h33m,4694,0.43,1,acetate,37,O2,20180930,,,,,
17h50m,4831,0.58,1,acetate,37,O2,20180930,,,,,
17h50m,4831,0.58,1,acetate,37,O2,20180930,,,,,
17h50m,4831,0.59,1,acetate,37,O2,20180930,,,,,
20h44m,5005,0.56,1,acetate,37,O2,20180930,,,,,
20h44m,5005,0.56,1,acetate,37,O2,20180930,,,,,
20h44m,5005,0.56,1,acetate,37,O2,20180930,,,,,
09h45m,5785,0.54,1,acetate,37,O2,20181001,,,,,
09h45m,5785,0.54,1,acetate,37,O2,20181001,,,,,
09h45m,5785,0.54,1,acetate,37,O2,20181001,,,,,
12h34m,5954,0.5,1,acetate,37,O2,20181001,,,,,
12h34m,5954,0.5,1,acetate,37,O2,20181001,,,,,
12h34m,5954,0.51,1,acetate,37,O2,20181001,,,,,
15h20m,6120,0.51,1,acetate,37,O2,20181001,,,,,
15h20m,6120,0.5,1,acetate,37,O2,20181001,,,,,
15h20m,6120,0.51,1,acetate,37,O2,20181001,,,,,
17h15m,6235,0.56,1,acetate,37,O2,20181001,,,,,
17h15m,6235,0.56,1,acetate,37,O2,20181001,,,,,
17h15m,6235,0.56,1,acetate,37,O2,20181001,,,,,
00h40m,6620,0.49,1,acetate,37,O2,20181002,,,,,
00h40m,6620,0.5,1,acetate,37,O2,20181002,,,,,
00h40m,6620,0.49,1,acetate,37,O2,20181002,,,,,
11h59m,7299,0.48,1,acetate,37,O2,20181002,,,,,
11h59m,7299,0.48,1,acetate,37,O2,20181002,,,,,
11h59m,7299,0.48,1,acetate,37,O2,20181002,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,        
