strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val
delta,589.0,737.3701188455009,196.09847198641765,0.603722690732501,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,669.0,703.8834080717489,193.33333333333334,0.5684745188013413,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,465.0,1002.0645161290323,191.66021505376344,0.8823404889301604,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,407.0,1319.7174447174448,186.36363636363637,1.216702532338052,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,550.0,1269.96,185.82545454545453,1.1643277566216383,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,382.0,1037.0392670157069,187.8089005235602,0.9191549745579722,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,890.0,1259.7393258426966,194.87752808988765,1.1535694566386083,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,392.0,1894.3367346938776,178.4030612244898,1.8215478294738408,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,343.0,694.6151603498542,191.46647230320698,0.5587187445955929,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,576.0,1084.1458333333333,186.42013888888889,0.9687394309074973,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,537.0,1132.098696461825,186.42830540037244,1.0192147008008106,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,607.0,1103.9719934102143,190.52883031301482,0.9896084826291244,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,359.0,1532.8635097493036,186.17270194986074,1.4410604633828072,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,538.0,1277.3661710037175,176.61152416356876,1.1721235055279546,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,598.0,935.11872909699,170.40133779264215,0.811873233208471,0.0,20181024,glucose,37,O2,1,157.4140712522758,185.88646451624422
delta,510.0,1373.6235294117646,179.41372549019607,1.2734441739486217,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,354.0,1345.9604519774011,177.94915254237287,1.2443259689347175,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,468.0,1467.354700854701,183.13675213675214,1.372105773430626,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,778.0,1238.1388174807198,183.67866323907455,1.1308327227238457,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,779.0,1373.6213093709885,191.65982028241336,1.2734418371297118,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,425.0,1654.4423529411765,191.4070588235294,1.5690345721859245,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,896.0,2245.6741071428573,190.640625,2.1913661790153713,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,378.0,1699.7645502645503,191.02380952380952,1.6167407985258497,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,695.0,760.6575539568345,192.71223021582733,0.6282350867747964,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,384.0,1101.4609375,187.84635416666666,0.9869653406660336,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,414.0,936.3792270531401,180.2753623188406,0.8132000356220446,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,403.0,1644.5558312655087,194.70967741935485,1.5586280017054868,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,597.0,759.070351758794,197.60301507537687,0.6265643948891695,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,671.0,908.0193740685544,195.42324888226528,0.7833484034119729,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,677.0,1654.1477104874446,183.80945347119646,1.5687244310096968,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,563.0,1130.5275310834813,184.39076376554175,1.017560889300412,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,306.0,945.843137254902,191.1045751633987,0.8231617645056779,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,415.0,998.0698795180723,190.90843373493976,0.8781357272556877,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,576.0,841.2361111111111,193.53645833333334,0.7130522208232383,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,489.0,844.8916155419223,188.0715746421268,0.7169000113555156,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,531.0,1491.3747645951037,182.61958568738228,1.397389335684306,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,514.0,691.8579766536965,190.75097276264592,0.5558165280827625,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,483.0,1786.608695652174,183.28364389233954,1.708153102007056,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,376.0,746.9308510638298,188.0159574468085,0.6137863346447476,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,471.0,835.4968152866242,189.10403397027602,0.7070110277257105,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,523.0,1086.8164435946462,181.18164435946463,0.9715505200672503,0.0,20181024,glucose,37,O2,1,156.62161837074206,185.9249211622419
delta,251.0,653.6175298804781,175.69322709163347,0.5155645650967979,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,607.0,1340.859967051071,179.49258649093903,1.2389571893364388,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,558.0,1338.3620071684588,181.28673835125448,1.2363278322755338,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,575.0,1384.6991304347825,176.55652173913043,1.2851023714866814,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,531.0,1192.0244821092278,176.17702448210923,1.0822926904511152,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,444.0,1096.213963963964,178.02477477477478,0.9814423668939601,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,627.0,1172.9681020733653,187.347687400319,1.062233910583846,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,438.0,961.1780821917808,185.50228310502283,0.8393033551008837,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,572.0,691.1136363636364,180.72027972027973,0.5550330341559749,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,600.0,1087.2233333333334,188.115,0.9719788129373136,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,607.0,668.2322899505766,178.27841845140034,0.5309480878071643,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,540.0,1723.9592592592592,186.14074074074074,1.642208192688024,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,452.0,684.4601769911504,184.03761061946904,0.5480295908652054,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,510.0,1128.6960784313726,186.5921568627451,1.0156330989479505,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,534.0,1180.112359550562,180.25655430711612,1.0697539688415263,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,532.0,721.3984962406015,181.66165413533835,0.5869109320799203,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,506.0,821.3181818181819,189.55335968379447,0.692086572659903,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,808.0,1152.0680693069307,193.77227722772278,1.0402344985396033,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,528.0,765.3484848484849,190.27651515151516,0.6331727690602625,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,426.0,152.2699530516432,182.43192488262912,-0.012154795121306095,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,711.0,1167.9254571026722,195.36708860759492,1.056926013426801,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,480.0,1433.5166666666667,194.90416666666667,1.336487797842316,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,691.0,1095.8002894356007,181.69175108538352,0.9810069323420925,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,458.0,808.353711790393,193.60917030567686,0.6784401482134012,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,451.0,1025.889135254989,196.30820399113082,0.9074183258314891,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,853.0,1092.4654161781946,183.3305978898007,0.9774966387590686,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,364.0,872.3928571428571,183.73901098901098,0.7458478676803576,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,623.0,1952.9967897271267,186.90850722311396,1.883293508805355,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,619.0,825.3941841680129,196.01938610662359,0.6963769800573136,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,499.0,1029.0501002004007,194.67334669338678,0.9107455632128199,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,929.0,908.3186221743811,181.33799784714748,0.7836633925058709,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,448.0,1224.4754464285713,185.38839285714286,1.1164506338032802,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,829.0,1709.4004825090472,183.24246079613994,1.626883598120764,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,493.0,1399.9939148073022,192.26369168357,1.30120168899968,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,419.0,1117.8854415274463,184.52267303102624,1.0042538031177488,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,779.0,881.8498074454428,192.8780487804878,0.7558022705616122,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,537.0,1028.9199255121043,197.39106145251398,0.9106085411020143,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,659.0,1564.9878603945372,185.14719271623673,1.4748746125947272,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,526.0,911.0817490494296,190.59695817490496,0.7865718648194808,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,529.0,1132.6162570888469,190.24952741020795,1.0197594860467942,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,641.0,1263.0546021840873,183.99063962558503,1.1570591224726214,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,613.0,1169.2169657422512,188.45024469820555,1.0582854577414735,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,405.0,991.9086419753087,183.26172839506174,0.8716503975473344,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,348.0,849.6551724137931,183.2212643678161,0.7219141398782599,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,484.0,1076.400826446281,181.72314049586777,0.9605870227415444,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,444.0,1226.5923423423424,181.44819819819818,1.118678882245867,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,741.0,1102.778677462888,188.87044534412956,0.988352396118755,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,477.0,986.0398322851153,186.2012578616352,0.8654728779220465,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,443.0,910.6207674943566,187.6726862302483,0.7860866348062948,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,428.0,1239.5303738317757,187.4789719626168,1.13229747743939,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,408.0,1030.450980392157,190.09313725490196,0.9122201322198388,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,860.0,932.1569767441861,187.07558139534885,0.808755687360075,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,454.0,1283.3017621145375,185.74008810572687,1.1783713193965906,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,554.0,1684.216606498195,177.3754512635379,1.6003750049800092,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,464.0,1189.4224137931035,183.02155172413794,1.0795537486660276,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,544.0,1205.8363970588234,170.62132352941177,1.0968311369450452,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,467.0,976.9271948608138,171.01284796573876,0.8558808993951537,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,420.0,1315.7333333333333,170.53571428571428,1.2125088495362724,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,427.0,1059.4683840749415,171.1639344262295,0.9427639034763567,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,643.0,1835.3499222395023,176.03265940902023,1.759458204693714,0.0,20181024,glucose,37,O2,1,162.60286574550366,186.2126638365449
delta,340.0,1046.2588235294118,182.71176470588236,0.928859496310489,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,322.0,1053.5993788819876,182.88198757763976,0.9365861780645118,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,469.0,1060.9019189765459,185.09381663113007,0.9442728448896375,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,457.0,847.8183807439825,183.3741794310722,0.719980729666172,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,451.0,1276.9556541019956,186.94235033259423,1.1716913946995635,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,382.0,1082.0602094240837,176.4502617801047,0.966544099433061,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,489.0,1079.9018404907974,179.82617586912065,0.9642721964156113,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,551.0,1472.0798548094374,188.61161524500906,1.3770794789737901,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,578.0,1079.5553633217994,188.69896193771626,0.9639074939249553,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,384.0,1044.0546875,178.19791666666666,0.926539418765421,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,622.0,1392.096463022508,180.87781350482314,1.292888817060443,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,428.0,1087.696261682243,179.61214953271028,0.9724766181671587,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,372.0,1431.284946236559,192.83870967741936,1.3341386849075105,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,472.0,1020.25,187.3728813559322,0.9014825619293886,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,439.0,1048.1002277904329,194.65831435079727,0.9307977617443733,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,419.0,862.5393794749403,191.04057279236278,0.7354760793818541,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,610.0,1166.693442622951,192.28360655737706,1.055629192771697,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,680.0,934.4205882352941,195.5705882352941,0.8111383688829932,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,566.0,1334.2879858657243,191.9876325088339,1.2320395101318566,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,466.0,949.0729613733905,199.13948497854076,0.8265614831763192,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,359.0,1203.6350974930363,190.3008356545961,1.0945140450666853,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,913.0,1175.4194961664841,187.36801752464402,1.0648142524110586,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,511.0,1234.679060665362,192.8825831702544,1.1271909764833243,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,741.0,1110.7112010796222,183.52496626180837,0.9967021847313111,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,630.0,1595.1126984126984,180.82698412698412,1.5065840712225598,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,666.0,1060.1306306306305,192.43843843843842,0.943460985390835,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,402.0,1029.0497512437812,191.544776119403,0.9107451959004552,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,491.0,636.847250509165,196.25050916496946,0.4979121388968211,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,575.0,1467.335652173913,186.72695652173914,1.372085722755001,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,437.0,978.2883295194508,179.94736842105263,0.8573136321825944,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,571.0,1367.3450087565675,185.7863397548161,1.2668353918253805,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,427.0,908.7845433255269,187.519906323185,0.7841538219467591,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,619.0,855.1631663974152,190.46042003231017,0.727711864242478,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,652.0,1198.015337423313,179.23926380368098,1.0885986755194097,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,652.0,992.9064417177914,176.33128834355827,0.8727006833491715,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,383.0,540.9660574412533,186.11749347258487,0.3969874227890944,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,464.0,1268.6206896551723,183.12715517241378,1.1629179961461285,0.0,20181024,glucose,37,O2,1,158.37042357415987,185.9286263303132
delta,438.0,1623.1164383561643,178.8835616438356,1.5360608582056658,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,663.0,715.0558069381599,185.31523378582202,0.5802346059232878,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,573.0,1126.4153577661432,187.12041884816753,1.0132324082776096,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,758.0,1319.8271767810027,188.47757255936676,1.2168180365053254,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,618.0,1462.9223300970873,188.72168284789643,1.3674402520068416,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,571.0,1580.1190893169878,187.37302977232926,1.4908017713470982,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,405.0,938.9135802469136,189.81234567901234,0.8158677003476716,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,412.0,1689.0582524271845,185.8106796116505,1.6054713301845913,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,444.0,694.8738738738739,189.21621621621622,0.5589910669158463,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,577.0,1749.5892547660312,189.69150779896015,1.6691863720117956,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,523.0,1243.4282982791588,194.2982791586998,1.1364004397167038,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,652.0,1199.9110429447853,182.50153374233128,1.0905940985576164,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,619.0,699.6914378029079,191.28109854604202,0.5640620433640033,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,514.0,837.2996108949417,191.93385214007782,0.7089086536223848,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,737.0,1459.0637720488467,195.88602442333786,1.3633787268720006,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,436.0,802.8990825688073,193.60550458715596,0.6726985956935913,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,754.0,1475.576923076923,191.59018567639257,1.3807604993158644,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,666.0,994.5645645645645,194.32282282282281,0.8744460264370886,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,317.0,1131.0820189274448,191.73186119873816,1.0181445442013013,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,318.0,1136.74213836478,192.59119496855345,1.024102396091445,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,470.0,1073.1382978723404,178.43191489361703,0.9571528793023293,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,408.0,1188.5857843137255,190.26225490196077,1.0786731109727339,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,539.0,1057.6270871985157,189.17810760667905,0.9408257510756906,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,589.0,691.0594227504245,182.31918505942275,0.5549759688092941,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,571.0,1330.0963222416813,179.99299474605954,1.2276273574693841,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,469.0,1647.0085287846482,180.38379530916845,1.5612097155212707,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,591.0,1217.9492385786803,187.7783417935702,1.1095811356938463,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,271.0,1289.509225092251,187.0,1.1849053060808323,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,302.0,1141.387417218543,186.97350993377484,1.0289920249598008,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,401.0,1270.9900249376558,182.01995012468828,1.1654119627218187,0.0,20181024,glucose,37,O2,1,156.40097853300048,185.7786440899843
delta,290.0,530.6310344827587,173.92068965517242,0.38610875905246234,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,295.0,758.5084745762712,175.06440677966103,0.6259729619572351,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,640.0,1794.2234375,180.534375,1.716168392958652,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,703.0,1383.3840682788052,183.95305832147938,1.2837181346983257,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,460.0,1011.954347826087,179.26304347826087,0.8927505435450573,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,434.0,681.7649769585254,181.84101382488478,0.5451926184679851,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,679.0,1240.9543446244477,186.71723122238586,1.133796351654423,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,531.0,1714.6007532956685,180.50282485875707,1.6323574124948856,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,625.0,1125.4832,191.2224,1.0122512173380163,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,407.0,1400.2457002457002,190.58476658476658,1.3014667188045592,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,450.0,911.3955555555556,196.6688888888889,0.7869021781116933,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,437.0,770.2151029748284,184.58352402745996,0.6382953800446508,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,566.0,1486.5106007067138,189.273851590106,1.3922693080351976,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,379.0,905.5382585751979,188.25065963060686,0.7807367767854652,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
delta,331.0,817.4259818731118,189.50755287009062,0.6879896360040099,0.0,20181024,glucose,37,O2,1,158.5106719184717,186.8212078422972
