date,carbon,temp_C,operator,colony_idx,fractional_area,time_min
20180614,glucose,37,O2,1,1.0,0
20180614,glucose,37,O2,1,1.170301142263759,10
20180614,glucose,37,O2,1,1.3561786085150571,20
20180614,glucose,37,O2,1,1.604361370716511,30
20180614,glucose,37,O2,1,1.8172377985462098,40
20180614,glucose,37,O2,1,2.058151609553479,50
20180614,glucose,37,O2,1,2.3136033229491173,60
20180614,glucose,37,O2,1,2.60539979231568,70
20180614,glucose,37,O2,1,2.9117341640706127,80
20180614,glucose,37,O2,1,3.3333333333333335,90
20180614,glucose,37,O2,1,3.8016614745586708,100
20180614,glucose,37,O2,1,4.357217030114226,110
20180614,glucose,37,O2,1,4.931464174454828,120
20180614,glucose,37,O2,1,5.538940809968848,130
20180614,glucose,37,O2,1,6.273104880581516,140
20180614,glucose,37,O2,1,7.080996884735202,150
20180614,glucose,37,O2,1,7.932502596053998,160
20180614,glucose,37,O2,2,1.0,0
20180614,glucose,37,O2,2,1.1059907834101383,10
20180614,glucose,37,O2,2,1.2327188940092166,20
20180614,glucose,37,O2,2,1.3767281105990783,30
20180614,glucose,37,O2,2,1.5506912442396312,40
20180614,glucose,37,O2,2,1.728110599078341,50
20180614,glucose,37,O2,2,1.935483870967742,60
20180614,glucose,37,O2,2,2.1578341013824884,70
20180614,glucose,37,O2,2,2.3686635944700463,80
20180614,glucose,37,O2,2,2.6670506912442398,90
20180614,glucose,37,O2,2,2.9389400921658986,100
20180614,glucose,37,O2,2,3.3214285714285716,110
20180614,glucose,37,O2,2,3.69815668202765,120
20180614,glucose,37,O2,2,4.152073732718894,130
20180614,glucose,37,O2,2,4.709677419354839,140
20180614,glucose,37,O2,2,5.279953917050691,150
20180614,glucose,37,O2,2,6.0126728110599075,160
20180614,glucose,37,O2,3,1.0,0
20180614,glucose,37,O2,3,1.086466165413534,10
20180614,glucose,37,O2,3,1.1654135338345866,20
20180614,glucose,37,O2,3,1.4661654135338347,30
20180614,glucose,37,O2,3,1.6428571428571428,40
20180614,glucose,37,O2,3,1.9097744360902256,50
20180614,glucose,37,O2,3,2.210526315789474,60
20180614,glucose,37,O2,3,2.469924812030075,70
20180614,glucose,37,O2,3,2.6466165413533833,80
20180614,glucose,37,O2,3,2.9473684210526314,90
20180614,glucose,37,O2,3,3.327067669172932,100
20180614,glucose,37,O2,3,3.8721804511278197,110
20180614,glucose,37,O2,3,4.105263157894737,120
20180614,glucose,37,O2,3,4.548872180451128,130
20180614,glucose,37,O2,3,5.327067669172933,140
20180614,glucose,37,O2,3,5.7819548872180455,150
20180614,glucose,37,O2,3,6.857142857142857,160
20180614,glucose,37,O2,4,1.0,0
20180614,glucose,37,O2,4,1.0782208588957056,10
20180614,glucose,37,O2,4,1.1492842535787322,20
20180614,glucose,37,O2,4,1.2418200408997955,30
20180614,glucose,37,O2,4,1.3977505112474438,40
20180614,glucose,37,O2,4,1.5051124744376279,50
20180614,glucose,37,O2,4,1.5777096114519427,60
20180614,glucose,37,O2,4,1.675357873210634,70
20180614,glucose,37,O2,4,1.7280163599182004,80
20180614,glucose,37,O2,4,1.7975460122699387,90
20180614,glucose,37,O2,4,1.890081799591002,100
20180614,glucose,37,O2,4,2.044478527607362,110
20180614,glucose,37,O2,4,2.1651329243353783,120
20180614,glucose,37,O2,4,2.3420245398773005,130
20180614,glucose,37,O2,4,2.516359918200409,140
20180614,glucose,37,O2,4,2.6411042944785277,150
20180614,glucose,37,O2,4,2.8399795501022496,160
20180614,glucose,37,O2,5,1.0,0
20180614,glucose,37,O2,5,1.0840771667146558,10
20180614,glucose,37,O2,5,1.188021883098186,20
20180614,glucose,37,O2,5,1.3423553124100203,30
20180614,glucose,37,O2,5,1.471638353008926,40
20180614,glucose,37,O2,5,1.6164699107399942,50
20180614,glucose,37,O2,5,1.7995968902965735,60
20180614,glucose,37,O2,5,1.9703426432479125,70
20180614,glucose,37,O2,5,2.1612438813705728,80
20180614,glucose,37,O2,5,2.3884249928016126,90
20180614,glucose,37,O2,5,2.6409444284480275,100
20180614,glucose,37,O2,5,2.973797869277282,110
20180614,glucose,37,O2,5,3.2853440829254246,120
20180614,glucose,37,O2,5,3.687589979844515,130
20180614,glucose,37,O2,5,4.112870716959401,140
20180614,glucose,37,O2,5,4.448315577310683,150
20180614,glucose,37,O2,5,4.882810250503887,160
20180614,glucose,37,O2,6,1.0,0
20180614,glucose,37,O2,6,1.116383169203223,10
20180614,glucose,37,O2,6,1.2354521038495971,20
20180614,glucose,37,O2,6,1.3777976723366159,30
20180614,glucose,37,O2,6,1.4932855863921217,40
20180614,glucose,37,O2,6,1.6544315129811997,50
20180614,glucose,37,O2,6,1.8442256042972247,60
20180614,glucose,37,O2,6,2.036705461056401,70
20180614,glucose,37,O2,6,2.224709042076992,80
20180614,glucose,37,O2,6,2.4717994628469113,90
20180614,glucose,37,O2,6,2.777976723366159,100
20180614,glucose,37,O2,6,3.125335720680394,110
20180614,glucose,37,O2,6,3.44136078782453,120
20180614,glucose,37,O2,6,3.8361683079677706,130
20180614,glucose,37,O2,6,4.230975828111012,140
20180614,glucose,37,O2,6,4.621307072515667,150
20180614,glucose,37,O2,6,5.229185317815578,160
20180614,glucose,37,O2,7,1.0,0
20180614,glucose,37,O2,7,1.1075129533678756,10
20180614,glucose,37,O2,7,1.1878238341968912,20
20180614,glucose,37,O2,7,1.2875647668393781,30
20180614,glucose,37,O2,7,1.4455958549222798,40
20180614,glucose,37,O2,7,1.6360103626943006,50
20180614,glucose,37,O2,7,1.854922279792746,60
20180614,glucose,37,O2,7,2.040155440414508,70
20180614,glucose,37,O2,7,2.2176165803108807,80
20180614,glucose,37,O2,7,2.44300518134715,90
20180614,glucose,37,O2,7,2.733160621761658,100
20180614,glucose,37,O2,7,3.040155440414508,110
20180614,glucose,37,O2,7,3.3082901554404147,120
20180614,glucose,37,O2,7,3.721502590673575,130
20180614,glucose,37,O2,7,4.231865284974093,140
20180614,glucose,37,O2,7,4.674870466321243,150
20180614,glucose,37,O2,7,5.284974093264249,160
20180614,glucose,37,O2,8,1.0,0
20180614,glucose,37,O2,8,1.09265944645006,10
20180614,glucose,37,O2,8,1.2093862815884477,20
20180614,glucose,37,O2,8,1.3513838748495788,30
20180614,glucose,37,O2,8,1.5367027677496992,40
20180614,glucose,37,O2,8,1.7051744885679905,50
