,I_1,I_2,summed,fluct
0,99039.62932382672,75979.59580535439,175019.2251291811,531765145.8730677
1,500263.1430807697,340182.75788637355,840445.9009671432,25625729723.98624
2,55566.91046726803,329820.93798115355,385387.8484484216,75215271607.58708
3,190130.73637707523,329020.60781452816,519151.34419160336,19290396387.912205
4,531441.3541849726,483967.6843515977,1015409.0385365703,2253749327.448291
5,895231.4552336341,559718.9935021687,1454950.448735803,112568611977.10805
6,455254.8034140195,905091.2131200075,1360346.0165340272,202352795497.17352
7,321670.76689325395,195636.73637707526,517307.5032703292,15884576848.153063
8,757264.5282751655,1034159.4092127434,1791423.9374879089,76670775089.43546
9,475955.3661941463,275313.42122191715,751268.7874160635,40257190082.23902
10,1946076.2746456095,2012173.3601895592,3958249.6348351687,4368824717.404194
11,286680.3231755492,283223.8339301987,569904.1571057478,11947317.903223881
12,26391.452231340438,36999.889451213814,63391.34168255425,112538940.24799477
13,1360930.412215037,1534886.7884025525,2895817.2006175895,30260820816.29239
14,716294.0480366951,951218.9044626812,1667512.9524993761,55189688166.77016
15,424906.9594904517,815388.8494349102,1240295.8089253618,152476106374.5962
16,120620.80041172607,186625.50376357327,307246.30417529936,4356620864.56535
17,194570.2136132521,242981.29015032138,437551.5037635735,2343632331.47798
18,800528.9995067555,1009832.9289742733,1810361.9284810289,43808134890.543655
19,575212.0695459936,778884.5772983492,1354096.6468443428,41482490414.13338
20,942201.2196178387,1715236.5467821704,2657437.7664000094,597583617044.0653
21,566901.3511826793,663994.1830970732,1230895.5342797525,9427018009.156752
22,131622.3847011515,629930.6563444679,761553.0410456194,248311133588.14917
23,1315253.898458094,1184380.1155668842,2499634.0140249785,17127947048.255554
24,79948.94748127824,95528.40621044999,175477.35369172823,242719534.29396576
25,949507.4947566933,863928.5742960562,1813436.0690527493,7323751627.208047
26,649333.9444789848,977572.7303724883,1626906.674851473,107740700564.8412
27,1605306.4487358024,1054379.5958053546,2659686.044541157,303520397279.8472
28,1172865.4182196239,1337077.8859556762,2509943.3041753,26965734559.964035
29,410872.8494349101,538618.1765992417,949491.0260341518,16318868612.32211
30,497944.3847011517,426648.0545345264,924592.4392356782,5083166695.22844
31,493017.70236535807,770947.6658445926,1263965.3682099506,77245064599.56865
32,501253.14007847593,460154.40621045,961407.5462889259,1689105925.5548227
33,128691.73937936871,235757.07904611848,364448.8184254872,11462986957.956503
34,142361.05153223308,274754.0760438251,417115.12757605815,17527912939.327
35,248207.3756942713,99186.62331924008,347393.99901351135,22207184638.42037
36,297986.37269197777,408567.1340738892,706553.5067658669,12228104787.803228
37,407524.40621045005,432497.65083312546,840022.0570435754,623662946.9839864
38,108844.00551134253,50141.95949045188,158985.96500179442,3445930207.038764
39,544302.8279256118,594127.1125645906,1138429.9404902025,2482459339.785988
40,692273.1035577105,559194.3451780922,1251467.448735803,17709955931.860825
41,1225257.9504835717,7188.549291219853,1232446.4997747915,1483693066121.0947
42,172712.9624927452,13458.937981153162,186171.90047389836,25361844323.138752
43,715881.2746456097,931043.7333747817,1646925.0080203912,46294883646.382645
44,363431.0235251029,257410.44273121576,620841.4662563186,11240363551.873146
45,1266979.2531363114,1009549.7483862487,2276529.00152256,66269949915.86256
46,659252.7393793685,810935.742381662,1470188.4817610304,23007733399.793785
47,939371.1430807697,1048648.3111663756,1988019.4542471454,11941499464.809776
48,26290.225129181046,369984.2071154208,396274.43224460183,118125553253.55768
49,74547.0940575855,396008.76389096066,470555.8579485462,103337605172.06189
50,1297895.7548840803,1708247.9474812779,3006143.7023653584,168388921969.32755
51,1583611.27464561,1575311.5988076478,3158922.8734532576,68884619.01525338
52,493164.7884025525,344336.3356779674,837501.1240805199,22149908340.394054
53,1048888.873946502,1498135.1981085404,2547024.0720550427,201822259773.10318
54,695059.4152173302,883176.9409834469,1578236.356200777,35388203500.36558
55,927281.6538354188,1147645.3021594952,2074926.9559949138,48560137502.697235
56,745516.4092127435,1426571.9259719795,2172088.335184723,463836616908.19
57,1452109.742381662,1544435.1675923616,2996544.9099740237,8523984140.336498
58,869199.0085136358,931880.5958053546,1801079.6043189904,3928981385.409365
59,275845.51626599184,280966.2776479031,556811.7939138949,26222197.130473413
60,1671991.8004117263,2278877.1245737644,3950868.9249854907,368309796683.262
61,975526.05753682,1234372.8769487955,2209898.934485615,67001675919.69589
62,711438.5132636982,727033.6723424239,1438472.185606122,243208986.69076157
63,736702.6173146531,545691.6173146531,1282394.2346293062,36485202121.0
64,732096.5652891757,768306.834423443,1500403.3997126187,1311183590.7760663
65,72532.56228688227,136589.5377752902,209122.10006217245,4103296108.7224946
66,860383.7028586029,1024353.5407775836,1884737.2436361865,26886107747.176815
67,1864147.433231091,1820580.1000621724,3684727.533293263,1898112519.4515462
68,1293246.873946502,1541927.2471317246,2835174.1210782267,61841928007.541534
69,359692.58030064305,350050.01151592936,709742.5918165725,92979132.76793478
70,661320.9199673927,729771.7823979657,1391092.7023653584,4685520567.489227
71,522179.5097681602,197959.65984000557,720139.1696081657,105118511087.4351
72,1556623.5772983492,682436.3816988579,2239059.958997207,764203252950.1034
73,1122653.421221917,734019.9930089244,1856673.4142308414,151035941524.58328
74,55188.1981085406,23022.360189559557,78210.55829810016,1034641129.0301588
75,276031.7303724883,222505.59580535445,498537.3261778428,2865047081.698924
76,280620.0760438249,358690.26864102297,639310.3446848479,6094954972.1636
77,174035.43972892215,246133.8709442086,420169.3106731308,5198183783.705393
78,211642.62331924005,106812.13407388917,318454.7573931292,10989431475.419626
79,772894.0635414068,422167.2901503214,1195061.353691728,123009269573.32176
80,739060.6723424239,595158.653835419,1334219.326177843,20707790930.390396
81,631959.4277197485,816914.9414766913,1448874.3691964396,34208542069.094666
82,586381.2836524902,625463.0910552923,1211844.3747077826,1527387669.869713
