strain,area_pix,mean_yfp,mean_mCherry,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,alpha_mode,alpha_mean,alpha_median,alpha_hpd_min,alpha_hpd_max,fold_change
delta,500.0,966.076,185.644,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.809586681935906
delta,442.0,1303.0837104072398,183.45701357466064,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.1537202400738145
delta,343.0,1229.0641399416909,184.0932944606414,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.078135565392728
delta,250.0,1162.188,184.248,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.009845365252048
delta,448.0,741.1741071428571,175.89732142857142,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.5799293588813275
delta,818.0,1163.2713936430318,189.9767726161369,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.0109516666740244
delta,360.0,944.3583333333333,185.98333333333332,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.7874098068269604
delta,362.0,961.5055248618785,185.9254143646409,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.8049195665462848
delta,704.0,1672.159090909091,189.26136363636363,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.5305995220336377
delta,583.0,1139.5283018867924,191.63979416809605,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.9867065399456301
delta,342.0,1071.608187134503,192.3421052631579,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.9173502907055288
delta,636.0,1212.0440251572327,178.1320754716981,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.0607555693872557
delta,728.0,811.2074175824176,191.08653846153845,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.6514434862009052
delta,772.0,1093.9598445595855,194.03886010362694,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.9401745619682791
delta,678.0,1068.547197640118,192.84365781710915,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.9142245782259758
delta,533.0,829.5891181988743,194.15759849906192,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.6702138580423178
delta,723.0,1411.1300138312586,192.4716459197787,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.2640511247767923
delta,513.0,1542.3255360623782,192.24171539961014,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.3980207061332501
delta,675.0,1848.437037037037,189.5688888888889,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.7106047710202184
delta,279.0,1297.942652329749,188.67383512544802,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.1484704770738445
delta,240.0,1657.0125,189.33333333333334,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.5151326645635044
delta,635.0,957.0755905511811,191.88503937007874,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.8003959636446916
delta,636.0,2435.37106918239,185.15408805031447,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,2.309949209253792
delta,669.0,1242.4439461883408,182.52167414050822,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.0917982804839983
delta,657.0,1190.6347031963471,190.5951293759513,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.0388935587679244
delta,804.0,1098.8059701492537,191.56094527363183,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.9451231562907663
delta,423.0,1456.4420803782507,182.4113475177305,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,1.310321290728055
delta,280.0,1109.6178571428572,197.64642857142857,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.956163654850273
delta,261.0,1009.9386973180077,198.37547892720306,0.0,20190103,glucose,37,O2,2,,,881.9363306358954,881.9363306358954,882.4476283843542,680.8524867583737,1142.7946337460162,0.854376832521279
