parameter,value,well_id,carbon,strain
lag time stderr,0.2436440885885228,69,glucose,manuel_delta
inverse max df stderr,0.055100226694794974,69,glucose,manuel_delta
max y,0.27750350162759135,69,glucose,manuel_delta
max y std,0.004392638207290678,69,glucose,manuel_delta
max y stderr,0.0004392638207290678,69,glucose,manuel_delta
lag time,138.57057228824968,69,glucose,manuel_delta
lag time std,2.436440885885228,69,glucose,manuel_delta
inverse max df std,0.5510022669479497,69,glucose,manuel_delta
lag time,132.58393593353424,70,glucose,manuel_delta
max y stderr,0.0008763368653360064,70,glucose,manuel_delta
max y std,0.008763368653360065,70,glucose,manuel_delta
max y,0.4374592290378363,70,glucose,manuel_delta
inverse max df stderr,0.049116642546558086,70,glucose,manuel_delta
inverse max df std,0.49116642546558087,70,glucose,manuel_delta
time of max df,300.44666666666666,70,glucose,manuel_delta
time of max df stderr,0.4841652610421363,70,glucose,manuel_delta
time of max df std,4.841652610421363,70,glucose,manuel_delta
max df stderr,8.931672287477468e-06,70,glucose,manuel_delta
max df std,8.931672287477467e-05,70,glucose,manuel_delta
max df,0.011233134950361679,70,glucose,manuel_delta
lag time std,2.553703553013061,70,glucose,manuel_delta
inverse max df,61.70949166619826,70,glucose,manuel_delta
lag time stderr,0.25537035530130614,70,glucose,manuel_delta
