,I_1,I_2,summed,fluct
0,31164.438611076814,33679.799911402355,64844.238522479165,6327042.471175399
1,35788.582691858675,36069.695584367015,71858.2782762257,79024.4583344052
2,31316.9235661255,29531.29453029495,60848.218096420445,3188471.053601148
3,25747.801009773244,24198.9558527699,49946.756862543145,2398921.3203727105
4,27137.674059937424,24545.44717654982,51683.12123648725,6719640.214957411
5,26065.024598048152,28824.85042736368,54889.875025411835,7616638.608157136
6,19153.77948534364,18651.233252118822,37805.01273746246,252552.71652845226
7,13907.46760260854,14786.653633878701,28694.12123648724,772968.0775805765
8,29416.590158960786,27509.188006517845,56925.77816547863,3638182.9711439637
9,12481.08807296607,12577.29453029495,25058.38260326102,9255.68243177376
10,13803.108499024782,9882.407422803297,23685.51592182808,15371896.92908431
11,21550.69668273791,19177.809575246258,40728.50625798417,5630593.224900105
12,28532.10959739567,23811.88271400808,52343.99231140375,22280541.83065492
13,11529.873050164171,10027.605314659166,21557.478364823335,2256808.349139337
14,14478.481659936011,12219.594552444361,26698.076212380372,5102570.9643919915
15,17953.181637786598,14079.439709447703,32032.6213472343,15005876.527370743
16,6105.832198046753,5483.356906841968,11589.189104888721,387475.48816048104
17,1312.171973942694,2265.1396872982914,3577.3116612409854,908147.4626981961
18,21625.470897721214,18933.945090555102,40559.41598827632,7244311.17064119
19,28571.726772640523,25782.312759611883,54354.039532252405,7780830.536080539
20,39962.51921694075,31751.223588274916,71713.74280521568,67425375.90134668
21,28896.489127038134,24038.293431924063,52934.78255896219,23602065.412024893
22,39031.313857982765,38339.550405214264,77370.86426319703,478536.6745861973
23,16217.90314006679,16264.943992184208,32482.847132250998,2212.8417679327586
24,20833.054687950782,27388.3848000028,48221.43948795358,42972352.87797594
25,18207.17944104482,17321.189104888726,35528.36854593355,784978.8757619879
26,16435.14825277131,19287.323521826675,35722.47177459799,8134903.765411048
27,24627.74719869924,26369.03536026295,50996.78255896219,3032084.461601934
28,10050.809575246254,13320.871951793275,23371.68152703953,10693307.94650835
29,37142.13639218562,33496.85899283669,70638.99538502231,13288047.318204058
30,26831.509553096847,22787.828902934074,49619.33845603092,16351353.200500822
31,3915.180539415709,4387.232153747927,8302.412693163637,222832.72659365344
32,28076.528880784663,25819.51811856986,53896.04699935453,5094097.580753444
33,40095.417086647205,37591.63320781999,77687.05029446719,6268933.711875044
34,37008.88161563719,36392.52031531165,73401.40193094884,379901.2525389877
35,14179.035360262951,12674.334284041484,26853.369644304435,2264125.3287820406
36,10384.252579806642,13542.97408208683,23927.226661893474,9977521.52896721
37,27334.282669709253,34027.45684039374,61361.73951010299,44798580.47911793
38,5832.076212380374,9468.07840912216,15300.154621502534,13220511.974711087
39,9047.202063845307,10563.61388013218,19610.815943977486,2299504.796574452
40,11255.034261892073,10291.066548536475,21546.10081042855,929233.7523920201
41,11477.295628665845,12219.171973942697,23696.467602608544,550380.5116813398
42,17979.11816286869,17785.334284041477,35764.45244691017,37552.19169331993
43,21667.221391533123,23231.108499024784,44898.32989055791,2445742.884978633
44,20846.161211727893,18405.078409122158,39251.23962085005,5958885.249177471
45,21176.005270360347,22205.86009120759,43381.865361567936,1060600.952022305
46,7288.779485343645,9641.964418242915,16930.74390358656,5537479.328424139
47,8622.687018894005,10166.470897721212,18789.157916615215,2383268.664526778
48,10617.676256679197,9218.428947232906,19836.105203912102,1957893.032992685
49,8173.068745278251,9558.943992184213,17732.012737462464,1920650.1999866606
50,13781.862287949374,15485.706346581816,29267.56863453119,2903084.5761370705
51,722.0483192195443,626.0278931608326,1348.076212380377,9219.922220496517
52,12753.552601956053,12150.192400001404,24903.745001957457,364043.5333027546
53,12976.491323779921,12388.54293811214,25365.034261892062,345683.3042093505
54,9195.21172768922,8224.377332900678,17419.589060589897,942519.4221044353
55,15869.068745278255,15603.26444039233,31472.333185670584,70651.92849588997
56,12814.31605472455,12710.696682737907,25525.012737462457,10736.974250906163
57,10950.388095115486,15944.520315311644,26894.90841042713,24941356.632801402
58,25553.324620197567,25070.737534855332,50624.0621550529,232890.2949391134
59,27971.777288601854,24932.365472314985,52904.14276091684,9238024.188984243
60,49722.00527036034,51301.53107752645,101023.5363478868,2494901.775503746
61,15376.994508145535,13601.48056156512,28978.475069710657,3152449.7745015607
62,12592.06764690736,14093.79881303146,26685.86645993882,2255196.4953084495
63,26873.05688469256,26280.139687298295,53153.196571990855,351550.80296586955
64,23410.460135506408,31158.253678177527,54568.713813683935,60028304.779856294
65,9758.035360262964,9204.489127038138,18962.524487301103,306413.4323173937
66,29556.469799350325,26412.00527036034,55968.475069710665,9887657.17407621
67,13948.066548536463,12698.942893813324,26647.009442349787,1560309.9047888902
68,17834.521413682538,17152.98484430163,34987.50625798417,464492.09540349606
69,11229.264440392328,10895.985942672523,22125.25038306485,111074.55704236965
70,47735.16011335699,50418.70634658182,98153.86645993881,7201420.385855163
71,47933.83000130497,42887.006368731236,90820.83637003621,25470428.778304707
72,14231.665494464398,14750.468700979427,28982.134195443825,269156.767090276
73,12102.263342021444,14695.036458633851,26797.299800655295,6722472.434228013
74,48645.902041695896,48031.69448599612,96677.59652769202,377250.92147869023
75,34165.57192964387,32578.994508145533,66744.5664377894,2517227.9144083075
76,21406.34614462717,24625.09883518087,46031.44497980804,10360368.882946692
77,29817.386996744597,29942.861189578478,59760.24818632308,15743.773067313905
78,23977.417086647212,23376.55150358516,47353.96859023237,361039.44890849956
79,22567.964418242922,21059.43861107681,43627.40302931973,2275650.1108861696
80,2250.6944859961227,1093.7267726405307,3344.4212586366534,1338574.2897472673
81,3165.974082086831,3054.2224899040207,6220.196571990851,12488.418355393154
82,15201.873050164175,16133.934328340298,31335.807378504473,868738.2262753079
83,14185.574126385649,15512.655830620488,29698.229957006137,1761145.8497148447
84,32138.096638439092,30745.189104888734,62883.285743327826,1940191.397021343
85,26370.077310751265,25613.468700979425,51983.546011730694,572456.5883808762
86,6564.831099675861,4063.6461667765816,10628.477266452443,6255926.068562373
87,6336.460135506415,7087.088072966067,13423.548208472483,563442.3004949306
88,15067.500987623835,15833.99560651643,30901.496594140262,587514.0007913046
89,14099.088072966064,9648.603117917377,23747.69119088344,19806816.335114714
90,16173.324620197569,14538.60311791738,30711.92773811495,2672314.390017196
91,12185.552601956057,11366.954754399014,23552.50735635507,670102.4360250235
92,14276.131121825274,14496.749395441027,28772.8805172663,48672.42265319544
93,12156.985942672522,12226.17197394269,24383.15791661521,4786.706922916708
94,22112.41708664721,18967.47946319423,41079.89654984144,9890632.65541006
95,8802.336480783262,9465.738633226227,18268.075114009487,440102.4158659583
96,9523.625740717871,6613.697781108803,16137.323521826675,8467680.730114596
97,16071.738633226225,17534.821435831956,33606.56006905818,2140611.287280642
98,5747.873050164176,6109.151547883982,11857.024598048158,130522.15291468
99,6949.254776548421,5894.976278828611,12844.231055377033,1111503.150754341
100,13225.726772640526,11356.293431924061,24582.020204564586,3494781.0153823225
101,16101.438611076812,13266.21172768922,29367.650338766034,8038511.480283715
102,11253.305292509755,13237.665494464396,24490.97078697415,3937685.4111014656
103,18177.52251205343,17348.687018893997,35526.209530947424,686968.2747208406
104,8803.852624105466,9009.027893160835,17812.8805172663,42096.89103194323
105,8198.985942672522,9514.099933551759,17713.08587622428,1729524.8090063152
106,14157.790247558445,17459.17197394269,31616.962221501137,10899121.303303828
107,15920.275202607132,15988.388095115482,31908.663297722615,4639.366125854088
108,8388.233252118824,9093.356906841971,17481.590158960797,497199.3684501284
109,16907.646166776587,19295.223588274912,36202.8697550515,5700525.94364859
