clock_time,elapsed_time_min,OD_600,run_number,carbon,temperature,operator,date
09h29m,34,0.07,3,glucose,37,O2,20180912
09h29m,34,0.08,3,glucose,37,O2,20180912
09h30m,35,0.08,3,glucose,37,O2,20180912
09h55m,60,0.09,3,glucose,37,O2,20180912
09h56m,61,0.09,3,glucose,37,O2,20180912
09h56m,61,0.09,3,glucose,37,O2,20180912
10h25m,90,0.13,3,glucose,37,O2,20180912
10h26m,91,0.14,3,glucose,37,O2,20180912
10h26m,91,0.14,3,glucose,37,O2,20180912
10h56m,121,0.16,3,glucose,37,O2,20180912
10h56m,121,0.16,3,glucose,37,O2,20180912
10h56m,121,0.16,3,glucose,37,O2,20180912
11h24m,149,0.21,3,glucose,37,O2,20180912
11h24m,149,0.22,3,glucose,37,O2,20180912
11h24m,149,0.21,3,glucose,37,O2,20180912
11h55m,180,0.27,3,glucose,37,O2,20180912
11h55m,180,0.26,3,glucose,37,O2,20180912
11h55m,180,0.26,3,glucose,37,O2,20180912
12h23m,208,0.33,3,glucose,37,O2,20180912
12h23m,208,0.32,3,glucose,37,O2,20180912
12h24m,209,0.34,3,glucose,37,O2,20180912
12h37m,222,0.37,3,glucose,37,O2,20180912
12h38m,223,0.39,3,glucose,37,O2,20180912
12h39m,224,0.36,3,glucose,37,O2,20180912
12h56m,241,0.41,3,glucose,37,O2,20180912
12h56m,241,0.39,3,glucose,37,O2,20180912
12h57m,242,0.39,3,glucose,37,O2,20180912
13h10m,255,0.44,3,glucose,37,O2,20180912
13h10m,255,0.44,3,glucose,37,O2,20180912
13h11m,256,0.43,3,glucose,37,O2,20180912
13h24m,269,0.48,3,glucose,37,O2,20180912
13h25m,270,0.46,3,glucose,37,O2,20180912
13h25m,270,0.46,3,glucose,37,O2,20180912
13h40m,285,0.55,3,glucose,37,O2,20180912
13h41m,286,0.49,3,glucose,37,O2,20180912
13h41m,286,0.51,3,glucose,37,O2,20180912
13h54m,299,0.54,3,glucose,37,O2,20180912
13h55m,300,0.52,3,glucose,37,O2,20180912
13h55m,300,0.53,3,glucose,37,O2,20180912
14h08m,313,0.56,3,glucose,37,O2,20180912
14h09m,314,0.56,3,glucose,37,O2,20180912
14h09m,314,0.55,3,glucose,37,O2,20180912
14h24m,319,0.59,3,glucose,37,O2,20180912
14h25m,320,0.58,3,glucose,37,O2,20180912
14h25m,320,0.59,3,glucose,37,O2,20180912
14h55m,350,0.66,3,glucose,37,O2,20180912
14h56m,356,0.77,3,glucose,37,O2,20180912
14h57m,357,0.8,3,glucose,37,O2,20180912
14h59m,359,0.67,3,glucose,37,O2,20180912
15h02m,362,0.75,3,glucose,37,O2,20180912
15h00m,360,0.7,3,glucose,37,O2,20180912
15h01m,361,0.73,3,glucose,37,O2,20180912
15h00m,360,0.69,3,glucose,37,O2,20180912
14h59m,359,0.85,3,glucose,37,O2,20180912
09h27m,32,0.13,2,glucose,37,O2,20180912
