strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val
delta,432.0,1143.611111111111,193.61111111111111,0.9475503177940843,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,449.0,1713.9621380846324,195.39866369710467,1.4997765673283785,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,262.0,1315.8702290076335,180.5114503816794,1.1143353363621296,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,452.0,1098.66592920354,194.42477876106196,0.9040334166829254,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,343.0,1058.0,180.2536443148688,0.864659780964127,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,358.0,1129.36312849162,187.1536312849162,0.9337551116258018,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,455.0,2042.0153846153846,183.60879120879122,1.8174048443221478,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,263.0,974.0380228136883,190.34980988593156,0.7833659714112365,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,420.0,1042.154761904762,182.88571428571427,0.8493180773596949,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,293.0,936.9897610921502,178.83276450511946,0.7474950399064534,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,524.0,1299.9580152671756,175.8645038167939,1.098928785483614,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,304.0,1133.0559210526317,178.13486842105263,0.9373305535726614,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,370.0,1224.1162162162161,183.31351351351353,1.0254971087316944,0.0,20181019,acetate,37,O2,1,157.39794675075086,186.29035208653934
delta,340.0,772.2264705882353,184.89705882352942,0.587967644192427,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,301.0,1092.5747508305649,176.93355481727573,0.8981358055117815,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,301.0,826.5847176079734,187.18272425249168,0.6405984793506536,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,441.0,910.6145124716553,186.63492063492063,0.7219579514514401,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,439.0,1683.8291571753987,190.28246013667425,1.4706011608719487,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,518.0,2805.046332046332,187.0772200772201,2.5561879769033276,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,376.0,2022.968085106383,186.95744680851064,1.798962835323888,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,365.0,1003.8027397260274,188.27671232876713,0.8121848166689907,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,372.0,1140.6774193548388,189.252688172043,0.9447098537303084,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,462.0,1187.1060606060605,195.9047619047619,0.9896630723914289,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,429.0,1119.6107226107226,192.2097902097902,0.924312620477637,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,425.0,1421.9317647058824,179.07764705882352,1.2170264183599722,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,585.0,1074.6700854700855,179.30598290598292,0.8808001197085137,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,422.0,1212.850710900474,193.88625592417063,1.014589601853637,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,337.0,1058.0089020771513,196.64391691394658,0.8646684001485342,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,382.0,1249.3193717277486,195.89528795811518,1.049899351186514,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,376.0,955.6542553191489,194.2712765957447,0.7655664085180304,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,351.0,1001.2621082621083,195.15954415954417,0.8097249221156071,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,389.0,1635.5295629820052,194.59383033419024,1.4238364449443235,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,515.0,1007.6077669902912,192.63300970873786,0.8158689266927247,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,325.0,1121.08,191.6246153846154,0.9257352067514122,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,538.0,1634.5594795539034,187.00371747211895,1.4228971891037954,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,360.0,1006.4277777777778,189.84166666666667,0.8147264355136082,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,530.0,1252.4962264150943,184.23396226415093,1.0529752508804577,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,365.0,1161.4493150684932,181.17534246575343,0.9648216542236586,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,386.0,1768.1709844559587,179.0699481865285,1.5522627495345656,0.0,20181019,acetate,37,O2,1,157.48317393114647,186.56917502899418
delta,503.0,1093.3320079522862,182.87872763419483,0.8988689983009315,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,520.0,892.9211538461539,181.05576923076924,0.7048268574175207,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,460.0,1324.8826086956522,182.55217391304348,1.1230613180806206,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,373.0,1077.6890080428955,189.61930294906165,0.8837231060996553,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,451.0,1250.8337028824833,191.82261640798225,1.0513655594943512,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,419.0,1071.2052505966587,185.7565632458234,0.8774453913448933,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,381.0,1182.989501312336,192.04461942257217,0.9856773302918279,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,437.0,1068.1487414187643,192.6659038901602,0.8744860127865126,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,413.0,968.2082324455206,195.4818401937046,0.7777214417824089,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,334.0,1307.868263473054,203.16167664670658,1.106587659568223,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,410.0,1176.9536585365854,189.3048780487805,0.9798332962475338,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,333.0,987.0960960960961,195.3003003003003,0.7960090815203779,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,319.0,1024.1818181818182,186.22884012539186,0.8319162829632188,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,399.0,916.0025062656641,196.47117794486215,0.7271747240435191,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,441.0,1119.8231292517007,185.33333333333334,0.9245182771998594,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,553.0,1868.4394213381556,187.79385171790236,1.649344827461099,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,475.0,1157.92,185.1536842105263,0.9614044947349824,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,326.0,1279.8680981595091,177.52147239263803,1.0794772914858017,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,371.0,1137.6603773584907,187.39083557951483,0.941788688154134,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,387.0,2420.0051679586563,183.32041343669252,2.1833827606337213,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,352.0,1244.028409090909,177.57954545454547,1.0447765262678457,0.0,20181019,acetate,37,O2,1,155.40334828867444,185.85041550643493
delta,500.0,1118.018,180.916,0.9227705118598355,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,630.0,2235.3253968253966,180.0142857142857,2.0045717958863807,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,541.0,1289.2902033271719,180.8576709796673,1.0885999783109062,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,518.0,1142.8938223938223,186.71235521235522,0.946855823282023,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,408.0,920.4313725490196,188.85539215686273,0.7314628485522522,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,397.0,1032.0755667506298,186.67002518891687,0.8395591817409288,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,377.0,1125.9549071618037,184.43501326259948,0.9304551977244727,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,351.0,1233.994301994302,192.13390313390315,1.0350612858854664,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,324.0,731.108024691358,190.83024691358025,0.5481558719847028,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,405.0,814.8395061728395,177.77283950617283,0.6292265105909438,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,358.0,1889.572625698324,189.1536312849162,1.6698064548318503,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,520.0,1083.378846153846,193.7,0.889232130913971,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,453.0,1250.9779249448125,195.45253863134658,1.051505198426892,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,360.0,1268.7388888888888,194.95555555555555,1.0687017493983106,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,545.0,1613.0385321100916,190.5137614678899,1.4020601404595883,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,391.0,917.9411764705883,184.05626598465474,0.7290517866343065,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,404.0,989.9653465346535,181.1980198019802,0.7987871521009937,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,275.0,898.0945454545455,195.10181818181817,0.7098358475133814,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,398.0,1184.354271356784,194.72613065326632,0.9869987302849541,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,431.0,1578.538283062645,189.20881670533643,1.368656250156161,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,566.0,1338.1501766784452,181.0,1.1359072655078692,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,361.0,1423.1218836565097,183.56786703601108,1.2181787173714984,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,293.0,1025.7952218430034,192.71672354948805,0.833478415423169,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,394.0,1093.6421319796955,180.748730964467,0.8991692671186374,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,282.0,858.9042553191489,185.9964539007092,0.6718909575839807,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,344.0,1150.8517441860465,187.04651162790697,0.9545608559681676,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,364.0,1068.326923076923,187.25274725274724,0.874658532137171,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,367.0,1332.525885558583,176.44686648501363,1.1304617047136836,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,379.0,1207.3482849604222,182.0079155672823,1.009262033572856,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,416.0,1797.1947115384614,183.8341346153846,1.5803641523484182,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,317.0,1119.820189274448,184.06624605678235,0.9245154306500414,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,434.0,1051.9285714285713,178.02304147465438,0.8587812919797089,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,257.0,879.7782101167315,173.44747081712063,0.6921015738986114,0.0,20181019,acetate,37,O2,1,156.64551220622985,185.9280825521362
delta,309.0,1153.0517799352751,178.042071197411,0.9566909783545244,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,429.0,1473.1771561771561,181.9044289044289,1.2666433191802664,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,274.0,733.2518248175182,185.95985401459853,0.5502315458196438,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,360.0,1285.013888888889,190.05833333333334,1.0844595578112477,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,365.0,1359.2547945205479,191.06027397260274,1.1563412147910708,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,360.0,1124.75,191.0,0.9292885804457581,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,426.0,1582.0962441314555,195.59859154929578,1.3721011453243948,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,379.0,1218.018469656992,189.5963060686016,1.0195931380999956,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,698.0,1453.3065902578796,192.9140401146132,1.247404205766282,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,362.0,990.9254143646409,183.47513812154696,0.7997167106219378,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,307.0,920.1726384364821,185.29315960912052,0.7312123365660613,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,429.0,1954.5734265734266,190.99067599067598,1.7327416417367558,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,446.0,1285.4417040358744,185.93497757847533,1.0848737777265995,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,303.0,1082.4356435643565,187.26732673267327,0.8883189016851069,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,372.0,1171.8978494623657,179.06182795698925,0.9749381521145726,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,608.0,1268.4029605263158,191.56743421052633,1.068376496262956,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,418.0,1027.2081339712918,187.92344497607655,0.8348464276272785,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,433.0,1288.782909930716,189.72055427251732,1.0881088058285404,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,334.0,1042.3922155688622,186.42215568862275,0.8495479851536022,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,345.0,1631.0898550724637,186.87826086956522,1.41953782333769,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,323.0,1065.080495356037,187.28173374613004,0.8715152703213696,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,412.0,1223.9150485436894,174.58495145631068,1.0253023338227818,0.0,20181019,acetate,37,O2,1,155.74659099672914,185.614733317909
delta,475.0,1406.9452631578947,179.2842105263158,1.202516162128121,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,314.0,1012.6114649681529,178.8535031847134,0.8207136157305953,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,330.0,1114.7545454545455,187.98181818181817,0.9196107643027478,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,439.0,944.0159453302962,185.1753986332574,0.7542979440599835,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,355.0,973.9295774647887,189.10704225352112,0.7832609722695326,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,590.0,1212.7101694915254,189.9542372881356,1.0144535266096248,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,323.0,1015.8390092879257,178.1486068111455,0.8238385942273845,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,392.0,1059.7295918367347,191.8341836734694,0.8663344093386797,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,493.0,1318.340770791075,190.62271805273835,1.1167273685648715,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,380.0,1192.0026315789473,195.2,0.9944040387368115,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,480.0,1104.5958333333333,194.50833333333333,0.9097748786297375,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,502.0,1020.4043824701196,192.62549800796813,0.8282588876798312,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,411.0,942.8369829683699,195.86131386861314,0.7531564470999037,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,382.0,1167.3586387434555,194.2565445026178,0.970543189727197,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,419.0,1060.3747016706443,183.20047732696898,0.866959018688483,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,590.0,871.2406779661017,187.0,0.6838353498771726,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,567.0,1276.3033509700176,197.18871252204585,1.0760258258481634,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,416.0,811.0528846153846,193.23076923076923,0.6255602213722237,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,443.0,1089.7426636568848,180.6726862302483,0.8953937172112232,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,371.0,864.1428571428571,195.82479784366578,0.6769630856263559,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,644.0,1750.3400621118012,183.3198757763975,1.5349984633210363,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,318.0,950.7955974842768,189.6572327044025,0.7608621504961606,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,701.0,2338.4279600570612,193.16405135520685,2.104397936487751,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,588.0,1129.0833333333333,189.33843537414967,0.9334842078777741,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,396.0,1238.4267676767677,189.7070707070707,1.039352895410579,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,473.0,1433.5412262156449,184.42494714587738,1.2282669510941169,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,408.0,1184.575980392157,188.18872549019608,0.9872133937874317,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,475.0,1049.4757894736842,180.90526315789472,0.8564064552286292,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,377.0,1281.5649867374004,181.41644562334218,1.0811202558549884,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,413.0,886.452784503632,190.1864406779661,0.6985640417589293,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,322.0,1083.9906832298136,185.6055900621118,0.8898245248570141,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,314.0,878.7292993630573,182.8248407643312,0.6910859957297224,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,435.0,1284.9954022988506,188.41379310344828,1.084441658693335,0.0,20181019,acetate,37,O2,1,156.80364769781622,185.20441427726496
delta,396.0,187.03030303030303,170.7171717171717,0.021368007180881665,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,380.0,1152.4,185.57368421052632,0.9560599108677373,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,282.0,940.9751773049645,183.13475177304966,0.7513538064273346,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,404.0,757.0297029702971,188.0742574257426,0.5732538037857052,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,294.0,846.7108843537414,190.9421768707483,0.6600850710352397,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,354.0,886.1525423728814,180.15254237288136,0.6982733408081545,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,315.0,1073.095238095238,183.45396825396824,0.8792753182822487,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,310.0,860.8709677419355,187.60645161290321,0.6737951712590414,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,453.0,956.4547461368653,186.93818984547462,0.7663414611104661,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,511.0,950.1545988258317,188.45401174168296,0.7602415216757166,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,413.0,1551.5786924939466,192.1283292978208,1.3425533891378645,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,376.0,1063.6196808510638,193.76063829787233,0.8701008779959496,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,393.0,943.5954198473282,188.84223918575063,0.7538907821556292,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,419.0,1373.2076372315037,188.27923627684964,1.1698506600909226,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
delta,449.0,970.3853006681514,192.2806236080178,0.779829326510772,0.0,20181019,acetate,37,O2,1,156.22170030405064,185.3484608469642
