parameter,value,well_id,carbon,strain
max df,0.0282268782779607,31,LB,manuel_delta
lag time stderr,0.07759891051736273,31,LB,manuel_delta
lag time std,0.7759891051736273,31,LB,manuel_delta
lag time,83.23803044927531,31,LB,manuel_delta
max y stderr,0.0005137498513234418,31,LB,manuel_delta
max y,0.3196168401822359,31,LB,manuel_delta
inverse max df stderr,0.024981632162339448,31,LB,manuel_delta
max y std,0.005137498513234418,31,LB,manuel_delta
inverse max df,24.55882226603887,31,LB,manuel_delta
time of max df stderr,0.28,31,LB,manuel_delta
time of max df std,2.8000000000000003,31,LB,manuel_delta
time of max df,140.56666666666666,31,LB,manuel_delta
max df stderr,2.870577458228804e-05,31,LB,manuel_delta
max df std,0.0002870577458228804,31,LB,manuel_delta
inverse max df std,0.24981632162339448,31,LB,manuel_delta
inverse max df stderr,0.027102796855961557,32,LB,manuel_delta
lag time std,0.879774544320986,32,LB,manuel_delta
lag time stderr,0.0879774544320986,32,LB,manuel_delta
lag time,84.97183253561077,32,LB,manuel_delta
max y stderr,0.0005009514563315673,32,LB,manuel_delta
max y,0.33019191726140307,32,LB,manuel_delta
inverse max df std,0.2710279685596156,32,LB,manuel_delta
max y std,0.005009514563315673,32,LB,manuel_delta
time of max df stderr,0.15256146302392357,32,LB,manuel_delta
time of max df std,1.5256146302392357,32,LB,manuel_delta
time of max df,145.81666666666666,32,LB,manuel_delta
max df stderr,3.024873856755522e-05,32,LB,manuel_delta
max df std,0.0003024873856755522,32,LB,manuel_delta
max df,0.02782951439829026,32,LB,manuel_delta
inverse max df,24.90985455484439,32,LB,manuel_delta
lag time stderr,0.09397517305428663,33,LB,manuel_delta
lag time std,0.9397517305428663,33,LB,manuel_delta
lag time,82.78682854400213,33,LB,manuel_delta
max y stderr,0.0005473863801762549,33,LB,manuel_delta
max y std,0.005473863801762549,33,LB,manuel_delta
max y,0.33392281626293824,33,LB,manuel_delta
inverse max df stderr,0.02785843482112695,33,LB,manuel_delta
inverse max df std,0.2785843482112695,33,LB,manuel_delta
time of max df stderr,0.20999999999999996,33,LB,manuel_delta
time of max df std,2.0999999999999996,33,LB,manuel_delta
time of max df,145.46666666666667,33,LB,manuel_delta
max df stderr,3.0520297439898245e-05,33,LB,manuel_delta
max df std,0.0003052029743989824,33,LB,manuel_delta
max df,0.027623557981573458,33,LB,manuel_delta
inverse max df,25.095688158111194,33,LB,manuel_delta
max y,0.3154386853987545,34,LB,manuel_delta
lag time stderr,0.10453171626024411,34,LB,manuel_delta
lag time std,1.0453171626024411,34,LB,manuel_delta
lag time,77.5192240902173,34,LB,manuel_delta
max y stderr,0.0005367626270561088,34,LB,manuel_delta
max y std,0.005367626270561089,34,LB,manuel_delta
inverse max df stderr,0.0210044642471633,34,LB,manuel_delta
inverse max df,25.202489407667073,34,LB,manuel_delta
time of max df stderr,0.34549095501908583,34,LB,manuel_delta
time of max df std,3.4549095501908584,34,LB,manuel_delta
time of max df,142.10666666666665,34,LB,manuel_delta
max df stderr,2.293502123354535e-05,34,LB,manuel_delta
max df std,0.00022935021233545352,34,LB,manuel_delta
max df,0.027505034941307297,34,LB,manuel_delta
inverse max df std,0.21004464247163301,34,LB,manuel_delta
max y std,0.0050460992886497465,35,LB,manuel_delta
